charter,2015,2016,2017,2018,2019,2021,state
0.0,53.17958179581796,56.36654366543665,56.74396063960639,53.17377613776138,54.424341943419435,56.399360393603935,california
1.0,56.24647887323944,61.014084507042256,61.955563380281696,57.14211267605634,59.910633802816896,57.36887323943662,california
0.0,,,,32.54117647058824,31.737837837837837,26.396184419713833,illinois
1.0,,,,14.225000000000001,12.498076923076923,7.611538461538462,illinois
