StateName,StateAbbrev,DataLevel,Charter,SchoolName,SchoolType,NCESSchoolID,StateAssignedSchoolID,DistrictName,DistrictType,NCESDistrictID,StateAssignedDistrictID,EnrollmentTotal,TimePeriodInterval,TimePeriodStart,TimePeriodEnd,LearningModel,LearningModelGrK5,LearningModelGr68,LearningModelGr912,LearningModelStateCat,LearningModelStateCatGrK5,LearningModelStateCatGr68,LearningModelStateCatGr912,EnrollmentInPerson,EnrollmentHybrid,EnrollmentVirtual,StaffCount,StaffCountInPerson
Texas,TX,School,No,Dimmitt High School,Regular school,481716001487,035901001,Dimmitt ISD,Regular local school district,4817160,35901,330,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,318,0,12,,
Texas,TX,School,No,Dimmitt Middle,Regular school,481716001488,035901041,Dimmitt ISD,Regular local school district,4817160,35901,272,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,258,0,14,,
Texas,TX,School,No,Dimmitt Middle,Regular school,481716001488,035901041,Dimmitt ISD,Regular local school district,4817160,35901,269,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,263,0,6,,
Texas,TX,School,No,Richardson Elementary,Regular school,481716001489,035901102,Dimmitt ISD,Regular local school district,4817160,35901,569,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,557,0,12,,
Texas,TX,School,No,Richardson Elementary,Regular school,481716001489,035901102,Dimmitt ISD,Regular local school district,4817160,35901,561,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,545,0,16,,
Texas,TX,School,No,Divide Elementary,Regular school,481719001490,133905101,Divide ISD,Regular local school district,4817190,133905,22,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,22,0,0,,
Texas,TX,School,No,Divide Elementary,Regular school,481719001490,133905101,Divide ISD,Regular local school district,4817190,133905,23,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,21,0,2,,
Texas,TX,School,No,Dodd City School,Regular school,481728001494,074904001,Dodd City ISD,Regular local school district,4817280,74904,337,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,320,0,17,,
Texas,TX,School,No,Dodd City School,Regular school,481728001494,074904001,Dodd City ISD,Regular local school district,4817280,74904,336,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,319,0,17,,
Texas,TX,School,No,A M Ochoa Elementary,Regular school,481739001496,108902104,Donna ISD,Regular local school district,4817390,108902,332,Bi-annually,9/1/20,12/31/20,Virtual,,,,,,,,0,0,332,,
Texas,TX,School,No,A M Ochoa Elementary,Regular school,481739001496,108902104,Donna ISD,Regular local school district,4817390,108902,330,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,116,0,214,,
Texas,TX,School,No,Donna High School,Regular school,481739001497,108902001,Donna ISD,Regular local school district,4817390,108902,2042,Bi-annually,9/1/20,12/31/20,Virtual,,,,,,,,0,0,2042,,
Texas,TX,School,No,Donna High School,Regular school,481739001497,108902001,Donna ISD,Regular local school district,4817390,108902,2040,Bi-annually,1/1/21,6/1/21,Virtual,,,,,,,,49,0,1991,,
Texas,TX,School,No,M Rivas Elementary,Regular school,481739001501,108902105,Donna ISD,Regular local school district,4817390,108902,238,Bi-annually,9/1/20,12/31/20,Virtual,,,,,,,,0,0,238,,
Texas,TX,School,No,M Rivas Elementary,Regular school,481739001501,108902105,Donna ISD,Regular local school district,4817390,108902,246,Bi-annually,1/1/21,6/1/21,Virtual,,,,,,,,0,0,246,,
Texas,TX,School,No,C Stainke Elementary,Regular school,481739001502,108902106,Donna ISD,Regular local school district,4817390,108902,478,Bi-annually,9/1/20,12/31/20,Virtual,,,,,,,,0,0,478,,
Texas,TX,School,No,C Stainke Elementary,Regular school,481739001502,108902106,Donna ISD,Regular local school district,4817390,108902,478,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,99,0,379,,
Texas,TX,School,No,J W Caceres Elementary,Regular school,481739006244,108902109,Donna ISD,Regular local school district,4817390,108902,318,Bi-annually,9/1/20,12/31/20,Virtual,,,,,,,,0,0,318,,
Texas,TX,School,No,J W Caceres Elementary,Regular school,481739006244,108902109,Donna ISD,Regular local school district,4817390,108902,328,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,137,0,191,,
Texas,TX,School,No,Guzman Elementary,Regular school,481739006847,108902102,Donna ISD,Regular local school district,4817390,108902,354,Bi-annually,9/1/20,12/31/20,Virtual,,,,,,,,0,0,354,,
Texas,TX,School,No,Guzman Elementary,Regular school,481739006847,108902102,Donna ISD,Regular local school district,4817390,108902,373,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,73,0,300,,
Texas,TX,School,No,Capt D Salinas II Elementary,Regular school,481739007038,108902112,Donna ISD,Regular local school district,4817390,108902,461,Bi-annually,9/1/20,12/31/20,Virtual,,,,,,,,0,0,461,,
Texas,TX,School,No,Capt D Salinas II Elementary,Regular school,481739007038,108902112,Donna ISD,Regular local school district,4817390,108902,465,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,69,0,396,,
Texas,TX,School,No,Patricia S Garza Elementary,Regular school,481739007347,108902103,Donna ISD,Regular local school district,4817390,108902,446,Bi-annually,9/1/20,12/31/20,Virtual,,,,,,,,0,0,446,,
Texas,TX,School,No,Patricia S Garza Elementary,Regular school,481739007347,108902103,Donna ISD,Regular local school district,4817390,108902,438,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,122,0,316,,
Texas,TX,School,No,Patricia S Garza Elementary,Regular school,481739008283,108902113,Donna ISD,Regular local school district,4817390,108902,564,Bi-annually,9/1/20,12/31/20,Virtual,,,,,,,,0,0,564,,
Texas,TX,School,No,Patricia S Garza Elementary,Regular school,481739008283,108902113,Donna ISD,Regular local school district,4817390,108902,563,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,154,0,409,,
Texas,TX,School,No,Maria Alicia P Munoz Elementary,Regular school,481739008284,108902114,Donna ISD,Regular local school district,4817390,108902,636,Bi-annually,9/1/20,12/31/20,Virtual,,,,,,,,0,0,636,,
Texas,TX,School,No,Maria Alicia P Munoz Elementary,Regular school,481739008284,108902114,Donna ISD,Regular local school district,4817390,108902,645,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,258,0,387,,
Texas,TX,School,No,Veterans Middle,Regular school,481739008842,108902046,Donna ISD,Regular local school district,4817390,108902,881,Bi-annually,9/1/20,12/31/20,Virtual,,,,,,,,0,0,881,,
Texas,TX,School,No,Veterans Middle,Regular school,481739008842,108902046,Donna ISD,Regular local school district,4817390,108902,895,Bi-annually,1/1/21,6/1/21,Virtual,,,,,,,,1,0,894,,
Texas,TX,School,No,Le Noir Elementary,Regular school,481739009295,108902115,Donna ISD,Regular local school district,4817390,108902,409,Bi-annually,9/1/20,12/31/20,Virtual,,,,,,,,0,0,409,,
Texas,TX,School,No,Le Noir Elementary,Regular school,481739009295,108902115,Donna ISD,Regular local school district,4817390,108902,385,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,43,0,342,,
Texas,TX,School,No,Daniel Singleterry Sr,Regular school,481739009540,108902116,Donna ISD,Regular local school district,4817390,108902,533,Bi-annually,9/1/20,12/31/20,Virtual,,,,,,,,0,0,533,,
Texas,TX,School,No,Daniel Singleterry Sr,Regular school,481739009540,108902116,Donna ISD,Regular local school district,4817390,108902,538,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,156,0,382,,
Texas,TX,School,No,Dora Middle Schoolauceda Middle,Regular school,481739010816,108902047,Donna ISD,Regular local school district,4817390,108902,719,Bi-annually,9/1/20,12/31/20,Virtual,,,,,,,,0,0,719,,
Texas,TX,School,No,Dora Middle Schoolauceda Middle,Regular school,481739010816,108902047,Donna ISD,Regular local school district,4817390,108902,724,Bi-annually,1/1/21,6/1/21,Virtual,,,,,,,,0,0,724,,
Texas,TX,School,No,Elementaryoy Garza Salazar Elementary,Regular school,481739010817,108902117,Donna ISD,Regular local school district,4817390,108902,457,Bi-annually,9/1/20,12/31/20,Virtual,,,,,,,,0,0,457,,
Texas,TX,School,No,Elementaryoy Garza Salazar Elementary,Regular school,481739010817,108902117,Donna ISD,Regular local school district,4817390,108902,452,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,71,0,381,,
Texas,TX,School,No,Julian S Adame,Regular school,481739011524,108902118,Donna ISD,Regular local school district,4817390,108902,716,Bi-annually,9/1/20,12/31/20,Virtual,,,,,,,,0,0,716,,
Texas,TX,School,No,Julian S Adame,Regular school,481739011524,108902118,Donna ISD,Regular local school district,4817390,108902,711,Bi-annually,1/1/21,6/1/21,Virtual,,,,,,,,0,0,711,,
Texas,TX,School,No,3D Academy,Other/alternative school,481739012205,108902006,Donna ISD,Regular local school district,4817390,108902,127,Bi-annually,9/1/20,12/31/20,Virtual,,,,,,,,0,0,127,,
Texas,TX,School,No,3D Academy,Other/alternative school,481739012205,108902006,Donna ISD,Regular local school district,4817390,108902,146,Bi-annually,1/1/21,6/1/21,Virtual,,,,,,,,1,0,145,,
Texas,TX,School,No,Donna North High School,Regular school,481739012761,108902007,Donna ISD,Regular local school district,4817390,108902,2137,Bi-annually,9/1/20,12/31/20,Virtual,,,,,,,,0,0,2137,,
Texas,TX,School,No,Donna North High School,Regular school,481739012761,108902007,Donna ISD,Regular local school district,4817390,108902,2103,Bi-annually,1/1/21,6/1/21,Virtual,,,,,,,,0,0,2103,,
Texas,TX,School,No,W A Todd Middle,Regular school,481739012877,108902048,Donna ISD,Regular local school district,4817390,108902,754,Bi-annually,9/1/20,12/31/20,Virtual,,,,,,,,0,0,754,,
Texas,TX,School,No,W A Todd Middle,Regular school,481739012877,108902048,Donna ISD,Regular local school district,4817390,108902,756,Bi-annually,1/1/21,6/1/21,Virtual,,,,,,,,0,0,756,,
Texas,TX,School,No,Donna Early College High School,Regular school,481739014005,108902009,Donna ISD,Regular local school district,4817390,108902,93,Bi-annually,9/1/20,12/31/20,Virtual,,,,,,,,0,0,93,,
Texas,TX,School,No,Donna Early College High School,Regular school,481739014005,108902009,Donna ISD,Regular local school district,4817390,108902,90,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,12,0,78,,
Texas,TX,School,No,A P Solis Middle,Regular school,481739017037,108902045,Donna ISD,Regular local school district,4817390,108902,864,Bi-annually,9/1/20,12/31/20,Virtual,,,,,,,,0,0,864,,
Texas,TX,School,No,A P Solis Middle,Regular school,481739017037,108902045,Donna ISD,Regular local school district,4817390,108902,862,Bi-annually,1/1/21,6/1/21,Virtual,,,,,,,,0,0,862,,
Texas,TX,School,No,M Rivas Elementary,Regular school,481739021341,108902111,Donna ISD,Regular local school district,4817390,108902,289,Bi-annually,9/1/20,12/31/20,Virtual,,,,,,,,0,0,289,,
Texas,TX,School,No,M Rivas Elementary,Regular school,481739021341,108902111,Donna ISD,Regular local school district,4817390,108902,277,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,110,0,167,,
Texas,TX,School,No,Doss Elementary,Regular school,481740001503,086024101,Doss Consolidated CSD,Regular local school district,4817400,86024,18,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,16,0,2,,
Texas,TX,School,No,Doss Elementary,Regular school,481740001503,086024101,Doss Consolidated CSD,Regular local school district,4817400,86024,17,Bi-annually,1/1/21,6/1/21,Virtual,,,,,,,,0,0,17,,
Texas,TX,School,No,Douglass School,Regular school,481746001506,174911001,Douglass ISD,Regular local school district,4817460,174911,457,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,438,0,19,,
Texas,TX,School,No,Douglass School,Regular school,481746001506,174911001,Douglass ISD,Regular local school district,4817460,174911,450,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,398,0,52,,
Texas,TX,School,No,Driscoll Elementary & Middle,Regular school,481755008889,178905041,Driscoll ISD,Regular local school district,4817550,178905,304,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,212,0,92,,
Texas,TX,School,No,Driscoll Elementary & Middle,Regular school,481755008889,178905041,Driscoll ISD,Regular local school district,4817550,178905,288,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,252,0,36,,
Texas,TX,School,No,Dublin Elementary,Regular school,481758001511,072902101,Dublin ISD,Regular local school district,4817580,72902,380,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,380,0,0,,
Texas,TX,School,No,Dublin Elementary,Regular school,481758001511,072902101,Dublin ISD,Regular local school district,4817580,72902,374,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,374,0,0,,
Texas,TX,School,No,Dublin High School,Regular school,481758001512,072902001,Dublin ISD,Regular local school district,4817580,72902,496,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,496,0,0,,
Texas,TX,School,No,Dublin High School,Regular school,481758001512,072902001,Dublin ISD,Regular local school district,4817580,72902,491,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,491,0,0,,
Texas,TX,School,No,Dublin Int,Regular school,481758008211,072902102,Dublin ISD,Regular local school district,4817580,72902,218,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,218,0,0,,
Texas,TX,School,No,Dublin Int,Regular school,481758008211,072902102,Dublin ISD,Regular local school district,4817580,72902,220,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,220,0,0,,
Texas,TX,School,No,Cactus Elementary,Regular school,481761001514,171901101,Dumas ISD,Regular local school district,4817610,171901,340,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,335,0,5,,
Texas,TX,School,No,Cactus Elementary,Regular school,481761001514,171901101,Dumas ISD,Regular local school district,4817610,171901,346,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,346,0,0,,
Texas,TX,School,No,Dumas High School,Regular school,481761001515,171901001,Dumas ISD,Regular local school district,4817610,171901,1100,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,1017,0,83,,
Texas,TX,School,No,Dumas High School,Regular school,481761001515,171901001,Dumas ISD,Regular local school district,4817610,171901,1037,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,1024,0,13,,
Texas,TX,School,No,Dumas Junior High,Regular school,481761001516,171901041,Dumas ISD,Regular local school district,4817610,171901,625,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,611,0,14,,
Texas,TX,School,No,Dumas Junior High,Regular school,481761001516,171901041,Dumas ISD,Regular local school district,4817610,171901,620,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,615,0,5,,
Texas,TX,School,No,Green Acres Elementary,Regular school,481761001517,171901105,Dumas ISD,Regular local school district,4817610,171901,375,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,364,0,11,,
Texas,TX,School,No,Green Acres Elementary,Regular school,481761001517,171901105,Dumas ISD,Regular local school district,4817610,171901,385,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,382,0,3,,
Texas,TX,School,No,Hillcrest Elementary,Regular school,481761001518,171901103,Dumas ISD,Regular local school district,4817610,171901,302,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,267,0,35,,
Texas,TX,School,No,Hillcrest Elementary,Regular school,481761001518,171901103,Dumas ISD,Regular local school district,4817610,171901,305,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,301,0,4,,
Texas,TX,School,No,Morningside Elementary,Regular school,481761001519,171901102,Dumas ISD,Regular local school district,4817610,171901,441,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,421,0,20,,
Texas,TX,School,No,Morningside Elementary,Regular school,481761001519,171901102,Dumas ISD,Regular local school district,4817610,171901,408,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,405,0,3,,
Texas,TX,School,No,Sunset Elementary,Regular school,481761001520,171901104,Dumas ISD,Regular local school district,4817610,171901,266,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,265,0,1,,
Texas,TX,School,No,Sunset Elementary,Regular school,481761001520,171901104,Dumas ISD,Regular local school district,4817610,171901,282,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,281,0,1,,
Texas,TX,School,No,Dumas Int,Regular school,481761012386,171901106,Dumas ISD,Regular local school district,4817610,171901,655,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,617,0,38,,
Texas,TX,School,No,Dumas Int,Regular school,481761012386,171901106,Dumas ISD,Regular local school district,4817610,171901,656,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,647,0,9,,
Texas,TX,School,No,Grace R Brandenburg Int,Regular school,481764000478,057907110,Duncanville ISD,Regular local school district,4817640,57907,441,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,152,0,289,,
Texas,TX,School,No,Grace R Brandenburg Int,Regular school,481764000478,057907110,Duncanville ISD,Regular local school district,4817640,57907,443,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,208,0,235,,
Texas,TX,School,No,Charles Acton Elementary,Regular school,481764001521,057907107,Duncanville ISD,Regular local school district,4817640,57907,462,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,200,0,262,,
Texas,TX,School,No,Charles Acton Elementary,Regular school,481764001521,057907107,Duncanville ISD,Regular local school district,4817640,57907,468,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,231,0,237,,
Texas,TX,School,No,S Gus Alexander Jr Elementary,Regular school,481764001522,057907105,Duncanville ISD,Regular local school district,4817640,57907,360,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,137,0,223,,
Texas,TX,School,No,S Gus Alexander Jr Elementary,Regular school,481764001522,057907105,Duncanville ISD,Regular local school district,4817640,57907,365,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,201,0,164,,
Texas,TX,School,No,Central Elementary,Regular school,481764001523,057907101,Duncanville ISD,Regular local school district,4817640,57907,389,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,173,0,216,,
Texas,TX,School,No,Central Elementary,Regular school,481764001523,057907101,Duncanville ISD,Regular local school district,4817640,57907,382,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,223,0,159,,
Texas,TX,School,No,Duncanville High School,Regular school,481764001524,057907001,Duncanville ISD,Regular local school district,4817640,57907,4486,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,1375,0,3111,,
Texas,TX,School,No,Duncanville High School,Regular school,481764001524,057907001,Duncanville ISD,Regular local school district,4817640,57907,4440,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,1717,0,2723,,
Texas,TX,School,No,Fairmeadows Elementary,Regular school,481764001525,057907102,Duncanville ISD,Regular local school district,4817640,57907,364,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,152,0,212,,
Texas,TX,School,No,Fairmeadows Elementary,Regular school,481764001525,057907102,Duncanville ISD,Regular local school district,4817640,57907,380,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,228,0,152,,
Texas,TX,School,No,William Lee Hastings Elementary,Regular school,481764001526,057907104,Duncanville ISD,Regular local school district,4817640,57907,476,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,180,0,296,,
Texas,TX,School,No,William Lee Hastings Elementary,Regular school,481764001526,057907104,Duncanville ISD,Regular local school district,4817640,57907,476,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,232,0,244,,
Texas,TX,School,No,Merrifield Elementary,Regular school,481764001527,057907103,Duncanville ISD,Regular local school district,4817640,57907,331,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,136,0,195,,
Texas,TX,School,No,Merrifield Elementary,Regular school,481764001527,057907103,Duncanville ISD,Regular local school district,4817640,57907,339,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,180,0,159,,
Texas,TX,School,No,J Herman Reed Middle,Regular school,481764001528,057907041,Duncanville ISD,Regular local school district,4817640,57907,554,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,171,0,383,,
Texas,TX,School,No,J Herman Reed Middle,Regular school,481764001528,057907041,Duncanville ISD,Regular local school district,4817640,57907,555,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,229,0,326,,
Texas,TX,School,No,Clint Q Smith Elementary,Regular school,481764001529,057907106,Duncanville ISD,Regular local school district,4817640,57907,257,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,94,0,163,,
Texas,TX,School,No,Clint Q Smith Elementary,Regular school,481764001529,057907106,Duncanville ISD,Regular local school district,4817640,57907,270,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,142,0,128,,
Texas,TX,School,No,William H Byrd Middle,Regular school,481764001530,057907042,Duncanville ISD,Regular local school district,4817640,57907,617,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,185,0,432,,
Texas,TX,School,No,William H Byrd Middle,Regular school,481764001530,057907042,Duncanville ISD,Regular local school district,4817640,57907,629,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,245,0,384,,
Texas,TX,School,No,Mary E Smithey Pace High School,Other/alternative school,481764003679,057907004,Duncanville ISD,Regular local school district,4817640,57907,96,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,13,0,83,,
Texas,TX,School,No,Mary E Smithey Pace High School,Other/alternative school,481764003679,057907004,Duncanville ISD,Regular local school district,4817640,57907,92,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,15,0,77,,
Texas,TX,School,No,H Bob Daniel Sr Int,Regular school,481764006536,057907108,Duncanville ISD,Regular local school district,4817640,57907,556,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,161,0,395,,
Texas,TX,School,No,H Bob Daniel Sr Int,Regular school,481764006536,057907108,Duncanville ISD,Regular local school district,4817640,57907,556,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,208,0,348,,
Texas,TX,School,No,Glenn C Hardin Int,Regular school,481764006537,057907109,Duncanville ISD,Regular local school district,4817640,57907,532,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,167,0,365,,
Texas,TX,School,No,Glenn C Hardin Int,Regular school,481764006537,057907109,Duncanville ISD,Regular local school district,4817640,57907,537,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,208,0,329,,
Texas,TX,School,No,P A S S Learning Center,Other/alternative school,481764007255,057907007,Duncanville ISD,Regular local school district,4817640,57907,3,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,3,0,0,,
Texas,TX,School,No,P A S S Learning Center,Other/alternative school,481764007255,057907007,Duncanville ISD,Regular local school district,4817640,57907,5,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,5,0,0,,
Texas,TX,School,No,Cj & Anne Hyman Elementary,Regular school,481764009197,057907111,Duncanville ISD,Regular local school district,4817640,57907,422,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,184,0,238,,
Texas,TX,School,No,Cj & Anne Hyman Elementary,Regular school,481764009197,057907111,Duncanville ISD,Regular local school district,4817640,57907,427,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,236,0,191,,
Texas,TX,School,No,James R Bilhartz Jr Elementary,Regular school,481764009501,057907112,Duncanville ISD,Regular local school district,4817640,57907,514,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,231,0,283,,
Texas,TX,School,No,James R Bilhartz Jr Elementary,Regular school,481764009501,057907112,Duncanville ISD,Regular local school district,4817640,57907,523,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,290,0,233,,
Texas,TX,School,No,G W Kennemer Middle,Regular school,481764010588,057907043,Duncanville ISD,Regular local school district,4817640,57907,913,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,307,0,606,,
Texas,TX,School,No,G W Kennemer Middle,Regular school,481764010588,057907043,Duncanville ISD,Regular local school district,4817640,57907,897,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,382,0,515,,
Texas,TX,School,No,Boswell High School,Regular school,481770001531,220918001,Eagle Mt-Saginaw ISD,Regular local school district,4817700,220918,2280,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,1279,0,1001,,
Texas,TX,School,No,Boswell High School,Regular school,481770001531,220918001,Eagle Mt-Saginaw ISD,Regular local school district,4817700,220918,2204,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,1291,0,913,,
Texas,TX,School,No,Eagle Mountain Elementary,Regular school,481770001532,220918102,Eagle Mt-Saginaw ISD,Regular local school district,4817700,220918,647,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,553,0,94,,
Texas,TX,School,No,Eagle Mountain Elementary,Regular school,481770001532,220918102,Eagle Mt-Saginaw ISD,Regular local school district,4817700,220918,637,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,564,0,73,,
Texas,TX,School,No,L A Gililland Elementary,Regular school,481770001533,220918101,Eagle Mt-Saginaw ISD,Regular local school district,4817700,220918,455,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,321,0,134,,
Texas,TX,School,No,L A Gililland Elementary,Regular school,481770001533,220918101,Eagle Mt-Saginaw ISD,Regular local school district,4817700,220918,441,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,325,0,116,,
Texas,TX,School,No,Saginaw Elementary,Regular school,481770001534,220918103,Eagle Mt-Saginaw ISD,Regular local school district,4817700,220918,325,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,268,0,57,,
Texas,TX,School,No,Saginaw Elementary,Regular school,481770001534,220918103,Eagle Mt-Saginaw ISD,Regular local school district,4817700,220918,329,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,284,0,45,,
Texas,TX,School,No,Wayside Middle,Regular school,481770001535,220918041,Eagle Mt-Saginaw ISD,Regular local school district,4817700,220918,967,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,773,0,194,,
Texas,TX,School,No,Wayside Middle,Regular school,481770001535,220918041,Eagle Mt-Saginaw ISD,Regular local school district,4817700,220918,978,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,819,0,159,,
Texas,TX,School,No,Elmer C Watson High School,Other/alternative school,481770005450,220918002,Eagle Mt-Saginaw ISD,Regular local school district,4817700,220918,99,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,53,0,46,,
Texas,TX,School,No,Elmer C Watson High School,Other/alternative school,481770005450,220918002,Eagle Mt-Saginaw ISD,Regular local school district,4817700,220918,112,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,74,0,38,,
Texas,TX,School,No,Bryson Elementary,Regular school,481770006095,220918104,Eagle Mt-Saginaw ISD,Regular local school district,4817700,220918,549,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,457,0,92,,
Texas,TX,School,No,Bryson Elementary,Regular school,481770006095,220918104,Eagle Mt-Saginaw ISD,Regular local school district,4817700,220918,555,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,470,0,85,,
Texas,TX,School,No,Elementarykins Elementary,Regular school,481770006538,220918105,Eagle Mt-Saginaw ISD,Regular local school district,4817700,220918,530,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,405,0,125,,
Texas,TX,School,No,Elementarykins Elementary,Regular school,481770006538,220918105,Eagle Mt-Saginaw ISD,Regular local school district,4817700,220918,544,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,432,0,112,,
Texas,TX,School,No,Highland Middle,Regular school,481770008045,220918042,Eagle Mt-Saginaw ISD,Regular local school district,4817700,220918,827,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,587,0,240,,
Texas,TX,School,No,Highland Middle,Regular school,481770008045,220918042,Eagle Mt-Saginaw ISD,Regular local school district,4817700,220918,814,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,575,0,239,,
Texas,TX,School,No,High Country Elementary,Regular school,481770009059,220918106,Eagle Mt-Saginaw ISD,Regular local school district,4817700,220918,558,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,413,0,145,,
Texas,TX,School,No,High Country Elementary,Regular school,481770009059,220918106,Eagle Mt-Saginaw ISD,Regular local school district,4817700,220918,558,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,435,0,123,,
Texas,TX,School,No,Remington Point Elementary,Regular school,481770009509,220918107,Eagle Mt-Saginaw ISD,Regular local school district,4817700,220918,555,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,398,0,157,,
