StateName,StateAbbrev,DataLevel,Charter,SchoolName,SchoolType,NCESSchoolID,StateAssignedSchoolID,DistrictName,DistrictType,NCESDistrictID,StateAssignedDistrictID,EnrollmentTotal,TimePeriodInterval,TimePeriodStart,TimePeriodEnd,LearningModel,LearningModelGrK5,LearningModelGr68,LearningModelGr912,LearningModelStateCat,LearningModelStateCatGrK5,LearningModelStateCatGr68,LearningModelStateCatGr912,EnrollmentInPerson,EnrollmentHybrid,EnrollmentVirtual,StaffCount,StaffCountInPerson
Texas,TX,School,No,Kiker Elementary,Regular school,480894002776,227901180,Austin ISD,Regular local school district,4808940,227901,800,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,288,0,512,,
Texas,TX,School,No,Kiker Elementary,Regular school,480894002776,227901180,Austin ISD,Regular local school district,4808940,227901,804,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,288,0,516,,
Texas,TX,School,No,Rosedale,Other/alternative school,480894005396,227901251,Austin ISD,Regular local school district,4808940,227901,191,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,111,0,80,,
Texas,TX,School,No,Rosedale,Other/alternative school,480894005396,227901251,Austin ISD,Regular local school district,4808940,227901,132,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,89,0,43,,
Texas,TX,School,No,Langford Elementary,Regular school,480894005398,227901168,Austin ISD,Regular local school district,4808940,227901,505,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,195,0,310,,
Texas,TX,School,No,Langford Elementary,Regular school,480894005398,227901168,Austin ISD,Regular local school district,4808940,227901,511,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,174,0,337,,
Texas,TX,School,No,Bailey Middle,Regular school,480894005486,227901059,Austin ISD,Regular local school district,4808940,227901,923,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,95,0,828,,
Texas,TX,School,No,Bailey Middle,Regular school,480894005486,227901059,Austin ISD,Regular local school district,4808940,227901,919,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,107,0,812,,
Texas,TX,School,No,Patton Elementary,Regular school,480894006070,227901143,Austin ISD,Regular local school district,4808940,227901,818,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,267,0,551,,
Texas,TX,School,No,Patton Elementary,Regular school,480894006070,227901143,Austin ISD,Regular local school district,4808940,227901,823,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,300,0,523,,
Texas,TX,School,No,Kealing Middle School,Regular school,480894006207,227901044,Austin ISD,Regular local school district,4808940,227901,1281,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,190,0,1091,,
Texas,TX,School,No,Kealing Middle School,Regular school,480894006207,227901044,Austin ISD,Regular local school district,4808940,227901,1270,Bi-annually,1/1/21,6/1/21,Virtual,,,,,,,,113,0,1157,,
Texas,TX,School,No,Covington Middle,Regular school,480894006208,227901057,Austin ISD,Regular local school district,4808940,227901,795,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,795,0,0,,
Texas,TX,School,No,Covington Middle,Regular school,480894006208,227901057,Austin ISD,Regular local school district,4808940,227901,790,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,106,0,684,,
Texas,TX,School,Yes,Mendez Middle,Regular school,480894006209,227901058,Austin ISD,Regular local school district,4808940,227901,582,Bi-annually,9/1/20,12/31/20,Virtual,,,,,,,,32,0,550,,
Texas,TX,School,Yes,Mendez Middle,Regular school,480894006209,227901058,Austin ISD,Regular local school district,4808940,227901,585,Bi-annually,1/1/21,6/1/21,Virtual,,,,,,,,57,0,528,,
Texas,TX,School,No,Boone Elementary,Regular school,480894006210,227901170,Austin ISD,Regular local school district,4808940,227901,516,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,106,0,410,,
Texas,TX,School,No,Boone Elementary,Regular school,480894006210,227901170,Austin ISD,Regular local school district,4808940,227901,506,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,116,0,390,,
Texas,TX,School,No,Palm Elementary,Regular school,480894006211,227901171,Austin ISD,Regular local school district,4808940,227901,384,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,135,0,249,,
Texas,TX,School,No,Palm Elementary,Regular school,480894006211,227901171,Austin ISD,Regular local school district,4808940,227901,374,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,113,0,261,,
Texas,TX,School,No,Kocurek Elementary,Regular school,480894006212,227901172,Austin ISD,Regular local school district,4808940,227901,553,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,212,0,341,,
Texas,TX,School,No,Kocurek Elementary,Regular school,480894006212,227901172,Austin ISD,Regular local school district,4808940,227901,552,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,216,0,336,,
Texas,TX,School,No,Widen Elementary,Regular school,480894006213,227901175,Austin ISD,Regular local school district,4808940,227901,356,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,152,0,204,,
Texas,TX,School,No,Widen Elementary,Regular school,480894006213,227901175,Austin ISD,Regular local school district,4808940,227901,364,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,105,0,259,,
Texas,TX,School,No,Bowie High School,Regular school,480894006508,227901013,Austin ISD,Regular local school district,4808940,227901,2886,Bi-annually,9/1/20,12/31/20,Virtual,,,,,,,,113,0,2773,,
Texas,TX,School,No,Bowie High School,Regular school,480894006508,227901013,Austin ISD,Regular local school district,4808940,227901,2844,Bi-annually,1/1/21,6/1/21,Virtual,,,,,,,,160,0,2684,,
Texas,TX,School,No,Galindo Elementary,Regular school,480894006509,227901176,Austin ISD,Regular local school district,4808940,227901,495,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,211,0,284,,
Texas,TX,School,No,Galindo Elementary,Regular school,480894006509,227901176,Austin ISD,Regular local school district,4808940,227901,484,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,172,0,312,,
Texas,TX,School,No,Leadership Academy,Other/alternative school,480894007137,227901035,Austin ISD,Regular local school district,4808940,227901,18,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,18,0,0,,
Texas,TX,School,No,Leadership Academy,Other/alternative school,480894007137,227901035,Austin ISD,Regular local school district,4808940,227901,9,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,9,0,0,,
Texas,TX,School,No,Garza Independence High School,Other/alternative school,480894008060,227901015,Austin ISD,Regular local school district,4808940,227901,183,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,22,0,161,,
Texas,TX,School,No,Garza Independence High School,Other/alternative school,480894008060,227901015,Austin ISD,Regular local school district,4808940,227901,195,Bi-annually,1/1/21,6/1/21,Virtual,,,,,,,,11,0,184,,
Texas,TX,School,No,Hart Elementary,Regular school,480894008061,227901163,Austin ISD,Regular local school district,4808940,227901,570,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,165,0,405,,
Texas,TX,School,No,Hart Elementary,Regular school,480894008061,227901163,Austin ISD,Regular local school district,4808940,227901,559,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,192,0,367,,
Texas,TX,School,No,Mills Elementary,Regular school,480894008062,227901181,Austin ISD,Regular local school district,4808940,227901,745,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,281,0,464,,
Texas,TX,School,No,Mills Elementary,Regular school,480894008062,227901181,Austin ISD,Regular local school district,4808940,227901,741,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,313,0,428,,
Texas,TX,School,No,Phoenix Academy,Other/alternative school,480894008389,227901032,Austin ISD,Regular local school district,4808940,227901,14,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,14,0,0,,
Texas,TX,School,No,Phoenix Academy,Other/alternative school,480894008389,227901032,Austin ISD,Regular local school district,4808940,227901,16,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,16,0,0,,
Texas,TX,School,No,Small Middle,Regular school,480894008390,227901060,Austin ISD,Regular local school district,4808940,227901,1183,Bi-annually,9/1/20,12/31/20,Virtual,,,,,,,,65,0,1118,,
Texas,TX,School,No,Small Middle,Regular school,480894008390,227901060,Austin ISD,Regular local school district,4808940,227901,1188,Bi-annually,1/1/21,6/1/21,Virtual,,,,,,,,112,0,1076,,
Texas,TX,School,No,Casey Elementary,Regular school,480894008391,227901173,Austin ISD,Regular local school district,4808940,227901,485,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,189,0,296,,
Texas,TX,School,No,Casey Elementary,Regular school,480894008391,227901173,Austin ISD,Regular local school district,4808940,227901,467,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,139,0,328,,
Texas,TX,School,No,Rodriguez Elementary,Regular school,480894008392,227901174,Austin ISD,Regular local school district,4808940,227901,367,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,187,0,180,,
Texas,TX,School,No,Rodriguez Elementary,Regular school,480894008392,227901174,Austin ISD,Regular local school district,4808940,227901,364,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,122,0,242,,
Texas,TX,School,No,Baranoff Elementary,Regular school,480894008393,227901182,Austin ISD,Regular local school district,4808940,227901,839,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,322,0,517,,
Texas,TX,School,No,Baranoff Elementary,Regular school,480894008393,227901182,Austin ISD,Regular local school district,4808940,227901,838,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,336,0,502,,
Texas,TX,School,No,Akins High School,Regular school,480894008937,227901017,Austin ISD,Regular local school district,4808940,227901,2812,Bi-annually,9/1/20,12/31/20,Virtual,,,,,,,,66,0,2746,,
Texas,TX,School,No,Akins High School,Regular school,480894008937,227901017,Austin ISD,Regular local school district,4808940,227901,2762,Bi-annually,1/1/21,6/1/21,Virtual,,,,,,,,91,0,2671,,
Texas,TX,School,No,Paredes Middle School,Regular school,480894008938,227901061,Austin ISD,Regular local school district,4808940,227901,828,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,114,0,714,,
Texas,TX,School,No,Paredes Middle School,Regular school,480894008938,227901061,Austin ISD,Regular local school district,4808940,227901,829,Bi-annually,1/1/21,6/1/21,Virtual,,,,,,,,79,0,750,,
Texas,TX,School,No,Mcbee Elementary,Regular school,480894008939,227901165,Austin ISD,Regular local school district,4808940,227901,405,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,119,0,286,,
Texas,TX,School,No,Mcbee Elementary,Regular school,480894008939,227901165,Austin ISD,Regular local school district,4808940,227901,407,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,137,0,270,,
Texas,TX,School,No,Cowan Elementary,Regular school,480894008940,227901183,Austin ISD,Regular local school district,4808940,227901,640,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,188,0,452,,
Texas,TX,School,No,Cowan Elementary,Regular school,480894008940,227901183,Austin ISD,Regular local school district,4808940,227901,643,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,197,0,446,,
Texas,TX,School,No,Alternative Learning Center,Other/alternative school,480894009076,227901012,Austin ISD,Regular local school district,4808940,227901,6,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,1,0,5,,
Texas,TX,School,No,Alternative Learning Center,Other/alternative school,480894009076,227901012,Austin ISD,Regular local school district,4808940,227901,9,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,2,0,7,,
Texas,TX,School,No,Pickle Elementary,Regular school,480894009078,227901164,Austin ISD,Regular local school district,4808940,227901,445,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,214,0,231,,
Texas,TX,School,No,Pickle Elementary,Regular school,480894009078,227901164,Austin ISD,Regular local school district,4808940,227901,445,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,196,0,249,,
Texas,TX,School,No,International High School,Other/alternative school,480894011057,227901029,Austin ISD,Regular local school district,4808940,227901,246,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,34,0,212,,
Texas,TX,School,No,International High School,Other/alternative school,480894011057,227901029,Austin ISD,Regular local school district,4808940,227901,249,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,49,0,200,,
Texas,TX,School,No,Gorzycki Middle,Regular school,480894011059,227901062,Austin ISD,Regular local school district,4808940,227901,1330,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,185,0,1145,,
Texas,TX,School,No,Gorzycki Middle,Regular school,480894011059,227901062,Austin ISD,Regular local school district,4808940,227901,1324,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,258,0,1066,,
Texas,TX,School,No,Clayton Elementary,Regular school,480894011061,227901184,Austin ISD,Regular local school district,4808940,227901,723,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,271,0,452,,
Texas,TX,School,No,Clayton Elementary,Regular school,480894011061,227901184,Austin ISD,Regular local school district,4808940,227901,726,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,233,0,493,,
Texas,TX,School,No,Blazier Elementary,Regular school,480894011062,227901185,Austin ISD,Regular local school district,4808940,227901,1055,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,289,0,766,,
Texas,TX,School,No,Blazier Elementary,Regular school,480894011062,227901185,Austin ISD,Regular local school district,4808940,227901,1064,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,240,0,824,,
Texas,TX,School,No,Guerrero Thompson,Regular school,480894011063,227901186,Austin ISD,Regular local school district,4808940,227901,531,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,249,0,282,,
Texas,TX,School,No,Guerrero Thompson,Regular school,480894011063,227901186,Austin ISD,Regular local school district,4808940,227901,540,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,211,0,329,,
Texas,TX,School,No,Baldwin Elementary,Regular school,480894011064,227901187,Austin ISD,Regular local school district,4808940,227901,675,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,258,0,417,,
Texas,TX,School,No,Baldwin Elementary,Regular school,480894011064,227901187,Austin ISD,Regular local school district,4808940,227901,667,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,298,0,369,,
Texas,TX,School,No,Padron Elementary,Regular school,480894011065,227901188,Austin ISD,Regular local school district,4808940,227901,593,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,185,0,408,,
Texas,TX,School,No,Padron Elementary,Regular school,480894011065,227901188,Austin ISD,Regular local school district,4808940,227901,603,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,166,0,437,,
Texas,TX,School,No,Overton Elementary,Regular school,480894011066,227901189,Austin ISD,Regular local school district,4808940,227901,454,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,204,0,250,,
Texas,TX,School,No,Overton Elementary,Regular school,480894011066,227901189,Austin ISD,Regular local school district,4808940,227901,449,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,158,0,291,,
Texas,TX,School,No,Perez Elementary,Regular school,480894011067,227901190,Austin ISD,Regular local school district,4808940,227901,458,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,171,0,287,,
Texas,TX,School,No,Perez Elementary,Regular school,480894011067,227901190,Austin ISD,Regular local school district,4808940,227901,468,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,141,0,327,,
Texas,TX,School,No,Richards Sch For Young Women Leaders,Other/alternative school,480894011354,227901028,Austin ISD,Regular local school district,4808940,227901,883,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,205,0,678,,
Texas,TX,School,No,Richards Sch For Young Women Leaders,Other/alternative school,480894011354,227901028,Austin ISD,Regular local school district,4808940,227901,882,Bi-annually,1/1/21,6/1/21,Virtual,,,,,,,,61,0,821,,
Texas,TX,School,No,Lbj Echs,Regular school,480894011844,227901014,Austin ISD,Regular local school district,4808940,227901,834,Bi-annually,9/1/20,12/31/20,Virtual,,,,,,,,82,0,752,,
Texas,TX,School,No,Lbj Echs,Regular school,480894011844,227901014,Austin ISD,Regular local school district,4808940,227901,829,Bi-annually,1/1/21,6/1/21,Virtual,,,,,,,,48,0,781,,
Texas,TX,School,No,Lasa High School,Regular school,480894011930,227901018,Austin ISD,Regular local school district,4808940,227901,1254,Bi-annually,9/1/20,12/31/20,Virtual,,,,,,,,25,0,1229,,
Texas,TX,School,No,Lasa High School,Regular school,480894011930,227901018,Austin ISD,Regular local school district,4808940,227901,1240,Bi-annually,1/1/21,6/1/21,Virtual,,,,,,,,30,0,1210,,
Texas,TX,School,No,Eastside Memorial Echs,Regular school,480894012013,227901019,Austin ISD,Regular local school district,4808940,227901,487,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,49,0,438,,
Texas,TX,School,No,Eastside Memorial Echs,Regular school,480894012013,227901019,Austin ISD,Regular local school district,4808940,227901,458,Bi-annually,1/1/21,6/1/21,Virtual,,,,,,,,41,0,417,,
Texas,TX,School,No,Travis County Day School,Other/alternative school,480894012204,227901027,Austin ISD,Regular local school district,4808940,227901,5,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,5,0,0,,
Texas,TX,School,No,Travis County Day School,Other/alternative school,480894012204,227901027,Austin ISD,Regular local school district,4808940,227901,5,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,4,0,1,,
Texas,TX,School,Yes,Graduation Prep Academy Navarro,Other/alternative school,480894012824,227901026,Austin ISD,Regular local school district,4808940,227901,91,Bi-annually,9/1/20,12/31/20,Virtual,,,,,,,,9,0,82,,
Texas,TX,School,Yes,Graduation Prep Academy Navarro,Other/alternative school,480894012824,227901026,Austin ISD,Regular local school district,4808940,227901,92,Bi-annually,1/1/21,6/1/21,Virtual,,,,,,,,2,0,90,,
Texas,TX,School,No,Sadler Means Ywla,Regular school,480894013132,227901065,Austin ISD,Regular local school district,4808940,227901,284,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,51,0,233,,
Texas,TX,School,No,Sadler Means Ywla,Regular school,480894013132,227901065,Austin ISD,Regular local school district,4808940,227901,291,Bi-annually,1/1/21,6/1/21,Virtual,,,,,,,,28,0,263,,
Texas,TX,School,No,Garcia Ymla,Regular school,480894013169,227901064,Austin ISD,Regular local school district,4808940,227901,335,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,73,0,262,,
Texas,TX,School,No,Garcia Ymla,Regular school,480894013169,227901064,Austin ISD,Regular local school district,4808940,227901,334,Bi-annually,1/1/21,6/1/21,Virtual,,,,,,,,17,0,317,,
Texas,TX,School,No,Joslin Elementary,Regular school,480894014106,227901198,Austin ISD,Regular local school district,4808940,227901,244,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,107,0,137,,
Texas,TX,School,No,Joslin Elementary,Regular school,480894014106,227901198,Austin ISD,Regular local school district,4808940,227901,245,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,101,0,144,,
Texas,TX,School,No,Bear Creek Elementary,Regular school,480894014109,227901195,Austin ISD,Regular local school district,4825170,227901,491,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,237,0,254,,
Texas,TX,School,No,Bear Creek Elementary,Regular school,480894014109,227901195,Austin ISD,Regular local school district,4825170,227901,490,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,238,0,252,,
Texas,TX,School,No,Graduation Preparatory Academy,Other/alternative school,480894014138,227901023,Austin ISD,Regular local school district,4808940,227901,57,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,15,0,42,,
Texas,TX,School,No,Graduation Preparatory Academy,Other/alternative school,480894014138,227901023,Austin ISD,Regular local school district,4808940,227901,67,Bi-annually,1/1/21,6/1/21,Virtual,,,,,,,,0,0,67,,
Texas,TX,School,No,Davis Elementary,Regular school,480894022775,227901179,Austin ISD,Regular local school district,4808940,227901,625,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,209,0,416,,
Texas,TX,School,No,Davis Elementary,Regular school,480894022775,227901179,Austin ISD,Regular local school district,4808940,227901,612,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,204,0,408,,
Texas,TX,School,No,Austwell-Tivoli High School,Regular school,480900000371,196901001,Austwell-Tivoli ISD,Regular local school district,4809000,196901,59,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,47,0,12,,
Texas,TX,School,No,Austwell-Tivoli High School,Regular school,480900000371,196901001,Austwell-Tivoli ISD,Regular local school district,4809000,196901,59,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,52,0,7,,
Texas,TX,School,No,Austwell-Tivoli Elementary,Regular school,480900000372,196901102,Austwell-Tivoli ISD,Regular local school district,4809000,196901,78,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,71,0,7,,
Texas,TX,School,No,Austwell-Tivoli Elementary,Regular school,480900000372,196901102,Austwell-Tivoli ISD,Regular local school district,4809000,196901,73,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,68,0,5,,
Texas,TX,School,No,Avalon School,Regular school,480903000374,070901001,Avalon ISD,Regular local school district,4809030,70901,332,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,291,0,41,,
Texas,TX,School,No,Avalon School,Regular school,480903000374,070901001,Avalon ISD,Regular local school district,4809030,70901,337,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,302,0,35,,
Texas,TX,School,No,Avery Elementary,Regular school,480906000375,194902101,Avery ISD,Regular local school district,4809060,194902,154,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,153,0,1,,
Texas,TX,School,No,Avery Elementary,Regular school,480906000375,194902101,Avery ISD,Regular local school district,4809060,194902,160,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,108,0,52,,
Texas,TX,School,No,Avery Secondary,Regular school,480906000376,194902001,Avery ISD,Regular local school district,4809060,194902,168,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,167,0,1,,
Texas,TX,School,No,Avery Secondary,Regular school,480906000376,194902001,Avery ISD,Regular local school district,4809060,194902,171,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,156,0,15,,
Texas,TX,School,No,Avinger School,Regular school,480909000378,034902001,Avinger ISD,Regular local school district,4809090,34902,136,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,126,0,10,,
Texas,TX,School,No,Avinger School,Regular school,480909000378,034902001,Avinger ISD,Regular local school district,4809090,34902,134,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,119,0,15,,
Texas,TX,School,No,Axtell Elementary,Regular school,480915000379,161918101,Axtell ISD,Regular local school district,4809150,161918,371,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,351,0,20,,
Texas,TX,School,No,Axtell Elementary,Regular school,480915000379,161918101,Axtell ISD,Regular local school district,4809150,161918,393,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,358,0,35,,
Texas,TX,School,No,Axtell High School,Regular school,480915000380,161918001,Axtell ISD,Regular local school district,4809150,161918,187,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,187,0,0,,
Texas,TX,School,No,Axtell High School,Regular school,480915000380,161918001,Axtell ISD,Regular local school district,4809150,161918,192,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,180,0,12,,
Texas,TX,School,No,Waco Center For Youth,Other/alternative school,480915006358,161918199,Axtell ISD,Regular local school district,4809150,161918,44,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,44,0,0,,
Texas,TX,School,No,Waco Center For Youth,Other/alternative school,480915006358,161918199,Axtell ISD,Regular local school district,4809150,161918,40,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,40,0,0,,
Texas,TX,School,No,Axtell Middle School,Regular school,480915008982,161918041,Axtell ISD,Regular local school district,4809150,161918,170,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,170,0,0,,
Texas,TX,School,No,Axtell Middle School,Regular school,480915008982,161918041,Axtell ISD,Regular local school district,4809150,161918,174,Bi-annually,1/1/21,6/1/21,In-person,,,,,,,,162,0,12,,
Texas,TX,School,No,Azle Elementary,Regular school,480920000381,220915104,Azle ISD,Regular local school district,4809200,220915,546,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,388,0,158,,
Texas,TX,School,No,Azle Elementary,Regular school,480920000381,220915104,Azle ISD,Regular local school district,4809200,220915,556,Bi-annually,1/1/21,6/1/21,Virtual,,,,,,,,0,0,556,,
Texas,TX,School,No,Azle High School,Regular school,480920000382,220915001,Azle ISD,Regular local school district,4809200,220915,1965,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,1292,0,673,,
Texas,TX,School,No,Azle High School,Regular school,480920000382,220915001,Azle ISD,Regular local school district,4809200,220915,1910,Bi-annually,1/1/21,6/1/21,Virtual,,,,,,,,0,0,1910,,
Texas,TX,School,No,Azle Junior Highigh Schoolouth,Regular school,480920000383,220915041,Azle ISD,Regular local school district,4809200,220915,582,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,454,0,128,,
Texas,TX,School,No,Azle Junior Highigh Schoolouth,Regular school,480920000383,220915041,Azle ISD,Regular local school district,4809200,220915,576,Bi-annually,1/1/21,6/1/21,Virtual,,,,,,,,0,0,576,,
Texas,TX,School,No,Eagle Heights Elementary,Regular school,480920000384,220915102,Azle ISD,Regular local school district,4809200,220915,378,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,276,0,102,,
Texas,TX,School,No,Eagle Heights Elementary,Regular school,480920000384,220915102,Azle ISD,Regular local school district,4809200,220915,395,Bi-annually,1/1/21,6/1/21,Virtual,,,,,,,,0,0,395,,
Texas,TX,School,No,Walnut Creek Elementary,Regular school,480920000385,220915103,Azle ISD,Regular local school district,4809200,220915,600,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,464,0,136,,
Texas,TX,School,No,Walnut Creek Elementary,Regular school,480920000385,220915103,Azle ISD,Regular local school district,4809200,220915,614,Bi-annually,1/1/21,6/1/21,Virtual,,,,,,,,0,0,614,,
Texas,TX,School,No,Liberty Elementary,Regular school,480920005401,220915105,Azle ISD,Regular local school district,4809200,220915,427,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,346,0,81,,
Texas,TX,School,No,Liberty Elementary,Regular school,480920005401,220915105,Azle ISD,Regular local school district,4809200,220915,444,Bi-annually,1/1/21,6/1/21,Virtual,,,,,,,,0,0,444,,
Texas,TX,School,No,W E Hoover Elementary,Regular school,480920005445,220915107,Azle ISD,Regular local school district,4809200,220915,481,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,383,0,98,,
Texas,TX,School,No,W E Hoover Elementary,Regular school,480920005445,220915107,Azle ISD,Regular local school district,4809200,220915,499,Bi-annually,1/1/21,6/1/21,Virtual,,,,,,,,0,0,499,,
Texas,TX,School,No,Silver Creek Elementary,Regular school,480920006359,220915106,Azle ISD,Regular local school district,4809200,220915,473,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,392,0,81,,
Texas,TX,School,No,Silver Creek Elementary,Regular school,480920006359,220915106,Azle ISD,Regular local school district,4809200,220915,486,Bi-annually,1/1/21,6/1/21,Virtual,,,,,,,,0,0,486,,
Texas,TX,School,No,Cross Timbers Elementary,Regular school,480920008042,220915108,Azle ISD,Regular local school district,4809200,220915,492,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,411,0,81,,
Texas,TX,School,No,Cross Timbers Elementary,Regular school,480920008042,220915108,Azle ISD,Regular local school district,4809200,220915,507,Bi-annually,1/1/21,6/1/21,Virtual,,,,,,,,0,0,507,,
Texas,TX,School,No,Santo Forte Junior High,Regular school,480920008374,220915042,Azle ISD,Regular local school district,4809200,220915,474,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,335,0,139,,
Texas,TX,School,No,Santo Forte Junior High,Regular school,480920008374,220915042,Azle ISD,Regular local school district,4809200,220915,478,Bi-annually,1/1/21,6/1/21,Virtual,,,,,,,,0,0,478,,
Texas,TX,School,No,Azle Hornet Academy,Other/alternative school,480920012892,220915003,Azle ISD,Regular local school district,4809200,220915,47,Bi-annually,9/1/20,12/31/20,In-person,,,,,,,,11,0,36,,
Texas,TX,School,No,Azle Hornet Academy,Other/alternative school,480920012892,220915003,Azle ISD,Regular local school district,4809200,220915,62,Bi-annually,1/1/21,6/1/21,Virtual,,,,,,,,0,0,62,,
