,schoolcode,year,charter,mathpass,schoolmode,virtualper,hybridper,totaltested,lowincome,white,black,hispanic,asian
195,11901002,2018,0.0,0.32102728731942215,0.0,0.0,0,623,0.7335473515248796,0.17174959871589085,0.02247191011235955,0.7929373996789727,0.0
196,11901002,2019,0.0,0.32825719120135366,0.0,0.0,0,591,0.739424703891709,0.15905245346869712,0.015228426395939087,0.8003384094754653,0.001692047377326565
197,11901002,2021,0.0,0.3976143141153082,1.0,1.0,0,503,0.7514910536779325,0.14512922465208747,0.009940357852882704,0.8230616302186878,0.0
198,11901005,2015,0.0,0.7037037037037037,0.0,0.0,0,54,0.7222222222222222,0.2777777777777778,0.05555555555555555,0.6666666666666666,0.0
199,11901005,2016,0.0,0.7547169811320755,0.0,0.0,0,53,0.5094339622641509,0.2830188679245283,0.0,0.660377358490566,0.018867924528301886
200,11901005,2017,0.0,0.6491228070175439,0.0,0.0,0,57,0.6140350877192983,0.22807017543859648,0.03508771929824561,0.7017543859649122,0.017543859649122806
201,11901005,2018,0.0,0.7049180327868853,0.0,0.0,0,61,0.6885245901639344,0.22950819672131148,0.0,0.7213114754098361,0.03278688524590164
202,11901005,2019,0.0,0.7627118644067796,0.0,0.0,0,59,0.6271186440677966,0.2542372881355932,0.01694915254237288,0.6779661016949152,0.01694915254237288
203,11901005,2021,0.0,0.7887323943661971,0.0,0.0,0,71,0.676056338028169,0.323943661971831,0.0,0.6197183098591549,0.056338028169014086
204,11901022,2015,0.0,0.125,0.0,0.0,0,16,0.8125,0.0625,0.0625,0.875,0.0
205,11901022,2016,0.0,0.0,0.0,0.0,0,14,0.8571428571428571,0.07142857142857142,0.07142857142857142,0.7142857142857143,0.0
206,11901022,2017,0.0,0.03571428571428571,0.0,0.0,0,28,0.8571428571428571,0.14285714285714285,0.07142857142857142,0.7857142857142857,0.0
207,11901022,2018,0.0,0.04,0.0,0.0,0,25,0.92,0.24,0.08,0.68,0.0
208,11901022,2019,0.0,0.07407407407407407,0.0,0.0,0,27,0.8888888888888888,0.07407407407407407,0.0,0.8888888888888888,0.0
209,11901022,2021,0.0,0.029411764705882353,0.0,0.0,0,34,0.7941176470588235,0.058823529411764705,0.08823529411764706,0.8235294117647058,0.0
210,11902001,2015,0.0,0.3713527851458886,0.0,0.0,0,377,0.7161803713527851,0.2625994694960212,0.15119363395225463,0.5623342175066313,0.002652519893899204
211,11902001,2016,0.0,0.3392405063291139,0.0,0.0,0,395,0.7240506329113924,0.23544303797468355,0.15443037974683543,0.5772151898734177,0.010126582278481013
212,11902001,2017,0.0,0.3378076062639821,0.0,0.0,0,447,0.7293064876957495,0.23042505592841164,0.13646532438478748,0.610738255033557,0.0022371364653243847
213,11902001,2018,0.0,0.31381733021077285,0.0,0.0,0,427,0.7564402810304449,0.16393442622950818,0.13348946135831383,0.6604215456674473,0.00936768149882904
