,schoolcode,charter,white,black,hispanic,lowincome,year,hybridper,virtualper,remote,totalenrolled,dropout
170,15016299025012C,1,0.0,0.0,0.9933333333333332,0.9266666666666666,2021,0.0,0.9090909090909092,1.0,596,0.0
171,15016299025012C,1,0.0,0.0,0.9683544303797468,0.9556962025316456,2019,0.0,0.0,0.0,741,3.6
172,15016299025013C,1,0.0,1.0,0.0,0.8505747126436781,2021,0.0,0.9090909090909092,1.0,337,0.9
173,15016299025013C,1,0.0,0.935483870967742,0.0,0.8225806451612904,2019,0.0,0.0,0.0,331,2.5
174,15016299025015C,1,0.0,0.5392156862745098,0.4019607843137255,0.9901960784313726,2021,0.5454545454545454,0.3636363636363636,0.7272727272727273,521,0.8
175,15016299025015C,1,0.0,0.6972477064220184,0.2935779816513761,0.9541284403669724,2019,0.0,0.0,0.0,545,4.2
176,15016299025019C,1,0.0,1.0,0.0,0.9302325581395348,2021,0.0,0.9090909090909092,1.0,243,0.5
177,15016299025019C,1,0.0,0.9875,0.0,0.95,2019,0.0,0.0,0.0,346,2.3
178,15016299025022C,1,0.0,0.0,0.961038961038961,0.8506493506493507,2021,0.0,0.9090909090909092,1.0,1006,0.2
179,15016299025022C,1,0.0,0.0,0.9161676646706588,0.8023952095808383,2019,0.0,0.0,0.0,1008,19.4
180,15016299025027C,1,0.0,0.8928571428571429,0.0,0.7142857142857143,2021,0.0,0.9090909090909092,1.0,113,2.0
181,15016299025027C,1,0.0,0.859375,0.0,0.921875,2019,0.0,0.0,0.0,235,8.1
182,15016299025028C,1,0.0,0.0,0.9476190476190476,0.9523809523809524,2021,0.0,0.9090909090909092,1.0,979,0.1
183,15016299025028C,1,0.0,0.0,0.9721115537848606,0.9561752988047808,2019,0.0,0.0,0.0,974,1.7
184,15016299025029C,1,0.0,0.2170542635658914,0.751937984496124,0.6511627906976745,2021,0.0909090909090909,0.8181818181818182,0.9545454545454546,660,0.8
185,15016299025029C,1,0.0,0.2,0.7714285714285715,0.85,2019,0.0,0.0,0.0,615,4.7
186,15016299025030C,1,0.0,0.8857142857142857,0.0,0.8571428571428571,2021,0.0,0.9090909090909092,1.0,394,0.8
187,15016299025030C,1,0.0,0.7386363636363636,0.2272727272727272,0.9659090909090908,2019,0.0,0.0,0.0,405,7.2
188,15016299025031C,1,0.0,0.1705882352941176,0.8058823529411765,0.888235294117647,2021,0.0,0.9090909090909092,1.0,659,0.5
189,15016299025031C,1,0.0,0.1388888888888889,0.8194444444444444,0.9305555555555556,2019,0.0,0.0,0.0,665,3.3
190,15016299025032C,1,0.0,0.9787234042553192,0.0,0.851063829787234,2021,0.0,0.9090909090909092,1.0,1185,0.2
191,15016299025032C,1,0.0,0.9685863874345548,0.0,0.8219895287958116,2019,0.0,0.0,0.0,1180,3.0
192,15016299025033C,1,0.0,0.2746781115879828,0.6566523605150214,0.8454935622317596,2021,0.0,0.9090909090909092,1.0,1003,0.1
193,15016299025033C,1,0.0,0.2600896860986547,0.6905829596412556,0.8340807174887892,2019,0.0,0.0,0.0,934,4.6
194,15016299025034C,1,0.0,0.2962962962962963,0.6872427983539094,0.8765432098765432,2021,0.0909090909090909,0.8181818181818182,0.9545454545454546,1193,0.4
195,15016299025034C,1,0.0,0.3099173553719008,0.6776859504132231,0.859504132231405,2019,0.0,0.0,0.0,1137,1.8
196,15016299025035C,1,0.0,0.3149606299212598,0.6141732283464567,0.8110236220472441,2021,0.0909090909090909,0.8181818181818182,0.9545454545454546,979,0.0
197,15016299025035C,1,0.0,0.2155172413793103,0.7456896551724138,0.7974137931034483,2019,0.0,0.0,0.0,973,2.1
198,15016299025036C,1,0.0,0.9533333333333334,0.0,0.88,2021,0.0909090909090909,0.8181818181818182,0.9545454545454546,519,0.4
199,15016299025036C,1,0.0,0.9386503067484664,0.0613496932515337,0.9202453987730062,2019,0.0,0.0,0.0,765,6.1
200,15016299025037C,1,0.0,0.9913793103448276,0.0,0.8706896551724138,2021,0.0,0.9090909090909092,1.0,499,0.4
201,15016299025037C,1,0.0,0.991304347826087,0.0,0.7130434782608696,2019,0.0,0.0,0.0,554,5.2
202,15016299025038C,1,0.0,0.9245283018867924,0.0,0.8490566037735849,2021,0.0,0.9090909090909092,1.0,294,0.4
203,15016299025038C,1,0.0,0.935064935064935,0.0,0.922077922077922,2019,0.0,0.0,0.0,355,7.9
204,15016299025039C,1,0.0,0.9594594594594594,0.0,0.8986486486486487,2021,0.0,0.9090909090909092,1.0,634,0.2
205,15016299025039C,1,0.0,0.9261744966442952,0.0,0.8859060402684564,2019,0.0,0.0,0.0,676,2.1
206,15016299025040C,1,0.0,0.7948717948717948,0.0,0.8717948717948718,2021,0.0,0.9090909090909092,1.0,242,2.7
207,15016299025040C,1,0.0,0.8636363636363636,0.0,0.9545454545454546,2019,0.0,0.0,0.0,230,9.7
208,15016299025041C,1,0.0,0.10828025477707,0.8662420382165605,0.8280254777070064,2021,0.0,0.9090909090909092,1.0,692,0.6
209,15016299025041C,1,0.0,0.1183431952662721,0.8402366863905325,0.8165680473372781,2019,0.0,0.0,0.0,668,1.6
210,15016299025042C,1,0.0,0.1194029850746268,0.8619402985074627,0.9067164179104478,2021,0.0,0.9090909090909092,1.0,1124,0.4
211,15016299025042C,1,0.0,0.1231884057971014,0.855072463768116,0.9130434782608696,2019,0.0,0.0,0.0,1067,2.9
212,15016299025043C,1,0.0,0.3504273504273504,0.5897435897435898,0.6239316239316239,2021,0.0909090909090909,0.8181818181818182,0.9545454545454546,527,0.0
213,15016299025043C,1,0.0,0.4782608695652174,0.4673913043478261,0.8478260869565217,2019,0.0,0.0,0.0,444,3.9
214,15016299025046C,1,0.0,0.9791666666666666,0.0,0.9583333333333334,2021,0.5454545454545454,0.3636363636363636,0.7272727272727273,446,3.1
215,15016299025046C,1,0.0,0.9871794871794872,0.0,0.9487179487179488,2019,0.0,0.0,0.0,359,1.1
