,schoolcode,district,county,year,charter,mathpass,schoolmode,virtualper,hybridper,totalenroll,lowincome,white,black,hispanic,asian
809,342800011350,1,50,2018,0.0,64,0.0,0.0,0.0,147,83.6735,2.7211,36.7347,11.5646,39.4558
810,342800011440,1,40,2018,0.0,70,0.0,0.0,0.0,1658,77.4427,27.8649,9.7105,39.8673,18.3957
811,342800011505,1,05,2018,0.0,64,0.0,0.0,0.0,834,85.2518,2.9976,30.6954,37.4101,24.4604
812,342800011620,1,20,2018,0.0,82,0.0,0.0,0.0,327,78.5933,6.1162,23.8532,23.5474,38.2263
813,342800011680,1,80,2018,0.0,73,0.0,0.0,0.0,126,61.1111,4.7619,28.5714,7.9365,48.4127
814,342800011686,1,86,2018,0.0,64,0.0,0.0,0.0,294,64.6259,39.4558,4.7619,43.8776,10.8844
815,342800011687,1,87,2018,0.0,100,0.0,0.0,0.0,35,68.5714,8.5714,2.8571,0.0,80.0
816,342800011690,1,90,2018,0.0,27,0.0,0.0,0.0,229,71.6157,3.9301,60.6987,21.8341,8.7336
817,342800011896,1,96,2018,0.0,80,0.0,0.0,0.0,186,86.0215,3.7634,43.0108,8.6022,39.7849
818,342900011248,1,48,2018,0.0,51,0.0,0.0,0.0,181,83.4254,1.105,85.0829,8.2873,3.3149
819,342900011259,1,59,2018,0.0,40,0.0,0.0,0.0,177,72.8814,1.1299,88.1356,3.9548,5.0847
820,342900011265,1,65,2018,0.0,89,0.0,0.0,0.0,131,75.5725,1.5267,84.7328,9.1603,0.0
821,342900011272,1,72,2018,0.0,51,0.0,0.0,0.0,204,71.5686,0.0,71.5686,17.6471,4.902
822,342900011283,1,83,2018,0.0,68,0.0,0.0,0.0,109,63.3028,0.9174,88.0734,5.5046,2.7523
823,342900011313,1,13,2018,0.0,46,0.0,0.0,0.0,174,82.1839,1.7241,60.3448,17.2414,14.3678
824,342900011326,1,26,2018,0.0,34,0.0,0.0,0.0,166,77.7108,3.012,72.2892,9.6386,12.0482
825,342900011327,1,27,2018,0.0,34,0.0,0.0,0.0,194,73.1959,2.0619,88.1443,2.5773,0.5155
826,342900011492,1,92,2018,0.0,51,0.0,0.0,0.0,189,78.836,0.0,69.3122,13.2275,14.8148
827,342900011498,1,98,2018,0.0,56,0.0,0.0,0.0,294,85.3741,1.3605,77.551,13.9456,5.4422
828,343000011258,1,58,2018,0.0,68,0.0,0.0,0.0,189,78.3069,8.4656,10.0529,55.0265,20.1058
829,343000011286,1,86,2018,0.0,61,0.0,0.0,0.0,148,89.8649,12.8378,8.1081,41.8919,36.4865
830,343000011301,1,01,2018,0.0,84,0.0,0.0,0.0,138,51.4493,18.1159,14.4928,54.3478,6.5217
831,343000011445,1,45,2018,0.0,55,0.0,0.0,0.0,1397,87.0437,12.9563,6.514,51.3243,27.1296
832,343000011450,1,50,2018,0.0,56,0.0,0.0,0.0,1234,81.4425,6.2399,9.7245,67.5851,14.5867
833,343000011501,1,01,2018,0.0,68,0.0,0.0,0.0,130,43.0769,28.4615,19.2308,36.9231,7.6923
834,343000011502,1,02,2018,0.0,42,0.0,0.0,0.0,424,87.5,6.8396,12.9717,64.1509,14.6226
835,343000011555,1,55,2018,0.0,76,0.0,0.0,0.0,310,91.9355,6.129,1.2903,63.5484,28.7097
836,343000011575,1,75,2018,0.0,77,0.0,0.0,0.0,214,71.9626,31.7757,5.1402,42.9907,20.0935
837,343000011580,1,80,2018,0.0,98,0.0,0.0,0.0,140,39.2857,25.0,5.0,14.2857,48.5714
838,343000860822,86,22,2018,0.0,76,0.0,0.0,0.0,75,77.3333,6.6667,8.0,62.6667,21.3333
839,353100011047,1,47,2018,0.0,88,0.0,0.0,0.0,114,56.1404,44.7368,11.4035,22.807,16.6667
840,353100011455,1,55,2018,0.0,70,0.0,0.0,0.0,994,42.6559,76.0563,1.7103,15.1911,5.6338
841,353100011460,1,60,2018,0.0,50,0.0,0.0,0.0,929,60.3875,43.1647,14.3165,32.7234,8.5038
842,353100011080,1,80,2018,0.0,54,0.0,0.0,0.0,225,50.2222,35.5556,27.1111,23.1111,7.5556
843,353100011440,1,40,2018,0.0,59,0.0,0.0,0.0,806,68.1141,45.6576,12.7792,32.0099,8.6849
844,353100011470,1,70,2018,0.0,34,0.0,0.0,0.0,35,71.4286,28.5714,22.8571,48.5714,0.0
845,353100011600,1,00,2018,0.0,62,0.0,0.0,0.0,254,78.7402,16.1417,27.1654,51.1811,2.7559
846,353100011445,1,45,2018,0.0,55,0.0,0.0,0.0,771,75.4864,20.4929,24.5136,46.952,6.3554
847,353100011450,1,50,2018,0.0,48,0.0,0.0,0.0,824,79.2476,11.165,40.2913,40.4126,5.4612
848,400601060006,6,06,2018,0.0,77,0.0,0.0,0.0,125,52.0,87.2,2.4,6.4,1.6
849,353100011605,1,05,2018,0.0,100,0.0,0.0,0.0,64,51.5625,32.8125,0.0,3.125,50.0
850,353100860959,86,59,2018,0.0,77,0.0,0.0,0.0,109,62.3853,14.6789,33.0275,44.9541,4.5872
852,400301060006,6,06,2018,0.0,94,0.0,0.0,0.0,133,26.3158,85.7143,1.5038,1.5038,7.5188
853,401001060001,6,01,2018,0.0,95,0.0,0.0,0.0,189,21.164,93.6508,1.0582,1.0582,1.0582
854,400400010011,1,11,2018,0.0,73,0.0,0.0,0.0,339,56.0472,66.9617,17.4041,10.0295,1.1799
855,400701060010,6,10,2018,0.0,78,0.0,0.0,0.0,310,46.7742,80.6452,4.8387,1.2903,2.2581
856,400800010034,1,34,2018,0.0,53,0.0,0.0,0.0,514,73.3463,42.2179,41.6342,5.642,1.5564
857,400900010011,1,11,2018,0.0,87,0.0,0.0,0.0,248,42.3387,87.5,2.0161,3.629,0.8065
858,401201060003,6,03,2018,0.0,89,0.0,0.0,0.0,90,41.1111,91.1111,2.2222,3.3333,0.0
859,401301040003,4,03,2018,0.0,99,0.0,0.0,0.0,76,43.4211,92.1053,0.0,6.5789,0.0
860,401501060003,6,03,2018,0.0,88,0.0,0.0,0.0,124,29.8387,91.9355,0.0,2.4194,0.0
861,410401060005,6,05,2018,0.0,86,0.0,0.0,0.0,86,46.5116,97.6744,1.1628,0.0,0.0
862,410601040006,4,06,2018,0.0,78,0.0,0.0,0.0,122,67.2131,95.9016,0.8197,0.0,0.0
863,411101060005,6,05,2018,0.0,92,0.0,0.0,0.0,61,39.3443,91.8033,3.2787,1.6393,3.2787
864,411501060001,6,01,2018,0.0,96,0.0,0.0,0.0,28,35.7143,78.5714,3.5714,14.2857,3.5714
865,411504020001,2,01,2018,0.0,88,0.0,0.0,0.0,41,48.7805,80.4878,7.3171,4.878,2.439
866,411603040003,4,03,2018,0.0,63,0.0,0.0,0.0,52,34.6154,92.3077,1.9231,3.8462,0.0
867,411701040002,4,02,2018,0.0,89,0.0,0.0,0.0,36,44.4444,97.2222,0.0,2.7778,0.0
868,411800010020,1,20,2018,0.0,68,0.0,0.0,0.0,364,63.4615,76.6484,9.0659,12.0879,1.3736
869,411902040003,4,03,2018,0.0,81,0.0,0.0,0.0,72,44.4444,98.6111,0.0,0.0,0.0
870,412000050004,5,04,2018,0.0,81,0.0,0.0,0.0,133,51.8797,95.4887,0.7519,1.5038,1.5038
871,412201060006,6,06,2018,0.0,93,0.0,0.0,0.0,105,35.2381,96.1905,0.0,2.8571,0.0
872,412300010024,1,24,2018,0.0,56,0.0,0.0,0.0,858,86.4802,30.303,27.6224,20.5128,19.2308
873,412300861058,86,58,2018,0.0,80,0.0,0.0,0.0,89,76.4045,40.4494,20.2247,26.9663,5.618
874,412801040003,4,03,2018,0.0,83,0.0,0.0,0.0,53,33.9623,100.0,0.0,0.0,0.0
875,412901040003,4,03,2018,0.0,87,0.0,0.0,0.0,53,39.6226,88.6792,0.0,5.6604,0.0
876,412902060008,6,08,2018,0.0,81,0.0,0.0,0.0,209,44.0191,88.9952,2.8708,3.3493,2.3923
877,420101060009,6,09,2018,0.0,85,0.0,0.0,0.0,340,33.2353,85.5882,5.5882,4.7059,0.2941
878,420303060010,6,10,2018,0.0,86,0.0,0.0,0.0,604,37.0861,83.1126,4.4702,3.9735,1.9868
879,420303060014,6,14,2018,0.0,63,0.0,0.0,0.0,120,63.3333,65.0,17.5,6.6667,2.5
880,420401060005,6,05,2018,0.0,83,0.0,0.0,0.0,196,51.5306,80.102,7.6531,3.0612,2.551
881,420411060006,6,06,2018,0.0,93,0.0,0.0,0.0,166,25.3012,71.0843,10.8434,4.8193,8.4337
882,420501060003,6,03,2018,0.0,76,0.0,0.0,0.0,117,38.4615,94.8718,0.8547,2.5641,1.7094
883,420601040003,4,03,2018,0.0,100,0.0,0.0,0.0,43,27.907,95.3488,0.0,0.0,4.6512
884,420701060001,6,01,2018,0.0,90,0.0,0.0,0.0,126,20.6349,84.127,7.9365,3.1746,3.9683
885,420702030004,3,04,2018,0.0,63,0.0,0.0,0.0,123,62.6016,68.2927,8.9431,9.7561,1.626
886,420807040003,4,03,2018,0.0,85,0.0,0.0,0.0,73,43.8356,57.5342,0.0,2.7397,4.1096
887,420901060006,6,06,2018,0.0,92,0.0,0.0,0.0,407,23.3415,87.715,2.9484,3.9312,0.9828
888,420901060007,6,07,2018,0.0,53,0.0,0.0,0.0,57,50.8772,78.9474,8.7719,7.0175,0.0
889,421001060002,6,02,2018,0.0,95,0.0,0.0,0.0,197,24.3655,81.2183,3.5533,7.6142,5.5838
890,421101060003,6,03,2018,0.0,84,0.0,0.0,0.0,122,34.4262,95.9016,0.8197,0.0,3.2787
891,421201040003,4,03,2018,0.0,96,0.0,0.0,0.0,73,45.2055,65.7534,17.8082,6.8493,2.7397
892,421501060011,6,11,2018,0.0,78,0.0,0.0,0.0,498,46.7871,76.1044,11.8474,6.2249,3.6145
893,421601060002,6,02,2018,0.0,98,0.0,0.0,0.0,81,17.284,92.5926,1.2346,2.4691,2.4691
894,421800010033,1,33,2018,0.0,32,0.0,0.0,0.0,545,88.2569,11.7431,68.6239,12.2936,3.6697
895,421800010039,1,39,2018,0.0,42,0.0,0.0,0.0,401,82.5436,16.2095,62.0948,7.7307,11.2219
896,421800010040,1,40,2018,0.0,34,0.0,0.0,0.0,659,90.4401,22.3065,53.1108,13.0501,8.8012
897,421800010047,1,47,2018,0.0,62,0.0,0.0,0.0,143,82.5175,15.3846,58.042,18.1818,6.2937
898,421800010071,1,71,2018,0.0,22,0.0,0.0,0.0,421,92.6366,18.7648,53.4442,16.3895,8.5511
899,421800860854,86,54,2018,0.0,69,0.0,0.0,0.0,89,75.2809,19.1011,58.427,15.7303,2.2472
900,421902040001,4,01,2018,0.0,91,0.0,0.0,0.0,68,25.0,97.0588,1.4706,0.0,0.0
901,430300050002,5,02,2018,0.0,96,0.0,0.0,0.0,233,44.206,90.1288,1.7167,5.1502,0.8584
902,430501040001,4,01,2018,0.0,78,0.0,0.0,0.0,36,41.6667,91.6667,0.0,8.3333,0.0
903,430700010006,1,06,2018,0.0,54,0.0,0.0,0.0,189,82.5397,33.3333,16.9312,41.2698,1.5873
904,430901060001,6,01,2018,0.0,81,0.0,0.0,0.0,68,72.0588,92.6471,1.4706,2.9412,0.0
905,431101040002,4,02,2018,0.0,92,0.0,0.0,0.0,59,49.1525,93.2203,0.0,5.0847,1.6949
906,431201040002,4,02,2018,0.0,85,0.0,0.0,0.0,68,44.1176,97.0588,1.4706,0.0,1.4706
907,431301060004,6,04,2018,0.0,56,0.0,0.0,0.0,122,47.541,86.8852,0.8197,7.377,0.8197
908,431401040002,4,02,2018,0.0,97,0.0,0.0,0.0,37,27.027,97.2973,0.0,2.7027,0.0
909,431701060004,6,04,2018,0.0,96,0.0,0.0,0.0,242,27.2727,81.405,2.8926,7.0248,2.8926
910,440102060003,6,03,2018,0.0,71,0.0,0.0,0.0,285,28.7719,62.4561,11.9298,23.1579,1.4035
911,440201020001,2,01,2018,0.0,79,0.0,0.0,0.0,110,49.0909,49.0909,14.5455,30.0,3.6364
912,440301060003,6,03,2018,0.0,90,0.0,0.0,0.0,231,22.0779,64.0693,9.0909,20.7792,4.329
913,440401060005,6,05,2018,0.0,77,0.0,0.0,0.0,422,54.9763,57.8199,15.4028,24.1706,1.1848
914,440601040001,4,01,2018,0.0,86,0.0,0.0,0.0,179,29.6089,69.2737,6.7039,18.4358,4.4693
915,440901040003,4,03,2018,0.0,72,0.0,0.0,0.0,111,33.3333,59.4595,11.7117,23.4234,1.8018
916,441000010009,1,09,2018,0.0,59,0.0,0.0,0.0,687,79.3304,14.2649,28.5298,54.5852,2.329
917,441101040001,4,01,2018,0.0,84,0.0,0.0,0.0,292,29.1096,76.0274,3.7671,19.5205,0.3425
918,441201060006,6,06,2018,0.0,87,0.0,0.0,0.0,557,33.5727,55.8348,10.2334,28.3662,4.8474
919,441301060004,6,04,2018,0.0,89,0.0,0.0,0.0,352,40.625,65.0568,11.3636,21.5909,0.8523
920,441600010017,1,17,2018,0.0,48,0.0,0.0,0.0,817,64.7491,16.1567,29.6206,51.0404,1.5912
921,441800050006,5,06,2018,0.0,59,0.0,0.0,0.0,198,59.596,74.2424,11.6162,10.6061,1.0101
922,441903020001,2,01,2018,0.0,56,0.0,0.0,0.0,16,25.0,62.5,0.0,18.75,6.25
923,442101060002,6,02,2018,0.0,82,0.0,0.0,0.0,258,25.1938,75.1938,5.4264,15.5039,1.5504
924,442115020001,2,01,2018,0.0,73,0.0,0.0,0.0,77,25.974,62.3377,7.7922,23.3766,6.4935
925,450101060003,6,03,2018,0.0,84,0.0,0.0,0.0,142,56.338,73.9437,12.6761,9.1549,0.7042
926,450607040002,4,02,2018,0.0,88,0.0,0.0,0.0,60,38.3333,90.0,1.6667,3.3333,0.0
927,450704040001,4,01,2018,0.0,71,0.0,0.0,0.0,85,54.1176,85.8824,1.1765,8.2353,1.1765
928,450801060004,6,04,2018,0.0,84,0.0,0.0,0.0,140,55.7143,75.0,7.8571,5.7143,0.7143
929,451001040002,4,02,2018,0.0,89,0.0,0.0,0.0,72,51.3889,86.1111,0.0,8.3333,1.3889
930,460102040006,4,06,2018,0.0,53,0.0,0.0,0.0,151,63.5762,89.404,1.3245,0.6623,0.0
931,460500010005,1,05,2018,0.0,76,0.0,0.0,0.0,255,57.6471,87.451,1.5686,6.6667,1.5686
932,460701040002,4,02,2018,0.0,66,0.0,0.0,0.0,93,77.4194,94.6237,1.0753,2.1505,0.0
933,460801060005,6,05,2018,0.0,64,0.0,0.0,0.0,231,51.0823,95.671,1.7316,1.7316,0.4329
934,460901060003,6,03,2018,0.0,67,0.0,0.0,0.0,144,55.5556,96.5278,0.6944,2.0833,0.0
935,461300010008,1,08,2018,0.0,70,0.0,0.0,0.0,263,52.0913,92.0152,0.7605,4.943,0.7605
936,461801040001,4,01,2018,0.0,64,0.0,0.0,0.0,83,51.8072,98.7952,0.0,1.2048,0.0
937,461901040001,4,01,2018,0.0,83,0.0,0.0,0.0,40,45.0,97.5,0.0,2.5,0.0
938,462001060006,6,06,2018,0.0,52,0.0,0.0,0.0,155,62.5806,93.5484,0.6452,1.2903,1.2903
939,470202040003,4,03,2018,0.0,94,0.0,0.0,0.0,17,29.4118,100.0,0.0,0.0,0.0
940,470501040001,4,01,2018,0.0,74,0.0,0.0,0.0,46,47.8261,93.4783,0.0,6.5217,0.0
941,470801040001,4,01,2018,0.0,93,0.0,0.0,0.0,15,46.6667,93.3333,0.0,6.6667,0.0
942,470901040001,4,01,2018,0.0,81,0.0,0.0,0.0,36,61.1111,94.4444,2.7778,0.0,0.0
943,471101040001,4,01,2018,0.0,79,0.0,0.0,0.0,28,50.0,96.4286,0.0,3.5714,0.0
944,471201040001,4,01,2018,0.0,95,0.0,0.0,0.0,21,28.5714,90.4762,0.0,4.7619,0.0
945,471400010002,1,02,2018,0.0,81,0.0,0.0,0.0,108,34.2593,78.7037,8.3333,8.3333,4.6296
946,471601040005,4,05,2018,0.0,76,0.0,0.0,0.0,54,46.2963,87.037,0.0,5.5556,1.8519
947,471701040003,4,03,2018,0.0,93,0.0,0.0,0.0,82,23.1707,89.0244,1.2195,4.878,3.6585
948,472001040002,4,02,2018,0.0,100,0.0,0.0,0.0,31,51.6129,93.5484,3.2258,0.0,0.0
949,472202040001,4,01,2018,0.0,94,0.0,0.0,0.0,32,59.375,100.0,0.0,0.0,0.0
950,472506040001,4,01,2018,0.0,96,0.0,0.0,0.0,26,42.3077,96.1538,0.0,3.8462,0.0
951,480101060001,6,01,2018,0.0,89,0.0,0.0,0.0,299,21.7391,71.2375,1.3378,24.0803,1.3378
952,480102060005,6,05,2018,0.0,93,0.0,0.0,0.0,278,38.1295,65.8273,2.518,26.9784,1.0791
953,480401040002,4,02,2018,0.0,86,0.0,0.0,0.0,56,21.4286,76.7857,3.5714,17.8571,1.7857
954,480503040001,4,01,2018,0.0,83,0.0,0.0,0.0,138,18.1159,73.1884,0.7246,23.1884,2.8986
955,480601060003,6,03,2018,0.0,80,0.0,0.0,0.0,158,43.038,47.4684,1.2658,47.4684,0.6329
956,490101040006,4,06,2018,0.0,65,0.0,0.0,0.0,84,50.0,97.619,0.0,1.1905,0.0
957,490202040002,4,02,2018,0.0,81,0.0,0.0,0.0,109,23.8532,88.9908,1.8349,3.6697,2.7523
958,490301060007,6,07,2018,0.0,89,0.0,0.0,0.0,313,25.2396,81.7891,2.2364,5.1118,4.1534
959,490501060003,6,03,2018,0.0,80,0.0,0.0,0.0,83,46.988,92.7711,1.2048,0.0,0.0
960,490601060003,6,03,2018,0.0,73,0.0,0.0,0.0,161,72.0497,50.9317,24.8447,14.9068,0.6211
961,491200010007,1,07,2018,0.0,66,0.0,0.0,0.0,76,78.9474,56.5789,15.7895,3.9474,17.1053
962,491302060002,6,02,2018,0.0,87,0.0,0.0,0.0,202,26.2376,91.5842,1.9802,2.4752,1.4851
963,491401040002,4,02,2018,0.0,77,0.0,0.0,0.0,100,34.0,100.0,0.0,0.0,0.0
964,491501040002,4,02,2018,0.0,98,0.0,0.0,0.0,57,17.5439,89.4737,3.5088,7.0175,0.0
965,491700010019,1,19,2018,0.0,82,0.0,0.0,0.0,554,71.1191,42.9603,36.1011,12.9964,2.3466
966,491700860931,86,31,2018,0.0,91,0.0,0.0,0.0,46,84.7826,17.3913,67.3913,13.0435,0.0
967,500101060011,6,11,2018,0.0,90,0.0,0.0,0.0,253,30.83,57.3123,5.9289,24.1107,11.4625
968,500101060019,6,19,2018,0.0,100,0.0,0.0,0.0,219,17.3516,67.1233,5.0228,16.4384,10.0457
969,500101060020,6,20,2018,0.0,50,0.0,0.0,0.0,6,50.0,50.0,0.0,33.3333,0.0
970,500108030004,3,04,2018,0.0,97,0.0,0.0,0.0,147,23.1293,54.4218,7.483,24.4898,9.5238
971,500201060009,6,09,2018,0.0,74,0.0,0.0,0.0,549,66.3024,18.0328,16.7577,61.3843,2.7322
972,500301060007,6,07,2018,0.0,85,0.0,0.0,0.0,178,29.2135,65.1685,3.3708,24.1573,6.1798
973,500304030006,3,06,2018,0.0,78,0.0,0.0,0.0,224,47.7679,35.7143,29.9107,26.3393,6.6964
974,500308030008,3,08,2018,0.0,99,0.0,0.0,0.0,206,14.0777,79.1262,3.8835,8.7379,7.2816
975,500401060009,6,09,2018,0.0,80,0.0,0.0,0.0,272,37.5,49.6324,9.5588,31.25,6.25
976,500402060014,6,14,2018,0.0,36,0.0,0.0,0.0,532,92.8571,1.3158,40.4135,55.8271,2.0677
977,500402060018,6,18,2018,0.0,32,0.0,0.0,0.0,520,85.7692,1.5385,41.5385,52.8846,3.4615
978,510101040003,4,03,2018,0.0,68,0.0,0.0,0.0,96,60.4167,91.6667,1.0417,1.0417,1.0417
979,510201060003,6,03,2018,0.0,95,0.0,0.0,0.0,75,46.6667,94.6667,2.6667,0.0,1.3333
980,510401040001,4,01,2018,0.0,90,0.0,0.0,0.0,29,72.4138,96.5517,0.0,0.0,0.0
981,510501040001,4,01,2018,0.0,97,0.0,0.0,0.0,31,32.2581,96.7742,0.0,0.0,3.2258
982,511101060005,6,05,2018,0.0,82,0.0,0.0,0.0,140,58.5714,95.0,1.4286,1.4286,0.0
983,511201040001,4,01,2018,0.0,96,0.0,0.0,0.0,28,46.4286,100.0,0.0,0.0,0.0
984,511301040002,4,02,2018,0.0,97,0.0,0.0,0.0,31,64.5161,100.0,0.0,0.0,0.0
985,511602040002,4,02,2018,0.0,96,0.0,0.0,0.0,55,60.0,96.3636,0.0,1.8182,0.0
986,511901040001,4,01,2018,0.0,96,0.0,0.0,0.0,72,30.5556,100.0,0.0,0.0,0.0
987,512001060008,6,08,2018,0.0,76,0.0,0.0,0.0,201,61.194,85.5721,0.4975,1.4925,0.995
988,512101040001,4,01,2018,0.0,91,0.0,0.0,0.0,22,59.0909,95.4545,0.0,0.0,0.0
989,512201040001,4,01,2018,0.0,93,0.0,0.0,0.0,61,49.1803,88.5246,0.0,1.6393,4.918
990,512300010009,1,09,2018,0.0,84,0.0,0.0,0.0,105,53.3333,98.0952,0.0,0.0,0.0
991,512404040001,4,01,2018,0.0,87,0.0,0.0,0.0,46,45.6522,97.8261,2.1739,0.0,0.0
992,512501040004,4,04,2018,0.0,85,0.0,0.0,0.0,34,44.1176,100.0,0.0,0.0,0.0
993,512902060003,6,03,2018,0.0,91,0.0,0.0,0.0,97,30.9278,87.6289,4.1237,0.0,5.1546
994,513102040002,4,02,2018,0.0,92,0.0,0.0,0.0,38,50.0,92.1053,0.0,2.6316,0.0
995,520101060006,6,06,2018,0.0,93,0.0,0.0,0.0,226,20.7965,92.0354,2.2124,1.3274,2.2124
996,520302060001,6,01,2018,0.0,92,0.0,0.0,0.0,743,21.1306,78.6003,2.8264,8.0754,7.2678
997,520401040007,4,07,2018,0.0,90,0.0,0.0,0.0,79,51.8987,94.9367,2.5316,0.0,0.0
998,520701040002,4,02,2018,0.0,95,0.0,0.0,0.0,81,20.9877,98.7654,0.0,0.0,1.2346
999,521200050003,5,03,2018,0.0,75,0.0,0.0,0.0,120,43.3333,90.8333,1.6667,4.1667,0.8333
1000,521301060001,6,01,2018,0.0,79,0.0,0.0,0.0,279,38.7097,91.0394,3.5842,3.2258,1.7921
1001,521401040007,4,07,2018,0.0,77,0.0,0.0,0.0,213,37.0892,91.0798,1.4085,3.7559,1.4085
1002,521701040002,4,02,2018,0.0,89,0.0,0.0,0.0,120,25.8333,91.6667,1.6667,4.1667,1.6667
1003,521800010010,1,10,2018,0.0,91,0.0,0.0,0.0,444,26.1261,90.991,2.2523,2.9279,1.3514
1004,522001040003,4,03,2018,0.0,81,0.0,0.0,0.0,118,27.9661,94.0678,0.0,1.6949,0.8475
1005,522101030004,3,04,2018,0.0,93,0.0,0.0,0.0,60,26.6667,93.3333,1.6667,1.6667,1.6667
1006,530101040001,4,01,2018,0.0,83,0.0,0.0,0.0,66,21.2121,96.9697,0.0,3.0303,0.0
1007,530202060006,6,06,2018,0.0,76,0.0,0.0,0.0,197,38.5787,88.8325,6.599,2.0305,1.5228
1008,530301060007,6,07,2018,0.0,95,0.0,0.0,0.0,239,17.5732,75.7322,5.0209,2.9289,12.9707
1009,530501060006,6,06,2018,0.0,87,0.0,0.0,0.0,127,23.622,88.9764,1.5748,3.937,2.3622
1010,530515060004,6,04,2018,0.0,79,0.0,0.0,0.0,196,41.8367,78.5714,8.1633,6.1224,1.5306
1011,530600010025,1,25,2018,0.0,41,0.0,0.0,0.0,950,85.1579,20.4211,37.3684,19.3684,21.1579
1012,540801040001,4,01,2018,0.0,71,0.0,0.0,0.0,31,58.0645,90.3226,0.0,6.4516,0.0
1013,540901040001,4,01,2018,0.0,79,0.0,0.0,0.0,19,36.8421,94.7368,5.2632,0.0,0.0
1014,541001040001,4,01,2018,0.0,91,0.0,0.0,0.0,55,50.9091,96.3636,0.0,1.8182,0.0
1015,541102060002,6,02,2018,0.0,79,0.0,0.0,0.0,123,52.0325,90.2439,1.626,6.5041,0.0
1016,541201040003,4,03,2018,0.0,86,0.0,0.0,0.0,70,45.7143,92.8571,0.0,0.0,0.0
1017,541401040001,4,01,2018,0.0,82,0.0,0.0,0.0,22,50.0,90.9091,0.0,9.0909,0.0
1018,550101040003,4,03,2018,0.0,58,0.0,0.0,0.0,65,49.2308,93.8462,0.0,3.0769,1.5385
1019,550301060004,6,04,2018,0.0,95,0.0,0.0,0.0,86,44.186,90.6977,1.1628,0.0,1.1628
1020,560501040004,4,04,2018,0.0,64,0.0,0.0,0.0,59,50.8475,89.8305,1.6949,3.3898,0.0
1021,560603040001,4,01,2018,0.0,61,0.0,0.0,0.0,46,65.2174,86.9565,2.1739,4.3478,0.0
1022,560701060003,6,03,2018,0.0,84,0.0,0.0,0.0,85,56.4706,87.0588,5.8824,2.3529,1.1765
1023,561006060001,6,01,2018,0.0,68,0.0,0.0,0.0,109,61.4679,88.9908,5.5046,4.5872,0.0
1024,570101040002,4,02,2018,0.0,71,0.0,0.0,0.0,95,55.7895,89.4737,1.0526,1.0526,3.1579
1025,570201040002,4,02,2018,0.0,94,0.0,0.0,0.0,34,50.0,88.2353,0.0,5.8824,0.0
1026,570302060003,6,03,2018,0.0,86,0.0,0.0,0.0,96,58.3333,93.75,3.125,3.125,0.0
1027,570401040001,4,01,2018,0.0,80,0.0,0.0,0.0,25,68.0,100.0,0.0,0.0,0.0
1028,570603040002,4,02,2018,0.0,76,0.0,0.0,0.0,70,48.5714,91.4286,2.8571,0.0,1.4286
1029,571000010017,1,17,2018,0.0,74,0.0,0.0,0.0,286,48.2517,86.014,4.8951,1.7483,3.1469
1030,571000010019,1,19,2018,0.0,57,0.0,0.0,0.0,7,100.0,100.0,0.0,0.0,0.0
1031,571502060001,6,01,2018,0.0,90,0.0,0.0,0.0,97,51.5464,95.8763,0.0,1.0309,0.0
1032,571800010006,1,06,2018,0.0,90,0.0,0.0,0.0,154,54.5455,86.3636,3.8961,2.5974,0.6494
1033,571901040004,4,04,2018,0.0,100,0.0,0.0,0.0,43,37.2093,93.0233,0.0,2.3256,2.3256
1034,572301040001,4,01,2018,0.0,76,0.0,0.0,0.0,38,63.1579,84.2105,7.8947,2.6316,0.0
1035,572702040002,4,02,2018,0.0,92,0.0,0.0,0.0,61,52.459,96.7213,0.0,1.6393,1.6393
1036,572901040004,4,04,2018,0.0,98,0.0,0.0,0.0,40,52.5,95.0,2.5,0.0,0.0
1037,573002040001,4,01,2018,0.0,88,0.0,0.0,0.0,83,61.4458,96.3855,1.2048,1.2048,1.2048
1038,580101030002,3,02,2018,0.0,91,0.0,0.0,0.0,116,16.3793,81.8966,4.3103,11.2069,2.5862
1039,580102030008,3,08,2018,0.0,73,0.0,0.0,0.0,331,52.8701,55.5891,6.9486,31.7221,4.5317
1040,580103030008,3,08,2018,0.0,66,0.0,0.0,0.0,346,54.3353,31.2139,36.1272,28.3237,3.1792
1041,580104030010,3,10,2018,0.0,61,0.0,0.0,0.0,171,51.462,45.0292,6.4327,45.0292,2.3392
1042,580105030005,3,05,2018,0.0,67,0.0,0.0,0.0,349,78.2235,8.3095,26.0745,63.6103,1.1461
1043,580106030005,3,05,2018,0.0,28,0.0,0.0,0.0,185,84.3243,1.6216,34.5946,59.4595,2.1622
1044,580107030007,3,07,2018,0.0,78,0.0,0.0,0.0,301,49.1694,34.2193,22.5914,29.5681,11.9601
1045,580109020003,2,03,2018,0.0,31,0.0,0.0,0.0,369,92.9539,0.813,52.3035,46.3415,0.271
1046,580201060005,6,05,2018,0.0,64,0.0,0.0,0.0,94,37.234,75.5319,4.2553,7.4468,11.7021
1047,580203020008,2,08,2018,0.0,64,0.0,0.0,0.0,316,41.7722,56.6456,3.7975,34.8101,2.5316
1048,580205060019,6,19,2018,0.0,81,0.0,0.0,0.0,432,34.2593,75.2315,4.3981,14.3519,4.6296
1049,580205060020,6,20,2018,0.0,87,0.0,0.0,0.0,421,34.4418,71.734,4.038,15.9145,7.601
