,schoolcode,district,county,year,charter,elapass,schoolmode,virtualper,hybridper,totalenroll,lowincome,white,black,hispanic,asian
1088,420101060009,6,09,2017,0.0,93.0,0.0,0.0,0.0,397,26.7003,90.4282,4.7859,1.2594,1.7632
1089,420411060006,6,06,2017,0.0,95.0,0.0,0.0,0.0,248,20.1613,79.4355,7.2581,2.8226,8.0645
1090,420701060001,6,01,2017,0.0,99.0,0.0,0.0,0.0,152,15.1316,90.7895,3.9474,3.2895,1.9737
1091,420901060007,6,07,2017,0.0,94.0,0.0,0.0,0.0,441,22.449,89.1156,3.1746,2.2676,1.8141
1092,421001060002,6,02,2017,0.0,98.0,0.0,0.0,0.0,371,9.7035,82.4798,3.7736,3.2345,9.1644
1093,421101060003,6,03,2017,0.0,94.0,0.0,0.0,0.0,147,21.0884,95.9184,0.6803,0.0,3.4014
1094,421800010033,1,33,2017,0.0,62.0,0.0,0.0,0.0,282,70.2128,15.6028,64.539,12.0567,4.6099
1095,421800010039,1,39,2017,0.0,70.0,0.0,0.0,0.0,268,72.3881,16.4179,62.6866,4.8507,13.806
1096,421800010040,1,40,2017,0.0,66.0,0.0,0.0,0.0,366,69.6721,24.8634,48.0874,10.6557,11.7486
1097,421800010047,1,47,2017,0.0,86.0,0.0,0.0,0.0,150,74.6667,16.0,63.3333,14.6667,2.6667
1098,421800010071,1,71,2017,0.0,55.0,0.0,0.0,0.0,193,81.8653,20.7254,46.114,18.1347,14.5078
1099,430501040001,4,01,2017,0.0,92.0,0.0,0.0,0.0,69,24.6377,92.7536,1.4493,0.0,0.0
1100,430700010006,1,06,2017,0.0,81.0,0.0,0.0,0.0,159,61.6352,55.9748,10.0629,19.4969,1.8868
1101,431701060004,6,04,2017,0.0,97.0,0.0,0.0,0.0,345,13.913,91.3043,1.7391,2.8986,3.4783
1102,441800050006,5,06,2017,0.0,89.0,0.0,0.0,0.0,207,55.5556,80.6763,6.7633,10.1449,1.9324
1103,451001040002,4,02,2017,0.0,81.0,0.0,0.0,0.0,57,50.8772,87.7193,0.0,8.7719,0.0
1104,472001040002,4,02,2017,0.0,92.0,0.0,0.0,0.0,32,40.625,93.75,0.0,3.125,3.125
1105,480101060001,6,01,2017,0.0,95.0,0.0,0.0,0.0,391,14.3223,81.0742,2.5575,10.9974,2.3018
1106,480601060003,6,03,2017,0.0,89.0,0.0,0.0,0.0,270,28.1481,63.7037,5.1852,25.9259,2.963
1107,490101040006,4,06,2017,0.0,72.0,0.0,0.0,0.0,57,50.8772,98.2456,0.0,1.7544,0.0
1108,490202040002,4,02,2017,0.0,92.0,0.0,0.0,0.0,94,18.0851,94.6809,2.1277,1.0638,1.0638
1109,490601060003,6,03,2017,0.0,87.0,0.0,0.0,0.0,179,54.7486,58.6592,26.257,8.3799,1.676
1110,491302060002,6,02,2017,0.0,90.0,0.0,0.0,0.0,264,17.4242,93.5606,0.0,1.8939,2.2727
1111,500101060011,6,11,2017,0.0,96.0,0.0,0.0,0.0,328,12.5,64.6341,3.3537,15.2439,15.5488
1112,500101060019,6,19,2017,0.0,98.0,0.0,0.0,0.0,349,11.4613,70.4871,3.4384,10.8883,14.3266
1113,500101060020,6,20,2017,0.0,81.0,0.0,0.0,0.0,11,54.5455,90.9091,9.0909,0.0,0.0
1114,500108030004,3,04,2017,0.0,97.0,0.0,0.0,0.0,176,21.5909,59.0909,5.6818,18.75,16.4773
1115,500201060009,6,09,2017,0.0,94.0,0.0,0.0,0.0,652,47.6994,33.7423,13.8037,47.8528,4.1411
1116,500301060007,6,07,2017,0.0,97.0,0.0,0.0,0.0,273,10.989,80.2198,1.8315,8.4249,9.1575
1117,500304030006,3,06,2017,0.0,92.0,0.0,0.0,0.0,233,36.0515,42.9185,24.0343,19.3133,7.2961
1118,500308030008,3,08,2017,0.0,100.0,0.0,0.0,0.0,196,10.7143,86.7347,0.5102,6.6327,6.1224
1119,500401060009,6,09,2017,0.0,96.0,0.0,0.0,0.0,376,23.1383,65.4255,7.4468,16.7553,8.7766
1120,500402060014,6,14,2017,0.0,75.0,0.0,0.0,0.0,284,83.4507,3.5211,46.1268,45.0704,5.2817
1121,500402060018,6,18,2017,0.0,72.0,0.0,0.0,0.0,323,77.3994,3.4056,53.2508,37.4613,4.3344
1122,510201060003,6,03,2017,0.0,101.0,0.0,0.0,0.0,80,31.25,100.0,0.0,0.0,0.0
1123,510401040001,4,01,2017,0.0,88.0,0.0,0.0,0.0,25,56.0,88.0,8.0,0.0,4.0
1124,511901040001,4,01,2017,0.0,96.0,0.0,0.0,0.0,61,34.4262,98.3607,0.0,0.0,0.0
1125,512001060008,6,08,2017,0.0,93.0,0.0,0.0,0.0,210,50.0,79.5238,0.9524,1.9048,1.4286
1126,512902060003,6,03,2017,0.0,91.0,0.0,0.0,0.0,93,25.8065,91.3978,1.0753,2.1505,4.3011
1127,513102040002,4,02,2017,0.0,90.0,0.0,0.0,0.0,40,50.0,92.5,0.0,0.0,2.5
1128,520101060006,6,06,2017,0.0,97.0,0.0,0.0,0.0,252,8.7302,94.4444,1.5873,1.9841,0.7937
1129,520701040002,4,02,2017,0.0,91.0,0.0,0.0,0.0,75,16.0,97.3333,1.3333,1.3333,0.0
1130,521200050003,5,03,2017,0.0,94.0,0.0,0.0,0.0,89,38.2022,93.2584,1.1236,2.2472,1.1236
1131,521800010010,1,10,2017,0.0,92.0,0.0,0.0,0.0,530,20.1887,92.4528,2.8302,2.2642,1.5094
1132,522101030004,3,04,2017,0.0,97.0,0.0,0.0,0.0,66,34.8485,87.8788,1.5152,4.5455,0.0
1133,540901040001,4,01,2017,0.0,82.0,0.0,0.0,0.0,22,63.6364,95.4545,0.0,4.5455,0.0
1134,560501040004,4,04,2017,0.0,98.0,0.0,0.0,0.0,48,52.0833,85.4167,2.0833,6.25,0.0
1135,561006060001,6,01,2017,0.0,80.0,0.0,0.0,0.0,139,46.7626,88.4892,3.5971,5.7554,0.7194
1136,571901040004,4,04,2017,0.0,95.0,0.0,0.0,0.0,35,42.8571,94.2857,0.0,5.7143,0.0
1137,572301040001,4,01,2017,0.0,89.0,0.0,0.0,0.0,38,55.2632,94.7368,2.6316,0.0,0.0
1138,572702040002,4,02,2017,0.0,83.0,0.0,0.0,0.0,53,39.6226,98.1132,0.0,0.0,1.8868
1139,572901040004,4,04,2017,0.0,95.0,0.0,0.0,0.0,38,50.0,94.7368,0.0,2.6316,2.6316
1140,580101030002,3,02,2017,0.0,94.0,0.0,0.0,0.0,138,11.5942,80.4348,2.8986,13.7681,2.1739
1141,580107030007,3,07,2017,0.0,86.0,0.0,0.0,0.0,364,48.0769,45.8791,21.978,19.7802,10.989
1142,580201060005,6,05,2017,0.0,97.0,0.0,0.0,0.0,661,9.2284,84.115,0.9077,5.295,8.9259
1143,580205060019,6,19,2017,0.0,95.0,0.0,0.0,0.0,548,22.8102,81.2044,2.5547,10.4015,5.4745
1144,580205060020,6,20,2017,0.0,91.0,0.0,0.0,0.0,645,24.6512,79.0698,2.0155,12.4031,5.7364
1145,580206020003,2,03,2017,0.0,97.0,0.0,0.0,0.0,87,8.046,93.1034,0.0,2.2989,3.4483
1146,580207020003,2,03,2017,0.0,98.0,0.0,0.0,0.0,199,9.5477,84.9246,1.5075,6.0302,6.5327
1147,580208020003,2,03,2017,0.0,91.0,0.0,0.0,0.0,219,17.3516,83.5616,3.653,8.6758,2.7397
1148,580211060010,6,10,2017,0.0,90.0,0.0,0.0,0.0,433,40.4157,72.7483,4.157,17.321,5.0808
1149,580211060016,6,16,2017,0.0,90.0,0.0,0.0,0.0,390,32.8205,73.0769,3.8462,14.8718,7.1795
1150,580212060005,6,05,2017,0.0,90.0,0.0,0.0,0.0,649,53.1587,47.9199,21.2635,24.1911,3.2357
1151,580232030002,3,02,2017,0.0,80.0,0.0,0.0,0.0,750,50.5333,52.4,17.0667,24.8,2.8
1152,580233020001,2,01,2017,0.0,97.0,0.0,0.0,0.0,133,21.8045,76.6917,4.5113,14.2857,3.0075
1153,580401020003,2,03,2017,0.0,93.0,0.0,0.0,0.0,196,23.9796,65.8163,7.1429,17.3469,8.1633
1154,580235060006,6,06,2017,0.0,75.0,0.0,0.0,0.0,341,59.2375,39.2962,21.4076,36.3636,1.4663
1155,580301020002,2,02,2017,0.0,95.0,0.0,0.0,0.0,199,41.206,46.2312,4.0201,45.7286,3.5176
1156,580402060004,6,04,2017,0.0,98.0,0.0,0.0,0.0,158,0.0,93.038,1.2658,3.7975,1.2658
1157,580406060007,6,07,2017,0.0,98.0,0.0,0.0,0.0,295,11.1864,81.6949,3.7288,8.1356,4.4068
1158,580501030006,3,06,2017,0.0,90.0,0.0,0.0,0.0,455,47.2527,31.4286,23.0769,38.2418,6.3736
1159,580504030004,3,04,2017,0.0,96.0,0.0,0.0,0.0,243,9.8765,93.8272,1.2346,4.1152,0.0
1160,580505020004,2,04,2017,0.0,96.0,0.0,0.0,0.0,180,11.6667,90.5556,0.5556,4.4444,3.8889
1161,580507060006,6,06,2017,0.0,96.0,0.0,0.0,0.0,490,19.5918,85.9184,0.8163,8.1633,4.2857
1162,580512030018,3,18,2017,0.0,81.0,0.0,0.0,0.0,1481,83.4571,4.7941,12.9642,79.946,2.0257
1163,580513030006,3,06,2017,0.0,72.0,0.0,0.0,0.0,602,73.4219,3.8206,19.7674,73.4219,2.4917
1164,580601040005,4,05,2017,0.0,98.0,0.0,0.0,0.0,207,5.7971,87.9227,1.9324,5.7971,4.3478
1165,580602040008,4,08,2017,0.0,76.0,0.0,0.0,0.0,456,53.2895,39.9123,14.4737,44.0789,0.2193
1166,580801060014,6,14,2017,0.0,97.0,0.0,0.0,0.0,407,6.1425,87.4693,0.4914,4.6683,5.8968
1167,580801060022,6,22,2017,0.0,96.0,0.0,0.0,0.0,432,6.9444,86.8056,1.6204,6.9444,2.5463
1168,580805060004,6,04,2017,0.0,97.0,0.0,0.0,0.0,307,15.6352,89.9023,0.6515,5.8632,3.5831
1169,580902020001,2,01,2017,0.0,96.0,0.0,0.0,0.0,243,25.5144,78.1893,1.6461,15.6379,0.823
1170,580905020001,2,01,2017,0.0,86.0,0.0,0.0,0.0,209,53.11,42.5837,0.9569,55.5024,0.4785
1171,580909020001,2,01,2017,0.0,83.0,0.0,0.0,0.0,18,66.6667,22.2222,27.7778,50.0,0.0
1172,581005020003,2,03,2017,0.0,94.0,0.0,0.0,0.0,64,32.8125,81.25,0.0,17.1875,1.5625
1173,590901060006,6,06,2017,0.0,91.0,0.0,0.0,0.0,85,56.4706,63.5294,8.2353,22.3529,5.8824
1174,591302040004,4,04,2017,0.0,96.0,0.0,0.0,0.0,25,40.0,80.0,0.0,16.0,4.0
1175,591502040004,4,04,2017,0.0,93.0,0.0,0.0,0.0,83,37.3494,89.1566,0.0,7.2289,1.2048
1176,610600010019,1,19,2017,0.0,90.0,0.0,0.0,0.0,41,34.1463,73.1707,7.3171,2.439,7.3171
1177,610901040003,4,03,2017,0.0,95.0,0.0,0.0,0.0,46,41.3043,89.1304,4.3478,4.3478,0.0
1178,620901060001,6,01,2017,0.0,78.0,0.0,0.0,0.0,166,46.3855,90.3614,2.4096,3.012,1.8072
1179,630202040001,4,01,2017,0.0,91.0,0.0,0.0,0.0,32,56.25,93.75,3.125,3.125,0.0
1180,640101040001,4,01,2017,0.0,95.0,0.0,0.0,0.0,51,39.2157,98.0392,0.0,1.9608,0.0
1181,641301060001,6,01,2017,0.0,79.0,0.0,0.0,0.0,145,51.7241,95.1724,2.7586,1.3793,0.0
1182,641610040003,4,03,2017,0.0,76.0,0.0,0.0,0.0,87,37.931,91.954,1.1494,5.7471,1.1494
1183,650101060006,6,06,2017,0.0,85.0,0.0,0.0,0.0,149,53.0201,72.4832,8.0537,12.7517,2.0134
1184,650901060001,6,01,2017,0.0,97.0,0.0,0.0,0.0,150,40.6667,89.3333,1.3333,5.3333,1.3333
1185,651503040003,4,03,2017,0.0,80.0,0.0,0.0,0.0,63,46.0317,96.8254,0.0,3.1746,0.0
1186,660202030003,3,03,2017,0.0,98.0,0.0,0.0,0.0,136,4.4118,80.8824,4.4118,11.0294,2.2059
1187,660301030006,3,06,2017,0.0,97.0,0.0,0.0,0.0,234,2.5641,74.7863,3.8462,11.9658,8.547
1188,660302030002,3,02,2017,0.0,88.0,0.0,0.0,0.0,83,33.7349,65.0602,16.8675,15.6627,2.4096
1189,660303030002,3,02,2017,0.0,99.0,0.0,0.0,0.0,123,0.0,86.9919,0.0,4.878,7.3171
1190,660403030002,3,02,2017,0.0,96.0,0.0,0.0,0.0,114,21.9298,55.2632,7.0175,19.2982,11.4035
1191,660404030003,3,03,2017,0.0,100.0,0.0,0.0,0.0,126,6.3492,76.9841,2.381,9.5238,7.1429
1192,660405030001,3,01,2017,0.0,100.0,0.0,0.0,0.0,106,10.3774,67.9245,4.717,8.4906,16.9811
1193,660411020004,2,04,2017,0.0,24.0,0.0,0.0,0.0,17,100.0,5.8824,41.1765,47.0588,0.0
1194,660412020004,2,04,2017,0.0,0.0,0.0,0.0,0.0,2,100.0,0.0,0.0,50.0,0.0
1195,660501060004,6,04,2017,0.0,96.0,0.0,0.0,0.0,288,22.2222,70.4861,2.4306,19.4444,6.25
1196,660701030006,3,06,2017,0.0,95.0,0.0,0.0,0.0,382,17.0157,68.3246,4.1885,20.6806,5.7592
1197,660803020001,2,01,2017,0.0,60.0,0.0,0.0,0.0,5,100.0,0.0,100.0,0.0,0.0
1198,660803020003,2,03,2017,0.0,45.0,0.0,0.0,0.0,11,100.0,36.3636,27.2727,36.3636,0.0
1199,660809030003,3,03,2017,0.0,94.0,0.0,0.0,0.0,140,15.0,80.7143,1.4286,10.0,7.8571
1200,660900010013,1,13,2017,0.0,68.0,0.0,0.0,0.0,336,72.619,3.869,80.9524,13.3929,1.4881
1201,661201060006,6,06,2017,0.0,100.0,0.0,0.0,0.0,207,1.9324,90.8213,0.4831,2.4155,6.2802
1202,661301040003,4,03,2017,0.0,98.0,0.0,0.0,0.0,93,15.0538,80.6452,2.1505,8.6022,4.3011
1203,661402020002,2,02,2017,0.0,99.0,0.0,0.0,0.0,134,2.9851,79.8507,4.4776,5.2239,9.7015
1204,661500010009,1,09,2017,0.0,70.0,0.0,0.0,0.0,234,77.7778,10.2564,29.4872,57.265,2.5641
1205,661601030005,3,05,2017,0.0,97.0,0.0,0.0,0.0,216,10.1852,60.6481,7.8704,25.0,4.1667
1206,661800010004,1,04,2017,0.0,99.0,0.0,0.0,0.0,267,2.9963,82.0225,1.4981,10.4869,5.9925
1207,661904030008,3,08,2017,0.0,90.0,0.0,0.0,0.0,439,67.426,16.4009,5.467,76.082,1.5945
1208,661905020002,2,02,2017,0.0,99.0,0.0,0.0,0.0,122,0.0,91.8033,0.8197,1.6393,5.7377
1209,662001030010,3,10,2017,0.0,99.0,0.0,0.0,0.0,387,0.0,68.4755,1.292,7.2351,17.3127
1210,662101060001,6,01,2017,0.0,96.0,0.0,0.0,0.0,282,10.9929,86.8794,0.7092,5.6738,6.383
1211,662300010037,1,37,2017,0.0,75.0,0.0,0.0,0.0,519,89.5954,6.5511,28.3237,57.4181,6.5511
1212,662300010048,1,48,2017,0.0,87.0,0.0,0.0,0.0,322,75.7764,17.3913,11.1801,50.9317,19.8758
1213,662402060001,6,01,2017,0.0,99.0,0.0,0.0,0.0,321,11.838,79.7508,2.8037,11.838,3.7383
1215,261600861069,86,69,2017,0.0,88.0,0.0,0.0,0.0,16,100.0,6.25,81.25,12.5,0.0
1216,310200010260,1,60,2017,0.0,96.0,0.0,0.0,0.0,94,19.1489,51.0638,11.7021,14.8936,14.8936
1217,310200010413,1,13,2017,0.0,97.0,0.0,0.0,0.0,110,34.5455,41.8182,14.5455,24.5455,14.5455
1218,310300860897,86,97,2017,0.0,100.0,0.0,0.0,0.0,49,42.8571,0.0,79.5918,20.4082,0.0
1220,320900010568,1,68,2017,0.0,100.0,0.0,0.0,0.0,20,80.0,5.0,50.0,45.0,0.0
1222,331600860938,86,38,2017,0.0,63.0,0.0,0.0,0.0,211,75.3555,0.0,70.1422,22.2749,0.0
1224,331900011764,1,64,2017,0.0,88.0,0.0,0.0,0.0,104,73.0769,2.8846,53.8462,25.9615,12.5
1225,332300860941,86,41,2017,0.0,58.0,0.0,0.0,0.0,125,73.6,1.6,88.8,5.6,0.0
1226,342700010314,1,14,2017,0.0,87.0,0.0,0.0,0.0,60,68.3333,6.6667,33.3333,18.3333,31.6667
1227,342700011334,1,34,2017,0.0,70.0,0.0,0.0,0.0,169,71.5976,4.7337,20.1183,42.6036,20.7101
1228,342700861054,86,54,2017,0.0,71.0,0.0,0.0,0.0,154,77.2727,1.2987,68.1818,19.4805,7.1429
1229,342900011313,1,13,2017,0.0,78.0,0.0,0.0,0.0,110,68.1818,1.8182,75.4545,9.0909,10.9091
1230,530101040001,4,01,2017,0.0,98.0,0.0,0.0,0.0,59,23.7288,93.2203,1.6949,0.0,1.6949
1231,581004020001,2,01,2017,0.0,100.0,0.0,0.0,0.0,9,0.0,100.0,0.0,0.0,0.0
1232,660412020003,2,03,2017,0.0,0.0,0.0,0.0,0.0,3,66.6667,33.3333,33.3333,33.3333,0.0
1233,660804020002,2,02,2017,0.0,83.0,0.0,0.0,0.0,6,100.0,0.0,66.6667,33.3333,0.0
1234,660804020003,2,03,2017,0.0,0.0,0.0,0.0,0.0,9,100.0,0.0,77.7778,22.2222,0.0
1235,353100011064,1,64,2018,0.0,91,0.0,0.0,0.0,92,40.2174,65.2174,9.7826,15.2174,4.3478
1236,10100010034,1,34,2018,0.0,79,0.0,0.0,0.0,611,60.7201,22.0949,49.5908,15.3846,10.311
1239,10201040001,4,01,2018,0.0,84,0.0,0.0,0.0,57,24.5614,98.2456,0.0,0.0,1.7544
1240,10306060008,6,08,2018,0.0,96,0.0,0.0,0.0,395,10.6329,85.0633,3.7975,3.038,7.3418
1241,10402060001,6,01,2018,0.0,83,0.0,0.0,0.0,149,37.5839,82.5503,6.0403,8.7248,0.6711
1242,10500010007,1,07,2018,0.0,63,0.0,0.0,0.0,134,68.6567,74.6269,13.4328,6.7164,0.0
1243,10601060008,6,08,2018,0.0,85,0.0,0.0,0.0,393,38.9313,66.4122,8.9059,8.1425,7.888
1244,10623060010,6,10,2018,0.0,96,0.0,0.0,0.0,507,22.6824,66.075,7.4951,6.1144,17.5542
1245,10701030001,3,01,2018,0.0,80,0.0,0.0,0.0,20,50.0,85.0,5.0,0.0,0.0
1246,10802060005,6,05,2018,0.0,90,0.0,0.0,0.0,359,16.156,80.2228,3.8997,4.1783,9.7493
1247,11003060002,6,02,2018,0.0,90,0.0,0.0,0.0,103,10.6796,93.2039,0.0,0.9709,3.8835
1248,11200010010,1,10,2018,0.0,66,0.0,0.0,0.0,102,67.6471,58.8235,17.6471,9.8039,9.8039
1249,20101040002,4,02,2018,0.0,90,0.0,0.0,0.0,50,32.0,90.0,4.0,0.0,4.0
1250,20601040001,4,01,2018,0.0,60,0.0,0.0,0.0,5,40.0,80.0,20.0,0.0,0.0
1251,20702040001,4,01,2018,0.0,91,0.0,0.0,0.0,33,30.303,90.9091,3.0303,0.0,3.0303
1252,20801040001,4,01,2018,0.0,76,0.0,0.0,0.0,25,52.0,100.0,0.0,0.0,0.0
1253,21102040001,4,01,2018,0.0,93,0.0,0.0,0.0,14,42.8571,92.8571,0.0,0.0,7.1429
1254,21601040004,4,04,2018,0.0,85,0.0,0.0,0.0,26,57.6923,88.4615,0.0,7.6923,0.0
1255,22001040001,4,01,2018,0.0,92,0.0,0.0,0.0,52,51.9231,98.0769,0.0,0.0,1.9231
1256,22101040001,4,01,2018,0.0,94,0.0,0.0,0.0,17,52.9412,100.0,0.0,0.0,0.0
1257,22302040001,4,01,2018,0.0,85,0.0,0.0,0.0,66,53.0303,90.9091,3.0303,3.0303,3.0303
1258,22401040003,4,03,2018,0.0,80,0.0,0.0,0.0,30,53.3333,93.3333,0.0,3.3333,0.0
1259,22601060004,6,04,2018,0.0,88,0.0,0.0,0.0,120,50.8333,95.0,2.5,1.6667,0.8333
1260,22902040001,4,01,2018,0.0,84,0.0,0.0,0.0,44,59.0909,95.4545,0.0,2.2727,0.0
1261,30101060003,6,03,2018,0.0,97,0.0,0.0,0.0,125,46.4,88.8,1.6,4.0,0.0
1262,30200010021,1,21,2018,0.0,67,0.0,0.0,0.0,374,69.5187,44.9198,29.6791,13.9037,3.4759
1263,30501040003,4,03,2018,0.0,67,0.0,0.0,0.0,83,66.2651,97.5904,0.0,0.0,1.2048
1264,30601060006,6,06,2018,0.0,85,0.0,0.0,0.0,110,30.9091,90.9091,5.4545,0.9091,0.9091
1265,30701060001,6,01,2018,0.0,91,0.0,0.0,0.0,132,40.9091,91.6667,2.2727,1.5152,0.7576
1266,31101060006,6,06,2018,0.0,93,0.0,0.0,0.0,177,35.0282,87.5706,3.3898,2.8249,1.6949
1267,31301040003,4,03,2018,0.0,80,0.0,0.0,0.0,40,65.0,97.5,2.5,0.0,0.0
1268,31401060004,6,04,2018,0.0,75,0.0,0.0,0.0,113,50.4425,99.115,0.0,0.885,0.0
1269,31501060012,6,12,2018,0.0,78,0.0,0.0,0.0,295,46.7797,71.5254,10.1695,7.7966,3.3898
1270,31502060006,6,06,2018,0.0,85,0.0,0.0,0.0,195,61.5385,65.641,11.2821,8.2051,6.6667
1271,31601060051,6,51,2018,0.0,95,0.0,0.0,0.0,266,19.1729,79.3233,3.0075,3.7594,11.2782
1272,31701060007,6,07,2018,0.0,94,0.0,0.0,0.0,156,50.0,92.3077,1.9231,5.1282,0.641
1273,40204040001,4,01,2018,0.0,100,0.0,0.0,0.0,22,36.3636,100.0,0.0,0.0,0.0
1274,40302060001,6,01,2018,0.0,87,0.0,0.0,0.0,89,38.2022,94.382,1.1236,1.1236,3.3708
1275,40901040002,4,02,2018,0.0,88,0.0,0.0,0.0,40,32.5,82.5,2.5,0.0,0.0
1276,41101040002,4,02,2018,0.0,84,0.0,0.0,0.0,50,60.0,92.0,0.0,2.0,2.0
1277,41401040001,4,01,2018,0.0,86,0.0,0.0,0.0,22,59.0909,95.4545,0.0,0.0,0.0
1278,42302040003,4,03,2018,0.0,80,0.0,0.0,0.0,69,57.971,92.7536,1.4493,2.8986,0.0
1279,42400010013,1,13,2018,0.0,74,0.0,0.0,0.0,158,50.6329,84.1772,7.5949,1.8987,3.1646
1280,42801060006,6,06,2018,0.0,68,0.0,0.0,0.0,112,62.5,66.0714,0.8929,1.7857,0.8929
1281,42901040002,4,02,2018,0.0,80,0.0,0.0,0.0,82,50.0,97.561,0.0,0.0,0.0
1282,43001040002,4,02,2018,0.0,89,0.0,0.0,0.0,73,41.0959,93.1507,0.0,1.3699,1.3699
1283,43011020001,2,01,2018,0.0,60,0.0,0.0,0.0,5,60.0,40.0,20.0,20.0,0.0
1284,43200050002,5,02,2018,0.0,59,0.0,0.0,0.0,83,62.6506,62.6506,0.0,4.8193,0.0
1285,43501060006,6,06,2018,0.0,84,0.0,0.0,0.0,197,51.7766,96.9543,1.5228,0.5076,1.0152
1286,50100010013,1,13,2018,0.0,77,0.0,0.0,0.0,273,42.1245,81.3187,11.3553,3.2967,1.0989
1287,50301040002,4,02,2018,0.0,87,0.0,0.0,0.0,67,29.8507,92.5373,0.0,2.9851,2.9851
1288,50401040003,4,03,2018,0.0,80,0.0,0.0,0.0,65,40.0,95.3846,1.5385,0.0,1.5385
1289,50701040005,4,05,2018,0.0,93,0.0,0.0,0.0,41,51.2195,90.2439,0.0,9.7561,0.0
1290,51101040004,4,04,2018,0.0,74,0.0,0.0,0.0,94,51.0638,91.4894,2.1277,2.1277,1.0638
1291,51301040003,4,03,2018,0.0,82,0.0,0.0,0.0,74,45.9459,94.5946,1.3514,1.3514,0.0
1292,51901040005,4,05,2018,0.0,94,0.0,0.0,0.0,62,50.0,88.7097,3.2258,6.4516,1.6129
1293,60201060003,6,03,2018,0.0,87,0.0,0.0,0.0,107,34.5794,92.5234,0.0,1.8692,2.8037
1294,60301040004,4,04,2018,0.0,88,0.0,0.0,0.0,64,32.8125,93.75,0.0,1.5625,3.125
1295,60401040006,4,06,2018,0.0,87,0.0,0.0,0.0,60,48.3333,93.3333,1.6667,5.0,0.0
1296,60503040001,4,01,2018,0.0,89,0.0,0.0,0.0,63,26.9841,96.8254,0.0,1.5873,0.0
1297,60601040003,4,03,2018,0.0,74,0.0,0.0,0.0,35,51.4286,91.4286,0.0,5.7143,0.0
1298,60701040003,4,03,2018,0.0,85,0.0,0.0,0.0,39,51.2821,97.4359,0.0,0.0,0.0
1299,60800010009,1,09,2018,0.0,68,0.0,0.0,0.0,181,60.7735,37.0166,7.7348,51.3812,0.5525
1300,61001040005,4,05,2018,0.0,94,0.0,0.0,0.0,62,20.9677,91.9355,3.2258,3.2258,1.6129
1301,61101040007,4,07,2018,0.0,84,0.0,0.0,0.0,111,46.8468,94.5946,2.7027,2.7027,0.0
1302,61501040001,4,01,2018,0.0,89,0.0,0.0,0.0,71,50.7042,71.831,0.0,9.8592,0.0
1303,61503040003,4,03,2018,0.0,82,0.0,0.0,0.0,34,61.7647,79.4118,2.9412,14.7059,0.0
1304,61601040001,4,01,2018,0.0,88,0.0,0.0,0.0,51,35.2941,96.0784,0.0,1.9608,0.0
1305,61700010013,1,13,2018,0.0,83,0.0,0.0,0.0,324,59.5679,68.5185,5.8642,14.1975,1.5432
1306,62201060003,6,03,2018,0.0,81,0.0,0.0,0.0,137,32.8467,78.1022,1.4599,15.3285,2.9197
1307,62301040003,4,03,2018,0.0,68,0.0,0.0,0.0,38,68.4211,81.5789,0.0,10.5263,2.6316
1308,62601040003,4,03,2018,0.0,91,0.0,0.0,0.0,46,52.1739,97.8261,2.1739,0.0,0.0
1309,62901040002,4,02,2018,0.0,95,0.0,0.0,0.0,58,55.1724,98.2759,0.0,1.7241,0.0
1310,70600010020,1,20,2018,0.0,80,0.0,0.0,0.0,383,51.6971,71.8016,21.4099,2.8721,1.3055
1311,70901060007,6,07,2018,0.0,83,0.0,0.0,0.0,358,27.6536,90.7821,1.9553,1.1173,5.3073
1312,70902060002,6,02,2018,0.0,78,0.0,0.0,0.0,82,43.9024,91.4634,2.439,0.0,2.439
1313,80101040003,4,03,2018,0.0,88,0.0,0.0,0.0,42,59.5238,95.2381,0.0,2.381,2.381
1314,80201040001,4,01,2018,0.0,99,0.0,0.0,0.0,68,42.6471,94.1176,1.4706,0.0,0.0
1315,80601040003,4,03,2018,0.0,87,0.0,0.0,0.0,77,49.3506,92.2078,0.0,5.1948,1.2987
1316,81003040003,4,03,2018,0.0,78,0.0,0.0,0.0,67,53.7313,91.0448,2.9851,1.4925,2.9851
1317,81200050004,5,04,2018,0.0,75,0.0,0.0,0.0,156,54.4872,89.1026,6.4103,3.2051,0.0
1318,81401040001,4,01,2018,0.0,82,0.0,0.0,0.0,28,64.2857,89.2857,3.5714,7.1429,0.0
1319,81501040002,4,02,2018,0.0,86,0.0,0.0,0.0,57,70.1754,87.7193,3.5088,5.2632,0.0
1320,82001040004,4,04,2018,0.0,73,0.0,0.0,0.0,98,48.9796,98.9796,0.0,1.0204,0.0
1321,90201040002,4,02,2018,0.0,84,0.0,0.0,0.0,75,45.3333,100.0,0.0,0.0,0.0
1322,90301060006,6,06,2018,0.0,85,0.0,0.0,0.0,153,46.4052,94.7712,3.268,0.0,1.9608
1323,90501040002,4,02,2018,0.0,93,0.0,0.0,0.0,104,34.6154,93.2692,0.9615,1.9231,1.9231
1324,90601020002,2,02,2018,0.0,82,0.0,0.0,0.0,28,28.5714,100.0,0.0,0.0,0.0
1325,90901040002,4,02,2018,0.0,100,0.0,0.0,0.0,61,42.623,96.7213,0.0,0.0,1.6393
1326,91101060005,6,05,2018,0.0,75,0.0,0.0,0.0,161,41.6149,90.0621,6.2112,0.0,1.2422
