,RCDTS,Charter,totaltested,elapass,white,black,hispanic,lowincome,year,closedper,hybridper,inpersonper,virtualper,remote
120,110213060260001,0,57.0,0.14,0.543859649122807,0.0,0.4385964912280701,0.4912280701754385,2021,0.0909090909090909,0.0,0.9090909090909092,0.0,0.0909090909090909
121,110213060260001,0,55.0,0.23600000000000002,0.5272727272727272,0.0,0.4545454545454545,0.3636363636363636,2019,0.0,0.0,1.0,0.0,0.0
122,110213060260001,0,52.0,0.25,0.4807692307692308,0.0,0.5192307692307693,0.6730769230769231,2018,0.0,0.0,1.0,0.0,0.0
123,110213060260001,0,172.0,0.282,0.5813953488372093,0.4069767441860465,0.005813953488372,0.3837209302325581,2017,0.0,0.0,1.0,0.0,0.0
124,110230010260001,0,27.0,0.14800000000000002,0.8888888888888888,0.0,0.0,0.4444444444444444,2021,0.0909090909090909,0.5454545454545454,0.3636363636363636,0.0,0.3636363636363636
125,110230010260001,0,21.0,0.14300000000000002,0.9523809523809524,0.0,0.0,0.0,2019,0.0,0.0,1.0,0.0,0.0
126,110230010260001,0,29.0,0.138,0.896551724137931,0.0,0.0,0.4827586206896552,2018,0.0,0.0,1.0,0.0,0.0
127,110230010260001,0,113.0,0.19399999999999998,0.9380530973451328,0.0,0.0088495575221238,0.4424778761061947,2017,0.0,0.0,1.0,0.0,0.0
128,110230030260001,0,12.0,0.16699999999999998,1.0,0.0,0.0,0.0,2021,0.0909090909090909,0.0,0.9090909090909092,0.0,0.0909090909090909
129,110230030260001,0,12.0,0.33299999999999996,1.0,0.0,0.0,0.0,2019,0.0,0.0,1.0,0.0,0.0
130,110230030260001,0,18.0,0.5,0.9444444444444444,0.0,0.0,0.0,2018,0.0,0.0,1.0,0.0,0.0
131,110230030260001,0,57.0,0.556,0.9824561403508772,0.0175438596491228,0.0,0.5263157894736842,2017,0.0,0.0,1.0,0.0,0.0
132,110230060260001,0,23.0,0.174,0.9130434782608696,0.0,0.0,0.4347826086956521,2021,0.0909090909090909,0.0909090909090909,0.8181818181818182,0.0,0.1363636363636362
133,110230060260001,0,25.0,0.12,1.0,0.0,0.0,0.0,2019,0.0,0.0,1.0,0.0,0.0
134,110230060260001,0,27.0,0.185,0.9629629629629628,0.0,0.0,0.4444444444444444,2018,0.0,0.0,1.0,0.0,0.0
135,110230060260001,0,21.0,0.25,1.0,0.0,0.0,0.238095238095238,2017,0.0,0.0,1.0,0.0,0.0
136,110238000800001,0,108.0,0.22399999999999998,0.9444444444444444,0.0,0.0,0.4259259259259259,2021,0.0909090909090909,0.0,0.9090909090909092,0.0,0.0909090909090909
137,110238000800001,0,142.0,0.302,0.9788732394366196,0.0,0.0,0.3732394366197183,2019,0.0,0.0,1.0,0.0,0.0
138,110238000800001,0,109.0,0.31200000000000006,0.981651376146789,0.0,0.0,0.3027522935779816,2018,0.0,0.0,1.0,0.0,0.0
139,110238000800001,0,162.0,0.294,0.9629629629629628,0.0123456790123456,0.0,0.4382716049382716,2017,0.0,0.0,1.0,0.0,0.0
140,110703000260004,0,66.0,0.33399999999999996,0.8939393939393939,0.0,0.0,0.3181818181818182,2021,0.0909090909090909,0.4545454545454545,0.4545454545454545,0.0,0.3181818181818181
