,schoolcode,district,year,charter,dropout,schoolmode,virtualper,hybridper,totalenroll,lowincome,white,black,hispanic,asian
693,58905001,58905,2019,0.0,0,0.0,0.0,0.0,62,29.0323,62.9032,0.0,33.871,1.6129
694,58906001,58906,2019,0.0,0,0.0,0.0,0.0,509,70.7269,15.5206,3.9293,79.1749,0.9823
695,58909001,58909,2019,0.0,0,0.0,0.0,0.0,50,42.0,48.0,2.0,46.0,2.0
696,61901005,61901,2019,0.0,0,0.0,0.0,0.0,196,70.4082,30.6122,32.6531,33.6735,0.5102
697,61910001,61910,2019,0.0,0,0.0,0.0,0.0,958,7.0981,83.8205,1.357,10.2296,2.1921
698,62901001,62901,2019,0.0,0,0.0,0.0,0.0,690,50.4348,41.1594,10.4348,44.4928,0.5797
699,62902001,62902,2019,0.0,0,0.0,0.0,0.0,41,65.8537,58.5366,4.878,36.5854,0.0
700,63903001,63903,2019,0.0,0,0.0,0.0,0.0,87,58.6207,50.5747,5.7471,42.5287,0.0
701,63906001,63906,2019,0.0,0,0.0,0.0,0.0,31,70.9677,54.8387,0.0,45.1613,0.0
702,65901001,65901,2019,0.0,0,0.0,0.0,0.0,134,39.5522,74.6269,9.7015,11.9403,0.0
703,65902001,65902,2019,0.0,0,0.0,0.0,0.0,35,71.4286,65.7143,2.8571,28.5714,2.8571
704,67902004,67902,2019,0.0,0,0.0,0.0,0.0,24,95.8333,79.1667,0.0,20.8333,0.0
705,67904001,67904,2019,0.0,0,0.0,0.0,0.0,83,68.6747,54.2169,1.2048,43.3735,0.0
706,67908001,67908,2019,0.0,0,0.0,0.0,0.0,57,64.9123,87.7193,1.7544,10.5263,0.0
707,68803001,68803,2019,0.0,0,0.0,0.0,0.0,126,15.0794,47.619,2.381,45.2381,2.381
708,68901004,68901,2019,0.0,0,0.0,0.0,0.0,451,60.0887,17.7384,8.8692,72.0621,0.4435
709,68901005,68901,2019,0.0,0,0.0,0.0,0.0,10,70.0,20.0,30.0,50.0,0.0
710,69901001,69901,2019,0.0,0,0.0,0.0,0.0,88,73.8636,19.3182,0.0,80.6818,0.0
711,69902001,69902,2019,0.0,0,0.0,0.0,0.0,74,67.5676,45.9459,0.0,51.3514,0.0
712,70901001,70901,2019,0.0,0,0.0,0.0,0.0,92,64.1304,54.3478,2.1739,40.2174,0.0
713,70910001,70910,2019,0.0,0,0.0,0.0,0.0,340,54.1176,52.6471,1.1765,42.9412,0.5882
714,71801003,71801,2019,0.0,0,0.0,0.0,0.0,154,52.5974,11.039,1.9481,85.0649,0.6494
715,71806001,71806,2019,0.0,0,0.0,0.0,0.0,394,74.6193,4.3147,0.7614,93.6548,0.2538
716,71806002,71806,2019,0.0,0,0.0,0.0,0.0,209,69.8565,9.0909,4.7847,83.7321,0.4785
717,71902011,71902,2019,0.0,0,0.0,0.0,0.0,778,62.4679,3.856,1.7995,90.2314,3.2134
718,71902015,71902,2019,0.0,0,0.0,0.0,0.0,429,69.9301,12.3543,4.4289,77.8555,2.5641
719,71902027,71902,2019,0.0,0,0.0,0.0,0.0,44,86.3636,4.5455,2.2727,93.1818,0.0
720,71905014,71905,2019,0.0,0,0.0,0.0,0.0,262,90.0763,1.5267,1.145,96.9466,0.3817
721,71905017,71905,2019,0.0,0,0.0,0.0,0.0,406,66.9951,5.665,0.7389,92.3645,1.2315
722,71907003,71907,2019,0.0,0,0.0,0.0,0.0,381,49.0814,9.1864,2.0997,86.8766,0.5249
723,71909003,71909,2019,0.0,0,0.0,0.0,0.0,321,81.3084,2.4922,1.5576,95.0156,0.0
724,71909007,71909,2019,0.0,0,0.0,0.0,0.0,442,72.3982,2.0362,1.3575,94.5701,1.3575
725,72801001,72801,2019,0.0,0,0.0,0.0,0.0,135,80.0,67.4074,2.2222,28.1481,0.0
726,72801104,72801,2019,0.0,0,0.0,0.0,0.0,189,94.1799,1.5873,0.0,97.8836,0.0
727,72801107,72801,2019,0.0,0,0.0,0.0,0.0,176,76.7045,7.9545,0.5682,90.3409,0.5682
728,72801109,72801,2019,0.0,0,0.0,0.0,0.0,216,81.9444,1.3889,0.0,98.1481,0.0
729,72801115,72801,2019,0.0,0,0.0,0.0,0.0,192,93.2292,1.5625,0.0,98.4375,0.0
730,72801116,72801,2019,0.0,0,0.0,0.0,0.0,191,97.9058,3.1414,0.0,96.8586,0.0
731,72801128,72801,2019,0.0,0,0.0,0.0,0.0,140,46.4286,36.4286,14.2857,43.5714,0.7143
732,72801129,72801,2019,0.0,0,0.0,0.0,0.0,205,82.439,11.2195,0.0,86.3415,0.0
733,72801136,72801,2019,0.0,0,0.0,0.0,0.0,169,44.9704,53.8462,1.7751,41.4201,0.0
734,72801137,72801,2019,0.0,0,0.0,0.0,0.0,201,47.2637,82.0896,0.0,12.9353,0.0
735,72801138,72801,2019,0.0,0,0.0,0.0,0.0,152,61.1842,79.6053,3.9474,14.4737,0.6579
736,72801146,72801,2019,0.0,0,0.0,0.0,0.0,264,96.2121,3.4091,0.3788,96.2121,0.0
737,72801148,72801,2019,0.0,0,0.0,0.0,0.0,139,48.2014,61.8705,22.3022,8.6331,0.0
738,72901101,72901,2019,0.0,0,0.0,0.0,0.0,22,77.2727,40.9091,0.0,59.0909,0.0
739,72908001,72908,2019,0.0,0,0.0,0.0,0.0,58,32.7586,72.4138,0.0,20.6897,1.7241
740,72909001,72909,2019,0.0,0,0.0,0.0,0.0,74,44.5946,56.7568,0.0,43.2432,0.0
741,74904001,74904,2019,0.0,0,0.0,0.0,0.0,110,42.7273,88.1818,0.9091,6.3636,0.0
742,74907001,74907,2019,0.0,0,0.0,0.0,0.0,220,49.0909,66.3636,10.0,16.8182,0.0
743,74911001,74911,2019,0.0,0,0.0,0.0,0.0,97,40.2062,80.4124,1.0309,10.3093,2.0619
744,74917001,74917,2019,0.0,0,0.0,0.0,0.0,138,44.2029,87.6812,0.7246,9.4203,0.0
745,75901001,75901,2019,0.0,0,0.0,0.0,0.0,169,57.9882,40.2367,2.9586,56.213,0.0
746,75906001,75906,2019,0.0,0,0.0,0.0,0.0,75,21.3333,86.6667,2.6667,10.6667,0.0
747,75908001,75908,2019,0.0,0,0.0,0.0,0.0,79,27.8481,77.2152,1.2658,16.4557,0.0
748,76903001,76903,2019,0.0,0,0.0,0.0,0.0,69,43.4783,71.0145,1.4493,27.5362,0.0
749,78901001,78901,2019,0.0,0,0.0,0.0,0.0,74,64.8649,54.0541,4.0541,39.1892,1.3514
750,79901004,79901,2019,0.0,0,0.0,0.0,0.0,155,67.7419,19.3548,35.4839,41.9355,0.0
751,79901008,79901,2019,0.0,0,0.0,0.0,0.0,52,57.6923,25.0,17.3077,48.0769,3.8462
752,79907010,79907,2019,0.0,0,0.0,0.0,0.0,45,86.6667,6.6667,48.8889,42.2222,0.0
753,79907038,79907,2019,0.0,0,0.0,0.0,0.0,448,66.2946,10.0446,50.8929,31.25,5.1339
754,81905002,81905,2019,0.0,0,0.0,0.0,0.0,139,61.8705,69.7842,9.3525,16.5468,0.7194
755,83902001,83902,2019,0.0,0,0.0,0.0,0.0,29,44.8276,34.4828,0.0,65.5172,0.0
756,83903002,83903,2019,0.0,0,0.0,0.0,0.0,52,51.9231,42.3077,1.9231,55.7692,0.0
757,84802001,84802,2019,0.0,0,0.0,0.0,0.0,160,48.125,43.125,6.875,42.5,1.875
758,84903001,84903,2019,0.0,0,0.0,0.0,0.0,73,60.274,79.4521,0.0,8.2192,1.3699
759,84906014,84906,2019,0.0,0,0.0,0.0,0.0,11,90.9091,0.0,90.9091,9.0909,0.0
760,84910004,84910,2019,0.0,0,0.0,0.0,0.0,260,30.0,64.2308,3.8462,24.2308,1.1538
761,84910008,84910,2019,0.0,0,0.0,0.0,0.0,344,34.0116,33.4302,16.2791,40.9884,2.907
762,84910010,84910,2019,0.0,0,0.0,0.0,0.0,458,34.4978,31.6594,6.3319,28.6026,28.6026
763,86901002,86901,2019,0.0,0,0.0,0.0,0.0,41,43.9024,51.2195,2.439,46.3415,0.0
764,86902001,86902,2019,0.0,0,0.0,0.0,0.0,192,28.125,85.9375,0.0,11.4583,1.0417
765,87901001,87901,2019,0.0,0,0.0,0.0,0.0,86,46.5116,47.6744,0.0,52.3256,0.0
766,88902001,88902,2019,0.0,0,0.0,0.0,0.0,420,42.8571,47.8571,4.5238,44.2857,0.0
767,89903001,89903,2019,0.0,0,0.0,0.0,0.0,313,81.7891,18.8498,1.5974,78.5942,0.0
768,89903004,89903,2019,0.0,0,0.0,0.0,0.0,12,91.6667,16.6667,16.6667,66.6667,0.0
769,90902001,90902,2019,0.0,0,0.0,0.0,0.0,55,60.0,78.1818,0.0,18.1818,0.0
770,90903001,90903,2019,0.0,0,0.0,0.0,0.0,64,26.5625,76.5625,1.5625,20.3125,0.0
771,91901001,91901,2019,0.0,0,0.0,0.0,0.0,294,30.6122,81.6327,1.3605,10.5442,0.0
772,91902001,91902,2019,0.0,0,0.0,0.0,0.0,173,50.8671,77.4566,0.578,20.2312,0.0
773,91903002,91903,2019,0.0,0,0.0,0.0,0.0,57,66.6667,68.4211,14.0351,8.7719,0.0
774,91907101,91907,2019,0.0,0,0.0,0.0,0.0,172,43.6047,75.0,0.0,21.5116,0.5814
775,91918001,91918,2019,0.0,0,0.0,0.0,0.0,217,41.0138,85.7143,1.8433,7.3733,0.9217
776,92907001,92907,2019,0.0,0,0.0,0.0,0.0,572,36.1888,70.2797,11.014,13.1119,1.3986
777,92908001,92908,2019,0.0,0,0.0,0.0,0.0,435,37.7011,80.9195,4.3678,7.5862,0.4598
778,93901001,93901,2019,0.0,0,0.0,0.0,0.0,281,40.2135,72.242,9.6085,14.5907,0.0
779,93903001,93903,2019,0.0,0,0.0,0.0,0.0,154,33.1169,82.4675,3.2468,13.6364,0.0
780,93904002,93904,2019,0.0,0,0.0,0.0,0.0,860,71.2791,23.4884,23.3721,51.2791,0.2326
781,93905001,93905,2019,0.0,0,0.0,0.0,0.0,69,68.1159,69.5652,18.8406,8.6957,0.0
782,94904001,94904,2019,0.0,0,0.0,0.0,0.0,475,41.0526,53.6842,1.8947,42.3158,0.6316
783,94904003,94904,2019,0.0,0,0.0,0.0,0.0,22,54.5455,45.4545,0.0,54.5455,0.0
784,95902001,95902,2019,0.0,0,0.0,0.0,0.0,39,58.9744,43.5897,0.0,53.8462,0.0
785,95904001,95904,2019,0.0,0,0.0,0.0,0.0,84,73.8095,27.381,0.0,72.619,0.0
786,96905001,96905,2019,0.0,0,0.0,0.0,0.0,71,56.338,61.9718,0.0,38.0282,0.0
787,98901001,98901,2019,0.0,0,0.0,0.0,0.0,154,52.5974,44.8052,0.0,52.5974,0.6494
788,98904001,98904,2019,0.0,0,0.0,0.0,0.0,272,62.1324,28.6765,0.0,70.5882,0.3676
789,100903003,100903,2019,0.0,0,0.0,0.0,0.0,5,80.0,20.0,80.0,0.0,0.0
790,100904002,100904,2019,0.0,0,0.0,0.0,0.0,3,66.6667,33.3333,33.3333,33.3333,0.0
791,100908001,100908,2019,0.0,0,0.0,0.0,0.0,169,42.0118,92.3077,1.1834,4.142,0.0
792,100908003,100908,2019,0.0,0,0.0,0.0,0.0,3,66.6667,100.0,0.0,0.0,0.0
793,101828001,101828,2019,0.0,0,0.0,0.0,0.0,357,93.5574,1.1204,0.2801,98.3193,0.2801
794,101842001,101842,2019,0.0,0,0.0,0.0,0.0,36,47.2222,27.7778,19.4444,50.0,0.0
795,101858004,101858,2019,0.0,0,0.0,0.0,0.0,643,64.5412,7.9316,15.2411,56.7652,18.0404
796,101858005,101858,2019,0.0,0,0.0,0.0,0.0,306,67.3203,11.7647,21.8954,51.634,13.3987
797,101862004,101862,2019,0.0,0,0.0,0.0,0.0,179,58.6592,27.3743,26.8156,35.7542,7.2626
798,101862005,101862,2019,0.0,0,0.0,0.0,0.0,264,48.8636,26.1364,28.4091,18.1818,23.4848
799,101902008,101902,2019,0.0,0,0.0,0.0,0.0,400,89.75,1.75,15.0,80.75,2.25
800,101902098,101902,2019,0.0,0,0.0,0.0,0.0,18,83.3333,0.0,61.1111,38.8889,0.0
801,101903005,101903,2019,0.0,0,0.0,0.0,0.0,360,88.6111,1.6667,44.4444,50.5556,2.2222
802,101903006,101903,2019,0.0,0,0.0,0.0,0.0,804,68.6567,4.2289,11.4428,20.2736,62.9353
803,101903011,101903,2019,0.0,0,0.0,0.0,0.0,141,86.5248,2.1277,43.2624,50.3546,0.7092
804,101903012,101903,2019,0.0,0,0.0,0.0,0.0,407,78.8698,2.7027,24.0786,52.8256,18.1818
805,101906105,101906,2019,0.0,0,0.0,0.0,0.0,58,70.6897,36.2069,29.3103,32.7586,0.0
806,101908007,101908,2019,0.0,0,0.0,0.0,0.0,24,66.6667,20.8333,12.5,62.5,4.1667
807,101911006,101911,2019,0.0,0,0.0,0.0,0.0,195,83.5897,18.4615,22.5641,55.3846,1.0256
808,101911012,101911,2019,0.0,0,0.0,0.0,0.0,19,73.6842,15.7895,26.3158,52.6316,0.0
809,101911014,101911,2019,0.0,0,0.0,0.0,0.0,6,83.3333,16.6667,33.3333,50.0,0.0
810,101911016,101911,2019,0.0,0,0.0,0.0,0.0,406,72.4138,11.5764,9.3596,75.8621,1.7241
811,101912345,101912,2019,0.0,0,0.0,0.0,0.0,479,88.7265,0.6263,1.8789,94.1545,2.9228
812,101913005,101913,2019,0.0,0,0.0,0.0,0.0,429,39.627,28.9044,15.3846,47.5524,6.2937
813,101913197,101913,2019,0.0,0,0.0,0.0,0.0,21,76.1905,9.5238,52.381,38.0952,0.0
814,101914003,101914,2019,0.0,0,0.0,0.0,0.0,375,57.8667,27.4667,24.2667,40.8,4.5333
815,101915038,101915,2019,0.0,0,0.0,0.0,0.0,546,67.5824,19.0476,32.967,42.674,1.6484
816,101917014,101917,2019,0.0,0,0.0,0.0,0.0,517,85.8801,6.9632,11.2186,79.8839,0.9671
817,101919018,101919,2019,0.0,0,0.0,0.0,0.0,1479,65.9229,9.1278,26.8425,55.9162,5.6795
818,101919022,101919,2019,0.0,0,0.0,0.0,0.0,259,59.4595,5.4054,66.4093,26.6409,0.3861
819,101921005,101921,2019,0.0,0,0.0,0.0,0.0,240,23.75,51.6667,6.25,28.75,10.8333
820,101924014,101924,2019,0.0,0,0.0,0.0,0.0,28,78.5714,10.7143,35.7143,53.5714,0.0
821,102905001,102905,2019,0.0,0,0.0,0.0,0.0,225,42.2222,88.0,3.5556,6.6667,0.4444
822,103901001,103901,2019,0.0,0,0.0,0.0,0.0,51,54.902,64.7059,3.9216,27.451,0.0
823,103902001,103902,2019,0.0,0,0.0,0.0,0.0,66,66.6667,42.4242,0.0,56.0606,0.0
824,104903001,104903,2019,0.0,0,0.0,0.0,0.0,42,73.8095,42.8571,0.0,50.0,0.0
825,104907001,104907,2019,0.0,0,0.0,0.0,0.0,36,86.1111,58.3333,0.0,41.6667,0.0
826,106901001,106901,2019,0.0,0,0.0,0.0,0.0,274,35.0365,58.3942,0.0,40.8759,0.0
827,107906001,107906,2019,0.0,0,0.0,0.0,0.0,433,62.3557,64.2032,14.3187,18.7067,0.2309
828,107906003,107906,2019,0.0,0,0.0,0.0,0.0,26,80.7692,80.7692,11.5385,7.6923,0.0
829,107907001,107907,2019,0.0,0,0.0,0.0,0.0,58,62.069,68.9655,15.5172,6.8966,0.0
830,107910001,107910,2019,0.0,0,0.0,0.0,0.0,117,52.9915,81.1966,6.8376,10.2564,0.8547
831,108807001,108807,2019,0.0,0,0.0,0.0,0.0,418,93.3014,3.8278,0.2392,95.6938,0.2392
832,108807002,108807,2019,0.0,0,0.0,0.0,0.0,392,92.3469,4.0816,1.5306,91.3265,2.2959
833,108807003,108807,2019,0.0,0,0.0,0.0,0.0,412,89.0777,1.4563,0.0,97.3301,0.7282
834,108807004,108807,2019,0.0,0,0.0,0.0,0.0,445,93.9326,1.1236,0.6742,98.2022,0.0
835,108807005,108807,2019,0.0,0,0.0,0.0,0.0,409,80.6846,5.868,0.0,91.9315,1.7115
836,108807006,108807,2019,0.0,0,0.0,0.0,0.0,385,95.8442,1.2987,0.2597,97.9221,0.2597
837,108807008,108807,2019,0.0,0,0.0,0.0,0.0,377,92.8382,1.3263,0.0,98.4085,0.2653
838,108807009,108807,2019,0.0,0,0.0,0.0,0.0,373,81.5013,2.681,1.3405,95.1743,0.5362
839,108807010,108807,2019,0.0,0,0.0,0.0,0.0,424,95.5189,2.1226,0.2358,97.6415,0.0
840,108807011,108807,2019,0.0,0,0.0,0.0,0.0,407,81.0811,3.4398,0.0,95.8231,0.7371
841,108807013,108807,2019,0.0,0,0.0,0.0,0.0,228,86.8421,1.7544,0.0,98.2456,0.0
842,108807018,108807,2019,0.0,0,0.0,0.0,0.0,106,91.5094,2.8302,0.9434,96.2264,0.0
843,108807020,108807,2019,0.0,0,0.0,0.0,0.0,285,81.0526,3.8596,10.5263,83.8596,0.3509
844,108807022,108807,2019,0.0,0,0.0,0.0,0.0,222,88.7387,3.6036,3.1532,91.8919,0.4505
845,108807035,108807,2019,0.0,0,0.0,0.0,0.0,396,89.899,1.5152,2.2727,96.2121,0.0
846,108808101,108808,2019,0.0,0,0.0,0.0,0.0,421,83.6105,0.7126,0.0,98.5748,0.4751
847,108808104,108808,2019,0.0,0,0.0,0.0,0.0,128,92.9688,1.5625,0.0,97.6562,0.0
848,108906005,108906,2019,0.0,0,0.0,0.0,0.0,156,88.4615,2.5641,0.641,95.5128,0.0
849,108906011,108906,2019,0.0,0,0.0,0.0,0.0,495,73.7374,1.4141,0.202,96.1616,1.8182
850,108907006,108907,2019,0.0,0,0.0,0.0,0.0,446,78.6996,0.2242,0.4484,99.1031,0.2242
851,108908004,108908,2019,0.0,0,0.0,0.0,0.0,415,89.1566,0.0,0.0,99.759,0.241
852,108908039,108908,2019,0.0,0,0.0,0.0,0.0,203,94.5813,0.9852,0.9852,98.0296,0.0
853,108909009,108909,2019,0.0,0,0.0,0.0,0.0,842,91.4489,0.8314,0.3563,97.981,0.8314
854,108911008,108911,2019,0.0,0,0.0,0.0,0.0,389,65.5527,1.2853,0.2571,97.1722,1.2853
855,108912005,108912,2019,0.0,0,0.0,0.0,0.0,161,99.3789,0.0,0.0,100.0,0.0
856,108912010,108912,2019,0.0,0,0.0,0.0,0.0,426,93.4272,0.0,0.0,100.0,0.0
857,109901001,109901,2019,0.0,0,0.0,0.0,0.0,98,14.2857,88.7755,0.0,9.1837,0.0
858,109902001,109902,2019,0.0,0,0.0,0.0,0.0,68,63.2353,50.0,8.8235,36.7647,0.0
859,109903001,109903,2019,0.0,0,0.0,0.0,0.0,103,54.3689,75.7282,0.0,18.4466,0.0
860,109905001,109905,2019,0.0,0,0.0,0.0,0.0,121,57.8512,62.8099,12.3967,19.8347,0.0
861,109912001,109912,2019,0.0,0,0.0,0.0,0.0,101,58.4158,79.2079,0.0,19.802,0.9901
862,109913001,109913,2019,0.0,0,0.0,0.0,0.0,101,56.4356,77.2277,0.9901,18.8119,0.0
863,109914001,109914,2019,0.0,0,0.0,0.0,0.0,73,75.3425,58.9041,2.7397,36.9863,0.0
864,110901001,110901,2019,0.0,0,0.0,0.0,0.0,56,76.7857,21.4286,5.3571,71.4286,0.0
865,110905001,110905,2019,0.0,0,0.0,0.0,0.0,141,46.0993,58.8652,0.0,38.2979,0.0
866,110906001,110906,2019,0.0,0,0.0,0.0,0.0,140,47.1429,47.8571,1.4286,50.0,0.0
867,110907001,110907,2019,0.0,0,0.0,0.0,0.0,196,35.7143,43.8776,0.5102,55.102,0.0
868,110908001,110908,2019,0.0,0,0.0,0.0,0.0,54,55.5556,50.0,5.5556,42.5926,0.0
869,111902003,111902,2019,0.0,0,0.0,0.0,0.0,121,46.281,87.6033,0.8264,8.2645,0.0
870,112906001,112906,2019,0.0,0,0.0,0.0,0.0,163,58.8957,68.0982,1.227,23.3129,0.0
871,112907001,112907,2019,0.0,0,0.0,0.0,0.0,89,41.573,71.9101,0.0,23.5955,0.0
872,112909001,112909,2019,0.0,0,0.0,0.0,0.0,69,76.8116,72.4638,2.8986,23.1884,0.0
873,112910001,112910,2019,0.0,0,0.0,0.0,0.0,74,62.1622,79.7297,4.0541,10.8108,0.0
874,114902001,114902,2019,0.0,0,0.0,0.0,0.0,284,35.9155,62.3239,0.3521,33.4507,0.7042
875,115903001,115903,2019,0.0,0,0.0,0.0,0.0,29,79.3103,44.8276,0.0,55.1724,0.0
876,116902001,116902,2019,0.0,0,0.0,0.0,0.0,193,50.2591,78.7565,2.0725,14.5078,0.0
877,116905004,116905,2019,0.0,0,0.0,0.0,0.0,48,91.6667,20.8333,35.4167,39.5833,0.0
878,116909001,116909,2019,0.0,0,0.0,0.0,0.0,208,49.0385,71.1538,3.8462,21.6346,0.9615
879,116915001,116915,2019,0.0,0,0.0,0.0,0.0,217,44.7005,52.0737,1.3825,43.318,0.0
880,117904001,117904,2019,0.0,0,0.0,0.0,0.0,214,36.9159,71.9626,1.4019,23.3645,0.0
881,118902001,118902,2019,0.0,0,0.0,0.0,0.0,96,28.125,57.2917,1.0417,40.625,0.0
882,119903001,119903,2019,0.0,0,0.0,0.0,0.0,105,63.8095,74.2857,0.0,18.0952,0.0
883,120901001,120901,2019,0.0,0,0.0,0.0,0.0,449,60.1336,39.8664,13.363,44.3207,1.559
884,120901004,120901,2019,0.0,0,0.0,0.0,0.0,77,74.026,32.4675,15.5844,48.0519,1.2987
885,120905001,120905,2019,0.0,0,0.0,0.0,0.0,374,31.2834,70.8556,0.8021,26.738,0.2674
886,122902001,122902,2019,0.0,0,0.0,0.0,0.0,13,61.5385,30.7692,0.0,61.5385,7.6923
887,123908002,123908,2019,0.0,0,0.0,0.0,0.0,48,64.5833,66.6667,2.0833,27.0833,2.0833
888,123910006,123910,2019,0.0,0,0.0,0.0,0.0,225,93.3333,3.5556,80.8889,12.8889,1.3333
889,123910011,123910,2019,0.0,0,0.0,0.0,0.0,12,100.0,8.3333,66.6667,16.6667,0.0
890,123913001,123913,2019,0.0,0,0.0,0.0,0.0,135,68.8889,30.3704,23.7037,42.2222,1.4815
891,126902007,126902,2019,0.0,0,0.0,0.0,0.0,204,39.7059,62.2549,5.8824,24.5098,1.9608
892,126904001,126904,2019,0.0,0,0.0,0.0,0.0,392,26.5306,81.3776,1.2755,13.2653,0.7653
893,126905002,126905,2019,0.0,0,0.0,0.0,0.0,77,57.1429,80.5195,0.0,15.5844,0.0
894,126905003,126905,2019,0.0,0,0.0,0.0,0.0,442,48.19,68.3258,2.0362,24.4344,0.4525
895,127901001,127901,2019,0.0,0,0.0,0.0,0.0,221,58.371,45.7014,3.6199,48.4163,0.0
896,127903001,127903,2019,0.0,0,0.0,0.0,0.0,120,64.1667,51.6667,3.3333,40.8333,0.0
897,127905001,127905,2019,0.0,0,0.0,0.0,0.0,47,74.4681,57.4468,2.1277,34.0426,0.0
898,128904001,128904,2019,0.0,0,0.0,0.0,0.0,118,9.322,77.9661,0.0,20.339,0.8475
899,129906104,129906,2019,0.0,0,0.0,0.0,0.0,3,0.0,66.6667,0.0,33.3333,0.0
900,132902001,132902,2019,0.0,0,0.0,0.0,0.0,47,44.6809,65.9574,0.0,34.0426,0.0
901,133904001,133904,2019,0.0,0,0.0,0.0,0.0,341,66.2757,59.5308,0.0,36.6569,0.2933
902,134901001,134901,2019,0.0,0,0.0,0.0,0.0,184,53.2609,57.6087,0.0,40.7609,1.087
903,135001001,135001,2019,0.0,0,0.0,0.0,0.0,30,16.6667,93.3333,0.0,6.6667,0.0
904,138902001,138902,2019,0.0,0,0.0,0.0,0.0,87,68.9655,44.8276,4.5977,44.8276,3.4483
905,138904001,138904,2019,0.0,0,0.0,0.0,0.0,43,60.4651,53.4884,0.0,34.8837,2.3256
906,140901001,140901,2019,0.0,0,0.0,0.0,0.0,45,84.4444,8.8889,4.4444,84.4444,0.0
907,140907001,140907,2019,0.0,0,0.0,0.0,0.0,95,68.4211,27.3684,4.2105,68.4211,0.0
908,140908001,140908,2019,0.0,0,0.0,0.0,0.0,124,42.7419,42.7419,0.0,55.6452,0.0
909,141902001,141902,2019,0.0,0,0.0,0.0,0.0,81,71.6049,44.4444,2.4691,45.679,3.7037
910,143902001,143902,2019,0.0,0,0.0,0.0,0.0,90,37.7778,54.4444,0.0,42.2222,0.0
911,143903001,143903,2019,0.0,0,0.0,0.0,0.0,211,30.3318,74.8815,8.0569,15.1659,0.0
912,144902001,144902,2019,0.0,0,0.0,0.0,0.0,318,38.9937,65.7233,10.0629,18.5535,0.3145
913,144903001,144903,2019,0.0,0,0.0,0.0,0.0,54,68.5185,27.7778,38.8889,27.7778,0.0
914,145907002,145907,2019,0.0,0,0.0,0.0,0.0,60,73.3333,60.0,25.0,13.3333,0.0
915,146905001,146905,2019,0.0,0,0.0,0.0,0.0,173,65.896,75.7225,10.4046,10.9827,0.0
916,147901001,147901,2019,0.0,0,0.0,0.0,0.0,92,73.913,26.087,23.913,46.7391,0.0
917,148905101,148905,2019,0.0,0,0.0,0.0,0.0,28,75.0,39.2857,0.0,50.0,0.0
918,152901007,152901,2019,0.0,0,0.0,0.0,0.0,329,85.4103,10.0304,24.6201,63.5258,0.0
919,152901024,152901,2019,0.0,0,0.0,0.0,0.0,195,41.0256,34.8718,16.4103,41.0256,2.0513
920,152902001,152902,2019,0.0,0,0.0,0.0,0.0,242,57.8512,52.0661,1.2397,44.6281,0.0
921,153907001,153907,2019,0.0,0,0.0,0.0,0.0,42,73.8095,14.2857,0.0,85.7143,0.0
922,154901001,154901,2019,0.0,0,0.0,0.0,0.0,683,62.0791,45.388,18.1552,33.8214,0.2928
923,156905001,156905,2019,0.0,0,0.0,0.0,0.0,75,32.0,49.3333,0.0,49.3333,0.0
924,157901001,157901,2019,0.0,0,0.0,0.0,0.0,234,44.4444,64.9573,0.4274,33.7607,0.8547
925,158906002,158906,2019,0.0,0,0.0,0.0,0.0,340,52.0588,58.5294,11.4706,25.0,0.2941
926,160904001,160904,2019,0.0,0,0.0,0.0,0.0,48,43.75,77.0833,0.0,20.8333,0.0
927,161807005,161807,2019,0.0,0,0.0,0.0,0.0,195,54.8718,19.4872,17.9487,44.6154,17.4359
928,161807006,161807,2019,0.0,0,0.0,0.0,0.0,335,55.8209,27.4627,23.5821,32.2388,15.2239
929,161901001,161901,2019,0.0,0,0.0,0.0,0.0,181,19.8895,90.0552,0.5525,6.0773,1.105
930,161907001,161907,2019,0.0,0,0.0,0.0,0.0,554,22.0217,85.0181,0.9025,12.2744,0.0
931,161908002,161908,2019,0.0,0,0.0,0.0,0.0,179,65.9218,46.9274,26.8156,18.4358,1.1173
932,161909001,161909,2019,0.0,0,0.0,0.0,0.0,409,52.8117,41.8093,5.379,46.6993,0.2445
933,161914004,161914,2019,0.0,0,0.0,0.0,0.0,45,88.8889,4.4444,31.1111,64.4444,0.0
934,161919002,161919,2019,0.0,0,0.0,0.0,0.0,5,100.0,40.0,0.0,60.0,0.0
935,161920001,161920,2019,0.0,0,0.0,0.0,0.0,828,23.0676,71.3768,5.9179,18.1159,1.57
936,161920002,161920,2019,0.0,0,0.0,0.0,0.0,25,36.0,68.0,4.0,20.0,0.0
937,161923001,161923,2019,0.0,0,0.0,0.0,0.0,212,37.2642,63.6792,7.5472,25.0,0.4717
938,162904001,162904,2019,0.0,0,0.0,0.0,0.0,87,18.3908,60.9195,0.0,34.4828,2.2989
939,163908001,163908,2019,0.0,0,0.0,0.0,0.0,1653,46.219,33.5148,3.7508,58.6812,0.605
940,164901001,164901,2019,0.0,0,0.0,0.0,0.0,92,72.8261,41.3043,2.1739,56.5217,0.0
941,165901006,165901,2019,0.0,0,0.0,0.0,0.0,357,47.8992,14.8459,5.042,73.3894,3.6415
942,165901030,165901,2019,0.0,0,0.0,0.0,0.0,41,68.2927,2.439,14.6341,78.0488,0.0
