,RCDTS,City,County,District Size,# Student Enrollment,% Student Enrollment - White,% Student Enrollment - Low Income,Total Number of School Days,Student Mobility Rate,High School Dropout Rate - Total,High School Dropout Rate - Male,High School Dropout Rate - Female,High School Dropout Rate - Low Income,High School 4-Year Graduation Rate - Total,High School 4-Year Graduation Rate - Male,High School 4-Year Graduation Rate - Female,High School 4-Year Graduation Rate - White,High School 4-Year Graduation Rate - Low Income,Avg Class Size - High School,Teacher Retention Rate,Chronic Absenteeism,Chronic Absenteeism - Low Income,% Graduates enrolled in a Postsecondary Institution within 12 months,% Graduates enrolled in a Postsecondary Institution within 12 months - Private Institution,% Graduates enrolled in a Postsecondary Institution within 12 months - Four-year Institution,Year
631,560992040170001,Joliet,Will,LARGE,3282,12.7,59.6,176.0,6.8,6.0,7.3,4.6,6.2,71.6,63.3,79.6,79.3,72.9,15.4,90.8,52.3,57.4,50.2,13.2,20.9,2021
632,560992040170003,Joliet,Will,LARGE,3296,32.9,43.2,176.0,3.6,4.1,5.0,3.1,5.6,81.3,78.4,84.3,85.1,79.0,14.2,91.2,34.8,46.4,63.7,15.7,30.7,2021
633,560992050170001,Lockport,Will,LARGE,3864,71.0,17.6,176.0,3.2,1.5,1.8,1.1,3.4,93.4,92.1,94.9,95.3,83.7,23.4,93.8,23.4,47.0,72.4,19.3,44.2,2021
634,56099207U260001,Peotone,Will,MEDIUM,451,84.3,20.2,176.0,3.8,2.3,2.4,2.3,3.2,78.9,74.6,84.3,84.6,58.3,18.5,79.4,37.3,56.8,71.9,18.4,43.0,2021
635,56099209U260001,Wilmington,Will,MEDIUM,422,87.9,27.0,176.0,4.3,0.9,0.0,1.8,0.7,93.5,92.1,95.1,92.9,93.8,14.7,84.5,16.3,26.4,60.6,13.8,30.3,2021
636,560992100160001,New Lenox,Will,LARGE,1977,83.6,8.0,176.0,1.5,0.3,0.2,0.3,0.7,96.5,96.4,96.7,96.3,89.1,23.0,87.0,2.3,7.2,79.9,22.5,58.9,2021
637,560992100160002,Frankfort,Will,LARGE,2742,73.6,6.4,176.0,1.5,0.8,0.6,1.0,3.2,96.1,95.5,96.6,95.9,93.1,21.4,92.4,3.5,8.9,87.3,19.7,63.3,2021
638,560992100160004,New Lenox,Will,LARGE,1929,81.8,8.1,176.0,1.1,0.2,0.3,0.1,0.0,99.4,99.6,99.1,99.2,100.0,21.9,90.7,3.2,9.6,80.6,23.4,55.4,2021
639,56099255U260001,Braidwood,Will,MEDIUM,460,86.7,33.9,176.0,4.5,2.5,2.8,2.2,3.8,91.1,87.3,96.2,92.5,82.1,15.6,88.8,24.1,39.9,46.7,12.5,25.0,2021
640,56099365U260007,Bolingbrook,Will,LARGE,3351,18.1,61.5,176.0,7.1,2.4,3.2,1.5,4.0,88.5,84.8,92.3,90.2,52.6,20.1,91.0,28.7,36.8,59.4,13.9,30.3,2021
641,56099365U260008,Romeoville,Will,LARGE,1883,30.4,61.1,176.0,6.1,0.7,0.9,0.4,1.5,95.7,94.5,96.7,95.0,72.3,20.3,95.0,19.4,24.5,62.7,16.5,29.0,2021
642,601054280303014,Saint Charles,Dept Of Corrections,,13,,92.3,,100.0,40.4,40.4,,41.3,37.9,37.9,,,39.3,3.3,53.6,,,4.8,0.0,0.0,2021
643,601054280303019,Naperville,Dept Of Corrections,,16,,100.0,,87.5,24.0,0.0,54.5,26.1,,,,,,2.5,66.7,,,,,,2021
644,601054280303028,Harrisburg,Dept Of Corrections,,35,31.4,85.7,,97.1,11.1,11.1,,11.3,72.4,72.4,,54.5,72.4,3.4,92.0,,,19.2,0.0,0.0,2021
645,651089010800001,Normal,State Of Illinois,,610,74.4,2.1,176.0,1.7,0.7,0.7,0.6,0.0,96.8,97.3,96.3,95.6,,22.2,93.0,3.6,0.0,95.7,34.8,85.1,2021
646,651089020800001,Urbana,State Of Illinois,,314,36.9,6.1,177.0,0.4,0.0,0.0,0.0,0.0,96.7,93.9,100.0,100.0,,,0.0,,,93.9,42.4,92.4,2021
647,651089030800001,Aurora,State Of Illinois,,629,31.0,,,4.3,1.1,1.6,0.6,,96.6,95.1,98.1,95.2,,,,,,98.5,43.4,97.0,2021
648,010010010260001,Payson,Adams,MEDIUM,243,94.7,42.8,175.0,8.4,1.8,3.0,0.0,1.6,94.1,92.0,,93.8,100.0,14.3,86.0,12.7,19.6,75.0,20.0,35.0,2020
649,010010020260001,Liberty,Adams,MEDIUM,280,95.0,21.1,176.0,3.0,1.0,0.0,2.1,2.9,100.0,100.0,100.0,100.0,,16.8,89.5,5.7,10.2,72.2,25.0,27.8,2020
650,010010030260001,Camp Point,Adams,MEDIUM,242,96.7,40.5,175.0,7.9,3.1,3.5,2.6,6.5,93.8,91.4,96.6,93.7,85.7,14.0,82.8,7.4,14.2,60.7,11.5,23.0,2020
651,010010040260001,Mendon,Adams,MEDIUM,181,96.7,41.4,179.0,5.8,1.6,2.9,0.0,4.5,93.8,88.9,100.0,93.8,87.5,13.5,90.2,15.3,32.8,70.6,19.6,39.2,2020
652,010011720220003,Quincy,Adams,LARGE,1768,82.1,48.0,181.0,19.2,7.9,7.2,8.6,9.8,76.9,72.2,82.1,79.8,67.5,22.5,85.8,23.3,36.8,64.5,15.4,27.5,2020
653,010050010260001,Mount Sterling,Brown,MEDIUM,210,97.1,36.2,177.0,7.2,1.9,3.1,0.9,5.1,87.2,80.0,94.7,89.2,78.9,15.2,69.6,8.3,12.8,74.5,23.5,41.2,2020
654,010090150260007,Beardstown,Cass,MEDIUM,870,34.3,99.3,176.0,9.9,6.6,6.1,7.1,6.9,72.3,67.7,76.9,72.0,75.2,23.2,82.6,13.3,14.9,53.6,6.2,23.7,2020
655,010090640260003,Virginia,Cass,SMALL,145,89.0,52.4,176.0,9.5,4.8,7.7,2.2,4.3,87.5,,100.0,86.7,,12.8,82.9,13.0,16.5,50.0,5.0,10.0,2020
656,010092620260002,Ashland,Cass,SMALL,123,97.6,42.3,178.0,11.1,3.6,6.8,0.0,6.7,82.1,77.3,88.2,86.1,57.1,13.1,68.0,11.6,21.4,46.0,2.7,10.8,2020
657,010690010260001,Franklin,Morgan,SMALL,156,94.2,37.8,177.0,3.3,1.1,2.3,0.0,0.0,100.0,100.0,100.0,100.0,,12.3,79.2,5.1,8.3,45.0,15.0,30.0,2020
658,010690060260001,Waverly,Morgan,SMALL,165,94.5,33.9,178.0,3.8,0.0,0.0,0.0,0.0,91.9,86.4,100.0,97.0,,12.1,72.4,16.5,26.9,68.2,13.6,31.8,2020
659,010690110260001,Meredosia,Morgan,SMALL,49,98.0,61.2,178.0,26.7,11.5,16.0,7.4,15.6,57.1,,,57.1,,10.2,82.1,14.8,17.6,41.7,25.0,25.0,2020
660,010690270260001,Concord,Morgan,SMALL,175,93.7,36.6,176.0,10.0,6.0,4.8,7.4,11.6,84.0,83.3,84.6,81.8,70.0,15.1,86.7,7.7,10.9,76.2,14.3,47.6,2020
661,010691170220014,Jacksonville,Morgan,LARGE,908,77.5,47.1,183.0,12.8,8.6,9.3,7.6,11.7,76.7,70.9,84.4,77.1,64.7,19.1,84.0,24.3,34.7,60.6,19.7,35.1,2020
662,010750030260002,Pleasant Hill,Pike,SMALL,77,98.7,58.4,177.0,16.9,8.3,4.4,12.8,11.3,70.8,72.7,69.2,70.8,64.7,11.0,84.0,19.3,25.0,63.6,9.1,36.4,2020
663,010750040260002,Griggsville,Pike,SMALL,82,90.2,98.8,176.0,7.9,11.8,10.4,13.3,27.5,75.9,68.8,84.6,80.0,75.0,11.3,80.0,12.0,21.9,60.9,17.4,34.8,2020
664,010750100260009,Pittsfield,Pike,MEDIUM,312,97.4,37.8,175.0,9.2,4.5,8.1,0.6,5.2,87.3,82.5,92.3,88.5,77.8,16.9,91.1,14.3,22.1,66.2,26.8,35.2,2020
665,010750120260001,Barry,Pike,MEDIUM,133,94.7,54.1,180.0,13.5,5.5,7.6,3.0,8.4,93.8,89.5,100.0,93.1,93.3,12.8,92.9,16.8,20.5,78.8,12.1,33.3,2020
666,010860010260001,Winchester,Scott,MEDIUM,165,97.0,40.6,178.0,4.1,1.2,1.1,1.2,1.5,100.0,100.0,100.0,100.0,100.0,13.8,84.5,13.8,20.9,63.3,24.5,40.8,2020
667,010860020260001,Bluffs,Scott,SMALL,62,93.5,58.1,178.0,6.3,1.4,2.2,0.0,0.0,94.7,92.3,,94.7,,13.1,83.3,10.1,9.8,61.5,15.4,30.8,2020
668,030030010260001,Mulberry Grove,Bond,SMALL,103,94.2,52.4,180.0,9.3,1.9,3.5,0.0,3.6,84.0,83.3,84.6,83.3,76.9,12.4,82.8,13.5,18.6,64.0,4.0,20.0,2020
669,030030020260001,Greenville,Bond,LARGE,536,91.2,36.8,175.0,7.3,2.5,2.2,2.9,4.9,91.9,87.9,95.4,93.5,83.3,19.7,88.4,12.3,21.1,60.7,21.3,34.4,2020
670,030110010260002,Morrisonville,Christian,SMALL,86,94.2,40.7,176.0,8.2,1.1,0.0,2.2,2.8,78.9,,83.3,78.9,,11.5,88.5,13.3,16.7,36.8,5.3,15.8,2020
671,030110030260006,Taylorville,Christian,LARGE,756,93.7,42.9,175.0,12.5,1.6,1.6,1.6,3.2,88.7,84.3,94.4,89.8,81.4,20.4,87.6,18.9,35.5,60.1,9.6,32.6,2020
672,030110040260002,Edinburg,Christian,SMALL,79,94.9,39.2,175.0,16.2,5.7,10.0,0.0,12.8,81.8,,,80.0,,12.7,83.3,18.0,30.0,70.8,12.5,37.5,2020
673,030110080260006,Pana,Christian,MEDIUM,396,95.5,47.0,176.0,9.7,2.6,4.7,0.5,4.1,92.4,88.4,95.9,92.2,85.0,21.0,90.1,14.0,20.0,63.8,8.8,15.0,2020
674,030110140240001,Kincaid,Christian,SMALL,159,92.5,52.2,176.0,15.0,4.1,6.7,1.9,7.0,82.6,83.3,81.8,82.6,,13.6,69.2,22.5,28.1,52.2,0.0,8.7,2020
675,030250100260001,Altamont,Effingham,MEDIUM,220,97.7,40.5,177.0,9.6,4.1,5.6,2.0,8.3,83.3,86.7,79.2,84.6,66.7,15.2,87.1,12.4,23.7,56.1,7.0,26.3,2020
676,030250200260001,Beecher City,Effingham,SMALL,150,97.3,47.3,176.0,10.7,5.2,10.6,0.0,4.8,82.6,,78.6,82.6,75.0,11.2,87.5,3.7,3.4,60.9,13.0,26.1,2020
677,030250300260001,Dieterich,Effingham,MEDIUM,204,94.6,21.6,175.0,2.7,1.6,0.0,3.1,4.2,88.5,100.0,75.0,95.8,,13.9,84.2,3.4,8.9,75.0,9.4,21.9,2020
678,030250400260001,Effingham,Effingham,LARGE,747,90.1,31.5,176.0,10.1,4.3,4.0,4.5,7.1,82.5,80.2,85.0,83.0,75.9,19.8,85.3,4.1,8.9,66.3,13.4,35.3,2020
679,030250500260001,Teutopolis,Effingham,MEDIUM,316,98.4,0.3,176.0,2.5,1.2,1.2,1.3,,100.0,100.0,100.0,100.0,,18.1,91.9,1.6,,64.9,6.8,24.3,2020
680,030262010260003,Brownstown,Fayette,SMALL,81,91.4,43.2,176.0,16.2,4.1,6.5,2.0,6.5,83.3,75.0,,85.7,63.6,12.3,58.3,25.0,32.6,66.7,6.7,6.7,2020
681,030262020260002,Saint Elmo,Fayette,SMALL,120,95.8,47.5,176.0,5.7,4.8,7.1,1.8,7.1,77.8,78.9,76.5,84.8,64.7,15.2,87.0,7.6,15.4,53.1,0.0,6.3,2020
682,030262030260001,Vandalia,Fayette,MEDIUM,409,93.9,49.1,177.0,11.5,3.3,2.6,4.0,4.7,94.8,89.4,100.0,94.6,92.3,17.3,89.8,16.3,21.3,57.0,10.5,16.7,2020
683,030262040260002,Ramsey,Fayette,SMALL,223,99.1,54.3,176.0,6.1,2.1,4.4,0.0,2.6,84.6,71.4,100.0,84.2,75.0,15.9,82.0,7.8,9.5,37.9,3.5,3.5,2020
684,030680020260001,Raymond,Montgomery,MEDIUM,144,95.8,41.7,176.0,9.6,4.0,2.9,4.9,5.9,83.8,94.4,73.7,85.7,75.0,13.3,87.0,9.4,9.2,55.9,11.8,29.4,2020
685,030680030260001,Hillsboro,Montgomery,MEDIUM,469,92.8,35.6,176.0,15.4,3.9,3.8,4.0,5.4,94.1,95.9,91.9,93.6,87.2,17.6,92.5,13.7,26.1,58.5,8.5,34.9,2020
686,030680120260001,Litchfield,Montgomery,MEDIUM,388,92.0,50.8,180.0,10.3,4.0,4.3,3.7,5.8,85.1,77.1,93.5,84.7,80.4,19.5,86.3,6.8,10.0,55.8,18.6,33.7,2020
687,030680220260001,Nokomis,Montgomery,MEDIUM,292,95.2,37.7,176.0,8.8,2.6,1.9,3.4,2.7,93.5,95.2,92.0,97.7,100.0,14.8,83.6,9.3,18.5,69.6,17.4,30.4,2020
688,040041000260001,Belvidere,Boone,LARGE,1168,47.1,49.7,179.0,9.0,3.2,4.1,2.4,4.3,84.1,76.6,90.2,81.5,80.5,20.6,89.0,18.5,24.3,55.3,9.1,18.5,2020
689,040041000260002,Belvidere,Boone,LARGE,1446,63.6,31.7,179.0,8.6,2.1,3.0,1.1,3.3,91.3,89.7,93.0,92.9,79.5,20.7,89.8,15.4,23.8,70.6,16.8,38.8,2020
690,040042000260003,Poplar Grove,Boone,MEDIUM,453,64.9,35.8,181.0,5.5,3.4,3.7,3.0,6.6,93.0,92.2,93.8,95.2,90.2,19.4,80.2,5.1,5.7,56.9,11.5,23.9,2020
691,041011220220002,Machesney Park,Winnebago,LARGE,1938,71.6,50.7,177.0,16.5,5.1,5.6,4.5,6.3,82.5,79.3,86.1,83.8,74.1,24.3,84.8,23.9,31.7,54.5,11.7,20.2,2020
692,041012050250001,Rockford,Winnebago,LARGE,1807,27.6,61.2,181.0,20.1,8.0,9.0,7.1,10.9,64.5,58.5,70.1,75.2,56.8,23.6,88.5,29.4,37.9,54.6,12.7,30.6,2020
693,041012050250002,Rockford,Winnebago,LARGE,1646,30.0,68.7,181.0,22.0,8.5,8.8,8.1,9.5,64.7,57.3,72.7,69.4,62.2,23.4,87.6,22.3,25.6,55.1,10.8,17.5,2020
694,041012050250003,Rockford,Winnebago,LARGE,1847,38.7,47.9,181.0,16.7,6.3,6.8,5.8,7.8,74.8,67.9,81.8,78.5,67.6,24.5,86.8,20.8,27.9,58.5,12.1,24.9,2020
695,041012050250004,Rockford,Winnebago,LARGE,1747,21.2,68.5,181.0,18.7,8.6,9.4,7.8,9.9,62.5,58.7,67.0,59.4,61.4,26.6,85.3,26.2,29.4,41.7,4.0,10.3,2020
696,041012050253075,Rockford,Winnebago,LARGE,602,23.9,72.3,181.0,66.7,,,,,,,,,,6.1,83.1,,,,,,2020
697,041012070160001,Rockton,Winnebago,MEDIUM,1916,82.5,20.1,181.0,6.6,2.3,2.8,1.8,4.1,94.0,93.4,94.6,94.1,87.6,24.2,94.3,10.1,17.7,73.6,14.8,40.8,2020
698,041013200260001,South Beloit,Winnebago,MEDIUM,254,56.7,63.4,180.0,10.2,6.1,7.6,4.7,6.7,85.5,75.0,96.7,88.2,81.1,18.7,89.1,21.2,25.3,60.4,13.2,30.2,2020
699,041013210260001,Pecatonica,Winnebago,MEDIUM,254,87.8,27.2,181.0,8.5,1.5,2.2,0.8,1.5,89.1,96.2,82.8,91.3,85.7,15.1,93.4,10.4,25.4,67.8,10.2,23.7,2020
700,041013220260001,Durand,Winnebago,MEDIUM,186,94.1,26.3,182.0,3.6,3.1,1.1,4.9,3.8,92.2,95.8,88.9,92.0,83.3,13.8,92.7,5.3,13.7,72.2,13.9,38.9,2020
701,041013230260001,Winnebago,Winnebago,MEDIUM,437,84.4,21.3,181.0,3.3,2.7,3.9,1.3,2.0,93.5,93.8,93.2,96.0,92.9,19.9,94.4,6.3,9.1,68.6,16.2,34.3,2020
702,050162020170001,Evanston,Cook,MEDIUM,3597,45.8,34.7,179.0,7.4,2.0,2.5,1.4,3.2,93.1,91.7,94.5,96.3,88.5,17.2,92.7,21.1,33.5,82.1,35.0,66.0,2020
703,050162030170001,Winnetka,Cook,LARGE,3034,78.0,3.3,181.0,2.3,1.6,1.9,1.2,0.9,97.5,96.7,98.2,97.5,90.2,22.0,95.0,7.0,18.8,91.1,45.5,87.0,2020
704,050162030170002,Northfield,Cook,LARGE,1006,77.7,2.3,181.0,1.9,3.2,4.0,2.3,0.0,,,,,,23.1,88.4,2.0,3.8,,,,2020
705,050162070170001,Park Ridge,Cook,LARGE,1826,41.2,37.7,181.0,6.7,1.7,1.9,1.6,2.4,89.0,85.4,92.9,83.2,92.3,20.9,90.5,24.2,33.2,80.1,23.7,38.6,2020
706,050162070170003,Park Ridge,Cook,LARGE,2375,85.6,5.5,181.0,2.0,1.2,1.7,0.7,3.6,94.6,92.7,96.7,95.2,87.2,24.2,92.2,12.5,26.3,90.1,27.2,69.8,2020
707,050162070170004,Des Plaines,Cook,LARGE,2049,41.9,31.7,181.0,9.2,1.9,2.7,1.1,3.3,89.0,84.4,93.5,90.1,83.6,21.9,95.1,24.8,36.2,77.6,20.4,39.9,2020
708,050162110170001,Hoffman Estates,Cook,LARGE,2346,45.7,26.0,184.0,3.8,0.7,0.7,0.7,1.5,96.4,96.2,96.6,96.6,95.5,24.2,92.5,9.0,18.9,88.1,16.4,52.0,2020
709,050162110170002,Palatine,Cook,LARGE,2572,53.3,14.6,184.0,2.9,0.8,0.9,0.7,1.2,96.8,95.6,98.2,96.8,88.9,24.0,96.6,6.3,19.5,87.8,20.0,64.9,2020
710,050162110170003,Palatine,Cook,LARGE,2630,37.9,56.2,184.0,5.9,1.9,2.6,1.3,2.0,92.9,89.9,95.8,96.6,90.5,21.8,98.0,22.5,33.3,70.9,14.2,35.9,2020
711,050162110170004,Schaumburg,Cook,LARGE,2138,48.4,31.7,184.0,4.3,0.8,1.0,0.6,1.7,96.1,95.1,97.3,97.1,93.0,22.4,97.2,12.0,20.4,79.4,17.2,42.9,2020
712,050162110170006,Hoffman Estates,Cook,LARGE,1944,31.8,48.3,184.0,6.5,1.7,1.6,1.8,2.1,95.5,94.3,96.7,95.3,95.9,22.6,97.1,14.0,19.5,82.3,17.7,42.1,2020
713,050162140170002,Elk Grove Village,Cook,LARGE,1889,41.6,33.2,186.0,8.1,0.8,1.0,0.6,1.3,93.8,94.9,92.6,95.1,91.1,23.6,96.1,9.9,14.9,66.2,17.0,31.4,2020
714,050162140170004,Arlington Heights,Cook,LARGE,1943,70.4,11.3,186.0,3.7,0.8,1.3,0.2,1.8,96.4,95.0,97.7,96.4,91.3,24.5,96.9,5.5,14.7,84.5,27.4,65.0,2020
715,050162140170005,Mt Prospect,Cook,LARGE,2081,74.1,7.2,186.0,4.2,0.8,0.7,0.8,1.5,96.2,95.7,96.7,97.2,80.9,26.5,94.0,5.4,13.6,84.6,21.9,59.9,2020
716,050162140170006,Wheeling,Cook,LARGE,1706,25.6,38.3,186.0,6.8,2.6,2.6,2.6,3.6,93.3,91.9,94.6,96.0,87.6,23.3,95.2,14.9,19.4,69.6,21.2,38.2,2020
717,050162140170007,Rolling Meadows,Cook,LARGE,1881,48.8,22.3,186.0,8.5,1.4,1.9,0.9,1.7,91.3,90.0,92.8,93.1,86.0,24.4,93.0,11.8,16.6,72.5,18.9,42.8,2020
718,050162140170008,Buffalo Grove,Cook,LARGE,1921,55.6,17.0,186.0,3.9,0.8,0.9,0.6,0.9,93.1,90.2,96.4,95.0,84.7,24.0,96.4,10.2,15.1,74.8,20.6,55.8,2020
719,050162190170002,Skokie,Cook,LARGE,2101,37.0,32.9,180.0,4.9,2.2,2.5,1.9,2.9,90.2,88.1,92.4,89.6,95.2,21.3,94.4,20.6,29.8,83.3,24.0,50.3,2020
720,050162190170003,Skokie,Cook,LARGE,2465,44.7,29.0,180.0,4.5,2.0,2.0,1.9,4.0,94.7,93.5,96.0,93.8,94.9,22.1,93.7,23.5,32.6,86.9,28.3,54.7,2020
721,050162250170001,Northbrook,Cook,LARGE,2040,72.8,5.0,181.0,1.6,1.0,1.5,0.5,3.0,96.9,95.8,98.0,96.4,89.3,23.2,94.9,8.5,21.4,91.6,30.0,84.9,2020
722,050162250170002,Glenview,Cook,LARGE,3122,62.0,18.0,181.0,2.0,0.9,1.0,0.7,2.2,96.8,96.2,97.5,97.5,91.0,22.4,95.5,15.8,29.0,89.0,33.7,72.0,2020
723,060162000130001,Oak Park,Cook,MEDIUM,3393,56.9,17.8,181.0,6.2,2.6,2.3,3.0,4.6,95.2,95.1,95.2,98.0,91.9,22.9,92.4,19.0,37.2,82.8,31.9,68.2,2020
724,060162010170001,Cicero,Cook,LARGE,3462,1.7,88.7,177.0,8.6,5.8,7.1,4.3,5.4,84.6,81.2,88.6,92.3,85.0,22.0,90.8,20.7,20.3,62.9,8.9,14.5,2020
725,060162010170002,Berwyn,Cook,LARGE,3522,8.1,80.4,177.0,6.5,4.4,4.5,4.3,4.4,81.2,80.7,81.8,80.2,81.5,23.1,90.1,16.6,17.2,67.8,8.6,21.8,2020
726,060162010170003,Cicero,Cook,LARGE,1066,1.9,93.6,177.0,5.3,1.9,1.3,2.5,2.0,0.0,,,,0.0,19.9,87.0,11.2,11.2,,,,2020
727,060162040170001,La Grange,Cook,LARGE,3990,71.7,11.3,181.0,2.4,1.5,1.3,1.7,2.5,93.8,93.1,94.6,94.7,89.7,22.2,96.2,6.1,12.7,81.2,19.3,62.8,2020
728,060162080170001,Riverside,Cook,MEDIUM,1636,52.9,11.3,181.0,3.2,1.9,1.7,2.1,3.2,95.1,93.0,97.0,96.0,94.0,24.3,96.3,9.6,19.6,81.8,27.5,52.2,2020
729,060162090170001,Maywood,Cook,LARGE,1616,1.1,70.3,180.0,11.9,8.3,8.8,7.7,6.4,76.9,70.1,83.7,,79.9,18.5,77.2,74.1,74.3,54.9,5.2,14.2,2020
730,060162090170002,Hillside,Cook,LARGE,1794,1.6,51.6,180.0,11.4,6.2,7.2,5.2,3.1,83.9,78.7,89.2,,88.3,22.3,78.0,65.9,66.1,60.1,10.7,22.3,2020
731,060162090170003,Forest Park,Cook,LARGE,834,5.0,47.8,180.0,1.5,0.0,0.0,0.0,0.0,100.0,100.0,100.0,,100.0,23.8,79.1,29.0,36.5,78.4,31.5,51.9,2020
732,060162120160001,Franklin Park,Cook,MEDIUM,1792,38.6,54.5,177.0,13.5,3.2,3.4,3.0,4.3,88.1,87.0,89.3,89.2,88.3,22.0,92.6,15.9,19.9,73.0,15.7,32.2,2020
733,060162120160002,Northlake,Cook,MEDIUM,1604,13.3,59.5,177.0,15.3,4.6,5.6,3.6,5.6,85.7,82.4,88.8,80.6,88.5,23.0,93.8,15.1,21.1,68.8,13.8,21.4,2020
734,060162340160001,Norridge,Cook,MEDIUM,848,65.6,28.5,180.0,5.9,1.4,1.8,0.9,0.7,95.0,94.5,95.4,95.7,95.2,18.4,90.3,10.6,15.0,82.6,22.2,46.7,2020
735,060164010260001,Elmwood Park,Cook,LARGE,963,40.0,45.6,184.0,8.5,4.9,5.9,3.8,6.3,85.8,82.4,89.5,89.1,82.9,23.8,88.5,19.8,25.6,77.5,14.7,34.9,2020
736,070162050170001,Harvey,Cook,LARGE,1569,0.2,63.2,176.0,19.4,8.1,8.9,7.3,8.9,84.0,76.2,90.8,,84.0,22.6,85.9,31.9,33.1,48.8,9.2,20.9,2020
737,070162050170002,Dolton,Cook,LARGE,1038,0.1,50.5,176.0,22.0,8.7,9.5,7.9,9.1,68.3,60.6,75.8,,69.3,20.4,88.2,25.4,26.0,46.6,6.4,21.1,2020
738,070162050170003,South Holland,Cook,LARGE,1844,1.6,64.4,176.0,16.1,4.3,5.0,3.4,4.9,83.4,80.1,86.6,53.8,85.9,25.1,93.1,17.0,17.4,58.8,9.9,29.2,2020
739,070162060170001,Chicago Heights,Cook,MEDIUM,1562,2.5,83.2,178.0,17.4,3.9,3.9,3.9,4.4,90.8,89.2,92.7,81.8,90.6,23.3,88.7,21.4,22.9,54.7,8.6,26.7,2020
740,070162060170002,Chicago Heights,Cook,MEDIUM,1180,14.1,80.6,178.0,20.2,5.3,5.9,4.6,5.8,84.9,78.9,90.6,91.2,84.6,23.9,87.7,21.5,24.4,43.6,5.0,20.6,2020
741,070162100170001,Lemont,Cook,MEDIUM,1378,81.1,10.7,177.0,2.1,1.4,2.0,0.9,2.2,95.3,94.3,96.3,94.3,91.9,24.1,95.5,8.4,13.7,85.4,30.3,64.3,2020
742,070162150170001,Calumet City,Cook,MEDIUM,1331,1.6,77.4,178.0,8.7,7.7,9.3,5.9,7.1,86.8,82.8,91.1,,85.9,21.8,88.7,11.8,11.7,46.1,9.3,22.2,2020
743,070162150170002,Lansing,Cook,MEDIUM,1874,10.5,61.0,178.0,7.3,3.8,4.2,3.5,3.9,85.8,83.6,88.2,82.7,83.8,23.4,93.9,6.4,6.7,57.1,9.0,30.6,2020
744,070162170160001,Summit,Cook,MEDIUM,1934,32.1,62.5,188.0,7.0,2.9,2.7,3.1,4.4,88.4,88.1,88.8,91.0,89.3,24.4,96.7,15.4,16.4,66.3,12.5,23.0,2020
745,070162180160001,Blue Island,Cook,LARGE,1789,7.5,79.3,177.0,7.8,4.0,4.6,3.4,4.3,81.9,80.7,83.3,70.7,82.5,25.8,93.5,23.4,25.4,64.5,10.2,20.8,2020
746,070162180160004,Oak Lawn,Cook,LARGE,1609,45.0,60.3,177.0,7.2,3.7,4.1,3.2,5.0,86.6,83.0,90.6,86.6,85.8,24.1,92.9,17.8,22.7,68.4,9.6,25.1,2020
747,070162180160007,Palos Heights,Cook,LARGE,1779,42.3,57.8,177.0,5.6,2.5,2.9,2.0,3.4,86.5,85.0,88.2,89.2,83.0,25.6,94.1,15.4,20.0,66.0,10.0,24.7,2020
748,070162200170001,Burbank,Cook,MEDIUM,1907,68.5,47.9,181.0,4.9,2.1,2.7,1.4,3.3,93.6,92.3,95.2,93.7,94.9,24.3,93.4,5.1,8.9,72.8,16.3,21.8,2020
749,070162270170001,Park Forest,Cook,MEDIUM,807,2.9,80.3,176.0,16.2,4.4,4.6,4.1,3.7,81.7,82.2,81.2,,79.6,15.6,56.6,20.8,20.5,51.9,8.6,27.5,2020
750,070162270170002,Olympia Fields,Cook,MEDIUM,1012,1.4,69.4,176.0,16.1,4.3,4.5,4.1,3.0,81.6,78.2,86.7,,79.8,17.8,59.3,23.0,21.4,68.4,14.6,40.1,2020
751,070162270170003,Richton Park,Cook,MEDIUM,848,1.5,76.1,176.0,16.2,3.7,2.9,4.5,3.0,81.9,81.3,82.5,,83.8,17.1,80.1,21.3,19.2,61.4,8.5,39.8,2020
752,070162280160001,Midlothian,Cook,LARGE,1418,13.5,33.3,181.0,7.6,3.1,4.1,2.1,4.1,87.7,80.4,94.3,81.5,90.2,23.4,92.9,28.3,37.6,51.3,13.2,23.9,2020
753,070162280160002,Tinley Park,Cook,LARGE,1003,43.5,28.4,181.0,10.2,2.9,2.1,3.8,5.3,87.9,85.9,89.8,89.3,86.5,23.6,94.0,37.9,50.0,70.1,23.0,43.1,2020
754,070162280160003,Country Club Hills,Cook,LARGE,1146,0.3,57.1,181.0,19.6,5.7,7.2,4.1,5.9,74.2,66.9,80.8,,74.4,22.5,93.2,64.8,71.4,55.9,12.1,35.9,2020
755,070162280160004,Oak Forest,Cook,LARGE,1402,52.8,27.7,181.0,9.9,1.3,1.3,1.4,2.2,90.6,88.9,92.3,91.9,87.0,23.3,92.7,26.7,41.1,72.1,23.0,41.0,2020
756,070162290160001,Oak Lawn,Cook,MEDIUM,1842,56.9,42.6,182.0,5.2,2.3,2.1,2.5,2.3,95.0,93.6,96.5,95.4,93.3,24.9,94.6,9.6,13.0,72.6,13.6,28.5,2020
757,070162300130001,Orland Park,Cook,LARGE,2844,73.1,15.6,184.0,3.1,1.0,1.4,0.5,1.8,95.9,94.3,97.5,96.6,89.2,22.8,95.6,2.9,2.8,85.5,19.4,50.0,2020
