,schoolcode,totalenroll,whiteenroll,blackenroll,hispanicenroll,lowincomeenroll,attendance,mobility,dropout,graduation,classsize,retention,year,School Mode Score,Charter,DistrictName,SchoolName,SchoolType,EnrollmentTotal
766,260621850260001,610.0,78.7,7.4,5.7,33.9,94.0,14.6,5.3,89.7,21.3,87.2,2019,0.4545454545454545,No,Macomb CUSD 185,Macomb Senior High School,Regular school,575
767,260621850260001,592.0,80.1,6.8,4.2,32.6,95.5,10.5,1.2,88.8,17.0,87.1,2018,0.4545454545454545,No,Macomb CUSD 185,Macomb Senior High School,Regular school,575
768,260850050260001,279.0,92.1,0.0,0.0,43.7,92.2,12.2,3.3,88.2,14.5,97.1,2021,0.2727272727272727,No,Schuyler-Industry CUSD 5,Rushville-Industry High School,Regular school,279
769,260850050260001,329.0,93.0,3.3,0.3,41.6,93.9,11.5,4.0,87.5,17.7,85.9,2019,0.2727272727272727,No,Schuyler-Industry CUSD 5,Rushville-Industry High School,Regular school,279
770,260850050260001,344.0,94.2,3.8,0.0,41.9,94.0,9.7,1.8,88.0,15.0,79.1,2018,0.2727272727272727,No,Schuyler-Industry CUSD 5,Rushville-Industry High School,Regular school,279
771,280061030220001,105.0,14.3,0.0,82.9,71.4,87.9,8.6,7.5,77.8,13.8,80.8,2021,0.8636363636363638,No,DePue USD 103,DePue High School,Regular school,100
772,280061030220001,116.0,13.8,0.0,83.6,80.2,94.0,10.9,6.1,82.4,12.4,92.0,2019,0.8636363636363638,No,DePue USD 103,DePue High School,Regular school,100
773,280061030220001,122.0,13.9,0.0,82.0,82.0,93.3,15.6,3.3,60.0,10.0,81.0,2018,0.8636363636363638,No,DePue USD 103,DePue High School,Regular school,100
774,280063030260001,60.0,90.0,0.0,0.0,46.7,95.0,5.8,3.5,75.0,8.4,80.0,2021,0.5909090909090908,No,La Moille CUSD 303,La Moille Jr/Sr High School,Regular school,57
775,280063030260001,74.0,86.5,1.4,9.5,35.1,92.9,5.1,1.3,94.7,8.0,70.4,2019,0.5909090909090908,No,La Moille CUSD 303,La Moille Jr/Sr High School,Regular school,57
776,280063030260001,84.0,88.1,0.0,0.0,46.4,92.9,7.0,6.0,90.9,10.0,75.9,2018,0.5909090909090908,No,La Moille CUSD 303,La Moille Jr/Sr High School,Regular school,57
777,280063400260001,326.0,93.6,0.0,3.4,32.2,92.3,9.6,3.0,79.7,22.9,91.4,2021,0.4545454545454546,No,Bureau Valley CUSD 340,Bureau Valley High School,Regular school,316
778,280063400260001,341.0,93.5,0.0,3.2,42.5,94.6,8.4,1.4,90.9,19.2,84.7,2019,0.4545454545454546,No,Bureau Valley CUSD 340,Bureau Valley High School,Regular school,316
779,280063400260001,351.0,96.0,0.0,0.0,44.2,93.2,9.6,2.3,86.2,20.0,78.9,2018,0.4545454545454546,No,Bureau Valley CUSD 340,Bureau Valley High School,Regular school,316
780,280065000150001,531.0,90.4,0.0,5.5,35.6,89.6,14.3,2.8,92.9,23.3,95.7,2021,0.3636363636363636,No,Princeton HSD 500,Princeton High School,Regular school,526
781,280065000150001,556.0,90.8,0.9,4.1,34.5,92.1,11.4,2.4,91.2,25.3,89.1,2019,0.3636363636363636,No,Princeton HSD 500,Princeton High School,Regular school,526
782,280065000150001,529.0,90.2,0.0,3.8,36.7,92.9,8.6,3.2,90.4,17.0,87.5,2018,0.3636363636363636,No,Princeton HSD 500,Princeton High School,Regular school,526
783,280065020170001,414.0,69.3,0.0,24.4,50.0,95.2,5.6,3.6,83.7,16.6,95.3,2021,0.6818181818181818,No,Hall HSD 502,Hall High School,Regular school,407
784,280065020170001,455.0,68.1,1.1,25.1,49.2,93.7,8.1,3.9,84.0,18.1,85.5,2019,0.6818181818181818,No,Hall HSD 502,Hall High School,Regular school,407
785,280065020170001,437.0,67.5,0.0,25.6,46.2,93.6,6.9,3.2,79.8,15.0,88.9,2018,0.6818181818181818,No,Hall HSD 502,Hall High School,Regular school,407
786,280065050160001,32.0,90.6,0.0,0.0,46.9,97.5,4.0,3.2,0.0,7.6,83.3,2021,0.0454545454545454,No,Ohio CHSD 505,Ohio Community High School,Regular school,30
787,280065050160001,29.0,100.0,0.0,0.0,31.0,93.5,12.5,10.8,0.0,7.3,84.6,2019,0.0454545454545454,No,Ohio CHSD 505,Ohio Community High School,Regular school,30
788,280065050160001,35.0,97.1,0.0,0.0,51.4,89.8,5.9,5.7,0.0,7.0,81.8,2018,0.0454545454545454,No,Ohio CHSD 505,Ohio Community High School,Regular school,30
789,280372230260001,318.0,93.1,0.0,4.4,14.8,94.9,10.5,2.5,88.4,18.6,93.0,2021,0.3181818181818182,No,Orion CUSD 223,Orion High School,Regular school,313
790,280372230260001,353.0,93.5,0.6,4.0,19.5,92.6,7.8,2.4,94.9,21.7,87.5,2019,0.3181818181818182,No,Orion CUSD 223,Orion High School,Regular school,313
791,280372230260001,341.0,92.7,0.0,4.4,14.1,95.1,2.3,0.9,93.0,18.0,79.6,2018,0.3181818181818182,No,Orion CUSD 223,Orion High School,Regular school,313
792,280372260260001,92.0,91.3,0.0,0.0,19.6,97.1,8.6,3.0,100.0,10.7,89.3,2021,0.0909090909090909,No,Annawan CUSD 226,Annawan High School,Regular school,92
793,280372260260001,102.0,88.2,0.0,3.9,32.4,95.3,5.1,2.7,100.0,11.2,83.9,2019,0.0909090909090909,No,Annawan CUSD 226,Annawan High School,Regular school,92
794,280372260260001,108.0,89.8,0.0,0.0,38.9,95.9,5.5,0.0,96.4,10.0,90.9,2018,0.0909090909090909,No,Annawan CUSD 226,Annawan High School,Regular school,92
795,280372280260001,862.0,92.5,0.0,4.8,19.5,97.6,4.8,1.5,96.6,20.9,88.3,2021,0.4545454545454545,No,Geneseo CUSD 228,Geneseo High School,Regular school,861
796,280372280260001,828.0,92.4,0.0,5.0,20.0,96.3,3.4,1.7,97.4,22.2,85.8,2019,0.4545454545454545,No,Geneseo CUSD 228,Geneseo High School,Regular school,861
797,280372280260001,843.0,92.9,0.0,5.1,18.4,95.8,3.0,0.2,98.1,21.0,87.8,2018,0.4545454545454545,No,Geneseo CUSD 228,Geneseo High School,Regular school,861
798,280372290260001,565.0,66.9,7.3,22.5,68.0,96.5,7.8,7.0,68.9,20.5,88.8,2021,0.4545454545454545,No,Kewanee CUSD 229,Kewanee High School,Regular school,565
799,280372290260001,552.0,70.5,10.1,16.5,72.8,85.7,13.5,7.7,72.6,23.1,81.8,2019,0.4545454545454545,No,Kewanee CUSD 229,Kewanee High School,Regular school,565
800,280372290260001,561.0,69.5,10.3,18.5,65.2,89.4,8.9,5.5,81.1,19.0,84.2,2018,0.4545454545454545,No,Kewanee CUSD 229,Kewanee High School,Regular school,565
801,280881000260001,214.0,94.9,0.0,0.0,32.7,95.3,17.6,3.3,83.3,14.7,75.9,2021,0.1363636363636363,No,Stark County CUSD 100,Stark County High School,Regular school,210
802,280881000260001,214.0,93.0,0.5,2.8,36.4,94.1,9.6,5.8,81.5,12.9,78.0,2019,0.1363636363636363,No,Stark County CUSD 100,Stark County High School,Regular school,210
803,280881000260001,247.0,90.7,0.0,4.5,35.6,92.9,12.4,3.6,90.9,12.0,75.9,2018,0.1363636363636363,No,Stark County CUSD 100,Stark County High School,Regular school,210
804,300020050260001,105.0,81.0,15.2,0.0,100.0,95.6,18.1,3.8,75.0,11.1,90.0,2021,0.4545454545454545,No,Egyptian CUSD 5,Egyptian Sr High School,Regular school,102
805,300020050260001,96.0,76.0,21.9,1.0,97.9,91.8,17.3,8.5,92.9,10.3,88.0,2019,0.4545454545454545,No,Egyptian CUSD 5,Egyptian Sr High School,Regular school,102
806,300020050260001,103.0,84.5,13.6,0.0,100.0,93.7,8.2,2.9,89.7,15.0,88.9,2018,0.4545454545454545,No,Egyptian CUSD 5,Egyptian Sr High School,Regular school,102
807,300391650160001,947.0,49.6,29.9,10.8,57.9,90.6,15.6,5.6,88.6,18.1,91.0,2021,0.0,No,Carbondale CHSD 165,Carbondale Comm H S,Regular school,948
808,300391650160001,991.0,53.1,28.6,10.9,60.6,91.1,20.5,5.6,90.6,18.7,91.1,2019,0.0,No,Carbondale CHSD 165,Carbondale Comm H S,Regular school,948
809,300391650160001,990.0,53.5,28.6,10.8,57.9,90.9,14.8,2.7,88.7,18.0,90.9,2018,0.0,No,Carbondale CHSD 165,Carbondale Comm H S,Regular school,948
810,300391760260001,248.0,95.6,0.0,4.0,41.5,94.2,12.6,5.1,79.3,16.3,87.0,2021,0.3636363636363636,No,Trico CUSD 176,Trico Senior High School,Regular school,248
811,300391760260001,308.0,92.9,0.6,5.2,53.2,92.9,11.2,5.4,85.3,20.7,91.3,2019,0.3636363636363636,No,Trico CUSD 176,Trico Senior High School,Regular school,248
812,300391760260001,313.0,93.3,0.0,5.4,47.3,93.4,10.6,1.0,91.7,19.0,90.9,2018,0.3636363636363636,No,Trico CUSD 176,Trico Senior High School,Regular school,248
813,300391860260001,581.0,67.6,16.0,7.9,95.2,92.8,12.4,4.0,75.2,19.2,88.4,2021,0.4545454545454545,No,Murphysboro CUSD 186,Murphysboro High School,Regular school,581
814,300391860260001,599.0,70.1,14.2,8.2,99.0,91.3,13.3,2.9,81.6,21.0,90.3,2019,0.4545454545454545,No,Murphysboro CUSD 186,Murphysboro High School,Regular school,581
815,300391860260001,599.0,73.1,14.7,5.7,99.3,88.2,10.3,0.5,79.9,25.0,90.3,2018,0.4545454545454545,No,Murphysboro CUSD 186,Murphysboro High School,Regular school,581
816,300391960260001,118.0,93.2,0.0,0.0,49.2,88.2,22.5,7.2,61.5,12.9,91.3,2021,0.1818181818181818,No,Elverado CUSD 196,Elverado High School,Regular school,118
817,300391960260001,116.0,95.7,3.4,0.9,51.7,93.4,13.8,6.1,78.9,16.4,78.8,2019,0.1818181818181818,No,Elverado CUSD 196,Elverado High School,Regular school,118
818,300391960260001,118.0,94.1,0.0,0.0,48.3,93.7,12.3,1.7,92.3,10.0,78.8,2018,0.1818181818181818,No,Elverado CUSD 196,Elverado High School,Regular school,118
819,300771010260001,139.0,34.5,56.1,0.0,100.0,83.9,15.2,6.5,86.1,17.0,65.5,2021,0.0,No,Meridian CUSD 101,Meridian High School,Regular school,139
820,300771010260001,111.0,26.1,64.0,0.0,100.0,91.4,19.0,7.0,83.9,14.4,57.6,2019,0.0,No,Meridian CUSD 101,Meridian High School,Regular school,139
821,300771010260001,125.0,25.6,59.2,0.0,99.2,91.0,10.1,0.8,93.3,13.0,61.1,2018,0.0,No,Meridian CUSD 101,Meridian High School,Regular school,139
822,300910170220001,175.0,66.3,0.0,32.6,28.0,98.4,9.7,3.4,87.5,18.1,85.7,2021,0.3181818181818182,No,Cobden SUD 17,Cobden High School,Regular school,175
823,300910170220001,181.0,68.5,0.0,31.5,59.1,96.4,8.4,3.1,95.3,17.9,81.1,2019,0.3181818181818182,No,Cobden SUD 17,Cobden High School,Regular school,175
824,300910170220001,181.0,67.4,0.0,31.5,59.7,96.2,6.5,1.1,88.6,16.0,82.9,2018,0.3181818181818182,No,Cobden SUD 17,Cobden High School,Regular school,175
825,300910660220001,77.0,93.5,0.0,0.0,100.0,91.6,15.6,1.3,90.5,21.5,66.7,2021,0.5454545454545454,No,Dongola USD 66,Dongola High School,Regular school,77
826,300910660220001,75.0,94.7,0.0,5.3,80.0,92.7,13.6,3.3,70.0,18.8,72.7,2019,0.5454545454545454,No,Dongola USD 66,Dongola High School,Regular school,77
827,300910660220001,73.0,98.6,0.0,0.0,89.0,91.1,10.4,0.0,83.3,14.0,88.9,2018,0.5454545454545454,No,Dongola USD 66,Dongola High School,Regular school,77
828,300910810160001,508.0,88.6,0.0,7.5,44.5,93.7,7.2,4.3,85.7,20.9,91.8,2021,0.4545454545454545,No,Anna Jonesboro CHSD 81,Anna-Jonesboro High School,Regular school,498
829,300910810160001,519.0,90.0,1.3,5.0,40.5,94.3,8.8,2.3,88.8,22.4,92.1,2019,0.4545454545454545,No,Anna Jonesboro CHSD 81,Anna-Jonesboro High School,Regular school,498
830,300910810160001,510.0,93.9,0.0,2.0,44.5,95.3,7.6,1.0,93.7,15.0,95.0,2018,0.4545454545454545,No,Anna Jonesboro CHSD 81,Anna-Jonesboro High School,Regular school,498
831,300910840260001,84.0,95.2,0.0,0.0,69.0,95.5,23.9,5.9,84.0,13.1,85.7,2021,0.5454545454545454,No,Shawnee CUSD 84,Shawnee High School,Regular school,84
832,300910840260001,88.0,94.3,3.4,0.0,96.6,94.5,20.3,6.0,91.3,10.2,88.5,2019,0.5454545454545454,No,Shawnee CUSD 84,Shawnee High School,Regular school,84
833,300910840260001,93.0,96.8,0.0,0.0,100.0,92.6,16.8,3.2,90.3,15.0,89.7,2018,0.5454545454545454,No,Shawnee CUSD 84,Shawnee High School,Regular school,84
834,310450460220001,2620.0,9.0,5.1,76.5,65.9,88.0,9.8,3.2,82.2,22.3,89.9,2021,0.5454545454545454,No,SD U-46,Elgin High School,Regular school,2625
835,310450460220001,2592.0,9.6,6.3,75.0,74.9,87.5,12.5,5.6,76.1,18.0,87.0,2019,0.5454545454545454,No,SD U-46,Elgin High School,Regular school,2625
836,310450460220001,2582.0,10.0,6.9,74.2,74.5,85.4,14.3,3.0,76.8,18.0,86.6,2018,0.5454545454545454,No,SD U-46,Elgin High School,Regular school,2625
837,310450460220002,2097.0,12.7,9.0,73.2,69.5,86.8,10.5,3.5,74.9,23.1,89.8,2021,0.5909090909090908,No,SD U-46,Larkin High School,Regular school,2092
838,310450460220002,2045.0,14.7,9.4,70.4,74.8,88.4,14.9,6.5,73.3,18.8,88.3,2019,0.5909090909090908,No,SD U-46,Larkin High School,Regular school,2092
839,310450460220002,2079.0,16.1,9.2,68.4,73.4,87.1,14.8,5.1,76.6,18.0,89.6,2018,0.5909090909090908,No,SD U-46,Larkin High School,Regular school,2092
840,310450460220003,1754.0,18.5,8.2,64.1,64.5,90.1,10.4,2.8,89.8,21.9,85.9,2021,0.65,No,SD U-46,Streamwood High School,Regular school,1758
841,310450460220003,1936.0,20.8,8.5,59.7,67.8,89.4,13.3,3.7,85.6,19.3,88.0,2019,0.65,No,SD U-46,Streamwood High School,Regular school,1758
842,310450460220003,1955.0,21.8,8.3,59.0,66.5,87.8,9.9,1.2,89.6,16.0,88.8,2018,0.65,No,SD U-46,Streamwood High School,Regular school,1758
843,310450460220004,2377.0,38.7,3.2,34.9,36.0,92.5,7.4,2.1,89.9,24.6,89.5,2021,0.5454545454545454,No,SD U-46,Bartlett High School,Regular school,2377
844,310450460220004,2417.0,41.9,3.2,33.5,38.4,91.6,6.9,2.5,90.8,22.1,87.9,2019,0.5454545454545454,No,SD U-46,Bartlett High School,Regular school,2377
845,310450460220004,2422.0,42.8,4.0,32.7,37.6,92.6,6.3,0.6,92.9,20.0,87.1,2018,0.5454545454545454,No,SD U-46,Bartlett High School,Regular school,2377
846,310450460220005,2789.0,47.0,4.2,32.9,35.1,92.7,6.7,1.3,91.5,25.2,92.6,2021,0.5454545454545454,No,SD U-46,South Elgin High School,Regular school,2791
847,310450460220005,2666.0,49.7,4.9,29.7,32.7,91.4,8.8,3.3,89.3,21.8,90.9,2019,0.5454545454545454,No,SD U-46,South Elgin High School,Regular school,2791
848,310450460220005,2673.0,50.8,5.8,28.6,32.4,92.3,6.7,0.7,92.1,22.0,88.7,2018,0.5454545454545454,No,SD U-46,South Elgin High School,Regular school,2791
849,310451010220001,1898.0,78.6,3.0,11.2,17.2,95.1,2.9,1.1,94.3,25.2,95.1,2021,0.3636363636363636,No,Batavia USD 101,Batavia Sr High School,Regular school,1879
850,310451010220001,1942.0,80.0,3.3,10.7,17.2,93.7,3.3,1.3,93.4,25.0,94.7,2019,0.3636363636363636,No,Batavia USD 101,Batavia Sr High School,Regular school,1879
851,310451010220001,1899.0,81.1,2.9,10.0,15.0,91.1,2.5,0.2,95.0,24.0,93.5,2018,0.3636363636363636,No,Batavia USD 101,Batavia Sr High School,Regular school,1879
852,310451290220001,3488.0,24.9,10.1,59.5,47.6,97.3,6.8,2.3,86.5,24.2,95.7,2021,0.7272727272727272,No,Aurora West USD 129,West Aurora High School,Regular school,3488
853,310451290220001,3680.0,25.8,10.9,57.9,47.6,94.3,11.1,3.5,81.8,25.7,92.7,2019,0.7272727272727272,No,Aurora West USD 129,West Aurora High School,Regular school,3488
854,310451290220001,3665.0,25.9,11.5,57.1,51.5,92.3,8.5,2.6,82.7,23.0,89.7,2018,0.7272727272727272,No,Aurora West USD 129,West Aurora High School,Regular school,3488
855,310451310220001,4009.0,2.6,6.3,88.7,65.7,93.1,14.3,4.0,80.9,23.1,88.6,2021,0.8636363636363638,No,Aurora East USD 131,East High School,Regular school,4006
856,310451310220001,3972.0,2.3,7.9,87.4,64.4,83.4,16.1,4.5,66.6,23.7,91.7,2019,0.8636363636363638,No,Aurora East USD 131,East High School,Regular school,4006
857,310451310220001,3904.0,2.4,7.4,87.8,65.1,82.8,17.0,6.0,70.2,23.0,91.5,2018,0.8636363636363638,No,Aurora East USD 131,East High School,Regular school,4006
858,310453000260002,2458.0,26.6,5.1,63.2,60.7,92.0,12.0,1.8,93.6,20.3,91.4,2021,0.6363636363636364,No,CUSD 300,Dundee-Crown High School,Regular school,2459
859,310453000260002,2533.0,28.9,6.1,59.2,62.5,92.3,13.2,2.7,90.5,22.6,86.2,2019,0.6363636363636364,No,CUSD 300,Dundee-Crown High School,Regular school,2459
860,310453000260002,2466.0,30.5,5.4,58.3,61.2,91.1,11.0,0.7,91.0,21.0,84.4,2018,0.6363636363636364,No,CUSD 300,Dundee-Crown High School,Regular school,2459
861,310453000260003,1827.0,59.6,3.8,24.6,23.6,96.0,5.6,0.9,94.4,23.6,94.7,2021,0.6363636363636364,No,CUSD 300,Hampshire High School,Regular school,1826
862,310453000260003,1738.0,63.6,3.3,20.9,24.3,94.4,6.8,1.6,94.9,25.6,92.0,2019,0.6363636363636364,No,CUSD 300,Hampshire High School,Regular school,1826
863,310453000260003,1638.0,64.7,3.0,20.6,22.5,94.6,5.0,0.2,94.1,25.0,91.5,2018,0.6363636363636364,No,CUSD 300,Hampshire High School,Regular school,1826
864,310453000260004,2053.0,62.1,3.9,21.4,25.8,93.9,4.9,1.1,96.4,23.2,93.4,2021,0.6363636363636364,No,CUSD 300,Harry D Jacobs High School,Regular school,2056
865,310453000260004,2089.0,66.3,3.2,18.8,22.5,94.1,7.7,2.4,93.2,25.0,90.8,2019,0.6363636363636364,No,CUSD 300,Harry D Jacobs High School,Regular school,2056
866,310453000260004,2170.0,67.3,3.0,18.3,22.7,94.5,5.9,0.5,92.8,26.0,89.7,2018,0.6363636363636364,No,CUSD 300,Harry D Jacobs High School,Regular school,2056
867,310453010260001,1243.0,62.7,2.0,19.4,12.9,93.6,3.2,1.5,95.5,24.5,91.7,2021,0.4545454545454545,No,Central CUSD 301,Central High School,Regular school,1241
868,310453010260001,1178.0,62.6,3.2,18.3,13.7,94.0,3.6,1.0,95.3,25.1,88.2,2019,0.4545454545454545,No,Central CUSD 301,Central High School,Regular school,1241
869,310453010260001,1078.0,65.5,3.2,17.5,12.1,93.2,2.4,0.2,96.8,20.0,82.4,2018,0.4545454545454545,No,Central CUSD 301,Central High School,Regular school,1241
870,310453020260001,1330.0,79.8,2.4,11.1,14.4,95.6,3.2,1.0,95.0,21.0,93.9,2021,0.0,No,Kaneland CUSD 302,Kaneland Senior High School,Regular school,1269
871,310453020260001,1288.0,80.0,2.6,11.0,14.7,92.8,3.0,2.1,90.9,24.4,93.3,2019,0.0,No,Kaneland CUSD 302,Kaneland Senior High School,Regular school,1269
872,310453020260001,1313.0,79.6,2.1,12.5,12.2,93.9,3.1,0.5,96.8,22.0,89.2,2018,0.0,No,Kaneland CUSD 302,Kaneland Senior High School,Regular school,1269
873,310453030260011,2269.0,73.9,1.5,15.3,17.5,96.5,4.7,1.5,93.5,20.6,94.5,2021,0.5454545454545454,No,St Charles CUSD 303,St Charles East High School,Regular school,2252
874,310453030260011,2442.0,76.1,1.4,14.3,17.9,92.9,4.9,1.2,93.3,21.7,91.3,2019,0.5454545454545454,No,St Charles CUSD 303,St Charles East High School,Regular school,2252
875,310453030260011,2512.0,76.5,1.9,14.0,19.9,93.4,5.3,1.0,95.5,19.0,89.9,2018,0.5454545454545454,No,St Charles CUSD 303,St Charles East High School,Regular school,2252
876,310453030260012,1972.0,78.9,1.3,9.9,8.7,96.0,4.2,0.7,96.8,22.6,95.7,2021,0.5454545454545454,No,St Charles CUSD 303,St Charles North High School,Regular school,1951
877,310453030260012,1999.0,82.9,1.2,6.4,7.1,92.9,3.8,0.5,97.0,23.3,95.6,2019,0.5454545454545454,No,St Charles CUSD 303,St Charles North High School,Regular school,1951
878,310453030260012,2022.0,84.1,1.3,5.7,6.8,93.3,3.0,0.2,97.5,22.0,92.1,2018,0.5454545454545454,No,St Charles CUSD 303,St Charles North High School,Regular school,1951
879,310453040260001,1717.0,85.0,0.9,7.7,3.1,95.5,3.5,1.6,96.0,20.7,91.9,2021,0.3636363636363636,No,Geneva CUSD 304,Geneva Community High School,Regular school,1699
880,310453040260001,1888.0,85.5,0.8,8.2,4.9,94.4,3.7,2.1,98.0,23.7,94.5,2019,0.3636363636363636,No,Geneva CUSD 304,Geneva Community High School,Regular school,1699
881,310453040260001,1933.0,85.7,1.0,8.0,5.6,93.7,2.4,0.2,97.7,24.0,94.1,2018,0.3636363636363636,No,Geneva CUSD 304,Geneva Community High School,Regular school,1699
882,320380030260001,74.0,82.4,0.0,0.0,51.4,94.2,6.9,2.5,88.0,9.2,53.8,2021,0.0454545454545454,No,Donovan CUSD 3,Donovan Sr High School,Regular school,72
883,320380030260001,89.0,85.4,4.5,6.7,53.9,95.1,7.9,4.0,76.9,12.7,50.0,2019,0.0454545454545454,No,Donovan CUSD 3,Donovan Sr High School,Regular school,72
884,320380030260001,94.0,86.2,0.0,0.0,50.0,93.3,9.3,1.1,88.5,24.0,66.7,2018,0.0454545454545454,No,Donovan CUSD 3,Donovan Sr High School,Regular school,72
885,320380040260001,302.0,88.1,0.0,7.0,33.1,95.4,6.9,1.9,86.5,15.7,89.7,2021,0.2727272727272727,No,Central CUSD 4,Central High School,Regular school,282
886,320380040260001,352.0,86.6,0.6,8.0,34.9,93.1,11.0,1.7,94.8,19.9,86.1,2019,0.2727272727272727,No,Central CUSD 4,Central High School,Regular school,282
887,320380040260001,356.0,87.9,0.0,6.2,37.4,94.5,5.0,0.3,96.2,19.0,89.5,2018,0.2727272727272727,No,Central CUSD 4,Central High School,Regular school,282
888,320380060260001,100.0,91.0,0.0,0.0,40.0,96.8,6.3,0.0,95.7,10.5,90.0,2021,0.1363636363636363,No,Cissna Park CUSD 6,Cissna Park Sr High School,Regular school,100
889,320380060260001,88.0,90.9,0.0,9.1,30.7,96.1,4.5,1.2,95.7,10.9,83.3,2019,0.1363636363636363,No,Cissna Park CUSD 6,Cissna Park Sr High School,Regular school,100
890,320380060260001,99.0,91.9,0.0,0.0,27.3,96.0,2.0,0.0,88.0,12.0,76.2,2018,0.1363636363636363,No,Cissna Park CUSD 6,Cissna Park Sr High School,Regular school,100
891,320380100260001,316.0,66.8,0.0,32.6,52.8,93.1,7.0,1.4,95.7,16.7,80.4,2021,0.0909090909090909,No,Iroquois West CUSD 10,Iroquois West High School,Regular school,302
892,320380100260001,306.0,64.1,0.3,35.6,52.0,92.8,4.4,1.1,90.7,17.4,79.7,2019,0.0909090909090909,No,Iroquois West CUSD 10,Iroquois West High School,Regular school,302
893,320380100260001,300.0,63.7,0.0,35.7,54.0,92.9,5.0,0.0,94.4,16.0,75.0,2018,0.0909090909090909,No,Iroquois West CUSD 10,Iroquois West High School,Regular school,302
894,320381240260001,155.0,91.0,0.0,0.0,41.3,92.0,15.4,1.8,95.9,8.9,89.7,2021,0.0,No,Milford Area Public Schools District 124,Milford High School Campus,Regular school,151
895,320381240260001,164.0,90.9,1.8,1.2,44.5,94.0,11.2,4.1,83.7,11.7,96.4,2019,0.0,No,Milford Area Public Schools District 124,Milford High School Campus,Regular school,151
896,320381240260001,190.0,92.6,0.0,0.0,51.6,93.2,11.7,0.5,96.0,10.0,96.2,2018,0.0,No,Milford Area Public Schools District 124,Milford High School Campus,Regular school,151
897,320460010260003,310.0,52.6,13.2,27.7,55.8,95.2,9.2,1.2,91.4,14.7,80.9,2021,0.2272727272727272,No,Momence CUSD 1,Momence High School,Regular school,299
898,320460010260003,338.0,46.7,21.3,26.9,66.0,92.4,12.8,7.6,84.4,18.1,87.7,2019,0.2272727272727272,No,Momence CUSD 1,Momence High School,Regular school,299
899,320460010260003,324.0,48.1,19.1,28.1,65.4,91.2,11.9,1.5,79.0,18.0,78.9,2018,0.2272727272727272,No,Momence CUSD 1,Momence High School,Regular school,299
900,320460020260001,466.0,93.8,0.0,3.2,21.2,95.8,3.8,0.4,92.4,18.1,86.8,2021,0.2272727272727272,No,Herscher CUSD 2,Herscher High School,Regular school,451
901,320460020260001,515.0,95.3,0.6,2.3,23.3,94.4,6.5,1.3,90.6,21.1,83.2,2019,0.2272727272727272,No,Herscher CUSD 2,Herscher High School,Regular school,451
902,320460020260001,527.0,92.8,0.0,3.0,22.8,94.4,2.8,0.2,98.5,19.0,83.2,2018,0.2272727272727272,No,Herscher CUSD 2,Herscher High School,Regular school,451
903,320460050260005,632.0,83.1,0.0,8.4,32.9,92.3,5.4,1.9,95.3,18.7,88.5,2021,0.2727272727272727,No,Manteno CUSD 5,Manteno High School,Regular school,608
904,320460050260005,660.0,83.0,1.4,10.6,30.6,94.9,6.9,3.0,91.7,20.3,86.6,2019,0.2727272727272727,No,Manteno CUSD 5,Manteno High School,Regular school,608
905,320460050260005,678.0,82.7,1.8,10.0,29.6,95.1,4.3,0.7,96.9,22.0,83.2,2018,0.2727272727272727,No,Manteno CUSD 5,Manteno High School,Regular school,608
906,320460060260001,143.0,85.3,0.0,0.0,25.2,95.8,7.4,2.0,95.0,11.9,78.1,2021,0.1818181818181818,No,Grant Park CUSD 6,Grant Park High School,Regular school,139
907,320460060260001,161.0,85.7,0.0,5.6,35.4,90.7,9.7,6.1,95.3,14.1,88.9,2019,0.1818181818181818,No,Grant Park CUSD 6,Grant Park High School,Regular school,139
908,320460060260001,174.0,86.2,0.0,0.0,40.2,93.1,7.8,0.6,97.4,12.0,92.3,2018,0.1818181818181818,No,Grant Park CUSD 6,Grant Park High School,Regular school,139
909,320461110250014,1406.0,21.4,45.0,32.5,80.0,99.7,9.0,1.4,74.9,0.0,78.5,2021,0.8636363636363638,No,Kankakee SD 111,Kankakee High School,Regular school,1387
910,320461110250014,1256.0,21.5,46.6,30.7,77.9,87.0,14.4,8.8,77.2,21.0,81.2,2019,0.8636363636363638,No,Kankakee SD 111,Kankakee High School,Regular school,1387
911,320461110250014,1243.0,21.5,48.7,28.7,58.1,88.7,11.8,0.2,92.1,14.0,77.9,2018,0.8636363636363638,No,Kankakee SD 111,Kankakee High School,Regular school,1387
912,320463020160001,170.0,32.9,25.3,31.8,72.9,91.1,10.4,5.6,77.8,11.3,86.0,2021,0.2727272727272727,No,St Anne CHSD 302,St Anne Comm High School,Regular school,161
913,320463020160001,197.0,37.1,31.0,24.9,81.2,93.3,17.9,5.8,81.4,13.0,79.3,2019,0.2727272727272727,No,St Anne CHSD 302,St Anne Comm High School,Regular school,161
914,320463020160001,215.0,34.9,37.2,20.9,80.5,94.1,15.6,1.9,86.9,12.0,74.1,2018,0.2727272727272727,No,St Anne CHSD 302,St Anne Comm High School,Regular school,161
915,320463070160001,1872.0,68.1,9.9,14.5,43.8,89.4,7.8,2.6,92.7,21.2,90.7,2021,0.0,No,Bradley Bourbonnais CHSD 307,Bradley-Bourbonnais C High School,Regular school,1808
