,schoolcode,totalenroll,whiteenroll,blackenroll,hispanicenroll,lowincomeenroll,attendance,mobility,dropout,graduation,classsize,retention,year,School Mode Score,Charter,DistrictName,SchoolName,SchoolType,EnrollmentTotal
293,150162990250543,308.0,0.0,98.4,0.0,87.3,83.8,26.1,1.0,77.6,19.0,71.6,2018,0.7727272727272727,No,City of Chicago SD 299,Corliss High School,Regular school,278
294,150162990250545,685.0,2.0,29.9,66.4,92.4,70.5,7.9,3.0,79.9,23.2,82.9,2021,0.7727272727272727,No,City of Chicago SD 299,Clemente Community Academy HS,Regular school,685
295,150162990250545,697.0,1.7,29.7,67.3,87.7,81.1,15.3,6.8,84.0,30.6,76.5,2019,0.7727272727272727,No,City of Chicago SD 299,Clemente Community Academy HS,Regular school,685
296,150162990250545,753.0,1.3,30.0,67.3,93.9,80.7,12.0,0.1,87.7,19.0,75.3,2018,0.7727272727272727,No,City of Chicago SD 299,Clemente Community Academy HS,Regular school,685
297,15016299025054C,151.0,0.0,94.7,0.0,97.4,59.8,47.3,32.8,23.8,19.2,64.7,2021,0.9090909090909092,Yes,City of Chicago SD 299,YCCS-Scholastic Achievement HS,Regular school,151
298,15016299025054C,170.0,0.0,95.9,3.5,88.2,62.4,87.6,33.3,41.1,7.3,62.5,2019,0.9090909090909092,Yes,City of Chicago SD 299,YCCS-Scholastic Achievement HS,Regular school,151
299,15016299025054C,154.0,0.0,94.8,0.0,97.4,59.9,84.0,32.5,48.6,0.0,0.0,2018,0.9090909090909092,Yes,City of Chicago SD 299,YCCS-Scholastic Achievement HS,Regular school,151
300,15016299025055C,124.0,0.0,93.5,0.0,100.0,71.8,49.7,25.6,47.3,10.9,67.9,2021,0.9090909090909092,Yes,City of Chicago SD 299,YCCS- McKinley-Lakeside Leadership Academy,Regular school,124
301,15016299025055C,150.0,0.7,97.3,2.0,96.0,66.1,91.2,28.6,50.0,5.0,62.5,2019,0.9090909090909092,Yes,City of Chicago SD 299,YCCS- McKinley-Lakeside Leadership Academy,Regular school,124
302,15016299025055C,151.0,0.0,95.4,0.0,99.3,59.6,90.4,46.4,48.7,0.0,0.0,2018,0.9090909090909092,Yes,City of Chicago SD 299,YCCS- McKinley-Lakeside Leadership Academy,Regular school,124
303,15016299025056C,165.0,0.0,6.7,88.5,89.1,71.0,80.3,44.8,37.1,8.6,76.9,2021,0.8636363636363638,Yes,City of Chicago SD 299,YCCS-ASPIRA Pantoja Alt HS,Regular school,165
304,15016299025056C,173.0,2.9,2.9,93.1,83.2,65.5,86.8,53.6,21.7,7.6,55.6,2019,0.8636363636363638,Yes,City of Chicago SD 299,YCCS-ASPIRA Pantoja Alt HS,Regular school,165
305,15016299025056C,180.0,0.0,0.0,94.4,97.8,55.6,85.1,60.0,19.5,0.0,0.0,2018,0.8636363636363638,Yes,City of Chicago SD 299,YCCS-ASPIRA Pantoja Alt HS,Regular school,165
306,15016299025057C,130.0,0.0,27.7,68.5,99.2,63.1,68.1,10.6,36.5,10.2,80.0,2021,0.9090909090909092,Yes,City of Chicago SD 299,YCCS-Association House,Regular school,130
307,15016299025057C,129.0,3.1,25.6,70.5,93.0,59.7,88.6,49.8,31.5,6.2,75.0,2019,0.9090909090909092,Yes,City of Chicago SD 299,YCCS-Association House,Regular school,130
308,15016299025057C,143.0,0.0,28.7,67.8,98.6,60.0,89.0,61.5,15.9,0.0,0.0,2018,0.9090909090909092,Yes,City of Chicago SD 299,YCCS-Association House,Regular school,130
309,15016299025058C,71.0,0.0,94.4,0.0,100.0,85.8,65.8,22.2,47.7,22.2,85.0,2021,0.9090909090909092,Yes,City of Chicago SD 299,YCCS-Austin Career Ed Cntr HS,Regular school,71
310,15016299025058C,106.0,0.0,99.1,0.9,91.5,71.3,91.5,33.1,58.9,9.1,100.0,2019,0.9090909090909092,Yes,City of Chicago SD 299,YCCS-Austin Career Ed Cntr HS,Regular school,71
311,15016299025058C,143.0,0.0,97.9,0.0,100.0,69.4,83.5,39.2,53.5,0.0,0.0,2018,0.9090909090909092,Yes,City of Chicago SD 299,YCCS-Austin Career Ed Cntr HS,Regular school,71
312,15016299025059C,120.0,0.0,96.7,0.0,97.5,48.1,41.1,10.0,52.9,14.6,52.4,2021,0.9090909090909092,Yes,City of Chicago SD 299,YCCS-CCA Academy HS,Regular school,120
313,15016299025059C,158.0,0.0,97.5,1.9,96.2,51.6,76.9,30.9,37.6,10.0,27.3,2019,0.9090909090909092,Yes,City of Chicago SD 299,YCCS-CCA Academy HS,Regular school,120
314,15016299025059C,163.0,0.0,99.4,0.0,98.2,53.7,79.2,39.3,41.1,0.0,0.0,2018,0.9090909090909092,Yes,City of Chicago SD 299,YCCS-CCA Academy HS,Regular school,120
315,15016299025060C,154.0,0.0,96.1,0.0,99.4,75.1,51.0,16.9,62.7,9.2,44.4,2021,0.9090909090909092,Yes,City of Chicago SD 299,YCCS-Progressive Leadership Academy,Regular school,154
316,15016299025060C,185.0,0.0,98.4,1.6,80.0,59.9,92.2,34.7,61.8,5.7,40.0,2019,0.9090909090909092,Yes,City of Chicago SD 299,YCCS-Progressive Leadership Academy,Regular school,154
317,15016299025060C,164.0,0.0,99.4,0.0,100.0,58.9,91.5,57.3,62.9,0.0,0.0,2018,0.9090909090909092,Yes,City of Chicago SD 299,YCCS-Progressive Leadership Academy,Regular school,154
318,150162990250616,82.0,0.0,96.3,0.0,96.3,63.9,34.1,19.1,22.6,17.4,78.6,2021,0.7272727272727272,No,City of Chicago SD 299,Manley Career Academy High School,Regular school,82
319,150162990250616,80.0,1.3,97.5,1.3,85.0,74.3,40.7,23.8,21.3,15.3,62.5,2019,0.7272727272727272,No,City of Chicago SD 299,Manley Career Academy High School,Regular school,82
320,150162990250616,118.0,0.0,97.5,0.0,89.0,74.1,28.7,0.0,81.3,16.0,60.4,2018,0.7272727272727272,No,City of Chicago SD 299,Manley Career Academy High School,Regular school,82
321,150162990250617,2990.0,1.7,11.8,83.9,87.6,82.5,11.7,3.1,77.2,27.7,92.8,2021,0.7727272727272727,No,City of Chicago SD 299,Curie Metropolitan High School,Regular school,2990
322,150162990250617,2895.0,2.1,12.8,82.7,88.5,88.4,14.1,8.8,69.6,27.2,88.2,2019,0.7727272727272727,No,City of Chicago SD 299,Curie Metropolitan High School,Regular school,2990
323,150162990250617,2918.0,2.1,13.0,81.5,93.1,88.3,8.6,1.2,79.1,23.0,90.5,2018,0.7727272727272727,No,City of Chicago SD 299,Curie Metropolitan High School,Regular school,2990
324,15016299025061C,84.0,0.0,95.2,0.0,98.8,57.5,60.0,29.6,40.0,12.5,82.4,2021,0.9090909090909092,Yes,City of Chicago SD 299,YCCS-Community Youth Dev Inst HS,Regular school,84
325,15016299025061C,137.0,0.0,98.5,0.0,98.5,63.2,93.8,45.7,32.2,5.7,85.7,2019,0.9090909090909092,Yes,City of Chicago SD 299,YCCS-Community Youth Dev Inst HS,Regular school,84
326,15016299025061C,156.0,0.0,97.4,0.0,98.7,62.5,89.6,53.8,31.6,0.0,0.0,2018,0.9090909090909092,Yes,City of Chicago SD 299,YCCS-Community Youth Dev Inst HS,Regular school,84
327,15016299025062C,166.0,0.0,16.9,79.5,100.0,73.9,44.2,13.6,43.7,11.8,81.8,2021,0.9090909090909092,Yes,City of Chicago SD 299,YCCS-Albizu Campos Puerto Rican HS,Regular school,166
328,15016299025062C,185.0,0.5,24.3,73.0,92.4,63.8,84.7,34.3,43.6,9.3,57.1,2019,0.9090909090909092,Yes,City of Chicago SD 299,YCCS-Albizu Campos Puerto Rican HS,Regular school,166
329,15016299025062C,200.0,0.0,16.5,79.0,94.5,67.4,87.2,39.5,33.7,0.0,0.0,2018,0.9090909090909092,Yes,City of Chicago SD 299,YCCS-Albizu Campos Puerto Rican HS,Regular school,166
330,15016299025063C,355.0,0.0,92.1,6.2,97.5,48.8,52.4,22.8,35.5,16.3,71.4,2021,0.9090909090909092,Yes,City of Chicago SD 299,YCCS-Innovations of Arts Integr HS,Regular school,355
331,15016299025063C,403.0,0.2,91.8,7.4,88.3,50.4,91.2,39.0,35.8,9.1,85.7,2019,0.9090909090909092,Yes,City of Chicago SD 299,YCCS-Innovations of Arts Integr HS,Regular school,355
332,15016299025063C,409.0,0.0,90.5,7.8,98.5,48.8,90.1,48.2,24.1,0.0,0.0,2018,0.9090909090909092,Yes,City of Chicago SD 299,YCCS-Innovations of Arts Integr HS,Regular school,355
333,15016299025064C,211.0,0.0,23.2,69.7,98.6,67.0,85.1,34.5,46.0,12.7,70.3,2021,0.85,Yes,City of Chicago SD 299,YCCS-Jane Addams Alternative HS,Regular school,211
334,15016299025064C,209.0,3.3,25.4,71.3,72.2,80.5,95.0,42.6,42.7,7.2,83.3,2019,0.85,Yes,City of Chicago SD 299,YCCS-Jane Addams Alternative HS,Regular school,211
335,15016299025064C,209.0,0.0,27.8,68.4,97.6,84.0,95.1,56.0,56.6,0.0,0.0,2018,0.85,Yes,City of Chicago SD 299,YCCS-Jane Addams Alternative HS,Regular school,211
336,15016299025065C,187.0,0.0,0.0,91.4,100.0,54.8,70.8,31.6,17.4,18.8,80.0,2021,0.8,Yes,City of Chicago SD 299,YCCS-Latino Youth Alternative HS,Regular school,187
337,15016299025065C,219.0,0.0,10.5,88.6,84.9,67.1,88.4,45.3,21.6,10.9,87.5,2019,0.8,Yes,City of Chicago SD 299,YCCS-Latino Youth Alternative HS,Regular school,187
338,15016299025065C,231.0,0.0,5.6,93.5,98.7,63.0,88.7,48.1,25.8,0.0,0.0,2018,0.8,Yes,City of Chicago SD 299,YCCS-Latino Youth Alternative HS,Regular school,187
339,15016299025066C,97.0,0.0,85.6,12.4,87.6,58.9,31.2,14.8,32.4,4.7,90.0,2021,0.9090909090909092,Yes,City of Chicago SD 299,YCCS-Olive Harvey Mid College HS,Regular school,97
340,15016299025066C,101.0,0.0,84.2,13.9,89.1,76.4,86.1,41.4,15.4,2.8,100.0,2019,0.9090909090909092,Yes,City of Chicago SD 299,YCCS-Olive Harvey Mid College HS,Regular school,97
341,15016299025066C,101.0,0.0,83.2,15.8,93.1,71.3,75.3,49.5,25.0,0.0,0.0,2018,0.9090909090909092,Yes,City of Chicago SD 299,YCCS-Olive Harvey Mid College HS,Regular school,97
342,15016299025067C,323.0,0.0,88.2,10.5,100.0,90.5,63.4,4.5,32.8,8.4,92.3,2021,0.9090909090909092,Yes,City of Chicago SD 299,YCCS-Sullivan House Alt HS,Regular school,323
343,15016299025067C,304.0,0.0,95.7,3.6,98.4,86.0,82.6,15.9,53.6,5.9,92.3,2019,0.9090909090909092,Yes,City of Chicago SD 299,YCCS-Sullivan House Alt HS,Regular school,323
344,15016299025067C,344.0,0.0,94.2,5.2,99.7,83.8,63.3,6.1,46.1,0.0,0.0,2018,0.9090909090909092,Yes,City of Chicago SD 299,YCCS-Sullivan House Alt HS,Regular school,323
345,15016299025068C,190.0,9.5,29.5,51.6,90.0,57.7,36.1,13.5,30.8,15.7,84.1,2021,0.9090909090909092,Yes,City of Chicago SD 299,YCCS-Truman Middle College HS,Regular school,190
346,15016299025068C,218.0,8.7,31.7,45.0,78.4,64.7,90.2,37.0,29.5,7.3,78.6,2019,0.9090909090909092,Yes,City of Chicago SD 299,YCCS-Truman Middle College HS,Regular school,190
347,15016299025068C,221.0,9.5,31.2,48.9,87.3,71.9,81.7,39.8,23.5,0.0,0.0,2018,0.9090909090909092,Yes,City of Chicago SD 299,YCCS-Truman Middle College HS,Regular school,190
348,15016299025070C,129.0,0.0,60.5,36.4,96.1,69.7,60.4,24.2,47.4,13.5,62.5,2021,0.9090909090909092,Yes,City of Chicago SD 299,YCCS-West Town Academy Alt HS,Regular school,129
349,15016299025070C,172.0,0.6,61.0,37.2,83.7,61.1,94.5,39.9,41.4,7.5,60.0,2019,0.9090909090909092,Yes,City of Chicago SD 299,YCCS-West Town Academy Alt HS,Regular school,129
350,15016299025070C,129.0,0.0,80.6,17.1,96.9,59.8,91.8,48.1,35.1,0.0,0.0,2018,0.9090909090909092,Yes,City of Chicago SD 299,YCCS-West Town Academy Alt HS,Regular school,129
351,15016299025071C,115.0,0.0,69.6,27.8,97.4,44.1,44.2,11.5,33.3,12.1,45.5,2021,0.9090909090909092,Yes,City of Chicago SD 299,YCCS West,Regular school,115
352,15016299025071C,155.0,1.3,67.1,31.6,92.3,65.1,89.3,30.1,43.4,9.4,0.0,2019,0.9090909090909092,Yes,City of Chicago SD 299,YCCS West,Regular school,115
353,15016299025071C,95.0,0.0,75.8,24.2,97.9,68.1,88.7,63.2,50.0,0.0,0.0,2018,0.9090909090909092,Yes,City of Chicago SD 299,YCCS West,Regular school,115
354,15016299025072C,105.0,0.0,92.4,0.0,91.4,36.6,61.8,23.3,47.4,8.8,69.2,2021,0.9,Yes,City of Chicago SD 299,YCCS-Youth Connection Leadership Academy,Regular school,105
355,15016299025072C,219.0,0.5,95.9,3.2,83.1,56.2,91.8,47.2,45.8,10.2,55.6,2019,0.9,Yes,City of Chicago SD 299,YCCS-Youth Connection Leadership Academy,Regular school,105
356,15016299025072C,231.0,0.0,91.8,6.5,97.4,61.7,84.3,35.9,46.9,0.0,0.0,2018,0.9,Yes,City of Chicago SD 299,YCCS-Youth Connection Leadership Academy,Regular school,105
357,15016299025073C,180.0,0.0,97.2,0.0,98.3,64.0,44.6,31.9,47.6,19.0,40.0,2021,0.9090909090909092,Yes,City of Chicago SD 299,YCCS Chtr - Chatham,Regular school,180
358,15016299025073C,174.0,0.0,98.9,1.1,93.7,70.6,90.2,42.1,38.0,4.8,57.1,2019,0.9090909090909092,Yes,City of Chicago SD 299,YCCS Chtr - Chatham,Regular school,180
359,15016299025073C,164.0,0.0,99.4,0.0,79.3,69.3,90.0,47.0,37.7,0.0,0.0,2018,0.9090909090909092,Yes,City of Chicago SD 299,YCCS Chtr - Chatham,Regular school,180
360,15016299025074C,298.0,0.0,0.0,95.0,91.3,85.9,1.6,0.0,85.2,22.2,0.0,2021,0.9545454545454546,Yes,City of Chicago SD 299,ASPIRA Charter - Early College Prep HS,Regular school,298
361,15016299025074C,328.0,1.5,2.1,94.8,94.5,91.7,8.3,10.1,75.9,17.8,0.0,2019,0.9545454545454546,Yes,City of Chicago SD 299,ASPIRA Charter - Early College Prep HS,Regular school,298
362,15016299025074C,364.0,0.0,2.7,94.8,95.3,89.3,11.3,4.7,86.2,13.0,0.0,2018,0.9545454545454546,Yes,City of Chicago SD 299,ASPIRA Charter - Early College Prep HS,Regular school,298
363,150162990250763,386.0,0.0,97.4,0.0,93.3,72.1,7.0,2.3,69.8,25.8,81.9,2021,0.7272727272727272,No,City of Chicago SD 299,Julian High School,Regular school,386
364,150162990250763,449.0,0.0,98.0,1.8,85.7,81.0,22.7,7.6,81.2,28.8,79.6,2019,0.7272727272727272,No,City of Chicago SD 299,Julian High School,Regular school,386
365,150162990250763,516.0,0.0,98.6,0.0,96.9,80.3,22.9,0.6,92.4,22.0,80.8,2018,0.7272727272727272,No,City of Chicago SD 299,Julian High School,Regular school,386
366,150162990250767,1700.0,1.5,2.5,94.4,91.6,77.2,3.5,1.7,85.2,25.4,94.9,2021,0.7727272727272727,No,City of Chicago SD 299,Juarez Community Academy HS,Regular school,1700
367,150162990250767,1702.0,0.6,3.1,94.2,71.9,85.7,8.7,5.9,68.8,25.2,91.4,2019,0.7727272727272727,No,City of Chicago SD 299,Juarez Community Academy HS,Regular school,1700
368,150162990250767,1743.0,0.6,3.3,94.7,96.3,85.4,9.9,2.0,87.4,24.0,89.2,2018,0.7727272727272727,No,City of Chicago SD 299,Juarez Community Academy HS,Regular school,1700
369,150162990250772,819.0,31.5,48.2,18.6,49.0,89.6,3.6,1.6,98.0,22.1,95.2,2021,0.7272727272727272,No,City of Chicago SD 299,Chicago HS for Agricult Sciences,Regular school,819
370,150162990250772,761.0,35.5,43.8,17.6,39.8,93.6,3.0,1.2,95.8,25.3,89.7,2019,0.7272727272727272,No,City of Chicago SD 299,Chicago HS for Agricult Sciences,Regular school,819
371,150162990250772,718.0,37.2,41.4,18.1,40.3,94.2,2.8,0.4,82.6,21.0,89.4,2018,0.7272727272727272,No,City of Chicago SD 299,Chicago HS for Agricult Sciences,Regular school,819
372,150162990250779,1019.0,3.8,2.0,92.6,76.9,93.5,1.7,0.4,97.0,26.6,97.5,2021,0.7727272727272727,No,City of Chicago SD 299,Hancock College Preparatory HS,Regular school,1019
373,150162990250779,1008.0,2.9,1.8,93.9,81.7,92.9,2.8,3.5,92.6,27.6,92.5,2019,0.7727272727272727,No,City of Chicago SD 299,Hancock College Preparatory HS,Regular school,1019
374,150162990250779,967.0,2.6,1.7,93.8,86.3,92.1,3.1,0.3,81.6,25.0,91.6,2018,0.7727272727272727,No,City of Chicago SD 299,Hancock College Preparatory HS,Regular school,1019
375,150162990250794,1058.0,31.2,5.5,30.4,40.1,95.0,1.0,0.5,97.6,26.8,95.4,2021,0.7727272727272727,No,City of Chicago SD 299,Northside College Preparatory Hs,Regular school,1058
376,150162990250794,1090.0,26.9,7.5,29.8,44.0,94.3,1.5,0.2,97.4,26.9,93.7,2019,0.7727272727272727,No,City of Chicago SD 299,Northside College Preparatory Hs,Regular school,1058
377,150162990250794,1061.0,29.3,7.3,29.8,44.3,94.1,0.8,0.1,96.3,25.0,95.0,2018,0.7727272727272727,No,City of Chicago SD 299,Northside College Preparatory Hs,Regular school,1058
378,150162990250795,280.0,0.0,61.4,34.3,81.4,83.8,1.5,0.8,92.9,18.9,85.2,2021,0.7727272727272727,No,City of Chicago SD 299,Chicago Military Academy HS,Regular school,280
379,150162990250795,299.0,1.3,62.9,34.8,73.9,90.8,5.4,0.7,95.6,22.4,76.9,2019,0.7727272727272727,No,City of Chicago SD 299,Chicago Military Academy HS,Regular school,280
380,150162990250795,309.0,0.0,64.7,32.0,91.9,92.1,4.2,0.6,93.6,21.0,82.6,2018,0.7727272727272727,No,City of Chicago SD 299,Chicago Military Academy HS,Regular school,280
381,150162990250796,1216.0,44.2,10.0,21.6,29.6,91.7,0.7,0.2,98.1,27.1,93.2,2021,0.7727272727272727,No,City of Chicago SD 299,Payton College Preparatory HS,Regular school,1216
382,150162990250796,1153.0,43.6,10.8,22.3,31.0,94.3,1.1,0.4,98.1,27.1,96.2,2019,0.7727272727272727,No,City of Chicago SD 299,Payton College Preparatory HS,Regular school,1216
383,150162990250796,1073.0,43.4,11.0,22.0,31.6,93.1,0.9,0.1,96.0,24.0,98.5,2018,0.7727272727272727,No,City of Chicago SD 299,Payton College Preparatory HS,Regular school,1216
384,150162990250803,578.0,2.4,14.4,78.9,88.8,84.8,1.6,0.4,98.5,27.1,87.3,2021,0.7727272727272727,No,City of Chicago SD 299,Phoenix Military Academy HS,Regular school,578
385,150162990250803,545.0,0.9,15.6,80.6,88.6,94.9,5.9,0.6,99.1,26.7,91.2,2019,0.7727272727272727,No,City of Chicago SD 299,Phoenix Military Academy HS,Regular school,578
386,150162990250803,532.0,0.0,17.1,80.3,94.2,94.8,3.6,0.0,100.0,24.0,91.4,2018,0.7727272727272727,No,City of Chicago SD 299,Phoenix Military Academy HS,Regular school,578
387,150162990250818,97.0,0.0,0.0,99.0,96.9,59.5,5.6,2.3,48.7,16.7,92.0,2021,0.7727272727272727,No,City of Chicago SD 299,Spry Community Links High School,Regular school,97
388,150162990250818,127.0,2.4,0.0,96.1,92.9,82.5,13.6,12.2,61.9,18.9,96.6,2019,0.7727272727272727,No,City of Chicago SD 299,Spry Community Links High School,Regular school,97
389,150162990250818,131.0,0.0,0.0,97.7,96.2,88.2,7.4,4.6,85.5,16.0,84.4,2018,0.7727272727272727,No,City of Chicago SD 299,Spry Community Links High School,Regular school,97
390,150162990250820,572.0,16.3,5.4,72.0,81.6,94.1,2.0,0.4,94.2,27.3,92.4,2021,0.7272727272727272,No,City of Chicago SD 299,Chicago Academy High School,Regular school,572
391,150162990250820,559.0,19.7,10.2,63.9,80.0,94.1,7.3,3.3,89.0,28.5,85.1,2019,0.7272727272727272,No,City of Chicago SD 299,Chicago Academy High School,Regular school,572
392,150162990250820,542.0,19.7,12.0,61.6,83.2,93.0,7.4,0.4,84.1,26.0,86.8,2018,0.7272727272727272,No,City of Chicago SD 299,Chicago Academy High School,Regular school,572
393,150162990250824,209.0,0.0,79.9,18.2,96.7,73.7,11.9,7.7,56.0,21.1,88.9,2021,0.6818181818181819,No,City of Chicago SD 299,Bowen High School,Regular school,209
394,150162990250824,250.0,0.4,80.0,18.4,86.0,83.4,31.4,11.2,55.2,22.3,80.4,2019,0.6818181818181819,No,City of Chicago SD 299,Bowen High School,Regular school,209
395,150162990250824,294.0,0.0,78.2,21.1,93.5,82.1,26.6,0.0,72.9,19.0,78.2,2018,0.6818181818181819,No,City of Chicago SD 299,Bowen High School,Regular school,209
396,150162990250825,1039.0,1.0,19.1,79.1,90.3,79.4,4.7,2.3,86.2,27.5,95.8,2021,0.7727272727272727,No,City of Chicago SD 299,North-Grand High School,Regular school,1039
397,150162990250825,991.0,1.0,17.1,80.9,88.6,89.6,13.5,6.6,87.9,28.9,94.4,2019,0.7727272727272727,No,City of Chicago SD 299,North-Grand High School,Regular school,1039
398,150162990250825,968.0,1.1,15.8,81.5,95.2,88.2,10.5,1.3,81.9,25.0,93.5,2018,0.7727272727272727,No,City of Chicago SD 299,North-Grand High School,Regular school,1039
399,150162990250826,243.0,0.0,91.4,7.0,97.1,63.0,4.3,0.0,87.3,13.8,81.6,2021,0.7727272727272727,No,City of Chicago SD 299,Raby High School,Regular school,243
400,150162990250826,343.0,1.2,92.1,6.1,93.9,80.9,16.3,4.3,88.6,18.9,74.7,2019,0.7727272727272727,No,City of Chicago SD 299,Raby High School,Regular school,243
401,150162990250826,381.0,0.0,92.9,5.8,99.2,83.0,10.6,1.0,91.1,12.0,77.1,2018,0.7727272727272727,No,City of Chicago SD 299,Raby High School,Regular school,243
402,150162990250827,517.0,0.0,97.5,2.1,96.5,71.8,2.3,0.7,93.8,24.2,70.6,2021,0.7727272727272727,No,City of Chicago SD 299,Clark Acad Prep Magnet High Schl,Regular school,517
403,150162990250827,516.0,0.0,96.7,3.1,76.4,90.7,8.9,1.7,92.1,25.4,72.0,2019,0.7727272727272727,No,City of Chicago SD 299,Clark Acad Prep Magnet High Schl,Regular school,517
404,150162990250827,542.0,0.0,97.4,2.4,83.4,91.5,11.6,0.0,93.0,23.0,80.0,2018,0.7727272727272727,No,City of Chicago SD 299,Clark Acad Prep Magnet High Schl,Regular school,517
405,150162990250828,446.0,11.2,4.7,78.3,78.3,84.4,2.2,0.0,96.6,25.4,89.1,2021,0.7727272727272727,No,City of Chicago SD 299,Rickover Naval Academy High Schl,Regular school,446
406,150162990250828,458.0,8.3,7.6,76.9,86.5,92.2,4.3,3.4,94.3,24.9,91.9,2019,0.7727272727272727,No,City of Chicago SD 299,Rickover Naval Academy High Schl,Regular school,446
407,150162990250828,555.0,8.5,9.5,74.4,89.7,91.2,3.4,0.2,92.9,19.0,91.4,2018,0.7727272727272727,No,City of Chicago SD 299,Rickover Naval Academy High Schl,Regular school,446
408,150162990250829,103.0,0.0,58.3,22.3,90.3,66.5,7.9,1.8,83.3,10.6,60.0,2021,0.7727272727272727,No,City of Chicago SD 299,Uplift Community High School,Regular school,103
409,150162990250829,160.0,2.5,74.4,15.6,90.6,85.1,24.8,4.0,86.0,18.0,75.0,2019,0.7727272727272727,No,City of Chicago SD 299,Uplift Community High School,Regular school,103
410,150162990250829,241.0,0.0,80.1,13.7,94.6,84.7,23.0,0.8,84.5,21.0,70.2,2018,0.7727272727272727,No,City of Chicago SD 299,Uplift Community High School,Regular school,103
411,15016299025082C,909.0,18.6,5.9,58.3,77.7,98.4,2.7,0.7,97.0,26.1,0.0,2021,0.9090909090909092,Yes,City of Chicago SD 299,CICS - Northtown  Campus,Regular school,909
412,15016299025082C,920.0,16.6,6.5,56.2,77.2,0.0,5.9,1.9,98.5,27.7,0.0,2019,0.9090909090909092,Yes,City of Chicago SD 299,CICS - Northtown  Campus,Regular school,909
413,15016299025082C,917.0,20.9,6.5,53.2,79.0,94.0,3.7,0.2,94.5,24.0,0.0,2018,0.9090909090909092,Yes,City of Chicago SD 299,CICS - Northtown  Campus,Regular school,909
414,150162990250830,346.0,0.0,0.0,95.1,96.5,85.9,3.9,2.1,92.1,19.6,97.9,2021,0.7727272727272727,No,City of Chicago SD 299,World Language High School,Regular school,346
415,150162990250830,353.0,0.8,4.8,92.9,96.6,91.6,3.8,7.1,82.7,23.0,90.4,2019,0.7727272727272727,No,City of Chicago SD 299,World Language High School,Regular school,346
416,150162990250830,354.0,0.0,6.5,90.7,96.3,91.7,6.8,0.6,76.8,14.0,88.1,2018,0.7727272727272727,No,City of Chicago SD 299,World Language High School,Regular school,346
417,150162990250831,49.0,0.0,91.8,0.0,91.8,55.3,5.6,2.1,100.0,12.5,81.0,2021,0.7727272727272727,No,City of Chicago SD 299,Douglass Academy High School,Regular school,49
418,150162990250831,61.0,0.0,95.1,4.9,85.2,83.0,40.7,9.9,59.1,15.4,77.8,2019,0.7727272727272727,No,City of Chicago SD 299,Douglass Academy High School,Regular school,49
419,150162990250831,101.0,0.0,96.0,0.0,97.0,79.9,33.9,8.9,73.2,14.0,82.5,2018,0.7727272727272727,No,City of Chicago SD 299,Douglass Academy High School,Regular school,49
420,150162990250834,85.0,0.0,92.9,0.0,97.6,81.2,17.0,1.4,88.1,10.4,73.7,2021,0.7727272727272727,No,City of Chicago SD 299,Bronzeville Scholastic HS,Regular school,85
421,150162990250834,216.0,0.0,97.2,2.3,71.8,85.7,19.7,3.5,94.2,19.0,63.5,2019,0.7727272727272727,No,City of Chicago SD 299,Bronzeville Scholastic HS,Regular school,85
422,150162990250834,321.0,0.0,95.6,3.1,95.3,82.8,15.1,1.9,91.1,17.0,70.3,2018,0.7727272727272727,No,City of Chicago SD 299,Bronzeville Scholastic HS,Regular school,85
423,150162990250835,334.0,0.0,13.5,85.6,92.2,78.0,9.0,4.0,69.8,21.0,92.2,2021,0.7727272727272727,No,City of Chicago SD 299,School of Social Justice HS,Regular school,334
424,150162990250835,300.0,0.7,11.7,87.3,95.3,87.2,17.5,8.1,80.0,23.5,86.4,2019,0.7727272727272727,No,City of Chicago SD 299,School of Social Justice HS,Regular school,334
425,150162990250835,285.0,0.0,10.5,88.4,97.9,90.1,17.2,1.4,76.8,15.0,88.1,2018,0.7727272727272727,No,City of Chicago SD 299,School of Social Justice HS,Regular school,334
426,150162990250836,223.0,0.0,19.3,78.9,96.0,99.0,8.1,2.4,67.2,21.3,87.9,2021,0.7727272727272727,No,City of Chicago SD 299,Multicultural Arts High School,Regular school,223
427,150162990250836,220.0,0.9,15.5,83.6,95.5,85.1,21.1,10.8,61.6,16.1,87.8,2019,0.7727272727272727,No,City of Chicago SD 299,Multicultural Arts High School,Regular school,223
428,150162990250836,223.0,0.0,12.1,86.5,99.1,89.3,25.4,9.4,82.0,10.0,90.2,2018,0.7727272727272727,No,City of Chicago SD 299,Multicultural Arts High School,Regular school,223
429,150162990250837,398.0,0.0,3.0,96.7,94.7,85.4,1.9,2.9,76.1,20.0,95.2,2021,0.7727272727272727,No,City of Chicago SD 299,Infinity Math  Science & Tech HS,Regular school,398
430,150162990250837,407.0,0.2,0.7,98.8,95.8,93.7,2.3,1.4,92.2,19.8,90.3,2019,0.7727272727272727,No,City of Chicago SD 299,Infinity Math  Science & Tech HS,Regular school,398
431,150162990250837,417.0,0.0,0.0,98.3,95.7,93.1,2.2,0.5,90.4,15.0,89.0,2018,0.7727272727272727,No,City of Chicago SD 299,Infinity Math  Science & Tech HS,Regular school,398
432,15016299025083C,199.0,0.0,99.5,0.0,88.4,80.2,5.1,2.2,87.5,22.6,0.0,2021,0.9090909090909092,Yes,City of Chicago SD 299,CICS - Ralph Ellison Campus,Regular school,199
