,schoolcode,schoolname,districtname,mathpass,totaltested,percenttotaltested,male,female,white,black,hispanic,asian,disability,lowincome,year,schoolmode,SchoolType,EnrollmentTotal
211,150162990250536,Richards Career Academy HS,City of Chicago SD 299,0.0,71.0,0.91,0.4366197183098591,0.5633802816901409,0.0,0.3661971830985915,0.6338028169014085,0.0,0.2816901408450704,0.9295774647887324,2019,0.7727272727272727,Regular school,225
212,150162990250536,Richards Career Academy HS,City of Chicago SD 299,0.015,65.0,1.0,0.4923076923076923,0.5076923076923077,0.0,0.3846153846153846,0.6,0.0,0.2153846153846154,0.9384615384615383,2018,0.7727272727272727,Regular school,225
213,150162990250537,Simeon Career Academy High Sch,City of Chicago SD 299,0.013000000000000001,312.0,0.9540000000000001,0.3525641025641026,0.6474358974358975,0.0,0.9871794871794872,0.0,0.0,0.1089743589743589,0.7724358974358975,2021,0.7272727272727272,Regular school,1403
214,150162990250537,Simeon Career Academy High School,City of Chicago SD 299,0.03,268.0,0.985,0.4738805970149253,0.5261194029850746,0.0,0.9850746268656716,0.0,0.0,0.1156716417910447,0.8395522388059702,2019,0.7272727272727272,Regular school,1403
215,150162990250537,Simeon Career Academy High School,City of Chicago SD 299,0.025,243.0,0.976,0.4074074074074074,0.5925925925925926,0.0,0.9958847736625516,0.0,0.0,0.0534979423868312,0.9012345679012346,2018,0.7272727272727272,Regular school,1403
216,150162990250543,Corliss High School,City of Chicago SD 299,0.015,70.0,0.787,0.5,0.5,0.0,0.9428571428571428,0.0,0.0,0.3714285714285714,0.8142857142857143,2021,0.7727272727272727,Regular school,278
217,150162990250543,Corliss High School,City of Chicago SD 299,0.022000000000000002,76.0,0.8,0.5921052631578947,0.4078947368421052,0.0,0.986842105263158,0.0,0.0,0.3421052631578947,0.9078947368421052,2019,0.7727272727272727,Regular school,278
218,150162990250543,Corliss High School,City of Chicago SD 299,0.0,90.0,1.0,0.4555555555555555,0.5444444444444444,0.0,0.9888888888888888,0.0,0.0,0.2333333333333333,0.8777777777777778,2018,0.7727272727272727,Regular school,278
219,150162990250545,Clemente Community Academy HS,City of Chicago SD 299,0.047,128.0,0.6990000000000001,0.4765625,0.5234375,0.0,0.2890625,0.6328125,0.0,0.34375,0.8671875,2021,0.7727272727272727,Regular school,685
220,150162990250545,Clemente Community Academy HS,City of Chicago SD 299,0.03,165.0,0.948,0.5333333333333333,0.4666666666666667,0.0,0.2787878787878788,0.6727272727272727,0.0,0.3333333333333333,0.8606060606060606,2019,0.7727272727272727,Regular school,685
221,150162990250545,Clemente Community Academy HS,City of Chicago SD 299,0.011000000000000001,181.0,0.9840000000000001,0.5303867403314917,0.4696132596685083,0.0,0.287292817679558,0.6795580110497238,0.0,0.2651933701657458,0.9447513812154696,2018,0.7727272727272727,Regular school,685
222,150162990250616,Manley Career Academy High Sch,City of Chicago SD 299,0.0,25.0,0.581,0.48,0.52,0.0,0.84,0.0,0.0,0.0,0.88,2021,0.7272727272727272,Regular school,82
223,150162990250616,Manley Career Academy High School,City of Chicago SD 299,0.011000000000000001,61.0,0.649,0.5573770491803278,0.4426229508196721,0.0,0.9508196721311476,0.0,0.0,0.3934426229508196,0.9508196721311476,2019,0.7272727272727272,Regular school,82
224,150162990250616,Manley Career Academy High School,City of Chicago SD 299,0.0,26.0,0.963,0.5769230769230769,0.4230769230769231,0.0,1.0,0.0,0.0,0.3846153846153846,0.9615384615384616,2018,0.7272727272727272,Regular school,82
225,150162990250617,Curie Metropolitan High School,City of Chicago SD 299,0.08800000000000001,624.0,0.84,0.5,0.5,0.0272435897435897,0.1073717948717948,0.8397435897435898,0.0208333333333333,0.157051282051282,0.8669871794871795,2021,0.7727272727272727,Regular school,2990
226,150162990250617,Curie Metropolitan High School,City of Chicago SD 299,0.133,591.0,0.943,0.4720812182741117,0.5279187817258884,0.0169204737732656,0.1201353637901861,0.8291032148900169,0.0203045685279187,0.1505922165820643,0.8764805414551607,2019,0.7727272727272727,Regular school,2990
227,150162990250617,Curie Metropolitan High School,City of Chicago SD 299,0.166,646.0,0.9890000000000001,0.4922600619195046,0.5077399380804953,0.0216718266253869,0.088235294117647,0.8637770897832817,0.0185758513931888,0.0835913312693498,0.9427244582043344,2018,0.7727272727272727,Regular school,2990
228,150162990250763,Julian High School,City of Chicago SD 299,0.011000000000000001,95.0,0.841,0.5789473684210527,0.4210526315789473,0.0,0.9894736842105264,0.0,0.0,0.2631578947368421,0.8631578947368421,2021,0.7272727272727272,Regular school,386
229,150162990250763,Julian High School,City of Chicago SD 299,0.008,125.0,0.9329999999999999,0.456,0.544,0.0,0.984,0.0,0.0,0.288,0.872,2019,0.7272727272727272,Regular school,386
230,150162990250763,Julian High School,City of Chicago SD 299,0.006999999999999999,146.0,1.0,0.4726027397260274,0.5273972602739726,0.0,0.9794520547945206,0.0,0.0,0.1986301369863013,0.9383561643835616,2018,0.7272727272727272,Regular school,386
231,150162990250767,Juarez Community Academy HS,City of Chicago SD 299,0.043,371.0,0.8390000000000001,0.4959568733153638,0.5040431266846361,0.0,0.0,0.9433962264150944,0.0,0.1967654986522911,0.908355795148248,2021,0.7727272727272727,Regular school,1700
232,150162990250767,Juarez Community Academy HS,City of Chicago SD 299,0.024,357.0,0.922,0.5126050420168067,0.4873949579831932,0.0,0.0,0.969187675070028,0.0,0.1792717086834734,0.7002801120448179,2019,0.7727272727272727,Regular school,1700
233,150162990250767,Juarez Community Academy HS,City of Chicago SD 299,0.048,395.0,0.971,0.4658227848101265,0.5341772151898734,0.0,0.0430379746835443,0.9468354430379748,0.0,0.1291139240506329,0.9569620253164556,2018,0.7727272727272727,Regular school,1700
234,150162990250772,Chicago HS for Agricult Scienc,City of Chicago SD 299,0.139,165.0,0.9540000000000001,0.503030303030303,0.4969696969696969,0.3454545454545454,0.4909090909090909,0.1515151515151515,0.0,0.2181818181818181,0.4484848484848485,2021,0.7272727272727272,Regular school,819
235,150162990250772,Chicago HS for Agricult Sciences,City of Chicago SD 299,0.255,153.0,1.0,0.4836601307189542,0.5163398692810458,0.2875816993464052,0.4640522875816993,0.1895424836601307,0.0,0.1764705882352941,0.3464052287581699,2019,0.7272727272727272,Regular school,819
236,150162990250772,Chicago HS for Agricult Sciences,City of Chicago SD 299,0.31,158.0,1.0,0.4430379746835443,0.5569620253164557,0.4240506329113924,0.3924050632911392,0.1392405063291139,0.0,0.1329113924050632,0.379746835443038,2018,0.7272727272727272,Regular school,819
237,150162990250779,Hancock College Preparatory HS,City of Chicago SD 299,0.384,250.0,0.996,0.456,0.544,0.0,0.0,0.932,0.0,0.084,0.812,2021,0.7727272727272727,Regular school,1019
238,150162990250779,Hancock College Preparatory HS,City of Chicago SD 299,0.602,231.0,1.0,0.4372294372294372,0.5627705627705628,0.0,0.0,0.9523809523809524,0.0,0.0692640692640692,0.8528138528138528,2019,0.7727272727272727,Regular school,1019
239,150162990250779,Hancock College Preparatory HS,City of Chicago SD 299,0.521,213.0,1.0,0.4131455399061033,0.5868544600938967,0.0,0.0,0.9483568075117372,0.0,0.0,0.8826291079812206,2018,0.7727272727272727,Regular school,1019
240,150162990250794,Northside College Preparatory ,City of Chicago SD 299,0.943,263.0,1.0,0.4600760456273764,0.5399239543726235,0.2699619771863117,0.0760456273764258,0.2927756653992395,0.2205323193916349,0.1444866920152091,0.4182509505703422,2021,0.7727272727272727,Regular school,1058
241,150162990250794,Northside College Preparatory Hs,City of Chicago SD 299,0.9440000000000001,270.0,0.996,0.4296296296296296,0.5703703703703704,0.3185185185185185,0.1037037037037037,0.2481481481481481,0.1962962962962963,0.1259259259259259,0.3925925925925926,2019,0.7727272727272727,Regular school,1058
242,150162990250794,Northside College Preparatory Hs,City of Chicago SD 299,0.93,272.0,0.986,0.4301470588235294,0.5698529411764706,0.2279411764705882,0.0698529411764705,0.3125,0.2095588235294117,0.0588235294117647,0.4889705882352941,2018,0.7727272727272727,Regular school,1058
243,150162990250795,Chicago Military Academy HS,City of Chicago SD 299,0.065,62.0,0.9390000000000001,0.5,0.5,0.0,0.5161290322580645,0.4677419354838709,0.0,0.2096774193548387,0.7580645161290323,2021,0.7727272727272727,Regular school,280
244,150162990250795,Chicago Military Academy HS,City of Chicago SD 299,0.023,86.0,0.9890000000000001,0.5232558139534884,0.4767441860465116,0.0,0.6162790697674418,0.3604651162790697,0.0,0.1395348837209302,0.7209302325581395,2019,0.7727272727272727,Regular school,280
245,150162990250795,Chicago Military Academy HS,City of Chicago SD 299,0.022000000000000002,46.0,1.0,0.5217391304347826,0.4782608695652174,0.0,0.7391304347826086,0.2391304347826087,0.0,0.0,0.8695652173913043,2018,0.7727272727272727,Regular school,280
246,150162990250796,Payton College Preparatory HS,City of Chicago SD 299,0.9620000000000001,288.0,0.973,0.4756944444444444,0.5243055555555556,0.4513888888888889,0.1041666666666666,0.2083333333333333,0.1736111111111111,0.1215277777777777,0.2986111111111111,2021,0.7727272727272727,Regular school,1216
247,150162990250796,Payton College Preparatory HS,City of Chicago SD 299,0.9329999999999999,282.0,0.9890000000000001,0.4326241134751773,0.5673758865248227,0.3971631205673759,0.1170212765957446,0.2446808510638297,0.1914893617021276,0.0638297872340425,0.3546099290780142,2019,0.7727272727272727,Regular school,1216
248,150162990250796,Payton College Preparatory HS,City of Chicago SD 299,0.972,218.0,0.991,0.4403669724770642,0.5596330275229358,0.4311926605504587,0.0825688073394495,0.2018348623853211,0.1972477064220183,0.0,0.3073394495412844,2018,0.7727272727272727,Regular school,1216
249,150162990250803,Phoenix Military Academy HS,City of Chicago SD 299,0.087,126.0,0.9840000000000001,0.5317460317460317,0.4682539682539682,0.0,0.1269841269841269,0.8015873015873016,0.0,0.1666666666666666,0.8650793650793651,2021,0.7727272727272727,Regular school,578
250,150162990250803,Phoenix Military Academy HS,City of Chicago SD 299,0.244,119.0,1.0,0.5630252100840336,0.4369747899159664,0.0,0.1512605042016806,0.8067226890756303,0.0,0.0924369747899159,0.8991596638655462,2019,0.7727272727272727,Regular school,578
251,150162990250803,Phoenix Military Academy HS,City of Chicago SD 299,0.275,120.0,1.0,0.5583333333333333,0.4416666666666666,0.0,0.2083333333333333,0.7833333333333333,0.0,0.0,0.9083333333333332,2018,0.7727272727272727,Regular school,578
252,150162990250818,Spry Community Links High Scho,City of Chicago SD 299,0.0,31.0,0.816,0.7096774193548387,0.0,0.0,0.0,1.0,0.0,0.3548387096774194,0.967741935483871,2021,0.7727272727272727,Regular school,97
253,150162990250818,Spry Community Links High School,City of Chicago SD 299,0.0,32.0,1.0,0.59375,0.40625,0.0,0.0,0.96875,0.0,0.0,0.9375,2019,0.7727272727272727,Regular school,97
254,150162990250818,Spry Community Links High School,City of Chicago SD 299,0.053,38.0,0.9740000000000001,0.5263157894736842,0.4736842105263157,0.0,0.0,0.9736842105263158,0.0,0.2631578947368421,1.0,2018,0.7727272727272727,Regular school,97
255,150162990250820,Chicago Academy High School,City of Chicago SD 299,0.153,144.0,1.0,0.4791666666666667,0.5208333333333334,0.1666666666666666,0.0,0.7222222222222222,0.0,0.2013888888888889,0.7638888888888888,2021,0.7272727272727272,Regular school,572
256,150162990250820,Chicago Academy High School,City of Chicago SD 299,0.177,141.0,1.0,0.4609929078014184,0.5390070921985816,0.2127659574468085,0.1276595744680851,0.5957446808510638,0.0,0.2553191489361702,0.7943262411347518,2019,0.7272727272727272,Regular school,572
257,150162990250820,Chicago Academy High School,City of Chicago SD 299,0.134,134.0,0.971,0.4850746268656716,0.5149253731343284,0.2238805970149253,0.1865671641791045,0.5447761194029851,0.0,0.1865671641791045,0.8134328358208955,2018,0.7272727272727272,Regular school,572
258,150162990250824,Bowen High School,City of Chicago SD 299,0.0,47.0,0.7120000000000001,0.4893617021276595,0.5106382978723404,0.0,0.7872340425531915,0.2127659574468085,0.0,0.2765957446808511,0.9361702127659576,2021,0.6818181818181819,Regular school,209
259,150162990250824,Bowen High School,City of Chicago SD 299,0.011000000000000001,72.0,0.735,0.5972222222222222,0.4027777777777778,0.0,0.7916666666666666,0.1944444444444444,0.0,0.3611111111111111,0.8194444444444444,2019,0.6818181818181819,Regular school,209
260,150162990250824,Bowen High School,City of Chicago SD 299,0.012,85.0,0.977,0.5176470588235295,0.4823529411764706,0.0,0.788235294117647,0.2117647058823529,0.0,0.2235294117647059,0.9294117647058824,2018,0.6818181818181819,Regular school,209
261,150162990250825,North-Grand High School,City of Chicago SD 299,0.017,180.0,0.636,0.4222222222222222,0.5777777777777777,0.0,0.1833333333333333,0.8111111111111111,0.0,0.2277777777777777,0.9055555555555556,2021,0.7727272727272727,Regular school,1039
262,150162990250825,North-Grand High School,City of Chicago SD 299,0.087,208.0,0.981,0.4182692307692308,0.5817307692307693,0.0,0.1346153846153846,0.8509615384615384,0.0,0.173076923076923,0.8846153846153846,2019,0.7727272727272727,Regular school,1039
263,150162990250825,North-Grand High School,City of Chicago SD 299,0.107,252.0,0.992,0.4206349206349206,0.5793650793650794,0.0,0.1825396825396825,0.7936507936507936,0.0,0.1666666666666666,0.9404761904761904,2018,0.7727272727272727,Regular school,1039
264,150162990250826,Raby High School,City of Chicago SD 299,0.0,42.0,0.977,0.6428571428571429,0.3571428571428571,0.0,1.0,0.0,0.0,0.0,1.0,2021,0.7727272727272727,Regular school,243
265,150162990250826,Raby High School,City of Chicago SD 299,0.016,62.0,1.0,0.5645161290322581,0.4354838709677419,0.0,0.9838709677419356,0.0,0.0,0.2258064516129032,0.9193548387096774,2019,0.7727272727272727,Regular school,243
266,150162990250826,Raby High School,City of Chicago SD 299,0.0,89.0,0.9890000000000001,0.6629213483146067,0.3370786516853932,0.0,0.9662921348314608,0.0,0.0,0.1797752808988764,0.9887640449438202,2018,0.7727272727272727,Regular school,243
267,150162990250827,Clark Acad Prep Magnet High Sc,City of Chicago SD 299,0.0,101.0,0.9620000000000001,0.495049504950495,0.504950495049505,0.0,0.9801980198019802,0.0,0.0,0.198019801980198,0.9603960396039604,2021,0.7727272727272727,Regular school,517
268,150162990250827,Clark Acad Prep Magnet High Schl,City of Chicago SD 299,0.009000000000000001,117.0,0.992,0.3846153846153846,0.6153846153846154,0.0,0.9658119658119658,0.0,0.0,0.1196581196581196,0.7606837606837606,2019,0.7727272727272727,Regular school,517
269,150162990250827,Clark Acad Prep Magnet High Schl,City of Chicago SD 299,0.034,117.0,1.0,0.4615384615384615,0.5384615384615384,0.0,0.9914529914529916,0.0,0.0,0.1111111111111111,0.7948717948717948,2018,0.7727272727272727,Regular school,517
270,150162990250828,Rickover Naval Academy High Sc,City of Chicago SD 299,0.055,91.0,1.0,0.5384615384615384,0.4615384615384615,0.0,0.0,0.8571428571428571,0.0,0.2527472527472527,0.7692307692307693,2021,0.7727272727272727,Regular school,446
271,150162990250828,Rickover Naval Academy High Schl,City of Chicago SD 299,0.195,123.0,1.0,0.5121951219512195,0.4878048780487805,0.0,0.0,0.7723577235772358,0.0,0.0975609756097561,0.9105691056910568,2019,0.7727272727272727,Regular school,446
272,150162990250828,Rickover Naval Academy High Schl,City of Chicago SD 299,0.149,121.0,0.992,0.5371900826446281,0.4628099173553719,0.0,0.1074380165289256,0.7520661157024794,0.0,0.1239669421487603,0.9090909090909092,2018,0.7727272727272727,Regular school,446
273,150162990250829,Uplift Community High School,City of Chicago SD 299,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,2021,0.7727272727272727,Regular school,103
274,150162990250829,Uplift Community High School,City of Chicago SD 299,0.0,32.0,1.0,0.53125,0.46875,0.0,0.90625,0.0,0.0,0.375,0.90625,2019,0.7727272727272727,Regular school,103
275,150162990250829,Uplift Community High School,City of Chicago SD 299,0.07,57.0,0.983,0.631578947368421,0.3684210526315789,0.0,0.8070175438596491,0.0,0.0,0.2807017543859649,0.9649122807017544,2018,0.7727272727272727,Regular school,103
276,150162990250830,World Language High School,City of Chicago SD 299,0.081,74.0,0.892,0.3378378378378378,0.6621621621621622,0.0,0.0,0.918918918918919,0.0,0.2027027027027027,0.972972972972973,2021,0.7727272727272727,Regular school,346
277,150162990250830,World Language High School,City of Chicago SD 299,0.063,96.0,1.0,0.4479166666666667,0.5520833333333334,0.0,0.0,0.8958333333333334,0.0,0.1354166666666666,0.9375,2019,0.7727272727272727,Regular school,346
278,150162990250830,World Language High School,City of Chicago SD 299,0.162,74.0,0.987,0.4054054054054054,0.5945945945945946,0.0,0.0,0.8918918918918919,0.0,0.1891891891891892,0.9594594594594594,2018,0.7727272727272727,Regular school,346
279,150162990250831,Douglass Academy High School,City of Chicago SD 299,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.7727272727272727,Regular school,49
280,150162990250831,Douglass Academy High School,City of Chicago SD 299,0.0,15.0,0.938,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.8666666666666667,2019,0.7727272727272727,Regular school,49
281,150162990250831,Douglass Academy High School,City of Chicago SD 299,0.0,26.0,0.929,0.5384615384615384,0.4615384615384615,0.0,1.0,0.0,0.0,0.0,0.9615384615384616,2018,0.7727272727272727,Regular school,49
282,150162990250834,Bronzeville Scholastic HS,City of Chicago SD 299,0.0,12.0,1.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.9166666666666666,2021,0.7727272727272727,Regular school,85
283,150162990250834,Bronzeville Scholastic HS,City of Chicago SD 299,0.0,34.0,1.0,0.3529411764705882,0.6470588235294118,0.0,1.0,0.0,0.0,0.0,0.7352941176470589,2019,0.7727272727272727,Regular school,85
284,150162990250834,Bronzeville Scholastic HS,City of Chicago SD 299,0.012,83.0,0.965,0.3975903614457831,0.6024096385542169,0.0,0.9879518072289156,0.0,0.0,0.1325301204819277,0.927710843373494,2018,0.7727272727272727,Regular school,85
285,150162990250835,School of Social Justice HS,City of Chicago SD 299,0.013000000000000001,77.0,0.9279999999999999,0.4025974025974026,0.5974025974025974,0.0,0.1428571428571428,0.8441558441558441,0.0,0.1298701298701298,0.922077922077922,2021,0.7727272727272727,Regular school,334
286,150162990250835,School of Social Justice HS,City of Chicago SD 299,0.016,61.0,1.0,0.5901639344262295,0.4098360655737705,0.0,0.0,0.8688524590163934,0.0,0.1967213114754098,0.9344262295081968,2019,0.7727272727272727,Regular school,334
287,150162990250835,School of Social Justice HS,City of Chicago SD 299,0.067,90.0,1.0,0.5222222222222223,0.4777777777777778,0.0,0.1222222222222222,0.8777777777777778,0.0,0.2111111111111111,0.9888888888888888,2018,0.7727272727272727,Regular school,334
288,150162990250836,Multicultural Arts High School,City of Chicago SD 299,0.022000000000000002,45.0,0.8490000000000001,0.5555555555555556,0.4444444444444444,0.0,0.2444444444444444,0.7555555555555555,0.0,0.2888888888888888,0.9555555555555556,2021,0.7727272727272727,Regular school,223
289,150162990250836,Multicultural Acad of Scholarshp HS,City of Chicago SD 299,0.031,51.0,0.7390000000000001,0.5490196078431373,0.4509803921568627,0.0,0.0,0.8823529411764706,0.0,0.4705882352941176,0.9215686274509804,2019,0.7727272727272727,Regular school,223
290,150162990250836,Multicultural Acad of Scholarshp HS,City of Chicago SD 299,0.076,66.0,1.0,0.4242424242424242,0.5757575757575758,0.0,0.0,0.9242424242424242,0.0,0.2424242424242424,1.0,2018,0.7727272727272727,Regular school,223
291,150162990250837,Infinity Math  Science & Tech ,City of Chicago SD 299,0.16699999999999998,90.0,0.909,0.5888888888888889,0.4111111111111111,0.0,0.0,0.9333333333333332,0.0,0.2333333333333333,0.9555555555555556,2021,0.7727272727272727,Regular school,398
292,150162990250837,Infinity Math  Science & Tech HS,City of Chicago SD 299,0.22899999999999998,96.0,0.99,0.4270833333333333,0.5729166666666666,0.0,0.0,0.9895833333333334,0.0,0.1770833333333333,0.9583333333333334,2019,0.7727272727272727,Regular school,398
293,150162990250837,Infinity Math  Science & Tech HS,City of Chicago SD 299,0.248,113.0,1.0,0.5575221238938053,0.4424778761061947,0.0,0.0,0.991150442477876,0.0,0.0973451327433628,0.9557522123893806,2018,0.7727272727272727,Regular school,398
294,150162990250841,Collins Academy High School,City of Chicago SD 299,0.0,30.0,0.968,0.6666666666666666,0.3333333333333333,0.0,0.9666666666666668,0.0,0.0,0.0,0.9666666666666668,2021,0.7727272727272727,Regular school,232
295,150162990250841,Collins Academy High School,City of Chicago SD 299,0.0,51.0,1.0,0.4901960784313725,0.5098039215686274,0.0,0.9803921568627452,0.0,0.0,0.2941176470588235,0.9215686274509804,2019,0.7727272727272727,Regular school,232
296,150162990250841,Collins Academy High School,City of Chicago SD 299,0.038,52.0,1.0,0.5,0.5,0.0,0.9807692307692308,0.0,0.0,0.0,1.0,2018,0.7727272727272727,Regular school,232
297,150162990250844,Austin College and Career Acad,City of Chicago SD 299,0.0,73.0,0.76,0.5616438356164384,0.4383561643835616,0.0,0.9178082191780822,0.0,0.0,0.3561643835616438,0.9315068493150684,2021,0.7727272727272727,Regular school,233
298,150162990250844,Austin College and Career Academy High School,City of Chicago SD 299,0.013999999999999999,64.0,0.853,0.5625,0.4375,0.0,0.96875,0.0,0.0,0.453125,0.921875,2019,0.7727272727272727,Regular school,233
299,150162990250844,Austin College and Career Academy High School,City of Chicago SD 299,0.021,47.0,1.0,0.4468085106382978,0.5531914893617021,0.0,0.9361702127659576,0.0,0.0,0.0,1.0,2018,0.7727272727272727,Regular school,233
300,150162990250847,Orr Academy High School,City of Chicago SD 299,0.061,82.0,0.8370000000000001,0.573170731707317,0.4268292682926829,0.0,0.7439024390243902,0.2073170731707317,0.0,0.3048780487804878,0.926829268292683,2021,0.7727272727272727,Regular school,220
301,150162990250847,Orr Academy High School,City of Chicago SD 299,0.018000000000000002,90.0,0.789,0.6111111111111112,0.3888888888888889,0.0,0.7444444444444445,0.2444444444444444,0.0,0.3555555555555555,0.8888888888888888,2019,0.7727272727272727,Regular school,220
302,150162990250847,Orr Academy High School,City of Chicago SD 299,0.0,48.0,1.0,0.5833333333333334,0.4166666666666667,0.0,0.9166666666666666,0.0,0.0,0.2916666666666667,1.0,2018,0.7727272727272727,Regular school,220
303,150162990250848,Air Force Acad High School,City of Chicago SD 299,0.078,51.0,1.0,0.6078431372549019,0.392156862745098,0.0,0.2941176470588235,0.6470588235294118,0.0,0.196078431372549,0.9019607843137256,2021,0.7272727272727272,Regular school,193
304,150162990250848,Air Force Acad High School,City of Chicago SD 299,0.075,53.0,1.0,0.5094339622641509,0.490566037735849,0.0,0.490566037735849,0.4339622641509434,0.0,0.0,0.8490566037735849,2019,0.7272727272727272,Regular school,193
305,150162990250848,Air Force Acad High School,City of Chicago SD 299,0.106,66.0,1.0,0.5909090909090909,0.4090909090909091,0.0,0.4242424242424242,0.3939393939393939,0.0,0.0,0.8787878787878788,2018,0.7272727272727272,Regular school,193
306,150162990250849,Alcott College Prep,City of Chicago SD 299,0.107,85.0,0.966,0.5764705882352941,0.4235294117647059,0.1294117647058823,0.2705882352941176,0.5882352941176471,0.0,0.3294117647058823,0.7647058823529411,2021,0.7727272727272727,Regular school,330
307,150162990250849,Alcott Humanities High School,City of Chicago SD 299,0.2,75.0,1.0,0.4933333333333333,0.5066666666666667,0.0,0.1733333333333333,0.7066666666666667,0.0,0.24,0.68,2019,0.7727272727272727,Regular school,330
308,150162990250849,Alcott Humanities High School,City of Chicago SD 299,0.145,62.0,0.9840000000000001,0.5161290322580645,0.4838709677419355,0.0,0.1774193548387097,0.7258064516129032,0.0,0.1935483870967742,0.8225806451612904,2018,0.7727272727272727,Regular school,330
309,150162990250850,Chicago Technology Academy HS,City of Chicago SD 299,0.028999999999999998,34.0,0.374,0.4411764705882353,0.5588235294117647,0.0,0.7647058823529411,0.0,0.0,0.0,0.9117647058823528,2021,0.7272727272727272,Regular school,374
310,150162990250850,Chicago Technology Academy HS,City of Chicago SD 299,0.0,47.0,1.0,0.6595744680851063,0.3404255319148936,0.0,0.7446808510638298,0.2553191489361702,0.0,0.3404255319148936,0.9361702127659576,2019,0.7272727272727272,Regular school,374
311,150162990250850,Chicago Technology Academy HS,City of Chicago SD 299,0.068,44.0,1.0,0.5909090909090909,0.4090909090909091,0.0,0.7727272727272727,0.0,0.0,0.25,0.9545454545454546,2018,0.7272727272727272,Regular school,374
312,150162990250851,Chicago HS for the Arts,City of Chicago SD 299,0.165,121.0,0.807,0.3223140495867768,0.6776859504132231,0.1900826446280991,0.3884297520661157,0.3140495867768595,0.0,0.1570247933884297,0.4214876033057851,2021,0.9090909090909092,Regular school,613
313,150162990250851,Chicago HS for the Arts,City of Chicago SD 299,0.18899999999999997,143.0,1.0,0.3076923076923077,0.6923076923076923,0.1888111888111888,0.3076923076923077,0.3706293706293706,0.0,0.1678321678321678,0.3916083916083916,2019,0.9090909090909092,Regular school,613
314,150162990250851,Chicago HS for the Arts,City of Chicago SD 299,0.161,137.0,1.0,0.3430656934306569,0.656934306569343,0.1678832116788321,0.4306569343065693,0.3065693430656934,0.0,0.0,0.4452554744525547,2018,0.9090909090909092,Regular school,613
315,150162990250856,Williams Medical Prep High Sch,City of Chicago SD 299,0.0,17.0,0.7390000000000001,0.0,0.7647058823529411,0.0,1.0,0.0,0.0,0.0,0.8235294117647058,2021,0.7727272727272727,Regular school,107
316,150162990250856,Williams Medical Prep High Sch,City of Chicago SD 299,0.0,29.0,1.0,0.0,0.7931034482758621,0.0,1.0,0.0,0.0,0.0,0.9310344827586208,2019,0.7727272727272727,Regular school,107
317,150162990250856,Williams Medical Prep High Sch,City of Chicago SD 299,0.0,49.0,1.0,0.2040816326530612,0.7959183673469388,0.0,0.979591836734694,0.0,0.0,0.0,1.0,2018,0.7727272727272727,Regular school,107
318,150162990250857,Westinghouse High School,City of Chicago SD 299,0.233,262.0,0.956,0.4312977099236641,0.5687022900763359,0.0,0.465648854961832,0.4274809160305343,0.0763358778625954,0.1030534351145038,0.7137404580152672,2021,0.7727272727272727,Regular school,1253
319,150162990250857,Westinghouse High School,City of Chicago SD 299,0.413,271.0,0.9890000000000001,0.3542435424354243,0.6457564575645757,0.0,0.5535055350553506,0.4059040590405904,0.0,0.084870848708487,0.7712177121771218,2019,0.7727272727272727,Regular school,1253
320,150162990250857,Westinghouse High School,City of Chicago SD 299,0.439,269.0,1.0,0.4126394052044609,0.587360594795539,0.0,0.5130111524163569,0.3903345724907063,0.0557620817843866,0.0594795539033457,0.7992565055762082,2018,0.7727272727272727,Regular school,1253
321,150162990250859,Solorio Academy High School,City of Chicago SD 299,0.196,286.0,0.856,0.5384615384615384,0.4615384615384615,0.0,0.0384615384615384,0.944055944055944,0.0,0.1153846153846153,0.8986013986013986,2021,0.7727272727272727,Regular school,1232
322,150162990250859,Solorio Academy High School,City of Chicago SD 299,0.371,264.0,0.971,0.4962121212121212,0.5037878787878788,0.0,0.0,0.9545454545454546,0.0,0.1174242424242424,0.9090909090909092,2019,0.7727272727272727,Regular school,1232
323,150162990250859,Solorio Academy High School,City of Chicago SD 299,0.337,261.0,0.9890000000000001,0.5747126436781609,0.425287356321839,0.0,0.0,0.9578544061302682,0.0,0.0651340996168582,0.9655172413793104,2018,0.7727272727272727,Regular school,1232
324,150162990250860,South Shore Intl Col Prep HS,City of Chicago SD 299,0.03,135.0,0.938,0.3555555555555555,0.6444444444444445,0.0,0.9703703703703704,0.0,0.0,0.0814814814814814,0.7111111111111111,2021,0.7272727272727272,Regular school,557
325,150162990250860,South Shore Intl Col Prep HS,City of Chicago SD 299,0.066,136.0,0.993,0.3308823529411764,0.6691176470588235,0.0,0.9632352941176472,0.0,0.0,0.088235294117647,0.7647058823529411,2019,0.7272727272727272,Regular school,557
326,150162990250860,South Shore Intl Col Prep HS,City of Chicago SD 299,0.07200000000000001,139.0,1.0,0.3669064748201439,0.6330935251798561,0.0,0.9712230215827338,0.0,0.0,0.1007194244604316,0.7841726618705036,2018,0.7272727272727272,Regular school,557
