,RCDTS,City,County,District Size,Total Number of School Days,Student Mobility Rate,High School Dropout Rate - Total,High School Dropout Rate - Male,High School Dropout Rate - Female,High School Dropout Rate - Low Income,High School 4-Year Graduation Rate - Total,High School 4-Year Graduation Rate - Male,High School 4-Year Graduation Rate - Female,High School 4-Year Graduation Rate - White,High School 4-Year Graduation Rate - Low Income,Avg Class Size - High School,Teacher Retention Rate,Chronic Absenteeism,Chronic Absenteeism - Low Income,Year
694,041012050250003,Rockford,Winnebago,LARGE,181.0,16.7,6.3,6.8,5.8,7.8,74.8,67.9,81.8,78.5,67.6,24.5,86.8,20.8,27.9,2020
695,041012050250004,Rockford,Winnebago,LARGE,181.0,18.7,8.6,9.4,7.8,9.9,62.5,58.7,67.0,59.4,61.4,26.6,85.3,26.2,29.4,2020
696,041012050253075,Rockford,Winnebago,LARGE,181.0,66.7,,,,,,,,,,6.1,83.1,,,2020
697,041012070160001,Rockton,Winnebago,MEDIUM,181.0,6.6,2.3,2.8,1.8,4.1,94.0,93.4,94.6,94.1,87.6,24.2,94.3,10.1,17.7,2020
698,041013200260001,South Beloit,Winnebago,MEDIUM,180.0,10.2,6.1,7.6,4.7,6.7,85.5,75.0,96.7,88.2,81.1,18.7,89.1,21.2,25.3,2020
699,041013210260001,Pecatonica,Winnebago,MEDIUM,181.0,8.5,1.5,2.2,0.8,1.5,89.1,96.2,82.8,91.3,85.7,15.1,93.4,10.4,25.4,2020
700,041013220260001,Durand,Winnebago,MEDIUM,182.0,3.6,3.1,1.1,4.9,3.8,92.2,95.8,88.9,92.0,83.3,13.8,92.7,5.3,13.7,2020
701,041013230260001,Winnebago,Winnebago,MEDIUM,181.0,3.3,2.7,3.9,1.3,2.0,93.5,93.8,93.2,96.0,92.9,19.9,94.4,6.3,9.1,2020
702,050162020170001,Evanston,Cook,MEDIUM,179.0,7.4,2.0,2.5,1.4,3.2,93.1,91.7,94.5,96.3,88.5,17.2,92.7,21.1,33.5,2020
703,050162030170001,Winnetka,Cook,LARGE,181.0,2.3,1.6,1.9,1.2,0.9,97.5,96.7,98.2,97.5,90.2,22.0,95.0,7.0,18.8,2020
704,050162030170002,Northfield,Cook,LARGE,181.0,1.9,3.2,4.0,2.3,0.0,,,,,,23.1,88.4,2.0,3.8,2020
705,050162070170001,Park Ridge,Cook,LARGE,181.0,6.7,1.7,1.9,1.6,2.4,89.0,85.4,92.9,83.2,92.3,20.9,90.5,24.2,33.2,2020
706,050162070170003,Park Ridge,Cook,LARGE,181.0,2.0,1.2,1.7,0.7,3.6,94.6,92.7,96.7,95.2,87.2,24.2,92.2,12.5,26.3,2020
707,050162070170004,Des Plaines,Cook,LARGE,181.0,9.2,1.9,2.7,1.1,3.3,89.0,84.4,93.5,90.1,83.6,21.9,95.1,24.8,36.2,2020
708,050162110170001,Hoffman Estates,Cook,LARGE,184.0,3.8,0.7,0.7,0.7,1.5,96.4,96.2,96.6,96.6,95.5,24.2,92.5,9.0,18.9,2020
709,050162110170002,Palatine,Cook,LARGE,184.0,2.9,0.8,0.9,0.7,1.2,96.8,95.6,98.2,96.8,88.9,24.0,96.6,6.3,19.5,2020
710,050162110170003,Palatine,Cook,LARGE,184.0,5.9,1.9,2.6,1.3,2.0,92.9,89.9,95.8,96.6,90.5,21.8,98.0,22.5,33.3,2020
711,050162110170004,Schaumburg,Cook,LARGE,184.0,4.3,0.8,1.0,0.6,1.7,96.1,95.1,97.3,97.1,93.0,22.4,97.2,12.0,20.4,2020
712,050162110170006,Hoffman Estates,Cook,LARGE,184.0,6.5,1.7,1.6,1.8,2.1,95.5,94.3,96.7,95.3,95.9,22.6,97.1,14.0,19.5,2020
713,050162140170002,Elk Grove Village,Cook,LARGE,186.0,8.1,0.8,1.0,0.6,1.3,93.8,94.9,92.6,95.1,91.1,23.6,96.1,9.9,14.9,2020
714,050162140170004,Arlington Heights,Cook,LARGE,186.0,3.7,0.8,1.3,0.2,1.8,96.4,95.0,97.7,96.4,91.3,24.5,96.9,5.5,14.7,2020
715,050162140170005,Mt Prospect,Cook,LARGE,186.0,4.2,0.8,0.7,0.8,1.5,96.2,95.7,96.7,97.2,80.9,26.5,94.0,5.4,13.6,2020
716,050162140170006,Wheeling,Cook,LARGE,186.0,6.8,2.6,2.6,2.6,3.6,93.3,91.9,94.6,96.0,87.6,23.3,95.2,14.9,19.4,2020
717,050162140170007,Rolling Meadows,Cook,LARGE,186.0,8.5,1.4,1.9,0.9,1.7,91.3,90.0,92.8,93.1,86.0,24.4,93.0,11.8,16.6,2020
718,050162140170008,Buffalo Grove,Cook,LARGE,186.0,3.9,0.8,0.9,0.6,0.9,93.1,90.2,96.4,95.0,84.7,24.0,96.4,10.2,15.1,2020
719,050162190170002,Skokie,Cook,LARGE,180.0,4.9,2.2,2.5,1.9,2.9,90.2,88.1,92.4,89.6,95.2,21.3,94.4,20.6,29.8,2020
720,050162190170003,Skokie,Cook,LARGE,180.0,4.5,2.0,2.0,1.9,4.0,94.7,93.5,96.0,93.8,94.9,22.1,93.7,23.5,32.6,2020
721,050162250170001,Northbrook,Cook,LARGE,181.0,1.6,1.0,1.5,0.5,3.0,96.9,95.8,98.0,96.4,89.3,23.2,94.9,8.5,21.4,2020
722,050162250170002,Glenview,Cook,LARGE,181.0,2.0,0.9,1.0,0.7,2.2,96.8,96.2,97.5,97.5,91.0,22.4,95.5,15.8,29.0,2020
723,060162000130001,Oak Park,Cook,MEDIUM,181.0,6.2,2.6,2.3,3.0,4.6,95.2,95.1,95.2,98.0,91.9,22.9,92.4,19.0,37.2,2020
724,060162010170001,Cicero,Cook,LARGE,177.0,8.6,5.8,7.1,4.3,5.4,84.6,81.2,88.6,92.3,85.0,22.0,90.8,20.7,20.3,2020
725,060162010170002,Berwyn,Cook,LARGE,177.0,6.5,4.4,4.5,4.3,4.4,81.2,80.7,81.8,80.2,81.5,23.1,90.1,16.6,17.2,2020
726,060162010170003,Cicero,Cook,LARGE,177.0,5.3,1.9,1.3,2.5,2.0,0.0,,,,0.0,19.9,87.0,11.2,11.2,2020
727,060162040170001,La Grange,Cook,LARGE,181.0,2.4,1.5,1.3,1.7,2.5,93.8,93.1,94.6,94.7,89.7,22.2,96.2,6.1,12.7,2020
728,060162080170001,Riverside,Cook,MEDIUM,181.0,3.2,1.9,1.7,2.1,3.2,95.1,93.0,97.0,96.0,94.0,24.3,96.3,9.6,19.6,2020
729,060162090170001,Maywood,Cook,LARGE,180.0,11.9,8.3,8.8,7.7,6.4,76.9,70.1,83.7,,79.9,18.5,77.2,74.1,74.3,2020
730,060162090170002,Hillside,Cook,LARGE,180.0,11.4,6.2,7.2,5.2,3.1,83.9,78.7,89.2,,88.3,22.3,78.0,65.9,66.1,2020
731,060162090170003,Forest Park,Cook,LARGE,180.0,1.5,0.0,0.0,0.0,0.0,100.0,100.0,100.0,,100.0,23.8,79.1,29.0,36.5,2020
732,060162120160001,Franklin Park,Cook,MEDIUM,177.0,13.5,3.2,3.4,3.0,4.3,88.1,87.0,89.3,89.2,88.3,22.0,92.6,15.9,19.9,2020
733,060162120160002,Northlake,Cook,MEDIUM,177.0,15.3,4.6,5.6,3.6,5.6,85.7,82.4,88.8,80.6,88.5,23.0,93.8,15.1,21.1,2020
734,060162340160001,Norridge,Cook,MEDIUM,180.0,5.9,1.4,1.8,0.9,0.7,95.0,94.5,95.4,95.7,95.2,18.4,90.3,10.6,15.0,2020
735,060164010260001,Elmwood Park,Cook,LARGE,184.0,8.5,4.9,5.9,3.8,6.3,85.8,82.4,89.5,89.1,82.9,23.8,88.5,19.8,25.6,2020
736,070162050170001,Harvey,Cook,LARGE,176.0,19.4,8.1,8.9,7.3,8.9,84.0,76.2,90.8,,84.0,22.6,85.9,31.9,33.1,2020
737,070162050170002,Dolton,Cook,LARGE,176.0,22.0,8.7,9.5,7.9,9.1,68.3,60.6,75.8,,69.3,20.4,88.2,25.4,26.0,2020
738,070162050170003,South Holland,Cook,LARGE,176.0,16.1,4.3,5.0,3.4,4.9,83.4,80.1,86.6,53.8,85.9,25.1,93.1,17.0,17.4,2020
739,070162060170001,Chicago Heights,Cook,MEDIUM,178.0,17.4,3.9,3.9,3.9,4.4,90.8,89.2,92.7,81.8,90.6,23.3,88.7,21.4,22.9,2020
740,070162060170002,Chicago Heights,Cook,MEDIUM,178.0,20.2,5.3,5.9,4.6,5.8,84.9,78.9,90.6,91.2,84.6,23.9,87.7,21.5,24.4,2020
741,070162100170001,Lemont,Cook,MEDIUM,177.0,2.1,1.4,2.0,0.9,2.2,95.3,94.3,96.3,94.3,91.9,24.1,95.5,8.4,13.7,2020
742,070162150170001,Calumet City,Cook,MEDIUM,178.0,8.7,7.7,9.3,5.9,7.1,86.8,82.8,91.1,,85.9,21.8,88.7,11.8,11.7,2020
743,070162150170002,Lansing,Cook,MEDIUM,178.0,7.3,3.8,4.2,3.5,3.9,85.8,83.6,88.2,82.7,83.8,23.4,93.9,6.4,6.7,2020
744,070162170160001,Summit,Cook,MEDIUM,188.0,7.0,2.9,2.7,3.1,4.4,88.4,88.1,88.8,91.0,89.3,24.4,96.7,15.4,16.4,2020
745,070162180160001,Blue Island,Cook,LARGE,177.0,7.8,4.0,4.6,3.4,4.3,81.9,80.7,83.3,70.7,82.5,25.8,93.5,23.4,25.4,2020
746,070162180160004,Oak Lawn,Cook,LARGE,177.0,7.2,3.7,4.1,3.2,5.0,86.6,83.0,90.6,86.6,85.8,24.1,92.9,17.8,22.7,2020
747,070162180160007,Palos Heights,Cook,LARGE,177.0,5.6,2.5,2.9,2.0,3.4,86.5,85.0,88.2,89.2,83.0,25.6,94.1,15.4,20.0,2020
748,070162200170001,Burbank,Cook,MEDIUM,181.0,4.9,2.1,2.7,1.4,3.3,93.6,92.3,95.2,93.7,94.9,24.3,93.4,5.1,8.9,2020
749,070162270170001,Park Forest,Cook,MEDIUM,176.0,16.2,4.4,4.6,4.1,3.7,81.7,82.2,81.2,,79.6,15.6,56.6,20.8,20.5,2020
750,070162270170002,Olympia Fields,Cook,MEDIUM,176.0,16.1,4.3,4.5,4.1,3.0,81.6,78.2,86.7,,79.8,17.8,59.3,23.0,21.4,2020
751,070162270170003,Richton Park,Cook,MEDIUM,176.0,16.2,3.7,2.9,4.5,3.0,81.9,81.3,82.5,,83.8,17.1,80.1,21.3,19.2,2020
752,070162280160001,Midlothian,Cook,LARGE,181.0,7.6,3.1,4.1,2.1,4.1,87.7,80.4,94.3,81.5,90.2,23.4,92.9,28.3,37.6,2020
753,070162280160002,Tinley Park,Cook,LARGE,181.0,10.2,2.9,2.1,3.8,5.3,87.9,85.9,89.8,89.3,86.5,23.6,94.0,37.9,50.0,2020
754,070162280160003,Country Club Hills,Cook,LARGE,181.0,19.6,5.7,7.2,4.1,5.9,74.2,66.9,80.8,,74.4,22.5,93.2,64.8,71.4,2020
755,070162280160004,Oak Forest,Cook,LARGE,181.0,9.9,1.3,1.3,1.4,2.2,90.6,88.9,92.3,91.9,87.0,23.3,92.7,26.7,41.1,2020
756,070162290160001,Oak Lawn,Cook,MEDIUM,182.0,5.2,2.3,2.1,2.5,2.3,95.0,93.6,96.5,95.4,93.3,24.9,94.6,9.6,13.0,2020
757,070162300130001,Orland Park,Cook,LARGE,184.0,3.1,1.0,1.4,0.5,1.8,95.9,94.3,97.5,96.6,89.2,22.8,95.6,2.9,2.8,2020
758,070162300130002,Palos Hills,Cook,LARGE,184.0,6.3,1.8,2.3,1.2,2.5,96.4,95.2,97.8,96.7,94.9,23.0,95.6,6.0,9.1,2020
759,070162300130003,Orland Hills,Cook,LARGE,184.0,3.6,1.1,1.3,0.8,1.8,96.2,93.9,98.6,96.0,95.4,23.6,96.1,5.5,10.0,2020
760,070162310160001,Evergreen Park,Cook,MEDIUM,176.0,5.3,0.8,0.9,0.8,0.6,95.2,94.0,96.7,94.7,89.3,21.3,95.2,5.9,9.2,2020
761,070162330160001,Flossmoor,Cook,MEDIUM,183.0,4.7,2.5,2.7,2.4,5.0,95.3,93.3,97.1,95.5,95.1,24.3,93.2,14.5,29.8,2020
762,080083080260001,Lanark,Carroll,MEDIUM,182.0,2.8,1.0,1.0,1.0,3.8,96.3,93.9,100.0,98.0,90.0,16.3,85.7,4.9,8.4,2020
763,080083140260001,Savanna,Carroll,MEDIUM,175.0,14.4,3.7,4.1,3.3,3.8,92.9,95.3,90.5,91.8,84.6,17.7,83.6,14.9,21.3,2020
764,080083990260002,Milledgeville,Carroll,MEDIUM,182.0,4.0,0.0,0.0,0.0,0.0,97.7,95.5,100.0,97.7,,11.4,91.9,10.5,14.9,2020
765,080431190220003,East Dubuque,Jo Daviess,MEDIUM,178.0,3.6,3.1,2.2,4.6,3.5,96.1,97.1,93.8,97.9,,16.6,86.0,9.7,9.3,2020
766,080431200220002,Galena,Jo Daviess,MEDIUM,181.0,9.3,7.1,8.9,5.4,7.9,81.2,76.9,83.7,80.4,76.5,17.3,94.3,8.3,12.9,2020
767,080432050260001,Warren,Jo Daviess,SMALL,176.0,8.3,4.5,6.5,2.1,9.7,90.5,100.0,81.8,95.0,,13.2,90.2,14.1,23.0,2020
768,080432060260003,Stockton,Jo Daviess,MEDIUM,176.0,9.9,5.3,6.2,4.0,12.9,92.7,92.0,93.8,92.5,92.9,16.9,89.7,9.4,18.8,2020
769,080432100260002,Hanover,Jo Daviess,MEDIUM,176.0,10.7,4.9,7.7,1.4,9.0,88.6,82.6,100.0,90.6,80.0,13.4,91.7,12.2,23.1,2020
770,080432110260002,Scales Mound,Jo Daviess,SMALL,176.0,3.3,1.3,2.4,0.0,5.0,100.0,,,100.0,,11.3,90.9,5.4,21.1,2020
771,080891450220001,Freeport,Stephenson,LARGE,180.0,20.3,8.6,8.6,8.5,8.8,73.3,70.9,76.1,79.1,71.6,18.5,89.2,21.8,24.4,2020
772,080892000260001,Pearl City,Stephenson,SMALL,178.0,2.0,4.4,4.7,4.2,8.3,86.2,,90.0,85.7,,14.3,100.0,1.6,2.3,2020
773,080892010260001,Dakota,Stephenson,MEDIUM,182.0,3.9,4.5,6.8,2.1,9.9,88.9,84.2,94.1,89.4,62.5,16.1,89.0,8.1,14.1,2020
774,080892020260001,Lena,Stephenson,MEDIUM,181.0,9.2,2.7,3.6,1.6,3.8,90.6,87.9,93.5,91.7,85.0,17.2,89.1,13.8,26.6,2020
775,080892030260001,Orangeville,Stephenson,SMALL,182.0,8.0,0.0,0.0,0.0,0.0,96.3,92.3,100.0,96.2,,15.3,91.7,11.3,33.3,2020
776,090100010260001,Fisher,Champaign,MEDIUM,176.0,5.7,1.7,1.1,2.2,2.7,83.7,73.1,95.7,84.8,70.6,15.6,90.8,9.9,17.6,2020
777,090100030260001,Mahomet,Champaign,LARGE,179.0,4.6,2.2,2.6,1.8,4.0,94.5,93.8,95.2,94.3,82.6,21.7,91.8,10.2,24.3,2020
778,090100040260001,Champaign,Champaign,LARGE,177.0,17.6,5.7,5.6,5.9,7.5,85.3,85.1,85.6,89.2,78.1,19.5,85.9,18.6,26.8,2020
779,090100040260002,Champaign,Champaign,LARGE,177.0,17.4,6.5,7.3,5.7,9.7,81.0,79.7,82.6,91.7,67.5,23.8,87.1,22.3,36.0,2020
780,090100070260007,Tolono,Champaign,MEDIUM,180.0,6.4,4.5,6.7,2.3,8.8,91.4,85.7,97.3,92.2,84.8,20.3,81.1,10.0,15.3,2020
781,090100080260001,Broadlands,Champaign,SMALL,178.0,20.0,4.2,2.5,6.3,6.3,83.0,78.6,89.5,84.4,73.3,12.0,80.0,15.6,34.0,2020
782,090101160220001,Urbana,Champaign,LARGE,180.0,16.1,6.9,7.4,6.2,9.9,87.0,87.4,86.4,90.4,84.7,23.4,83.1,38.2,51.1,2020
783,090101930170001,Rantoul,Champaign,MEDIUM,180.0,17.8,5.3,6.7,4.0,7.0,84.2,85.3,83.0,82.7,82.2,18.2,79.9,34.3,41.1,2020
784,090103050160001,Saint Joseph,Champaign,SMALL,180.0,3.2,3.0,2.1,3.9,11.5,94.1,92.4,96.2,94.5,,20.1,92.9,3.6,29.2,2020
785,090270050260001,Gibson City,Ford,MEDIUM,182.0,7.7,1.6,2.5,0.7,3.0,90.1,95.2,84.6,89.5,73.9,16.9,90.4,8.2,18.6,2020
786,090270100260001,Paxton,Ford,MEDIUM,175.0,11.6,3.3,1.7,4.9,8.3,86.7,87.7,85.7,86.2,77.2,19.9,84.7,11.3,17.0,2020
787,11012002C260001,Marshall,Clark,MEDIUM,177.0,6.6,2.8,3.0,2.5,3.6,91.1,88.7,93.8,91.6,78.6,16.7,92.2,9.8,17.6,2020
788,11012003C260001,Martinsville,Clark,SMALL,175.0,10.1,3.9,5.6,2.1,5.6,71.4,58.3,,71.4,63.6,12.2,90.5,13.6,20.6,2020
789,11012004C260001,Casey,Clark,MEDIUM,173.0,8.3,4.7,5.0,4.5,8.6,85.3,86.4,83.3,87.9,74.3,17.1,84.3,8.2,12.8,2020
790,110150010260001,Charleston,Coles,LARGE,181.0,11.7,5.1,6.2,4.1,8.0,80.7,77.4,84.3,81.3,68.4,22.6,86.2,32.7,45.5,2020
791,110150020260001,Mattoon,Coles,LARGE,175.0,9.7,4.4,4.3,4.5,6.3,91.7,90.2,93.5,92.4,85.0,19.6,88.1,9.6,15.6,2020
792,110150050260002,Oakland,Coles,SMALL,175.0,8.9,1.4,2.2,0.0,3.6,88.2,85.7,,87.5,,10.2,81.8,12.5,20.7,2020
793,110180030260001,Neoga,Cumberland,MEDIUM,177.0,6.3,3.4,4.7,2.1,1.4,94.0,90.9,96.4,93.9,100.0,17.5,80.3,16.3,28.5,2020
794,110180770260001,Toledo,Cumberland,MEDIUM,175.0,6.4,2.2,2.4,2.0,4.0,91.9,92.3,91.4,94.4,81.5,15.0,92.1,8.9,15.1,2020
795,110213010260001,Tuscola,Douglas,MEDIUM,174.0,4.8,1.9,2.4,1.4,2.7,91.3,90.0,92.5,90.9,81.0,16.8,78.9,12.3,22.9,2020
796,110213020260001,Villa Grove,Douglas,MEDIUM,175.0,13.1,4.3,5.6,3.0,11.0,88.3,84.4,92.9,88.3,78.9,13.3,73.2,17.3,31.4,2020
797,110213050260001,Arthur,Douglas,MEDIUM,176.0,7.3,3.1,4.0,1.9,5.5,91.7,87.8,97.1,93.6,85.7,14.9,82.7,9.7,17.7,2020
798,110213060260001,Arcola,Douglas,MEDIUM,179.0,7.9,1.6,2.4,0.8,3.2,96.6,93.8,100.0,93.5,94.1,15.4,84.5,7.3,12.7,2020
799,110230010260001,Hume,Edgar,SMALL,174.0,11.7,4.4,1.8,6.9,6.3,83.3,,93.3,82.6,91.7,10.7,75.5,14.7,23.8,2020
800,110230030260001,Kansas,Edgar,SMALL,176.0,12.7,9.9,7.5,12.9,15.4,68.8,,,68.8,,11.4,67.6,12.6,19.6,2020
801,110230060260001,Chrisman,Edgar,SMALL,177.0,11.3,1.0,0.0,1.9,2.4,100.0,100.0,100.0,100.0,,12.0,71.4,9.6,21.4,2020
802,110238000800001,Paris,Edgar,SMALL,,8.1,5.3,6.5,4.2,6.6,84.5,83.0,86.4,85.0,77.6,15.2,59.2,,,2020
803,110703000260004,Sullivan,Moultrie,MEDIUM,179.0,9.4,4.8,5.5,4.1,10.4,86.7,90.3,84.6,89.6,75.8,15.9,82.8,10.4,18.8,2020
804,110703020260001,Bethany,Moultrie,MEDIUM,179.0,12.3,4.6,4.7,4.4,5.9,100.0,100.0,100.0,100.0,100.0,11.3,94.4,7.8,16.9,2020
805,110870010260002,Windsor,Shelby,SMALL,177.0,7.9,1.0,1.8,0.0,0.0,100.0,100.0,,100.0,,12.0,63.9,11.1,18.4,2020
806,11087003A260001,Cowden,Shelby,SMALL,176.0,6.3,0.8,0.0,1.8,1.4,96.2,100.0,92.9,96.2,92.9,11.9,93.5,10.3,13.1,2020
807,110870040260001,Shelbyville,Shelby,MEDIUM,176.0,8.1,2.8,2.1,3.6,2.8,90.1,90.2,90.0,91.2,87.1,17.3,89.6,14.7,25.5,2020
808,11087005A260001,Strasburg,Shelby,SMALL,176.0,3.2,2.5,0.0,5.2,5.3,75.0,,78.9,81.8,50.0,15.9,100.0,12.6,18.9,2020
809,110870210260001,Moweaqua,Shelby,MEDIUM,175.0,7.5,2.5,2.4,2.7,4.6,87.5,96.6,80.0,89.5,80.0,14.4,90.2,8.3,11.4,2020
810,120130100260002,Clay City,Clay,SMALL,176.0,14.3,7.0,9.7,3.8,13.3,80.0,,,,,11.9,75.0,14.3,18.2,2020
811,120130250260001,Louisville,Clay,MEDIUM,177.0,10.6,8.5,7.5,9.3,10.6,82.7,82.8,82.6,82.7,80.0,17.0,89.5,7.6,12.5,2020
812,120130350260001,Flora,Clay,MEDIUM,177.0,9.2,4.9,3.7,6.1,5.2,81.8,86.1,76.7,82.5,70.6,18.2,93.3,9.9,16.3,2020
813,120170010260001,Hutsonville,Crawford,SMALL,176.0,2.6,3.9,6.1,1.9,0.0,87.1,82.4,92.9,86.7,89.5,9.8,58.6,6.2,14.0,2020
814,120170020260001,Robinson,Crawford,MEDIUM,176.0,6.3,1.0,0.8,1.3,2.3,89.6,89.6,89.6,89.8,77.1,18.6,88.2,16.7,30.1,2020
815,120170030260001,Palestine,Crawford,SMALL,175.0,3.6,5.1,2.4,8.1,11.4,90.5,85.7,,90.5,,11.0,95.7,14.1,20.6,2020
816,120170040260001,Oblong,Crawford,MEDIUM,176.0,4.7,2.6,3.1,2.1,1.2,83.7,80.0,86.2,84.8,83.3,15.8,88.6,6.2,6.5,2020
817,120400010260001,Newton,Jasper,MEDIUM,176.0,8.5,3.1,4.0,2.2,7.6,91.6,90.4,92.5,91.3,82.9,21.5,87.8,12.4,25.5,2020
818,120510100260001,Bridgeport,Lawrence,MEDIUM,177.0,9.7,4.2,1.6,6.5,7.2,75.3,72.5,78.8,74.6,63.6,16.1,85.5,12.6,18.3,2020
819,120510200260008,Lawrenceville,Lawrence,MEDIUM,176.0,17.7,8.4,9.4,7.5,9.3,73.3,65.3,83.8,74.0,63.3,18.5,93.8,25.5,33.2,2020
820,120800010260001,Olney,Richland,LARGE,176.0,13.1,6.4,6.4,6.5,10.1,84.8,80.6,89.7,87.1,76.3,22.8,96.4,11.1,20.2,2020
821,130140010260001,Carlyle,Clinton,MEDIUM,177.0,7.7,5.1,5.2,4.9,9.0,74.7,69.0,81.8,75.8,63.0,14.9,93.0,8.6,13.6,2020
822,130140030260006,Trenton,Clinton,MEDIUM,177.0,6.1,2.1,3.2,1.0,3.3,86.9,77.8,94.4,89.9,79.3,19.8,98.6,7.7,18.8,2020
823,130140710160001,Breese,Clinton,SMALL,177.0,2.3,1.9,1.9,1.9,5.0,90.6,94.2,87.5,92.3,75.0,21.8,97.3,11.0,23.9,2020
824,130410010260001,Waltonville,Jefferson,SMALL,177.0,6.3,1.8,3.3,0.0,4.4,85.7,90.0,80.0,85.7,70.0,12.7,78.3,3.7,4.8,2020
825,130412010170001,Mount Vernon,Jefferson,MEDIUM,177.0,10.5,4.7,4.9,4.6,6.7,80.3,81.2,79.2,81.3,71.2,21.9,86.2,17.9,25.5,2020
826,130412090270001,Woodlawn,Jefferson,MEDIUM,176.0,8.3,3.6,5.3,2.0,3.9,87.5,90.9,83.3,86.5,,18.6,48.3,5.2,9.3,2020
827,130413180270001,Bluford,Jefferson,SMALL,176.0,7.3,2.1,3.0,1.4,3.6,96.6,100.0,92.9,96.6,92.3,16.1,78.9,8.6,16.4,2020
828,130581000260002,Patoka,Marion,SMALL,176.0,7.0,1.4,2.5,0.0,0.0,82.4,75.0,,82.4,,11.1,100.0,12.3,15.6,2020
829,130582000170001,Centralia,Marion,MEDIUM,176.0,15.3,6.7,7.1,6.2,8.6,75.5,74.4,76.4,76.4,67.7,21.1,90.7,16.3,22.9,2020
830,130584010260001,Farina,Marion,MEDIUM,177.0,5.9,3.9,4.2,3.6,6.9,78.0,88.5,69.7,81.8,66.7,13.8,86.5,15.3,26.2,2020
831,130585010260001,Sandoval,Marion,SMALL,176.0,8.2,8.3,4.3,11.3,6.9,72.0,70.0,73.3,80.0,58.3,10.7,55.2,10.6,11.4,2020
832,130586000160001,Salem,Marion,MEDIUM,176.0,11.5,2.7,3.4,1.8,4.7,83.4,77.8,88.6,82.8,74.4,21.3,91.8,14.1,24.5,2020
833,130587220260001,Odin,Marion,SMALL,175.0,25.0,9.0,7.7,10.7,10.4,78.6,,,84.6,80.0,10.6,66.7,17.7,24.4,2020
834,130950100260001,Okawville,Washington,MEDIUM,176.0,4.8,0.5,0.0,1.0,0.0,92.1,100.0,87.0,97.1,83.3,16.9,92.9,6.3,9.9,2020
835,130950990160001,Nashville,Washington,SMALL,175.0,8.1,3.0,1.6,4.5,6.4,91.4,90.0,92.9,92.7,82.1,21.3,93.4,4.1,8.7,2020
836,150162990250001,Chicago,Cook,LARGE,174.0,5.9,2.2,2.8,1.6,2.9,87.2,85.9,88.8,75.0,88.5,28.2,90.1,18.6,21.5,2020
837,150162990250003,Chicago,Cook,LARGE,174.0,19.3,12.7,14.9,9.7,14.1,54.5,47.6,63.1,,57.2,24.7,77.8,38.5,40.8,2020
838,150162990250006,Chicago,Cook,LARGE,174.0,4.3,1.3,1.7,0.8,1.8,93.8,88.7,98.5,,93.3,22.4,89.5,12.9,14.2,2020
839,150162990250011,Chicago,Cook,LARGE,174.0,20.0,10.2,10.6,9.8,11.0,61.5,56.1,68.1,,64.3,23.4,85.5,46.3,49.0,2020
840,150162990250012,Chicago,Cook,LARGE,174.0,19.8,9.1,9.0,9.1,8.7,56.3,50.0,65.5,,58.7,33.0,83.8,45.9,46.0,2020
841,150162990250013,Chicago,Cook,LARGE,174.0,20.1,7.0,7.2,6.8,6.9,65.7,61.5,71.2,,67.9,24.2,79.8,47.3,49.5,2020
842,150162990250014,Chicago,Cook,LARGE,174.0,2.2,0.7,1.2,0.2,0.7,98.5,97.3,99.4,,98.3,24.1,83.0,13.1,13.6,2020
843,150162990250015,Chicago,Cook,LARGE,174.0,20.1,12.4,12.4,12.5,12.6,40.0,31.1,51.6,,43.2,20.1,76.9,42.8,43.7,2020
844,150162990250016,Chicago,Cook,LARGE,174.0,31.3,10.0,9.5,10.7,10.4,59.7,51.8,71.2,,62.7,25.2,73.7,41.5,41.9,2020
845,150162990250017,Chicago,Cook,LARGE,174.0,3.8,2.1,0.0,4.3,2.3,75.8,68.8,82.4,,75.0,11.7,73.3,12.5,13.3,2020
846,150162990250019,Chicago,Cook,LARGE,174.0,38.7,11.4,10.7,12.3,11.7,35.0,32.2,39.0,,36.6,18.4,81.8,51.7,54.7,2020
847,150162990250020,Chicago,Cook,LARGE,174.0,8.6,4.9,5.2,4.6,5.5,76.8,71.8,82.8,63.6,79.8,30.6,93.4,26.7,26.9,2020
848,150162990250021,Chicago,Cook,LARGE,174.0,16.5,6.9,7.3,6.5,7.1,73.0,69.9,75.5,,74.3,24.7,90.5,37.5,40.3,2020
849,150162990250022,Chicago,Cook,LARGE,174.0,13.7,6.2,5.9,6.4,6.6,73.5,70.2,77.0,50.0,76.1,28.0,89.5,26.0,26.8,2020
850,150162990250023,Chicago,Cook,LARGE,174.0,16.6,6.5,6.9,6.2,7.5,64.1,56.6,74.4,,71.4,25.1,71.2,37.1,37.3,2020
851,150162990250024,Chicago,Cook,LARGE,174.0,8.9,5.2,6.1,4.2,6.9,78.6,74.9,81.8,85.5,76.5,27.6,92.5,21.1,24.9,2020
852,150162990250025,Chicago,Cook,LARGE,174.0,3.9,2.1,2.0,2.2,2.2,95.1,93.8,96.1,80.0,95.8,29.5,89.8,13.8,17.6,2020
853,150162990250026,Chicago,Cook,LARGE,174.0,9.5,3.6,3.4,4.0,3.5,89.1,88.4,90.1,85.5,93.4,27.0,89.5,28.3,31.9,2020
