,schoolcode,year,charter,dropout,schoolmode,virtualper,hybridper,totalenroll,lowincome,white,black,hispanic,asian
0,5902001,2018,0.0,0,0.0,0.0,0.0,317,24.290220820189273,90.22082018927445,0.6309148264984227,7.570977917981073,0.0
1,7905004,2018,0.0,0,0.0,0.0,0.0,2,100.0,0.0,0.0,100.0,0.0
2,11901005,2018,0.0,0,0.0,0.0,0.0,224,62.5,25.0,1.7857142857142856,70.53571428571429,1.7857142857142856
3,11905001,2018,0.0,0,0.0,0.0,0.0,42,59.523809523809526,28.57142857142857,2.380952380952381,66.66666666666666,0.0
4,14803004,2018,0.0,0,0.0,0.0,0.0,72,12.5,69.44444444444444,5.555555555555555,15.277777777777779,5.555555555555555
5,14803101,2018,0.0,0,0.0,0.0,0.0,52,36.53846153846153,59.61538461538461,5.769230769230769,26.923076923076923,3.8461538461538463
6,14804006,2018,0.0,0,0.0,0.0,0.0,339,3.8348082595870205,66.3716814159292,2.949852507374631,21.533923303834808,3.2448377581120944
7,14905001,2018,0.0,0,0.0,0.0,0.0,222,39.63963963963964,69.81981981981981,2.7027027027027026,27.47747747747748,0.0
8,14906004,2018,0.0,0,0.0,0.0,0.0,395,85.0632911392405,12.151898734177214,58.48101265822785,23.037974683544306,1.0126582278481013
9,14909005,2018,0.0,0,0.0,0.0,0.0,75,80.0,12.0,50.66666666666667,37.333333333333336,0.0
10,14910001,2018,0.0,0,0.0,0.0,0.0,450,43.77777777777778,68.22222222222221,1.1111111111111112,28.444444444444443,0.6666666666666667
11,15802001,2018,0.0,0,0.0,0.0,0.0,177,100.0,9.6045197740113,45.19774011299435,40.11299435028249,0.0
12,15802004,2018,0.0,0,0.0,0.0,0.0,88,100.0,2.272727272727273,53.40909090909091,40.909090909090914,0.0
13,15805001,2018,0.0,0,0.0,0.0,0.0,228,76.31578947368422,3.070175438596491,0.43859649122807015,95.6140350877193,0.0
14,15815041,2018,0.0,0,0.0,0.0,0.0,140,61.42857142857143,2.142857142857143,0.0,96.42857142857143,0.0
15,15828007,2018,0.0,0,0.0,0.0,0.0,244,82.78688524590164,14.754098360655737,0.4098360655737705,83.60655737704919,1.2295081967213115
16,15830001,2018,0.0,0,0.0,0.0,0.0,573,73.64746945898779,8.37696335078534,3.315881326352531,86.91099476439791,0.6980802792321117
17,15830101,2018,0.0,0,0.0,0.0,0.0,138,57.2463768115942,12.318840579710146,4.3478260869565215,80.43478260869566,0.0
18,15831002,2018,0.0,0,0.0,0.0,0.0,118,62.71186440677966,17.796610169491526,5.084745762711865,72.03389830508475,2.5423728813559325
19,15834001,2018,0.0,0,0.0,0.0,0.0,313,2.2364217252396164,31.629392971246006,1.2779552715654952,36.74121405750799,23.961661341853034
20,15835002,2018,0.0,0,0.0,0.0,0.0,178,26.96629213483146,44.38202247191011,2.247191011235955,49.43820224719101,3.3707865168539324
21,15835003,2018,0.0,0,0.0,0.0,0.0,72,13.88888888888889,52.77777777777778,5.555555555555555,33.33333333333333,5.555555555555555
22,15904115,2018,0.0,0,0.0,0.0,0.0,16,81.25,6.25,0.0,93.75,0.0
23,15906001,2018,0.0,0,0.0,0.0,0.0,490,5.714285714285714,39.59183673469388,21.020408163265305,22.653061224489797,5.714285714285714
24,15907010,2018,0.0,0,0.0,0.0,0.0,368,90.76086956521739,1.9021739130434785,8.967391304347826,88.31521739130434,0.0
25,15907022,2018,0.0,0,0.0,0.0,0.0,400,77.0,4.0,1.7500000000000002,93.75,0.25
26,15907023,2018,0.0,0,0.0,0.0,0.0,210,51.42857142857142,2.857142857142857,2.857142857142857,91.42857142857143,1.4285714285714286
27,15907026,2018,0.0,0,0.0,0.0,0.0,64,46.875,10.9375,1.5625,81.25,0.0
28,15907027,2018,0.0,0,0.0,0.0,0.0,157,68.78980891719745,11.464968152866243,2.547770700636943,84.71337579617835,0.0
29,15909006,2018,0.0,0,0.0,0.0,0.0,121,65.28925619834712,20.66115702479339,0.0,76.03305785123968,0.0
30,15910009,2018,0.0,0,0.0,0.0,0.0,495,24.04040404040404,34.94949494949495,3.4343434343434343,54.54545454545454,3.6363636363636362
31,15910012,2018,0.0,0,0.0,0.0,0.0,626,65.33546325878594,18.849840255591054,13.418530351437699,62.61980830670927,1.1182108626198082
32,15911003,2018,0.0,0,0.0,0.0,0.0,74,87.83783783783784,21.62162162162162,5.405405405405405,70.27027027027027,0.0
33,15915006,2018,0.0,0,0.0,0.0,0.0,854,24.94145199063232,22.833723653395786,5.269320843091335,50.585480093676814,14.519906323185012
34,15915008,2018,0.0,0,0.0,0.0,0.0,765,70.19607843137254,13.333333333333334,11.895424836601306,71.76470588235294,0.6535947712418301
35,15915039,2018,0.0,0,0.0,0.0,0.0,30,36.666666666666664,20.0,6.666666666666667,66.66666666666666,0.0
36,15916005,2018,0.0,0,0.0,0.0,0.0,212,76.41509433962264,11.79245283018868,47.16981132075472,37.264150943396224,0.4716981132075472
37,15917002,2018,0.0,0,0.0,0.0,0.0,48,85.41666666666666,4.166666666666666,0.0,95.83333333333334,0.0
38,17901001,2018,0.0,0,0.0,0.0,0.0,88,26.136363636363637,79.54545454545455,1.1363636363636365,14.772727272727273,0.0
39,18901001,2018,0.0,0,0.0,0.0,0.0,314,41.082802547770704,60.19108280254777,2.547770700636943,29.936305732484076,1.910828025477707
40,18903001,2018,0.0,0,0.0,0.0,0.0,49,75.51020408163265,38.775510204081634,2.0408163265306123,57.14285714285714,0.0
41,18904001,2018,0.0,0,0.0,0.0,0.0,217,50.23041474654379,67.2811059907834,3.225806451612903,28.57142857142857,0.0
42,18905003,2018,0.0,0,0.0,0.0,0.0,56,75.0,46.42857142857143,0.0,53.57142857142857,0.0
43,18906001,2018,0.0,0,0.0,0.0,0.0,41,41.46341463414634,68.29268292682927,2.4390243902439024,29.268292682926827,0.0
44,18908001,2018,0.0,0,0.0,0.0,0.0,39,74.35897435897436,64.1025641025641,2.564102564102564,33.33333333333333,0.0
45,19902002,2018,0.0,0,0.0,0.0,0.0,375,51.733333333333334,68.8,14.666666666666666,9.333333333333334,0.26666666666666666
46,19909001,2018,0.0,0,0.0,0.0,0.0,180,53.888888888888886,90.0,0.0,5.555555555555555,1.1111111111111112
47,20901005,2018,0.0,0,0.0,0.0,0.0,178,66.85393258426966,53.93258426966292,3.3707865168539324,41.01123595505618,0.0
48,20902002,2018,0.0,0,0.0,0.0,0.0,76,72.36842105263158,31.57894736842105,10.526315789473683,56.57894736842105,0.0
49,20902003,2018,0.0,0,0.0,0.0,0.0,13,61.53846153846154,38.46153846153847,0.0,53.84615384615385,0.0
50,22902001,2018,0.0,0,0.0,0.0,0.0,16,81.25,31.25,0.0,68.75,0.0
51,23902001,2018,0.0,0,0.0,0.0,0.0,66,62.121212121212125,45.45454545454545,4.545454545454546,45.45454545454545,0.0
52,25901001,2018,0.0,0,0.0,0.0,0.0,350,48.285714285714285,69.71428571428572,2.571428571428571,24.285714285714285,0.0
53,25904001,2018,0.0,0,0.0,0.0,0.0,57,45.614035087719294,66.66666666666666,0.0,31.57894736842105,0.0
54,25905001,2018,0.0,0,0.0,0.0,0.0,109,66.97247706422019,77.98165137614679,0.9174311926605505,19.26605504587156,0.0
55,25906001,2018,0.0,0,0.0,0.0,0.0,88,65.9090909090909,88.63636363636364,1.1363636363636365,4.545454545454546,0.0
