,schoolcode,year,charter,elapass,schoolmode,virtualper,hybridper,totalenroll,lowincome,white,black,hispanic,asian
520,320800011293,2019,0.0,85,0.0,0.0,0.0,158,72.15189873417721,6.962025316455696,24.68354430379747,62.65822784810127,5.063291139240507
521,320800011320,2019,0.0,71,0.0,0.0,0.0,153,72.54901960784314,7.8431372549019605,25.49019607843137,56.86274509803921,7.8431372549019605
522,320800011348,2019,0.0,73,0.0,0.0,0.0,154,69.48051948051948,7.792207792207792,30.519480519480517,49.35064935064935,10.38961038961039
523,320800011349,2019,0.0,72,0.0,0.0,0.0,129,81.3953488372093,6.976744186046512,20.930232558139537,65.11627906976744,5.426356589147287
524,320800011367,2019,0.0,80,0.0,0.0,0.0,94,75.53191489361703,1.0638297872340425,21.27659574468085,65.95744680851064,11.702127659574469
525,320800011376,2019,0.0,69,0.0,0.0,0.0,78,85.8974358974359,0.0,15.384615384615385,71.7948717948718,10.256410256410255
526,320800011377,2019,0.0,58,0.0,0.0,0.0,43,81.3953488372093,2.3255813953488373,32.55813953488372,60.46511627906976,2.3255813953488373
527,320800011405,2019,0.0,70,0.0,0.0,0.0,349,79.65616045845272,8.595988538681947,26.36103151862464,46.13180515759313,17.191977077363894
528,320800011432,2019,0.0,44,0.0,0.0,0.0,135,85.92592592592592,5.185185185185185,2.9629629629629632,77.77777777777779,12.592592592592592
529,320800011452,2019,0.0,60,0.0,0.0,0.0,198,83.33333333333334,0.0,30.808080808080806,58.58585858585859,10.1010101010101
530,320800011530,2019,0.0,53,0.0,0.0,0.0,173,87.28323699421965,1.7341040462427744,31.79190751445087,63.58381502890174,1.7341040462427744
531,320800011537,2019,0.0,70,0.0,0.0,0.0,50,94.0,0.0,42.0,56.00000000000001,2.0
532,320800011558,2019,0.0,71,0.0,0.0,0.0,152,78.28947368421053,7.236842105263158,23.026315789473685,63.1578947368421,5.921052631578947
533,320800011561,2019,0.0,71,0.0,0.0,0.0,126,76.98412698412699,3.968253968253968,32.53968253968254,58.730158730158735,3.968253968253968
535,320800861017,2019,0.0,64,0.0,0.0,0.0,293,87.03071672354949,1.023890784982935,42.66211604095563,50.85324232081911,1.3651877133105803
536,320900010327,2019,0.0,77,0.0,0.0,0.0,122,90.1639344262295,1.639344262295082,18.852459016393443,78.68852459016394,0.819672131147541
537,320900010568,2019,0.0,98,0.0,0.0,0.0,87,81.60919540229885,0.0,32.18390804597701,59.77011494252874,3.4482758620689653
538,320900011227,2019,0.0,58,0.0,0.0,0.0,246,87.8048780487805,1.2195121951219512,21.544715447154474,73.57723577235772,2.8455284552845526
539,320900011231,2019,0.0,82,0.0,0.0,0.0,90,78.88888888888889,1.1111111111111112,58.88888888888889,37.77777777777778,1.1111111111111112
540,320900011241,2019,0.0,81,0.0,0.0,0.0,151,94.70198675496688,0.6622516556291391,33.11258278145696,65.56291390728477,0.0
541,320900011250,2019,0.0,86,0.0,0.0,0.0,149,81.87919463087249,0.0,31.543624161073826,65.77181208053692,1.342281879194631
542,320900011252,2019,0.0,83,0.0,0.0,0.0,115,95.65217391304348,0.8695652173913043,24.347826086956523,73.91304347826086,0.0
543,320900011260,2019,0.0,91,0.0,0.0,0.0,129,87.59689922480621,3.10077519379845,18.6046511627907,72.86821705426357,3.10077519379845
544,320900011263,2019,0.0,82,0.0,0.0,0.0,133,87.96992481203007,0.0,38.34586466165413,59.3984962406015,0.7518796992481203
545,320900011297,2019,0.0,66,0.0,0.0,0.0,117,94.01709401709401,2.564102564102564,23.931623931623932,71.7948717948718,1.7094017094017095
546,320900011324,2019,0.0,96,0.0,0.0,0.0,74,91.8918918918919,1.3513513513513513,24.324324324324326,64.86486486486487,6.756756756756757
547,320900011329,2019,0.0,64,0.0,0.0,0.0,118,83.05084745762711,1.694915254237288,28.8135593220339,68.64406779661016,0.847457627118644
548,320900011350,2019,0.0,60,0.0,0.0,0.0,35,97.14285714285714,0.0,22.857142857142858,71.42857142857143,2.857142857142857
549,320900011365,2019,0.0,75,0.0,0.0,0.0,159,100.0,0.0,0.0,100.0,0.0
550,320900011403,2019,0.0,67,0.0,0.0,0.0,162,90.74074074074075,3.7037037037037033,19.1358024691358,74.07407407407408,2.4691358024691357
551,320900011404,2019,0.0,66,0.0,0.0,0.0,118,85.59322033898306,0.0,25.423728813559322,72.03389830508475,1.694915254237288
552,320900011412,2019,0.0,49,0.0,0.0,0.0,116,92.24137931034483,0.8620689655172413,26.72413793103448,67.24137931034483,3.4482758620689653
553,320900011413,2019,0.0,85,0.0,0.0,0.0,105,83.80952380952381,0.9523809523809524,22.857142857142858,62.857142857142854,10.476190476190476
554,320900011505,2019,0.0,88,0.0,0.0,0.0,163,84.66257668711657,1.8404907975460123,26.380368098159508,69.93865030674846,1.8404907975460123
555,320900011517,2019,0.0,73,0.0,0.0,0.0,162,87.03703703703704,0.6172839506172839,45.67901234567901,51.23456790123457,1.8518518518518516
556,320900011525,2019,0.0,57,0.0,0.0,0.0,167,88.62275449101796,1.1976047904191618,26.94610778443114,71.25748502994011,0.0
557,320900011543,2019,0.0,72,0.0,0.0,0.0,82,98.78048780487805,1.2195121951219512,28.04878048780488,70.73170731707317,0.0
558,320900011564,2019,0.0,48,0.0,0.0,0.0,155,98.70967741935483,3.870967741935484,21.29032258064516,61.29032258064516,13.548387096774196
560,321000010225,2019,0.0,83,0.0,0.0,0.0,113,76.99115044247787,1.7699115044247788,23.893805309734514,73.45132743362832,0.8849557522123894
561,321000010368,2019,0.0,80,0.0,0.0,0.0,124,89.51612903225806,7.258064516129033,10.483870967741936,75.0,4.838709677419355
562,321000011141,2019,0.0,90,0.0,0.0,0.0,191,53.92670157068062,24.083769633507853,10.99476439790576,58.1151832460733,5.7591623036649215
563,321000011213,2019,0.0,69,0.0,0.0,0.0,134,94.77611940298507,0.7462686567164178,24.62686567164179,67.16417910447761,5.223880597014925
564,321000011237,2019,0.0,69,0.0,0.0,0.0,132,82.57575757575758,0.7575757575757576,40.15151515151515,57.57575757575758,0.0
565,321000011243,2019,0.0,87,0.0,0.0,0.0,106,93.39622641509435,1.8867924528301887,15.09433962264151,81.13207547169812,1.8867924528301887
566,321000011264,2019,0.0,76,0.0,0.0,0.0,113,72.56637168141593,4.424778761061947,26.548672566371685,61.94690265486725,6.1946902654867255
567,321000011268,2019,0.0,43,0.0,0.0,0.0,244,95.49180327868852,2.8688524590163933,2.8688524590163933,92.21311475409836,1.639344262295082
568,321000011284,2019,0.0,56,0.0,0.0,0.0,153,92.15686274509804,2.6143790849673203,17.647058823529413,79.08496732026144,0.0
569,321000011319,2019,0.0,65,0.0,0.0,0.0,46,84.78260869565217,0.0,10.869565217391305,50.0,0.0
570,321000011342,2019,0.0,53,0.0,0.0,0.0,144,96.52777777777779,0.0,0.0,100.0,0.0
571,321000011351,2019,0.0,63,0.0,0.0,0.0,193,82.90155440414507,2.072538860103627,25.906735751295333,64.24870466321244,5.699481865284974
572,321000011353,2019,0.0,73,0.0,0.0,0.0,202,76.73267326732673,1.4851485148514851,20.792079207920793,73.26732673267327,1.4851485148514851
573,321000011374,2019,0.0,86,0.0,0.0,0.0,160,91.25,3.125,27.500000000000004,66.25,3.125
574,321000011397,2019,0.0,40,0.0,0.0,0.0,126,92.06349206349206,6.349206349206349,25.396825396825395,64.28571428571429,1.5873015873015872
575,321000011433,2019,0.0,67,0.0,0.0,0.0,155,89.03225806451613,4.516129032258064,18.064516129032256,72.90322580645162,3.870967741935484
576,321000011434,2019,0.0,72,0.0,0.0,0.0,186,87.63440860215054,0.5376344086021506,22.043010752688172,73.11827956989248,4.301075268817205
577,321000011437,2019,0.0,91,0.0,0.0,0.0,159,89.30817610062893,1.8867924528301887,37.10691823899371,59.74842767295597,0.0
578,321000011438,2019,0.0,63,0.0,0.0,0.0,184,82.6086956521739,1.6304347826086956,25.543478260869566,68.47826086956522,3.804347826086957
579,321000011439,2019,0.0,86,0.0,0.0,0.0,118,92.37288135593221,5.084745762711865,27.966101694915253,63.559322033898304,2.5423728813559325
580,321000011440,2019,0.0,66,0.0,0.0,0.0,513,81.48148148148148,3.1189083820662766,33.13840155945419,51.85185185185185,10.526315789473683
581,321000011442,2019,0.0,90,0.0,0.0,0.0,155,90.96774193548387,0.6451612903225806,19.35483870967742,73.54838709677419,1.2903225806451613
582,321000011445,2019,0.0,100,0.0,0.0,0.0,759,47.82608695652174,24.37417654808959,3.1620553359683794,6.982872200263504,63.37285902503294
583,321000011477,2019,0.0,89,0.0,0.0,0.0,160,90.625,7.5,16.25,66.25,10.0
584,321000011524,2019,0.0,52,0.0,0.0,0.0,161,82.6086956521739,3.7267080745341614,8.695652173913043,85.71428571428571,1.8633540372670807
585,321000011546,2019,0.0,85,0.0,0.0,0.0,117,85.47008547008546,3.418803418803419,29.914529914529915,64.1025641025641,0.8547008547008548
586,321000011549,2019,0.0,89,0.0,0.0,0.0,132,86.36363636363636,3.0303030303030303,19.696969696969695,71.96969696969697,3.787878787878788
587,321000011565,2019,0.0,76,0.0,0.0,0.0,112,85.71428571428571,0.8928571428571428,27.67857142857143,66.96428571428571,2.6785714285714284
588,321000011696,2019,0.0,100,0.0,0.0,0.0,111,23.423423423423422,58.55855855855856,3.6036036036036037,9.90990990990991,24.324324324324326
589,321000860704,2019,0.0,88,0.0,0.0,0.0,176,83.52272727272727,1.1363636363636365,34.090909090909086,60.79545454545454,2.840909090909091
591,321000860999,2019,0.0,69,0.0,0.0,0.0,193,76.68393782383419,0.5181347150259068,42.487046632124354,50.77720207253886,2.5906735751295336
592,321000861064,2019,0.0,81,0.0,0.0,0.0,134,73.13432835820896,0.0,23.134328358208954,72.38805970149254,0.0
593,321100011249,2019,0.0,91,0.0,0.0,0.0,100,65.0,2.0,63.0,27.0,6.0
594,321100011253,2019,0.0,62,0.0,0.0,0.0,165,72.12121212121212,1.8181818181818181,47.27272727272727,42.42424242424242,6.666666666666667
595,321100011265,2019,0.0,63,0.0,0.0,0.0,94,74.46808510638297,4.25531914893617,36.17021276595745,55.319148936170215,2.127659574468085
596,321100011270,2019,0.0,81,0.0,0.0,0.0,110,74.54545454545455,3.6363636363636362,66.36363636363637,23.636363636363637,3.6363636363636362
597,321100011275,2019,0.0,78,0.0,0.0,0.0,169,77.51479289940828,1.183431952662722,40.23668639053255,47.928994082840234,9.467455621301776
598,321100011288,2019,0.0,91,0.0,0.0,0.0,131,65.64885496183206,9.923664122137405,32.82442748091603,38.16793893129771,16.030534351145036
599,321100011290,2019,0.0,77,0.0,0.0,0.0,130,78.46153846153847,0.7692307692307693,50.0,44.61538461538462,3.076923076923077
600,321100011299,2019,0.0,72,0.0,0.0,0.0,198,77.77777777777779,10.1010101010101,30.303030303030305,48.484848484848484,8.080808080808081
601,321100011418,2019,0.0,71,0.0,0.0,0.0,186,77.95698924731182,10.75268817204301,29.03225806451613,56.98924731182796,2.1505376344086025
602,321100011455,2019,0.0,78,0.0,0.0,0.0,631,69.88906497622821,3.8034865293185423,55.78446909667195,35.34072900158478,3.328050713153724
603,321100011508,2019,0.0,64,0.0,0.0,0.0,201,80.09950248756219,8.955223880597014,27.363184079601986,56.71641791044776,5.472636815920398
604,321100011509,2019,0.0,62,0.0,0.0,0.0,127,100.0,16.535433070866144,6.299212598425196,54.330708661417326,21.25984251968504
605,321100011513,2019,0.0,74,0.0,0.0,0.0,137,97.8102189781022,11.678832116788321,15.328467153284672,61.31386861313869,11.678832116788321
606,321100011514,2019,0.0,82,0.0,0.0,0.0,134,69.40298507462687,3.731343283582089,65.67164179104478,23.134328358208954,4.477611940298507
607,321100011542,2019,0.0,88,0.0,0.0,0.0,173,75.72254335260115,13.872832369942195,24.277456647398843,52.601156069364166,8.670520231213873
608,321100011544,2019,0.0,76,0.0,0.0,0.0,167,76.04790419161677,5.389221556886228,35.32934131736527,56.886227544910184,1.7964071856287425
609,321100011545,2019,0.0,63,0.0,0.0,0.0,104,82.6923076923077,0.9615384615384616,45.19230769230769,43.269230769230774,8.653846153846153
610,321100860956,2019,0.0,68,0.0,0.0,0.0,139,79.85611510791367,0.0,57.55395683453237,42.44604316546763,0.0
611,321200010242,2019,0.0,79,0.0,0.0,0.0,111,84.68468468468468,0.9009009009009009,19.81981981981982,73.87387387387388,5.405405405405405
612,321200011248,2019,0.0,49,0.0,0.0,0.0,146,91.0958904109589,0.684931506849315,26.027397260273972,69.86301369863014,0.684931506849315
613,321200011251,2019,0.0,60,0.0,0.0,0.0,128,86.71875,1.5625,28.125,69.53125,0.78125
614,321200011267,2019,0.0,83,0.0,0.0,0.0,143,95.8041958041958,0.0,20.97902097902098,77.62237762237763,1.3986013986013985
615,321200011271,2019,0.0,79,0.0,0.0,0.0,205,92.6829268292683,1.4634146341463417,20.48780487804878,74.14634146341463,1.951219512195122
616,321200011388,2019,0.0,67,0.0,0.0,0.0,141,97.87234042553192,0.0,0.7092198581560284,98.58156028368793,0.0
617,321200011446,2019,0.0,83,0.0,0.0,0.0,77,93.5064935064935,5.194805194805195,31.16883116883117,62.33766233766234,0.0
618,321200011478,2019,0.0,87,0.0,0.0,0.0,93,77.41935483870968,4.301075268817205,13.978494623655912,74.19354838709677,3.225806451612903
619,321200011479,2019,0.0,52,0.0,0.0,0.0,145,84.82758620689656,0.6896551724137931,33.10344827586207,62.06896551724138,2.0689655172413794
620,321200011480,2019,0.0,63,0.0,0.0,0.0,63,90.47619047619048,4.761904761904762,36.507936507936506,55.55555555555556,3.1746031746031744
621,321200011511,2019,0.0,70,0.0,0.0,0.0,149,89.26174496644296,2.013422818791946,37.58389261744966,55.033557046979865,2.684563758389262
622,321200011521,2019,0.0,80,0.0,0.0,0.0,107,86.91588785046729,1.8691588785046727,23.364485981308412,71.02803738317756,3.7383177570093453
623,321200011550,2019,0.0,75,0.0,0.0,0.0,174,98.85057471264368,3.4482758620689653,8.045977011494253,75.28735632183908,10.919540229885058
624,321200011682,2019,0.0,58,0.0,0.0,0.0,242,83.05785123966942,0.0,31.818181818181817,66.11570247933885,0.8264462809917356
625,321200011684,2019,0.0,71,0.0,0.0,0.0,153,84.31372549019608,0.6535947712418301,58.82352941176471,39.21568627450981,0.0
627,321200860965,2019,0.0,89,0.0,0.0,0.0,170,93.52941176470588,2.3529411764705883,25.294117647058822,70.58823529411765,1.1764705882352942
628,321200861010,2019,0.0,33,0.0,0.0,0.0,52,82.6923076923077,0.0,63.46153846153846,34.61538461538461,0.0
629,331300010265,2019,0.0,70,0.0,0.0,0.0,60,86.66666666666667,1.6666666666666667,85.0,11.666666666666666,1.6666666666666667
630,331300011350,2019,0.0,70,0.0,0.0,0.0,94,86.17021276595744,1.0638297872340425,71.27659574468085,26.595744680851062,1.0638297872340425
631,331300011412,2019,0.0,55,0.0,0.0,0.0,236,88.98305084745762,0.847457627118644,69.91525423728814,27.54237288135593,0.847457627118644
632,331300011419,2019,0.0,82,0.0,0.0,0.0,302,83.44370860927152,4.635761589403973,64.90066225165563,17.880794701986755,9.602649006622517
633,331300011430,2019,0.0,100,0.0,0.0,0.0,1489,61.987911349899264,24.110141034251175,5.507051712558765,7.588985896574882,61.51779717931498
634,331300011439,2019,0.0,60,0.0,0.0,0.0,135,82.22222222222221,14.814814814814813,26.666666666666668,40.74074074074074,17.77777777777778
635,331300011483,2019,0.0,91,0.0,0.0,0.0,114,72.80701754385966,2.631578947368421,65.78947368421053,28.07017543859649,1.7543859649122806
636,331300011527,2019,0.0,75,0.0,0.0,0.0,132,79.54545454545455,13.636363636363635,60.60606060606061,15.151515151515152,9.848484848484848
637,331300011553,2019,0.0,74,0.0,0.0,0.0,39,76.92307692307693,0.0,82.05128205128204,17.94871794871795,0.0
638,331300011595,2019,0.0,96,0.0,0.0,0.0,85,91.76470588235294,3.5294117647058822,78.82352941176471,5.88235294117647,3.5294117647058822
639,331300011605,2019,0.0,69,0.0,0.0,0.0,281,80.78291814946618,2.135231316725979,68.32740213523132,23.131672597864767,4.270462633451958
640,331300011616,2019,0.0,62,0.0,0.0,0.0,45,80.0,0.0,75.55555555555556,22.22222222222222,2.2222222222222223
641,331300011670,2019,0.0,87,0.0,0.0,0.0,327,77.37003058103976,0.9174311926605505,80.1223241590214,10.091743119266056,6.422018348623854
642,331300011674,2019,0.0,70,0.0,0.0,0.0,128,81.25,3.90625,68.75,17.96875,7.03125
643,331300860901,2019,0.0,61,0.0,0.0,0.0,194,63.91752577319587,1.0309278350515463,73.19587628865979,16.49484536082474,0.0
644,331300861056,2019,0.0,79,0.0,0.0,0.0,153,70.58823529411765,0.6535947712418301,81.04575163398692,16.99346405228758,0.0
645,331400011071,2019,0.0,66,0.0,0.0,0.0,108,83.33333333333334,0.9259259259259258,14.814814814814813,80.55555555555556,2.7777777777777777
646,331400011449,2019,0.0,99,0.0,0.0,0.0,161,63.975155279503106,11.801242236024844,11.180124223602485,8.695652173913043,61.49068322981367
647,331400011454,2019,0.0,59,0.0,0.0,0.0,157,78.98089171974523,2.547770700636943,23.56687898089172,70.06369426751591,2.547770700636943
648,331400011474,2019,0.0,49,0.0,0.0,0.0,204,86.27450980392157,1.4705882352941175,23.52941176470588,73.0392156862745,0.9803921568627451
649,331400011477,2019,0.0,61,0.0,0.0,0.0,97,90.72164948453609,1.0309278350515463,28.865979381443296,69.0721649484536,1.0309278350515463
650,331400011478,2019,0.0,74,0.0,0.0,0.0,262,86.64122137404581,1.1450381679389312,31.297709923664126,60.68702290076335,6.106870229007633
651,331400011488,2019,0.0,75,0.0,0.0,0.0,171,85.96491228070175,3.508771929824561,39.76608187134503,54.97076023391813,0.0
652,331400011558,2019,0.0,81,0.0,0.0,0.0,167,80.83832335329342,7.18562874251497,25.149700598802394,62.27544910179641,3.592814371257485
653,331400011561,2019,0.0,82,0.0,0.0,0.0,234,78.63247863247864,9.401709401709402,16.23931623931624,70.08547008547008,2.9914529914529915
654,331400011586,2019,0.0,71,0.0,0.0,0.0,119,93.27731092436974,2.5210084033613445,31.932773109243694,65.54621848739495,0.0
655,331400011610,2019,0.0,62,0.0,0.0,0.0,122,86.0655737704918,4.918032786885246,48.36065573770492,41.80327868852459,0.819672131147541
656,331400011614,2019,0.0,87,0.0,0.0,0.0,77,84.4155844155844,5.194805194805195,48.05194805194805,40.25974025974026,3.896103896103896
657,331400011685,2019,0.0,81,0.0,0.0,0.0,42,85.71428571428571,0.0,4.761904761904762,92.85714285714286,0.0
659,331400860945,2019,0.0,75,0.0,0.0,0.0,149,82.5503355704698,6.0402684563758395,10.06711409395973,81.20805369127517,1.342281879194631
660,331500010448,2019,0.0,73,0.0,0.0,0.0,185,73.51351351351352,7.567567567567568,42.7027027027027,44.86486486486487,3.783783783783784
661,331500011423,2019,0.0,62,0.0,0.0,0.0,60,90.0,1.6666666666666667,65.0,31.666666666666664,0.0
662,331500011429,2019,0.0,82,0.0,0.0,0.0,88,79.54545454545455,4.545454545454546,62.5,28.40909090909091,0.0
663,331500011462,2019,0.0,88,0.0,0.0,0.0,102,72.54901960784314,0.9803921568627451,77.45098039215686,17.647058823529413,1.9607843137254901
664,331500011463,2019,0.0,63,0.0,0.0,0.0,94,85.1063829787234,7.446808510638298,47.87234042553192,38.297872340425535,5.319148936170213
665,331500011464,2019,0.0,83,0.0,0.0,0.0,113,75.22123893805309,12.389380530973451,36.283185840707965,45.13274336283185,5.3097345132743365
666,331500011497,2019,0.0,71,0.0,0.0,0.0,153,60.130718954248366,26.143790849673206,35.294117647058826,28.104575163398692,3.9215686274509802
667,331500011519,2019,0.0,57,0.0,0.0,0.0,157,95.54140127388536,1.910828025477707,57.324840764331206,34.394904458598724,5.095541401273886
668,331500011529,2019,0.0,82,0.0,0.0,0.0,57,77.19298245614034,7.017543859649122,22.807017543859647,68.42105263157895,1.7543859649122806
669,331500011592,2019,0.0,44,0.0,0.0,0.0,78,89.74358974358975,37.17948717948718,35.8974358974359,6.41025641025641,16.666666666666664
670,331500011656,2019,0.0,88,0.0,0.0,0.0,339,70.20648967551622,3.2448377581120944,66.3716814159292,23.008849557522122,2.949852507374631
671,331500011667,2019,0.0,73,0.0,0.0,0.0,332,85.2409638554217,7.228915662650602,8.734939759036145,75.0,8.734939759036145
672,331500011684,2019,0.0,99,0.0,0.0,0.0,161,42.2360248447205,42.857142857142854,19.25465838509317,20.496894409937887,12.422360248447205
673,331500011698,2019,0.0,74,0.0,0.0,0.0,31,93.54838709677419,6.451612903225806,35.483870967741936,51.61290322580645,3.225806451612903
676,331600011455,2019,0.0,71,0.0,0.0,0.0,176,76.13636363636364,1.1363636363636365,81.81818181818183,10.795454545454545,2.840909090909091
677,331600011498,2019,0.0,78,0.0,0.0,0.0,193,83.41968911917098,1.5544041450777202,65.28497409326425,26.94300518134715,4.66321243523316
678,331600011669,2019,0.0,54,0.0,0.0,0.0,79,92.40506329113924,5.063291139240507,72.15189873417721,17.72151898734177,1.2658227848101267
679,331600011688,2019,0.0,40,0.0,0.0,0.0,65,96.92307692307692,3.076923076923077,67.6923076923077,15.384615384615385,10.76923076923077
680,331600011765,2019,0.0,70,0.0,0.0,0.0,60,71.66666666666667,0.0,88.33333333333333,6.666666666666667,5.0
681,331600860938,2019,0.0,63,0.0,0.0,0.0,378,66.93121693121694,1.3227513227513228,73.80952380952381,19.841269841269842,1.3227513227513228
682,331700011122,2019,0.0,68,0.0,0.0,0.0,241,80.91286307053942,1.6597510373443984,77.17842323651453,14.522821576763487,1.6597510373443984
683,331700011382,2019,0.0,57,0.0,0.0,0.0,86,87.20930232558139,2.3255813953488373,82.55813953488372,11.627906976744185,0.0
684,331700011408,2019,0.0,76,0.0,0.0,0.0,63,95.23809523809523,7.936507936507936,80.95238095238095,11.11111111111111,0.0
685,331700011524,2019,0.0,38,0.0,0.0,0.0,167,86.22754491017965,13.17365269461078,20.958083832335326,44.31137724550898,20.35928143712575
686,331700011528,2019,0.0,65,0.0,0.0,0.0,113,90.2654867256637,1.7699115044247788,70.79646017699115,21.238938053097346,4.424778761061947
687,331700011531,2019,0.0,75,0.0,0.0,0.0,110,81.81818181818183,1.8181818181818181,88.18181818181819,6.363636363636363,1.8181818181818181
688,331700011537,2019,0.0,56,0.0,0.0,0.0,235,78.72340425531915,2.553191489361702,79.57446808510639,13.191489361702127,3.829787234042553
689,331700011539,2019,0.0,72,0.0,0.0,0.0,85,74.11764705882354,1.1764705882352942,77.64705882352942,16.470588235294116,2.3529411764705883
690,331700011543,2019,0.0,83,0.0,0.0,0.0,142,78.87323943661971,0.0,73.94366197183099,16.19718309859155,4.929577464788732
691,331700011546,2019,0.0,91,0.0,0.0,0.0,111,81.98198198198197,0.9009009009009009,79.27927927927928,14.414414414414415,4.504504504504505
692,331700011547,2019,0.0,73,0.0,0.0,0.0,116,76.72413793103449,2.586206896551724,79.3103448275862,11.206896551724139,6.0344827586206895
693,331700011548,2019,0.0,71,0.0,0.0,0.0,79,77.21518987341773,0.0,87.34177215189874,12.658227848101266,0.0
694,331700011568,2019,0.0,45,0.0,0.0,0.0,40,82.5,0.0,85.0,7.5,0.0
695,331700011590,2019,0.0,92,0.0,0.0,0.0,307,63.51791530944625,0.32573289902280134,88.27361563517914,4.88599348534202,2.6058631921824107
696,331700011600,2019,0.0,77,0.0,0.0,0.0,291,74.5704467353952,0.6872852233676976,91.75257731958763,4.810996563573884,1.718213058419244
697,331700011745,2019,0.0,84,0.0,0.0,0.0,200,87.0,0.0,87.5,10.5,1.5
698,331700011751,2019,0.0,84,0.0,0.0,0.0,88,82.95454545454545,1.1363636363636365,72.72727272727273,15.909090909090908,5.681818181818182
699,331700860879,2019,0.0,76,0.0,0.0,0.0,119,67.22689075630252,0.0,90.75630252100841,8.403361344537815,0.0
700,331700860882,2019,0.0,95,0.0,0.0,0.0,61,72.1311475409836,0.0,85.24590163934425,6.557377049180328,1.639344262295082
701,331800011563,2019,0.0,80,0.0,0.0,0.0,263,74.52471482889734,1.520912547528517,91.25475285171103,4.562737642585551,1.9011406844106464
702,331800011566,2019,0.0,71,0.0,0.0,0.0,65,67.6923076923077,1.5384615384615385,86.15384615384616,12.307692307692308,0.0
703,331800011567,2019,0.0,63,0.0,0.0,0.0,137,82.48175182481752,2.18978102189781,86.13138686131386,8.02919708029197,0.7299270072992701
704,331800011569,2019,0.0,65,0.0,0.0,0.0,120,80.83333333333333,0.8333333333333334,91.66666666666666,5.0,0.8333333333333334
705,331800011576,2019,0.0,71,0.0,0.0,0.0,122,72.1311475409836,3.278688524590164,86.0655737704918,7.377049180327869,1.639344262295082
706,331800011578,2019,0.0,79,0.0,0.0,0.0,33,84.84848484848484,3.0303030303030303,84.84848484848484,9.090909090909092,3.0303030303030303
707,331800011617,2019,0.0,59,0.0,0.0,0.0,102,62.745098039215684,3.9215686274509802,82.35294117647058,11.76470588235294,0.9803921568627451
708,331800011629,2019,0.0,69,0.0,0.0,0.0,119,76.47058823529412,3.361344537815126,84.87394957983193,9.243697478991598,0.8403361344537815
709,331800011633,2019,0.0,72,0.0,0.0,0.0,158,96.83544303797468,4.430379746835443,79.74683544303798,12.025316455696203,1.89873417721519
710,331800011635,2019,0.0,60,0.0,0.0,0.0,72,80.55555555555556,0.0,90.27777777777779,6.944444444444445,2.7777777777777777
711,331800011637,2019,0.0,78,0.0,0.0,0.0,125,84.8,8.799999999999999,74.4,6.4,9.6
712,331800011642,2019,0.0,58,0.0,0.0,0.0,92,80.43478260869566,13.043478260869565,70.65217391304348,13.043478260869565,3.260869565217391
713,331800011673,2019,0.0,50,0.0,0.0,0.0,64,81.25,4.6875,71.875,20.3125,1.5625
715,331900011404,2019,0.0,78,0.0,0.0,0.0,130,90.0,0.7692307692307693,70.0,26.923076923076923,0.7692307692307693
716,331900011409,2019,0.0,77,0.0,0.0,0.0,78,76.92307692307693,1.282051282051282,62.82051282051282,29.48717948717949,6.41025641025641
717,331900011422,2019,0.0,84,0.0,0.0,0.0,104,72.11538461538461,1.9230769230769231,73.07692307692307,23.076923076923077,0.9615384615384616
718,331900011502,2019,0.0,50,0.0,0.0,0.0,141,85.1063829787234,0.7092198581560284,64.53900709219859,30.49645390070922,2.127659574468085
719,331900011504,2019,0.0,46,0.0,0.0,0.0,140,85.71428571428571,2.142857142857143,69.28571428571428,26.42857142857143,2.142857142857143
720,331900011507,2019,0.0,52,0.0,0.0,0.0,166,87.34939759036145,1.8072289156626504,59.036144578313255,37.95180722891566,0.6024096385542169
721,331900011510,2019,0.0,58,0.0,0.0,0.0,55,89.0909090909091,1.8181818181818181,69.0909090909091,21.818181818181817,7.2727272727272725
722,331900011583,2019,0.0,33,0.0,0.0,0.0,208,94.71153846153845,0.0,1.4423076923076923,98.5576923076923,0.0
723,331900011615,2019,0.0,80,0.0,0.0,0.0,177,77.96610169491525,1.1299435028248588,59.32203389830508,31.63841807909605,4.519774011299435
724,331900011618,2019,0.0,83,0.0,0.0,0.0,136,84.55882352941177,2.941176470588235,38.23529411764706,47.794117647058826,5.88235294117647
725,331900011639,2019,0.0,41,0.0,0.0,0.0,263,87.07224334600761,6.4638783269961975,20.53231939163498,55.893536121673,14.82889733840304
726,331900011659,2019,0.0,61,0.0,0.0,0.0,215,92.55813953488372,2.3255813953488373,17.209302325581397,66.04651162790698,12.558139534883722
727,331900011660,2019,0.0,41,0.0,0.0,0.0,135,91.11111111111111,2.9629629629629632,64.44444444444444,26.666666666666668,3.7037037037037033
728,331900011683,2019,0.0,71,0.0,0.0,0.0,118,94.91525423728814,5.084745762711865,40.67796610169492,35.59322033898305,15.254237288135593
729,331900011764,2019,0.0,70,0.0,0.0,0.0,149,82.5503355704698,2.684563758389262,34.22818791946309,39.59731543624161,18.120805369127517
730,331900860880,2019,0.0,94,0.0,0.0,0.0,179,78.2122905027933,0.5586592178770949,44.6927374301676,53.63128491620112,0.5586592178770949
