,StateAssignedSchoolID,Closed,Hybrid,In-person,Virtual
0,04101205025201C,0.09090909090909091,0.0,0.9090909090909091,0.0
1,04101205025202C,0.0,0.18181818181818182,0.7272727272727273,0.09090909090909091
2,04101205025203C,0.09090909090909091,0.0,0.9090909090909091,0.0
3,07016113A021002,0.09090909090909091,0.6363636363636364,0.2727272727272727,0.0
4,07016113A022002,0.09090909090909091,0.45454545454545453,0.2727272727272727,0.18181818181818182
5,07016113A022004,0.09090909090909091,0.45454545454545453,0.2727272727272727,0.18181818181818182
6,07016901025001C,0.09090909090909091,0.45454545454545453,0.0,0.45454545454545453
7,10010010260001,0.0,0.0,1.0,0.0
8,10010010262002,0.0,0.0,1.0,0.0
9,10010020260001,0.09090909090909091,0.09090909090909091,0.8181818181818182,0.0
10,10010020262002,0.0,0.0,1.0,0.0
11,10010030260001,0.09090909090909091,0.0,0.9090909090909091,0.0
12,10010030261001,0.09090909090909091,0.09090909090909091,0.8181818181818182,0.0
13,10010030262003,0.09090909090909091,0.0,0.9090909090909091,0.0
14,10010030262008,0.09090909090909091,0.0,0.9090909090909091,0.0
15,10010040260001,0.09090909090909091,0.2727272727272727,0.5454545454545454,0.09090909090909091
16,10010040262006,0.09090909090909091,0.2727272727272727,0.5454545454545454,0.09090909090909091
17,10010040262007,0.09090909090909091,0.09090909090909091,0.7272727272727273,0.09090909090909091
18,10011720220003,0.0,1.0,0.0,0.0
19,10011720221003,0.0,0.0,1.0,0.0
20,10011720222004,0.0,0.0,1.0,0.0
21,10011720222006,0.0,0.0,1.0,0.0
22,10011720222009,0.0,0.0,1.0,0.0
23,10011720222016,0.0,0.0,1.0,0.0
24,10011720222017,0.0,0.0,1.0,0.0
25,10050010260001,0.09090909090909091,0.7272727272727273,0.09090909090909091,0.09090909090909091
26,10050010261002,0.09090909090909091,0.0,0.9090909090909091,0.0
27,10050010262002,0.09090909090909091,0.0,0.9090909090909091,0.0
28,10090150260007,0.09090909090909091,0.8181818181818182,0.0,0.09090909090909091
29,10090150262003,0.09090909090909091,0.8181818181818182,0.0,0.09090909090909091
30,10090640260003,0.09090909090909091,0.9090909090909091,0.0,0.0
31,10090640262001,0.09090909090909091,0.9090909090909091,0.0,0.0
32,10092620260002,0.09090909090909091,0.18181818181818182,0.7272727272727273,0.0
33,10092620261002,0.09090909090909091,0.09090909090909091,0.8181818181818182,0.0
34,10092620262001,0.09090909090909091,0.0,0.9090909090909091,0.0
35,10690010260001,0.09090909090909091,0.6363636363636364,0.2727272727272727,0.0
36,10690010262005,0.09090909090909091,0.6363636363636364,0.2727272727272727,0.0
37,10690010262006,0.09090909090909091,0.6363636363636364,0.2727272727272727,0.0
38,10690060260001,0.09090909090909091,0.5454545454545454,0.36363636363636365,0.0
39,10690060262002,0.09090909090909091,0.5454545454545454,0.36363636363636365,0.0
40,10690110260001,0.09090909090909091,0.8181818181818182,0.09090909090909091,0.0
41,10690110261001,0.09090909090909091,0.8181818181818182,0.09090909090909091,0.0
42,10690110262003,0.09090909090909091,0.7272727272727273,0.09090909090909091,0.09090909090909091
43,10690270260001,0.09090909090909091,0.0,0.9090909090909091,0.0
44,10690270262002,0.09090909090909091,0.0,0.9090909090909091,0.0
45,10691170220014,0.09090909090909091,0.0,0.9090909090909091,0.0
46,10691170221013,0.09090909090909091,0.0,0.9090909090909091,0.0
47,10691170222001,0.09090909090909091,0.0,0.9090909090909091,0.0
48,10691170222005,0.09090909090909091,0.0,0.9090909090909091,0.0
49,10691170222006,0.09090909090909091,0.0,0.9090909090909091,0.0
50,10691170222007,0.09090909090909091,0.0,0.9090909090909091,0.0
51,10691170222008,0.09090909090909091,0.0,0.9090909090909091,0.0
52,10691170222009,0.09090909090909091,0.0,0.9090909090909091,0.0
53,10691170223013,0.09090909090909091,0.0,0.9090909090909091,0.0
54,10750030260002,0.0,0.2727272727272727,0.7272727272727273,0.0
55,10750030262001,0.0,0.18181818181818182,0.8181818181818182,0.0
56,10750040260002,0.09090909090909091,0.2727272727272727,0.6363636363636364,0.0
57,10750040261002,0.09090909090909091,0.09090909090909091,0.8181818181818182,0.0
58,10750040262001,0.09090909090909091,0.36363636363636365,0.5454545454545454,0.0
59,10750100260009,0.09090909090909091,0.8181818181818182,0.09090909090909091,0.0
60,10750100262007,0.09090909090909091,0.09090909090909091,0.8181818181818182,0.0
61,10750100262010,0.09090909090909091,0.09090909090909091,0.8181818181818182,0.0
62,10750120260001,0.09090909090909091,0.6363636363636364,0.2727272727272727,0.0
63,10750120261001,0.09090909090909091,0.2727272727272727,0.6363636363636364,0.0
64,10750120262001,0.09090909090909091,0.18181818181818182,0.7272727272727273,0.0
65,10860010260001,0.09090909090909091,0.5454545454545454,0.36363636363636365,0.0
66,10860010262002,0.09090909090909091,0.5454545454545454,0.36363636363636365,0.0
67,10860020260001,0.09090909090909091,0.36363636363636365,0.5454545454545454,0.0
68,10860020261001,0.09090909090909091,0.2727272727272727,0.6363636363636364,0.0
69,10860020262001,0.09090909090909091,0.2727272727272727,0.6363636363636364,0.0
70,11012002C260001,0.09090909090909091,0.0,0.9090909090909091,0.0
71,11012002C261002,0.09090909090909091,0.0,0.9090909090909091,0.0
72,11012002C262003,0.09090909090909091,0.0,0.9090909090909091,0.0
73,11012002C262005,0.09090909090909091,0.0,0.9090909090909091,0.0
74,11012003C260001,0.09090909090909091,0.0,0.9090909090909091,0.0
75,11012003C262005,0.09090909090909091,0.0,0.9090909090909091,0.0
76,11012004C260001,0.09090909090909091,0.36363636363636365,0.5454545454545454,0.0
77,11012004C262003,0.09090909090909091,0.0,0.9090909090909091,0.0
78,110150010260001,0.0,0.45454545454545453,0.5454545454545454,0.0
79,110150010261002,0.0,0.09090909090909091,0.6363636363636364,0.2727272727272727
80,110150010262003,0.0,0.09090909090909091,0.6363636363636364,0.2727272727272727
81,110150010262004,0.0,0.09090909090909091,0.6363636363636364,0.2727272727272727
82,110150010262006,0.0,0.09090909090909091,0.6363636363636364,0.2727272727272727
83,110150010262007,0.0,0.09090909090909091,0.6363636363636364,0.2727272727272727
84,110150020260001,0.09090909090909091,0.36363636363636365,0.36363636363636365,0.18181818181818182
85,110150020261003,0.09090909090909091,0.5454545454545454,0.18181818181818182,0.18181818181818182
86,110150020262015,0.09090909090909091,0.5454545454545454,0.18181818181818182,0.18181818181818182
87,110150020262016,0.09090909090909091,0.5454545454545454,0.18181818181818182,0.18181818181818182
88,110150050260002,0.09090909090909091,0.0,0.9090909090909091,0.0
89,110150050262001,0.09090909090909091,0.0,0.9090909090909091,0.0
90,110180030260001,0.09090909090909091,0.0,0.9090909090909091,0.0
91,110180030262002,0.09090909090909091,0.18181818181818182,0.7272727272727273,0.0
92,110180770260001,0.09090909090909091,0.7272727272727273,0.18181818181818182,0.0
93,110180770261001,0.09090909090909091,0.7272727272727273,0.18181818181818182,0.0
94,110180770262003,0.09090909090909091,0.7272727272727273,0.18181818181818182,0.0
95,110213010260001,0.09090909090909091,0.0,0.9090909090909091,0.0
96,110213010261004,0.09090909090909091,0.0,0.9090909090909091,0.0
97,110213010262002,0.09090909090909091,0.0,0.9090909090909091,0.0
98,110213020260001,0.09090909090909091,0.45454545454545453,0.45454545454545453,0.0
99,110213020261001,0.09090909090909091,0.45454545454545453,0.45454545454545453,0.0
100,110213020262001,0.09090909090909091,0.45454545454545453,0.45454545454545453,0.0
101,110213050260001,0.09090909090909091,0.0,0.9090909090909091,0.0
102,110213050262003,0.09090909090909091,0.0,0.9090909090909091,0.0
103,110213050262004,0.09090909090909091,0.0,0.9090909090909091,0.0
104,110213050262005,0.09090909090909091,0.0,0.9090909090909091,0.0
105,110213060260001,0.09090909090909091,0.0,0.9090909090909091,0.0
106,110213060262002,0.09090909090909091,0.0,0.9090909090909091,0.0
107,110230010260001,0.09090909090909091,0.5454545454545454,0.36363636363636365,0.0
108,110230010262002,0.09090909090909091,0.5454545454545454,0.36363636363636365,0.0
109,110230030260001,0.09090909090909091,0.0,0.9090909090909091,0.0
110,110230030262002,0.09090909090909091,0.0,0.9090909090909091,0.0
111,110230040261001,0.09090909090909091,0.0,0.9090909090909091,0.0
112,110230040262001,0.09090909090909091,0.0,0.9090909090909091,0.0
113,110230060260001,0.09090909090909091,0.09090909090909091,0.8181818181818182,0.0
114,110230060261001,0.09090909090909091,0.0,0.9090909090909091,0.0
115,110230060262003,0.09090909090909091,0.09090909090909091,0.8181818181818182,0.0
116,110230950251001,0.09090909090909091,0.0,0.9090909090909091,0.0
