,schoolcode,year,mathpass,totaltested,percenttotaltested,white,black,hispanic,disability,lowincome,classsize,schoolmode
207,15016299025015C,2021,0.0289999999999999,102.0,0.7609999999999999,0.0,0.5392156862745098,0.4019607843137255,0.196078431372549,0.9901960784313726,21.1,0.6363636363636364
208,15016299025015C,2019,0.073,110.0,0.973,0.0,0.7,0.2909090909090909,0.2363636363636363,0.9545454545454546,27.1,0.0
209,15016299025015C,2018,0.075,134.0,0.993,0.0,0.582089552238806,0.4029850746268656,0.2537313432835821,0.9626865671641792,26.0,0.0
210,15016299025019C,2021,0.0,43.0,0.754,0.0,1.0,0.0,0.3255813953488372,0.9302325581395348,16.0,0.9090909090909092
211,15016299025019C,2019,0.05,80.0,0.988,0.0,0.9875,0.0,0.2375,0.95,23.9,0.0
212,15016299025019C,2018,0.034,58.0,0.983,0.0,1.0,0.0,0.2413793103448276,0.9827586206896552,14.0,0.0
213,15016299025027C,2021,0.0,28.0,0.933,0.0,0.8928571428571429,0.0,0.0,0.7142857142857143,19.4,0.9090909090909092
214,15016299025027C,2019,0.0,64.0,0.97,0.0,0.859375,0.0,0.1875,0.921875,18.1,0.0
215,15016299025027C,2018,0.07,57.0,1.0,0.0,0.8771929824561403,0.0,0.2982456140350877,0.9298245614035088,20.0,0.0
216,15016299025028C,2021,0.205,210.0,0.946,0.0,0.0,0.9476190476190476,0.1476190476190476,0.9523809523809524,30.7,0.9090909090909092
217,15016299025028C,2019,0.5579999999999999,251.0,0.992,0.0,0.0,0.9721115537848606,0.0756972111553784,0.9561752988047808,30.6,0.0
218,15016299025028C,2018,0.562,203.0,0.981,0.0,0.0,0.955665024630542,0.1133004926108374,0.9359605911330048,25.0,0.0
219,15016299025029C,2021,0.155,129.0,0.915,0.0,0.2170542635658914,0.751937984496124,0.1860465116279069,0.6511627906976745,28.6,0.8636363636363638
220,15016299025029C,2019,0.45,140.0,1.0,0.0,0.2,0.7714285714285715,0.1785714285714285,0.85,25.9,0.0
221,15016299025029C,2018,0.363,157.0,1.0,0.0,0.10828025477707,0.8598726114649682,0.1146496815286624,0.802547770700637,24.0,0.0
222,15016299025030C,2021,0.057,105.0,0.946,0.0,0.8857142857142857,0.0,0.2666666666666666,0.8571428571428571,25.8,0.9090909090909092
223,15016299025030C,2019,0.284,88.0,0.989,0.0,0.7386363636363636,0.2272727272727272,0.2386363636363636,0.9659090909090908,24.6,0.0
224,15016299025030C,2018,0.165,85.0,1.0,0.0,0.7647058823529411,0.2352941176470588,0.2823529411764706,0.9882352941176472,25.0,0.0
225,15016299025031C,2021,0.0819999999999999,170.0,0.983,0.0,0.1705882352941176,0.8058823529411765,0.2176470588235294,0.888235294117647,28.1,0.9090909090909092
226,15016299025031C,2019,0.368,144.0,1.0,0.0,0.1388888888888889,0.8194444444444444,0.1875,0.9305555555555556,25.6,0.0
227,15016299025031C,2018,0.42,150.0,1.0,0.0,0.1133333333333333,0.8466666666666667,0.1733333333333333,0.9466666666666668,26.0,0.0
228,15016299025033C,2021,0.129,233.0,0.955,0.0,0.2746781115879828,0.6566523605150214,0.2403433476394849,0.8454935622317596,29.2,0.9090909090909092
229,15016299025033C,2019,0.574,223.0,0.991,0.0,0.2600896860986547,0.6905829596412556,0.1434977578475336,0.8340807174887892,26.1,0.0
230,15016299025033C,2018,0.473,207.0,0.99,0.0,0.3043478260869565,0.6570048309178744,0.1690821256038647,0.8309178743961353,27.0,0.0
231,15016299025034C,2021,0.165,243.0,0.98,0.0,0.2962962962962963,0.6872427983539094,0.242798353909465,0.8765432098765432,29.2,0.8636363636363638
232,15016299025034C,2019,0.475,242.0,1.0,0.0,0.3099173553719008,0.6776859504132231,0.1611570247933884,0.859504132231405,28.3,0.0
233,15016299025034C,2018,0.437,247.0,1.0,0.0,0.2874493927125506,0.7004048582995951,0.1376518218623481,0.8987854251012146,28.0,0.0
234,15016299025035C,2021,0.154,254.0,1.0,0.0,0.3149606299212598,0.6141732283464567,0.1771653543307086,0.8110236220472441,28.2,0.8636363636363638
235,15016299025035C,2019,0.418,232.0,1.0,0.0,0.2155172413793103,0.7456896551724138,0.168103448275862,0.7974137931034483,27.7,0.0
236,15016299025035C,2018,0.47,200.0,1.0,0.0,0.25,0.69,0.12,0.88,28.0,0.0
237,15016299025036C,2021,0.026,151.0,0.968,0.0,0.9536423841059604,0.0,0.2516556291390728,0.8741721854304636,19.9,0.8636363636363638
238,15016299025036C,2019,0.183,164.0,0.959,0.0,0.9390243902439024,0.0609756097560975,0.2256097560975609,0.9207317073170732,23.0,0.0
239,15016299025036C,2018,0.1,201.0,0.957,0.0,0.9601990049751244,0.0,0.1940298507462686,0.965174129353234,22.0,0.0
240,15016299025037C,2021,0.017,118.0,0.959,0.0,0.9915254237288136,0.0,0.2711864406779661,0.8728813559322034,27.1,0.9090909090909092
241,15016299025037C,2019,0.217,115.0,0.991,0.0,0.991304347826087,0.0,0.2521739130434782,0.7130434782608696,23.5,0.0
242,15016299025037C,2018,0.122,115.0,0.975,0.0,0.982608695652174,0.0,0.217391304347826,0.9043478260869564,24.0,0.0
243,15016299025038C,2021,0.038,53.0,0.746,0.0,0.9245283018867924,0.0,0.2264150943396226,0.8490566037735849,28.9,0.9090909090909092
244,15016299025038C,2019,0.078,77.0,0.987,0.0,0.935064935064935,0.0,0.2857142857142857,0.922077922077922,21.5,0.0
245,15016299025038C,2018,0.132,121.0,0.968,0.0,0.950413223140496,0.0,0.2314049586776859,0.9338842975206612,25.0,0.0
246,15016299025039C,2021,0.0069999999999999,148.0,0.908,0.0,0.9594594594594594,0.0,0.2162162162162162,0.8986486486486487,23.7,0.9090909090909092
247,15016299025039C,2019,0.1119999999999999,152.0,1.0,0.0,0.9276315789473684,0.0,0.2565789473684211,0.881578947368421,24.7,0.0
248,15016299025039C,2018,0.157,134.0,1.0,0.0,0.9626865671641792,0.0,0.2313432835820895,0.9328358208955224,25.0,0.0
249,15016299025040C,2021,0.051,39.0,0.736,0.0,0.7948717948717948,0.0,0.2564102564102564,0.8717948717948718,21.7,0.9090909090909092
250,15016299025040C,2019,0.222,45.0,0.978,0.0,0.8666666666666667,0.0,0.2444444444444444,0.9555555555555556,20.0,0.0
251,15016299025040C,2018,0.289,97.0,0.99,0.0,0.8041237113402062,0.1546391752577319,0.1752577319587628,0.9484536082474226,23.0,0.0
252,15016299025041C,2021,0.14,157.0,0.963,0.0,0.10828025477707,0.8662420382165605,0.2356687898089172,0.8280254777070064,23.9,0.9090909090909092
253,15016299025041C,2019,0.497,169.0,1.0,0.0,0.1183431952662721,0.8402366863905325,0.1597633136094674,0.8165680473372781,24.7,0.0
254,15016299025041C,2018,0.521,146.0,1.0,0.0,0.0,0.9383561643835616,0.1095890410958904,0.8561643835616438,26.0,0.0
255,15016299025042C,2021,0.127,269.0,0.931,0.0,0.1189591078066914,0.862453531598513,0.2044609665427509,0.9033457249070632,30.6,0.9090909090909092
256,15016299025042C,2019,0.5760000000000001,139.0,0.979,0.0,0.1294964028776978,0.8489208633093526,0.1654676258992805,0.9136690647482014,32.4,0.0
257,15016299025042C,2018,0.521,330.0,0.997,0.0,0.1333333333333333,0.8333333333333334,0.1484848484848485,0.8787878787878788,27.0,0.0
258,15016299025043C,2021,0.103,117.0,0.967,0.0,0.3504273504273504,0.5897435897435898,0.2564102564102564,0.6239316239316239,21.0,0.8636363636363638
259,15016299025043C,2019,0.387,93.0,1.0,0.0,0.4838709677419355,0.4623655913978494,0.1505376344086021,0.8494623655913979,26.1,0.0
260,15016299025043C,2018,0.506,85.0,0.988,0.0,0.3764705882352941,0.5294117647058824,0.1294117647058823,0.9176470588235294,27.0,0.0
261,15016299025046C,2021,0.01,96.0,0.97,0.0,0.9791666666666666,0.0,0.2604166666666667,0.9583333333333334,18.9,0.6363636363636364
262,15016299025046C,2019,0.0,78.0,0.987,0.0,0.9871794871794872,0.0,0.2307692307692307,0.9487179487179488,28.5,0.0
263,15016299025046C,2018,0.012,82.0,1.0,0.0,0.9878048780487804,0.0,0.1341463414634146,0.975609756097561,23.0,0.0
264,150162990250526,2021,0.005,196.0,0.745,0.0,0.9897959183673468,0.0,0.1938775510204081,0.9642857142857144,26.2,0.7727272727272727
265,150162990250526,2019,0.009,188.0,0.8140000000000001,0.0,0.9946808510638298,0.0,0.2765957446808511,0.9202127659574468,28.3,0.0
266,150162990250526,2018,0.023,214.0,0.968,0.0,0.9672897196261684,0.0,0.2523364485981308,0.9345794392523364,23.0,0.0
267,15016299025052C,2021,0.027,75.0,0.974,0.0,0.9733333333333334,0.0,0.2533333333333333,0.9333333333333332,12.9,0.7727272727272727
268,15016299025052C,2019,0.015,66.0,1.0,0.0,0.9696969696969696,0.0,0.2424242424242424,0.9090909090909092,3.5,0.0
269,15016299025052C,2018,0.0,78.0,1.0,0.0,0.9871794871794872,0.0,0.2051282051282051,0.8717948717948718,15.0,0.0
270,150162990250531,2021,0.0,52.0,0.8809999999999999,0.0,1.0,0.0,0.2692307692307692,0.9807692307692308,26.4,0.7727272727272727
271,150162990250531,2019,0.013,75.0,0.987,0.0,0.96,0.0,0.3866666666666666,0.9733333333333334,25.1,0.0
272,150162990250531,2018,0.0,93.0,0.989,0.0,0.967741935483871,0.0,0.2473118279569892,0.989247311827957,19.0,0.0
273,150162990250533,2021,0.904,492.0,0.978,0.4227642276422764,0.0955284552845528,0.2845528455284553,0.1930894308943089,0.3495934959349593,27.3,0.7272727272727272
274,150162990250533,2019,0.929,448.0,0.993,0.3950892857142857,0.1272321428571428,0.2767857142857143,0.1160714285714285,0.3816964285714285,28.2,0.0
275,150162990250533,2018,0.9,441.0,0.995,0.4058956916099773,0.1292517006802721,0.2675736961451247,0.0544217687074829,0.3446712018140589,26.0,0.0
276,150162990250534,2021,0.095,233.0,0.959,0.0,0.2875536480686695,0.6909871244635193,0.1587982832618025,0.8798283261802575,29.2,0.7727272727272727
277,150162990250534,2019,0.187,310.0,1.0,0.0,0.1516129032258064,0.7967741935483871,0.1290322580645161,0.9032258064516128,28.7,0.0
278,150162990250534,2018,0.175,314.0,0.978,0.0,0.1847133757961783,0.7898089171974523,0.1528662420382165,0.9235668789808916,26.0,0.0
279,150162990250536,2021,0.0139999999999999,69.0,0.758,0.0,0.2898550724637681,0.6956521739130435,0.2028985507246377,0.9130434782608696,17.6,0.7727272727272727
280,150162990250536,2019,0.0,71.0,0.91,0.0,0.3661971830985915,0.6338028169014085,0.2816901408450704,0.9295774647887324,21.2,0.0
281,150162990250536,2018,0.015,65.0,1.0,0.0,0.3846153846153846,0.6,0.2153846153846154,0.9384615384615383,15.0,0.0
282,150162990250537,2021,0.013,312.0,0.954,0.0,0.9871794871794872,0.0,0.1089743589743589,0.7724358974358975,30.4,0.7272727272727272
283,150162990250537,2019,0.03,268.0,0.985,0.0,0.9850746268656716,0.0,0.1156716417910447,0.8395522388059702,31.5,0.0
284,150162990250537,2018,0.025,243.0,0.976,0.0,0.9958847736625516,0.0,0.0534979423868312,0.9012345679012346,29.0,0.0
285,150162990250543,2021,0.015,70.0,0.787,0.0,0.9428571428571428,0.0,0.3714285714285714,0.8142857142857143,25.2,0.7727272727272727
286,150162990250543,2019,0.022,76.0,0.8,0.0,0.986842105263158,0.0,0.3421052631578947,0.9078947368421052,25.0,0.0
287,150162990250543,2018,0.0,90.0,1.0,0.0,0.9888888888888888,0.0,0.2333333333333333,0.8777777777777778,19.0,0.0
288,150162990250545,2021,0.047,128.0,0.6990000000000001,0.0,0.2890625,0.6328125,0.34375,0.8671875,23.2,0.7727272727272727
289,150162990250545,2019,0.03,165.0,0.948,0.0,0.2787878787878788,0.6727272727272727,0.3333333333333333,0.8606060606060606,30.6,0.0
290,150162990250545,2018,0.011,181.0,0.984,0.0,0.287292817679558,0.6795580110497238,0.2651933701657458,0.9447513812154696,19.0,0.0
291,15016299025056C,2021,0.0,48.0,0.787,0.0,0.0,0.875,0.0,0.8958333333333334,8.6,0.8636363636363638
292,15016299025056C,2019,0.0,59.0,0.8190000000000001,0.0,0.0,0.8983050847457628,0.288135593220339,0.9322033898305084,7.6,0.0
293,15016299025056C,2018,0.0,50.0,0.794,0.0,0.0,0.9,0.0,0.98,0.0,0.0
294,15016299025058C,2021,0.0,10.0,0.37,0.0,0.0,0.0,0.0,1.0,22.2,0.9090909090909092
295,15016299025058C,2019,0.0,39.0,0.929,0.0,0.9743589743589745,0.0,0.2564102564102564,0.9743589743589745,9.1,0.0
296,15016299025058C,2018,0.0,85.0,0.885,0.0,0.9882352941176472,0.0,0.1294117647058823,0.9882352941176472,0.0,0.0
297,15016299025060C,2021,0.071,14.0,0.318,0.0,0.7857142857142857,0.0,0.0,0.7142857142857143,9.2,0.9090909090909092
298,15016299025060C,2019,0.0,61.0,0.792,0.0,1.0,0.0,0.2459016393442623,0.918032786885246,5.7,0.0
299,15016299025060C,2018,0.0,88.0,0.889,0.0,0.9659090909090908,0.0,0.2386363636363636,1.0,0.0,0.0
300,150162990250616,2021,0.0,25.0,0.581,0.0,0.84,0.0,0.0,0.88,17.4,0.7272727272727272
301,150162990250616,2019,0.011,61.0,0.649,0.0,0.9508196721311476,0.0,0.3934426229508196,0.9508196721311476,15.3,0.0
302,150162990250616,2018,0.0,26.0,0.963,0.0,1.0,0.0,0.3846153846153846,0.9615384615384616,16.0,0.0
303,150162990250617,2021,0.088,624.0,0.84,0.0272435897435897,0.1073717948717948,0.8397435897435898,0.157051282051282,0.8669871794871795,27.7,0.7727272727272727
304,150162990250617,2019,0.133,591.0,0.943,0.0169204737732656,0.1201353637901861,0.8291032148900169,0.1505922165820643,0.8764805414551607,27.2,0.0
305,150162990250617,2018,0.166,646.0,0.989,0.0216718266253869,0.088235294117647,0.8637770897832817,0.0835913312693498,0.9427244582043344,23.0,0.0
306,15016299025062C,2021,0.0,22.0,0.407,0.0,0.0,0.9090909090909092,0.0,1.0,11.8,0.9090909090909092
307,15016299025062C,2019,0.0,57.0,0.7809999999999999,0.0,0.0,0.8421052631578947,0.3157894736842105,0.9298245614035088,9.3,0.0
308,15016299025062C,2018,0.0559999999999999,72.0,0.986,0.0,0.2222222222222222,0.7638888888888888,0.2222222222222222,0.9444444444444444,0.0,0.0
309,15016299025064C,2021,0.0,34.0,1.0,0.0,0.3235294117647059,0.6176470588235294,0.0,0.8235294117647058,12.7,0.85
310,15016299025064C,2019,0.023,42.0,0.933,0.0,0.2857142857142857,0.7142857142857143,0.3333333333333333,0.9285714285714286,7.2,0.0
311,15016299025064C,2018,0.0969999999999999,49.0,0.907,0.0,0.0,0.8367346938775511,0.0,0.979591836734694,0.0,0.0
312,15016299025065C,2021,0.018,55.0,0.705,0.0,0.0,0.9454545454545454,0.1818181818181818,0.9636363636363636,18.8,0.8
313,15016299025065C,2019,0.013,67.0,0.8590000000000001,0.0,0.0,0.8507462686567164,0.1791044776119403,0.7910447761194029,10.9,0.0
314,15016299025065C,2018,0.011,88.0,0.936,0.0,0.0,0.9090909090909092,0.1818181818181818,1.0,0.0,0.0
315,15016299025070C,2021,0.031,32.0,0.4,0.0,0.53125,0.40625,0.34375,0.875,13.5,0.9090909090909092
316,15016299025070C,2019,0.0,57.0,0.851,0.0,0.6140350877192983,0.3684210526315789,0.2280701754385964,0.9473684210526316,7.5,0.0
317,15016299025070C,2018,0.0,45.0,0.833,0.0,0.6222222222222222,0.3777777777777777,0.2444444444444444,0.9555555555555556,0.0,0.0
318,15016299025074C,2021,0.047,86.0,1.0,0.0,0.0,0.9651162790697676,0.3488372093023256,0.8953488372093024,22.2,0.9545454545454546
319,15016299025074C,2019,0.118,85.0,0.988,0.0,0.0,0.9882352941176472,0.3058823529411765,0.9411764705882352,17.8,0.0
320,15016299025074C,2018,0.046,87.0,0.978,0.0,0.0,0.942528735632184,0.2528735632183908,0.9540229885057472,13.0,0.0
321,150162990250763,2021,0.011,95.0,0.841,0.0,0.9894736842105264,0.0,0.2631578947368421,0.8631578947368421,25.8,0.7272727272727272
322,150162990250763,2019,0.008,125.0,0.933,0.0,0.984,0.0,0.288,0.872,28.8,0.0
323,150162990250763,2018,0.0069999999999999,146.0,1.0,0.0,0.9794520547945206,0.0,0.1986301369863013,0.9383561643835616,22.0,0.0
324,150162990250767,2021,0.043,371.0,0.8390000000000001,0.0,0.0,0.9433962264150944,0.1967654986522911,0.908355795148248,25.4,0.7727272727272727
325,150162990250767,2019,0.024,357.0,0.922,0.0,0.0,0.969187675070028,0.1792717086834734,0.7002801120448179,25.2,0.0
326,150162990250767,2018,0.048,395.0,0.971,0.0,0.0430379746835443,0.9468354430379748,0.1291139240506329,0.9569620253164556,24.0,0.0
327,150162990250772,2021,0.139,165.0,0.954,0.3454545454545454,0.4909090909090909,0.1515151515151515,0.2181818181818181,0.4484848484848485,22.1,0.7272727272727272
328,150162990250772,2019,0.255,153.0,1.0,0.2875816993464052,0.4640522875816993,0.1895424836601307,0.1764705882352941,0.3464052287581699,25.3,0.0
329,150162990250772,2018,0.31,158.0,1.0,0.4240506329113924,0.3924050632911392,0.1392405063291139,0.1329113924050632,0.379746835443038,21.0,0.0
330,150162990250779,2021,0.384,250.0,0.996,0.0,0.0,0.932,0.084,0.812,26.6,0.7727272727272727
331,150162990250779,2019,0.602,231.0,1.0,0.0,0.0,0.9523809523809524,0.0692640692640692,0.8528138528138528,27.6,0.0
332,150162990250779,2018,0.521,213.0,1.0,0.0,0.0,0.9483568075117372,0.0,0.8826291079812206,25.0,0.0
333,150162990250794,2021,0.943,263.0,1.0,0.2699619771863117,0.0760456273764258,0.2927756653992395,0.1444866920152091,0.4182509505703422,26.8,0.7727272727272727
334,150162990250794,2019,0.944,270.0,0.996,0.3185185185185185,0.1037037037037037,0.2481481481481481,0.1259259259259259,0.3925925925925926,26.9,0.0
335,150162990250794,2018,0.93,272.0,0.986,0.2279411764705882,0.0698529411764705,0.3125,0.0588235294117647,0.4889705882352941,25.0,0.0
336,150162990250795,2021,0.065,62.0,0.939,0.0,0.5161290322580645,0.4677419354838709,0.2096774193548387,0.7580645161290323,18.9,0.7727272727272727
337,150162990250795,2019,0.023,86.0,0.989,0.0,0.6162790697674418,0.3604651162790697,0.1395348837209302,0.7209302325581395,22.4,0.0
338,150162990250795,2018,0.022,46.0,1.0,0.0,0.7391304347826086,0.2391304347826087,0.0,0.8695652173913043,21.0,0.0
339,150162990250796,2021,0.962,288.0,0.973,0.4513888888888889,0.1041666666666666,0.2083333333333333,0.1215277777777777,0.2986111111111111,27.1,0.7727272727272727
340,150162990250796,2019,0.933,282.0,0.989,0.3971631205673759,0.1170212765957446,0.2446808510638297,0.0638297872340425,0.3546099290780142,27.1,0.0
341,150162990250796,2018,0.972,218.0,0.991,0.4311926605504587,0.0825688073394495,0.2018348623853211,0.0,0.3073394495412844,24.0,0.0
342,150162990250803,2021,0.087,126.0,0.984,0.0,0.1269841269841269,0.8015873015873016,0.1666666666666666,0.8650793650793651,27.1,0.7727272727272727
343,150162990250803,2019,0.244,119.0,1.0,0.0,0.1512605042016806,0.8067226890756303,0.0924369747899159,0.8991596638655462,26.7,0.0
344,150162990250803,2018,0.275,120.0,1.0,0.0,0.2083333333333333,0.7833333333333333,0.0,0.9083333333333332,24.0,0.0
345,150162990250818,2021,0.0,31.0,0.816,0.0,0.0,1.0,0.3548387096774194,0.967741935483871,16.7,0.7727272727272727
346,150162990250818,2019,0.0,32.0,1.0,0.0,0.0,0.96875,0.0,0.9375,18.9,0.0
347,150162990250818,2018,0.053,38.0,0.974,0.0,0.0,0.9736842105263158,0.2631578947368421,1.0,16.0,0.0
348,150162990250820,2021,0.153,144.0,1.0,0.1666666666666666,0.0,0.7222222222222222,0.2013888888888889,0.7638888888888888,27.3,0.7272727272727272
349,150162990250820,2019,0.177,141.0,1.0,0.2127659574468085,0.1276595744680851,0.5957446808510638,0.2553191489361702,0.7943262411347518,28.5,0.0
350,150162990250820,2018,0.134,134.0,0.971,0.2238805970149253,0.1865671641791045,0.5447761194029851,0.1865671641791045,0.8134328358208955,26.0,0.0
351,150162990250824,2021,0.0,47.0,0.7120000000000001,0.0,0.7872340425531915,0.2127659574468085,0.2765957446808511,0.9361702127659576,21.1,0.6818181818181819
352,150162990250824,2019,0.011,72.0,0.735,0.0,0.7916666666666666,0.1944444444444444,0.3611111111111111,0.8194444444444444,22.3,0.0
353,150162990250824,2018,0.012,85.0,0.977,0.0,0.788235294117647,0.2117647058823529,0.2235294117647059,0.9294117647058824,19.0,0.0
354,150162990250825,2021,0.017,180.0,0.636,0.0,0.1833333333333333,0.8111111111111111,0.2277777777777777,0.9055555555555556,27.5,0.7727272727272727
355,150162990250825,2019,0.087,208.0,0.981,0.0,0.1346153846153846,0.8509615384615384,0.173076923076923,0.8846153846153846,28.9,0.0
356,150162990250825,2018,0.107,252.0,0.992,0.0,0.1825396825396825,0.7936507936507936,0.1666666666666666,0.9404761904761904,25.0,0.0
357,150162990250826,2021,0.0,42.0,0.977,0.0,1.0,0.0,0.0,1.0,13.8,0.7727272727272727
358,150162990250826,2019,0.016,62.0,1.0,0.0,0.9838709677419356,0.0,0.2258064516129032,0.9193548387096774,18.9,0.0
359,150162990250826,2018,0.0,89.0,0.989,0.0,0.9662921348314608,0.0,0.1797752808988764,0.9887640449438202,12.0,0.0
360,150162990250827,2021,0.0,101.0,0.962,0.0,0.9801980198019802,0.0,0.198019801980198,0.9603960396039604,24.2,0.7727272727272727
361,150162990250827,2019,0.009,117.0,0.992,0.0,0.9658119658119658,0.0,0.1196581196581196,0.7606837606837606,25.4,0.0
362,150162990250827,2018,0.034,117.0,1.0,0.0,0.9914529914529916,0.0,0.1111111111111111,0.7948717948717948,23.0,0.0
363,150162990250828,2021,0.055,91.0,1.0,0.0,0.0,0.8571428571428571,0.2527472527472527,0.7692307692307693,25.4,0.7727272727272727
364,150162990250828,2019,0.195,123.0,1.0,0.0,0.0,0.7723577235772358,0.0975609756097561,0.9105691056910568,24.9,0.0
365,150162990250828,2018,0.149,121.0,0.992,0.0,0.1074380165289256,0.7520661157024794,0.1239669421487603,0.9090909090909092,19.0,0.0
366,150162990250829,2021,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.8461538461538461,10.6,0.7727272727272727
367,150162990250829,2019,0.0,32.0,1.0,0.0,0.90625,0.0,0.375,0.90625,18.0,0.0
368,150162990250829,2018,0.07,57.0,0.983,0.0,0.8070175438596491,0.0,0.2807017543859649,0.9649122807017544,21.0,0.0
369,15016299025082C,2021,0.142,226.0,0.978,0.163716814159292,0.0663716814159292,0.5575221238938053,0.2610619469026549,0.7699115044247787,26.1,0.9090909090909092
370,15016299025082C,2019,0.2019999999999999,218.0,0.995,0.1697247706422018,0.0596330275229357,0.6146788990825688,0.2889908256880734,0.7935779816513762,27.7,0.0
371,15016299025082C,2018,0.198,207.0,0.995,0.1642512077294686,0.0917874396135265,0.5169082125603864,0.1932367149758454,0.782608695652174,24.0,0.0
372,150162990250830,2021,0.081,74.0,0.892,0.0,0.0,0.918918918918919,0.2027027027027027,0.972972972972973,19.6,0.7727272727272727
373,150162990250830,2019,0.063,96.0,1.0,0.0,0.0,0.8958333333333334,0.1354166666666666,0.9375,23.0,0.0
374,150162990250830,2018,0.162,74.0,0.987,0.0,0.0,0.8918918918918919,0.1891891891891892,0.9594594594594594,14.0,0.0
375,150162990250831,2021,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,12.5,0.7727272727272727
376,150162990250831,2019,0.0,15.0,0.938,0.0,1.0,0.0,0.0,0.8666666666666667,15.4,0.0
377,150162990250831,2018,0.0,26.0,0.929,0.0,1.0,0.0,0.0,0.9615384615384616,14.0,0.0
378,150162990250834,2021,0.0,12.0,1.0,0.0,0.9166666666666666,0.0,0.0,0.9166666666666666,10.4,0.7727272727272727
379,150162990250834,2019,0.0,34.0,1.0,0.0,1.0,0.0,0.0,0.7352941176470589,19.0,0.0
380,150162990250834,2018,0.012,83.0,0.965,0.0,0.9879518072289156,0.0,0.1325301204819277,0.927710843373494,17.0,0.0
381,150162990250835,2021,0.013,77.0,0.928,0.0,0.1428571428571428,0.8441558441558441,0.1298701298701298,0.922077922077922,21.0,0.7727272727272727
382,150162990250835,2019,0.016,61.0,1.0,0.0,0.0,0.8688524590163934,0.1967213114754098,0.9344262295081968,23.5,0.0
383,150162990250835,2018,0.067,90.0,1.0,0.0,0.1222222222222222,0.8777777777777778,0.2111111111111111,0.9888888888888888,15.0,0.0
384,150162990250836,2021,0.022,45.0,0.8490000000000001,0.0,0.2444444444444444,0.7555555555555555,0.2888888888888888,0.9555555555555556,21.3,0.7727272727272727
385,150162990250836,2019,0.031,51.0,0.7390000000000001,0.0,0.0,0.8823529411764706,0.4705882352941176,0.9215686274509804,16.1,0.0
386,150162990250836,2018,0.076,66.0,1.0,0.0,0.0,0.9242424242424242,0.2424242424242424,1.0,10.0,0.0
387,150162990250837,2021,0.1669999999999999,90.0,0.909,0.0,0.0,0.9333333333333332,0.2333333333333333,0.9555555555555556,20.0,0.7727272727272727
388,150162990250837,2019,0.2289999999999999,96.0,0.99,0.0,0.0,0.9895833333333334,0.1770833333333333,0.9583333333333334,19.8,0.0
389,150162990250837,2018,0.248,113.0,1.0,0.0,0.0,0.991150442477876,0.0973451327433628,0.9557522123893806,15.0,0.0
390,15016299025083C,2021,0.044,45.0,0.938,0.0,0.9777777777777776,0.0,0.2666666666666666,0.8444444444444444,22.6,0.9090909090909092
391,15016299025083C,2019,0.013,76.0,0.916,0.0,1.0,0.0,0.2236842105263158,0.9078947368421052,24.9,0.0
392,15016299025083C,2018,0.009,109.0,0.991,0.0,1.0,0.0,0.2201834862385321,0.944954128440367,21.0,0.0
393,150162990250841,2021,0.0,30.0,0.968,0.0,0.9666666666666668,0.0,0.0,0.9666666666666668,20.1,0.7727272727272727
394,150162990250841,2019,0.0,51.0,1.0,0.0,0.9803921568627452,0.0,0.2941176470588235,0.9215686274509804,16.6,0.0
395,150162990250841,2018,0.038,52.0,1.0,0.0,0.9807692307692308,0.0,0.0,1.0,11.0,0.0
396,150162990250844,2021,0.0,73.0,0.76,0.0,0.9178082191780822,0.0,0.3561643835616438,0.9315068493150684,22.2,0.7727272727272727
397,150162990250844,2019,0.0139999999999999,64.0,0.853,0.0,0.96875,0.0,0.453125,0.921875,27.0,0.0
398,150162990250844,2018,0.021,47.0,1.0,0.0,0.9361702127659576,0.0,0.0,1.0,18.0,0.0
399,150162990250847,2021,0.061,82.0,0.8370000000000001,0.0,0.7439024390243902,0.2073170731707317,0.3048780487804878,0.926829268292683,27.2,0.7727272727272727
400,150162990250847,2019,0.018,90.0,0.789,0.0,0.7444444444444445,0.2444444444444444,0.3555555555555555,0.8888888888888888,26.3,0.0
401,150162990250847,2018,0.0,48.0,1.0,0.0,0.9166666666666666,0.0,0.2916666666666667,1.0,16.0,0.0
402,150162990250848,2021,0.078,51.0,1.0,0.0,0.2941176470588235,0.6470588235294118,0.196078431372549,0.9019607843137256,20.7,0.7272727272727272
403,150162990250848,2019,0.075,53.0,1.0,0.0,0.490566037735849,0.4339622641509434,0.0,0.8490566037735849,15.6,0.0
404,150162990250848,2018,0.106,66.0,1.0,0.0,0.4242424242424242,0.3939393939393939,0.0,0.8787878787878788,15.0,0.0
405,150162990250849,2021,0.107,85.0,0.966,0.1294117647058823,0.2705882352941176,0.5882352941176471,0.3294117647058823,0.7647058823529411,23.6,0.7727272727272727
406,150162990250849,2019,0.2,75.0,1.0,0.0,0.1733333333333333,0.7066666666666667,0.24,0.68,22.6,0.0
407,150162990250849,2018,0.145,62.0,0.984,0.0,0.1774193548387097,0.7258064516129032,0.1935483870967742,0.8225806451612904,18.0,0.0
408,15016299025084C,2021,0.0,80.0,0.988,0.0,0.9875,0.0,0.1875,1.0,20.4,0.7727272727272727
